seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
2,11,3,,37,True,-1.7236,4,0.8824,0.6728,0.845,12.7507,15,37.93,18.45,85.1001,1111,social|stable|deep_conn,11,
2,21,5,,35,True,-1.0912,3,0.5882,0.7115,0.7734,2.8175,10,12.61,5.11,12.0062,378,social|stable|focused_att,21,
2,22,5,,35,True,-1.7418,5,0.7647,0.6854,0.866,14.5179,13,31.9,14.64,45.4949,964,social|stable|wide_att|deep_conn,22,
2,25,8,,32,True,2.4816,5,0.8235,0.7608,0.836,13.7245,14,35.58,11.19,62.7601,1192,social|stable|deep_conn,25,
2,34,10,,30,True,0.3662,4,1.0,0.6444,0.8018,10.0104,17,26.09,14.4,40.0706,848,social|stable|deep_conn,34,
2,35,10,30,21,False,-0.056,4,0.85,0.6505,0.815,7.9309,17,22.06,11.85,25.5032,926,social|stable|dead,35,30
2,36,10,,30,True,3.0155,5,0.9412,0.6623,0.867,10.9131,16,45.55,23.22,86.2671,1244,social|stable|wide_att|deep_conn,36,
2,40,12,,28,True,2.1414,5,0.9412,0.6645,0.8225,18.4089,16,31.92,16.11,59.1565,1466,social|stable|deep_conn,40,
2,51,14,,26,True,-0.3584,4,0.9412,0.6279,0.8294,10.5854,16,21.23,12.58,62.7597,708,social|stable|deep_conn,51,
2,61,16,24,9,False,-0.756,2,0.2,0.6255,0.6713,7.0338,5,5.82,3.48,19.3837,117,stable|focused_att|dead,61,24
2,67,18,28,11,False,-0.7674,5,0.8696,0.659,0.8622,24.1254,20,66.42,34.38,69.0218,2106,social|stable|wide_att|deep_conn|dead,67,28
2,69,18,32,15,False,1.0137,5,1.0,0.6181,0.8582,12.5064,18,53.82,33.25,36.3126,1764,social|stable|wide_att|deep_conn|dead,69,32
2,74,18,28,11,False,-0.0799,2,0.3913,0.7163,0.8023,3.9353,9,8.55,3.39,10.5757,160,stable|dead,74,28
2,76,19,,21,True,-1.629,5,1.0,0.7061,0.8857,16.4917,17,61.92,25.78,53.8136,1952,social|stable|wide_att|deep_conn,76,
2,75,19,22,4,False,1.2871,2,0.2917,0.6472,0.7249,7.5972,7,6.73,3.67,21.4385,132,stable|focused_att|dead,75,22
2,77,20,22,3,False,-2.2611,4,0.7917,0.6822,0.8326,9.3489,19,26.04,12.13,33.571,879,social|stable|dead,77,22
2,78,20,20,1,False,1.4321,4,0.4737,0.652,0.873,21.2801,9,32.67,17.43,54.6942,719,stable|wide_att|deep_conn|dead,78,20
2,79,20,20,1,False,-1.9155,2,0.2105,0.6534,0.8464,93.1463,4,7.07,3.75,316.2444,89,stable|deep_conn|dead,79,20
2,80,20,23,4,False,2.8289,2,0.4583,0.6981,0.8181,6.7335,11,10.06,4.35,17.3843,186,stable|dead,80,23
2,81,20,20,1,False,2.6096,2,0.1579,0.6991,0.795,19.7917,3,8.02,3.45,23.4532,114,stable|focused_att|deep_conn|dead,81,20
2,82,20,21,2,False,-2.0202,2,0.3333,0.7054,0.7871,79.6579,8,9.13,3.81,432.4677,189,stable|focused_att|deep_conn|dead,82,21
2,83,20,24,5,False,1.1842,2,0.52,0.6757,0.8046,8.0813,13,9.84,4.72,30.4435,192,social|stable|dead,83,24
2,84,20,21,2,False,-2.009,2,0.0833,0.6909,0.7495,15.1955,2,8.1,3.62,28.1928,166,isolated|stable|focused_att|deep_conn|dead,84,21
2,85,20,20,1,False,-1.8709,2,0.1579,0.6314,0.8457,10.0059,3,7.12,4.16,15.7622,100,stable|deep_conn|dead,85,20
2,86,20,28,9,False,-1.7009,3,0.5652,0.6572,0.77,6.0029,13,13.26,6.92,34.8771,405,social|stable|focused_att|dead,86,28
2,87,20,21,2,False,-0.6434,2,0.0417,0.6975,0.8113,10.5266,1,7.3,3.17,10.5266,95,isolated|stable|deep_conn|dead,87,21
2,88,20,,20,True,-2.8646,5,0.9412,0.7073,0.8761,21.8711,16,58.0,24.0,68.9044,1874,social|stable|wide_att|deep_conn,88,
2,89,23,,17,True,-1.1797,5,0.8824,0.6482,0.8239,15.9551,15,36.4,19.75,33.1836,1582,social|stable|deep_conn,89,
2,90,28,36,9,False,1.1108,4,0.8824,0.6915,0.8332,12.0069,15,35.7,15.92,42.7981,1095,social|stable|deep_conn|dead,90,36
2,91,28,34,7,False,-2.1063,4,0.7778,0.6584,0.8297,9.9281,14,30.41,15.78,44.0379,948,social|stable|dead,91,34
2,92,30,,10,True,2.0887,4,0.8824,0.6764,0.8602,10.0167,15,34.82,16.66,40.7331,1224,social|stable|wide_att|deep_conn,92,
2,93,36,,4,True,0.9783,3,0.4706,0.6826,0.8152,13.5581,8,17.87,8.31,32.7603,422,stable|deep_conn,93,
2,94,36,38,3,False,0.6741,3,0.4375,0.7032,0.8044,20.5928,7,18.28,7.72,62.1342,526,stable|deep_conn|dead,94,38
2,95,38,,2,True,2.3793,4,0.1765,0.6328,0.8376,10.1636,3,23.82,13.82,17.4562,601,stable|deep_conn,95,
2,96,39,,0,True,-0.7643,3,0,0,0,0,0,0,0,0,0,isolated|focused_att,96,
