seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
3,2,2,,38,True,1.4203,3,0.8235,0.6978,0.8188,8.0059,14,16.94,7.34,27.8652,461,social|stable,2,
3,94,17,22,6,False,-0.098,2,0.087,0.7264,0.6903,5.4158,2,5.13,1.93,6.6157,118,isolated|stable|focused_att|dead,94,22
3,95,17,20,4,False,-2.7129,2,0.0588,0.6488,0.7634,25.0447,1,5.25,2.84,25.0447,56,isolated|stable|focused_att|deep_conn|dead,95,20
3,96,18,,22,True,-0.4709,5,1.0,0.7239,0.8582,14.8722,17,54.06,20.62,36.771,1762,social|stable|wide_att|deep_conn,96,
3,10,3,,37,True,-0.2374,4,1.0,0.568,0.8132,11.6832,17,22.89,17.41,50.0129,923,social|stable|deep_conn,10,
3,98,19,21,3,False,1.4128,2,0.2381,0.7145,0.772,13.3699,5,8.06,3.22,41.0768,144,stable|focused_att|deep_conn|dead,98,21
3,101,20,,20,True,-2.1099,5,1.0,0.6253,0.8802,20.1997,17,55.97,33.54,58.2625,1907,social|stable|wide_att|deep_conn,101,
3,102,20,,20,True,-2.7666,5,0.8824,0.6796,0.8591,17.7642,15,42.01,19.81,46.0223,1243,social|stable|wide_att|deep_conn,102,
3,103,20,20,1,False,-2.3699,2,0.2941,0.6349,0.8708,135.1992,5,8.82,5.07,316.2444,118,stable|wide_att|deep_conn|dead,103,20
3,15,3,21,19,False,-2.5474,2,0.1429,0.6467,0.8044,3.4313,3,8.17,4.46,7.099,182,isolated|stable|dead,15,21
3,104,20,22,3,False,-2.3805,2,0.4348,0.643,0.7751,8.558,10,7.17,3.98,23.979,185,stable|focused_att|dead,104,22
3,17,4,25,22,False,-0.9895,5,0.9167,0.6783,0.8379,12.0905,22,46.87,22.23,47.0283,1787,social|stable|deep_conn|dead,17,25
3,105,20,20,1,False,-2.4948,2,0.2941,0.6555,0.8067,70.4837,5,7.81,4.1,316.2444,105,stable|deep_conn|dead,105,20
3,106,20,20,1,False,-1.7161,2,0.3529,0.7279,0.7885,14.8527,6,7.15,2.67,25.0447,90,stable|focused_att|deep_conn|dead,106,20
3,25,5,26,22,False,-0.6422,3,0.6,0.6997,0.795,7.5381,15,15.02,6.44,36.6469,408,social|stable|focused_att|dead,25,26
3,39,8,,32,True,-0.2911,4,0.8824,0.7083,0.8238,16.4908,15,26.01,10.71,50.0129,946,social|stable|deep_conn,39,
3,45,9,25,17,False,1.3872,3,0.625,0.6864,0.7894,5.8042,15,16.55,7.56,37.0846,421,social|stable|focused_att|dead,45,25
3,53,11,,29,True,0.381,5,1.0,0.6041,0.8155,13.0457,17,40.15,26.32,31.3827,1622,social|stable|deep_conn,53,
3,63,12,,28,True,-2.1652,5,1.0,0.6133,0.8533,20.2371,17,42.0,26.48,65.1055,1504,social|stable|wide_att|deep_conn,63,
3,68,14,24,11,False,-0.9964,4,0.8333,0.6994,0.8501,13.5654,20,35.61,15.31,41.7848,1075,social|stable|wide_att|deep_conn|dead,68,24
3,76,14,22,9,False,-2.567,2,0.3043,0.6595,0.7995,5.3169,7,7.81,4.03,15.9352,142,stable|focused_att|dead,76,22
3,79,14,23,10,False,-2.7524,2,0.4783,0.664,0.7893,8.5954,11,8.31,4.2,28.4764,186,stable|focused_att|dead,79,23
3,90,16,,24,True,2.6391,4,0.8235,0.6439,0.7885,8.698,14,17.35,9.59,37.629,516,social|stable|focused_att,90,
3,107,20,38,19,False,-0.7195,3,0.7647,0.6763,0.7933,11.2524,13,14.07,6.74,30.7613,437,social|stable|focused_att|deep_conn|dead,107,38
3,108,20,28,9,False,-1.4113,5,0.7917,0.6496,0.8448,13.6103,19,46.46,25.06,46.699,1765,social|stable|deep_conn|dead,108,28
3,109,21,25,5,False,2.3816,3,0.4583,0.6761,0.7951,5.9575,11,15.84,7.59,36.1981,463,stable|focused_att|dead,109,25
3,110,23,24,2,False,-2.4997,3,0.2083,0.6055,0.7981,20.506,5,17.64,11.49,38.7059,352,stable|focused_att|deep_conn|dead,110,24
3,111,25,,15,True,-3.0744,5,0.9412,0.6853,0.8765,20.6975,16,52.87,24.27,65.1055,1699,social|stable|wide_att|deep_conn,111,
3,112,26,,14,True,0.6276,5,0.9412,0.6471,0.8618,18.3494,16,43.51,23.73,60.5424,1499,social|stable|wide_att|deep_conn,112,
3,113,26,,14,True,-2.7855,4,1.0,0.6119,0.8539,9.6157,17,30.08,19.08,28.2891,924,social|stable|wide_att,113,
3,114,29,32,4,False,-1.108,5,0.7368,0.6453,0.8647,21.2522,14,54.94,30.2,56.8199,2054,social|stable|wide_att|deep_conn|dead,114,32
3,115,30,37,8,False,1.7571,3,0.9375,0.6576,0.7855,8.1607,15,18.46,9.61,43.6811,547,social|stable|focused_att|dead,115,37
3,116,33,,7,True,-0.319,5,0.9412,0.5972,0.8451,18.6286,16,41.24,27.82,50.6731,1744,social|stable|deep_conn,116,
3,117,36,39,4,False,2.1539,3,0.5882,0.6752,0.8599,7.6866,10,18.43,8.86,34.8579,391,social|stable|wide_att|dead,117,39
3,118,37,,3,True,-1.1972,5,0.8235,0.7155,0.861,11.5209,14,51.88,20.63,34.0149,1714,social|stable|wide_att|deep_conn,118,
