seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
11,47,10,,30,True,2.9722,3,0.7391,0.6848,0.8396,8.2796,17,21.02,9.68,71.02,566,social|stable,47,
11,4,1,22,22,False,-2.2413,2,0.25,0.7207,0.7874,4.8549,4,7.75,3.0,8.1161,155,stable|focused_att|dead,4,22
11,72,16,21,6,False,0.0938,2,0.0,0.619,0.7652,0.0,0,9.25,5.69,0.0,174,isolated|stable|focused_att|dead,72,21
11,74,17,20,4,False,1.1077,3,0.25,0.6204,0.8983,19.6519,3,15.89,9.72,38.6824,315,stable|wide_att|deep_conn|dead,74,20
11,8,2,,38,True,1.9684,5,0.9565,0.6733,0.8355,9.553,22,43.34,21.03,38.9624,1630,social|stable,8,
11,53,11,22,12,False,0.7195,3,0.5,0.6548,0.8087,10.4047,8,17.99,9.49,30.2383,478,stable|deep_conn|dead,53,22
11,54,12,,28,True,0.4929,5,1.0,0.6841,0.8508,18.934,23,50.16,23.16,75.537,1837,social|stable|wide_att|deep_conn,54,
11,56,13,20,8,False,-1.0645,4,0.4167,0.6146,0.8479,9.1692,5,28.4,17.81,16.4876,694,stable|dead,56,20
11,75,17,23,7,False,-1.4848,2,0.2105,0.6606,0.778,16.5276,4,7.9,4.06,37.1641,137,stable|focused_att|deep_conn|dead,75,23
11,35,7,,33,True,-0.1054,4,0.8261,0.5929,0.7967,5.6092,19,27.44,18.84,19.7972,1028,social|stable|focused_att,35,
11,36,8,,32,True,0.9651,5,0.9565,0.6442,0.8601,12.3311,22,49.72,27.46,35.6078,1882,social|stable|wide_att|deep_conn,36,
11,58,14,,26,True,2.1402,5,0.8261,0.6889,0.8365,15.0374,19,33.23,15.01,73.7374,1175,social|stable|deep_conn,58,
11,82,19,21,3,False,2.5468,3,0.125,0.6414,0.7996,219.5028,2,16.13,9.02,432.4677,402,isolated|stable|focused_att|deep_conn|dead,82,21
11,83,19,21,3,False,2.3654,2,0.0,0.6506,0.7755,0.0,0,8.62,4.63,0.0,164,isolated|stable|focused_att|dead,83,21
11,85,19,20,2,False,1.7943,2,0.0,0.6982,0.8179,0.0,0,6.92,2.99,0.0,83,isolated|stable|dead,85,20
11,69,15,,25,True,-3.1054,4,0.8696,0.6323,0.845,35.7604,20,31.32,18.22,499.9996,1023,social|stable|deep_conn,69,
11,70,15,,25,True,0.6301,3,0.7826,0.67,0.8156,8.8445,18,13.62,6.71,33.9646,403,social|stable,70,
11,86,20,29,10,False,0.6829,3,0.5882,0.6531,0.7374,4.0248,10,8.17,4.34,36.9734,163,social|stable|focused_att|dead,86,29
11,87,22,,18,True,0.1336,5,0.913,0.6126,0.8538,19.5141,21,44.55,28.17,47.1556,1651,social|stable|wide_att|deep_conn,87,
11,88,22,,18,True,-2.5804,4,0.8696,0.6662,0.8186,5.6864,20,25.48,12.77,24.2134,880,social|stable,88,
11,89,23,,17,True,-3.0186,5,0.8696,0.6083,0.8365,13.4546,20,41.88,26.97,35.9458,1566,social|stable|deep_conn,89,
11,90,24,27,4,False,-0.8231,4,0.6316,0.6696,0.844,15.7915,12,36.78,18.15,44.3544,1170,social|stable|deep_conn|dead,90,27
11,91,25,,15,True,-1.9197,5,0.913,0.6849,0.8778,16.9922,21,65.48,30.13,82.2561,2042,social|stable|wide_att|deep_conn,91,
11,92,27,33,7,False,-0.7224,3,0.8421,0.5653,0.8077,5.1893,16,14.17,10.9,23.5366,352,social|stable|dead,92,33
11,93,28,37,10,False,-1.7937,4,0.8636,0.681,0.8267,5.7534,19,30.88,14.47,20.4485,927,social|stable|dead,93,37
11,94,29,,11,True,-1.3053,3,0.7391,0.6172,0.8141,2.9236,17,17.03,10.57,19.4857,458,social|stable,94,
11,95,31,32,2,False,1.4961,4,0.2941,0.6328,0.8658,21.7825,5,32.61,18.92,47.3414,770,stable|wide_att|deep_conn|dead,95,32
11,96,32,,8,True,2.359,5,0.8696,0.6498,0.8444,11.0833,20,51.34,27.67,25.3338,1742,social|stable|deep_conn,96,
11,97,32,33,2,False,-0.4018,5,0.6842,0.7043,0.8947,21.1411,13,53.06,22.28,66.9607,1510,social|stable|wide_att|deep_conn|dead,97,33
11,98,32,,8,True,3.0302,4,0.7826,0.6508,0.828,7.2546,18,27.2,14.59,29.7794,1042,social|stable,98,
11,99,33,,7,True,0.2002,5,0.8261,0.6703,0.8436,19.5507,19,55.82,27.46,47.2779,1949,social|stable|deep_conn,99,
11,100,33,34,2,False,1.2084,3,0.4091,0.6545,0.8637,17.1098,9,19.37,10.23,34.0951,384,stable|wide_att|deep_conn|dead,100,34
11,101,36,,4,True,2.18,4,0.6522,0.6837,0.8139,10.3675,15,26.44,12.23,38.2919,976,social|stable|deep_conn,101,
11,102,36,37,2,False,-1.6934,3,0.1818,0.6145,0.8297,16.7517,4,15.77,9.89,28.3711,319,stable|deep_conn|dead,102,37
11,103,38,,2,True,1.272,4,0.3478,0.6716,0.8387,10.8981,8,29.09,14.22,32.1753,783,stable|deep_conn,103,
