seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
20,1,2,33,32,False,-0.2435,3,0.8182,0.6675,0.8213,8.3467,18,16.95,8.44,29.0123,475,social|stable|dead,1,33
20,86,19,25,7,False,0.3946,2,0.3,0.6334,0.7607,5.355,9,8.71,5.04,22.1276,190,stable|focused_att|dead,86,25
20,87,19,21,3,False,2.3563,2,0.0833,0.6139,0.657,13.4546,2,5.65,3.55,20.6656,114,isolated|stable|focused_att|deep_conn|dead,87,21
20,95,20,29,10,False,-1.7946,3,0.6957,0.6837,0.7921,3.0632,16,15.99,7.39,22.1421,453,social|stable|focused_att|dead,95,29
20,96,20,22,3,False,-0.814,2,0.1786,0.7165,0.7762,20.3624,5,8.82,3.49,42.7134,176,stable|focused_att|deep_conn|dead,96,22
20,97,20,20,1,False,-2.2395,2,0.2105,0.6751,0.8663,95.4595,4,7.66,3.69,316.2444,93,stable|wide_att|deep_conn|dead,97,20
20,98,20,20,1,False,-0.041,2,0.1053,0.6752,0.8506,19.1766,2,5.39,2.59,20.016,61,isolated|stable|wide_att|deep_conn|dead,98,20
20,8,4,,36,True,2.2801,3,0.7826,0.6688,0.8412,7.2678,18,16.88,8.36,14.889,457,social|stable,8,
20,99,20,20,1,False,-1.1634,2,0.2105,0.7511,0.8515,33.219,4,7.74,2.56,63.3716,90,stable|wide_att|deep_conn|dead,99,20
20,17,5,34,30,False,2.5785,2,0.5,0.5742,0.8024,47.9187,11,6.18,4.58,496.6479,107,stable|deep_conn|dead,17,34
20,23,6,,34,True,-1.05,5,1.0,0.6218,0.8603,11.9891,23,49.43,30.07,42.4473,1812,social|stable|wide_att|deep_conn,23,
20,47,11,,29,True,2.6498,5,1.0,0.6885,0.8642,22.9932,23,58.31,26.38,81.1558,2025,social|stable|wide_att|deep_conn,47,
20,51,11,24,14,False,0.9149,2,0.2,0.6635,0.7428,2.6645,6,6.65,3.37,12.2832,143,stable|focused_att|dead,51,24
20,52,12,,28,True,-2.1053,3,0.6957,0.6915,0.7703,5.0202,16,7.84,3.5,26.4345,158,social|stable|focused_att,52,
20,56,12,25,14,False,-2.0068,2,0.2333,0.5687,0.7013,4.952,7,6.28,4.76,19.9858,108,stable|focused_att|dead,56,25
20,60,13,21,9,False,1.3573,2,0.125,0.6702,0.7913,23.9911,3,8.82,4.34,38.7599,179,isolated|stable|focused_att|deep_conn|dead,60,21
