seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type,cognitive_id,became_ghost_w
12,6,3,,37,True,0.7268,5,0.9231,0.6189,0.8725,11.8355,12,53.01,32.64,33.2834,1860,social|stable|wide_att|deep_conn,6,
12,7,3,,37,True,3.0054,5,1.0,0.6716,0.8548,14.1598,13,56.34,27.54,46.0053,1983,social|stable|wide_att|deep_conn,7,
12,17,4,,36,True,-2.759,5,1.0,0.6595,0.8478,19.7707,13,48.44,25.01,44.4891,1683,social|stable|deep_conn,17,
12,22,6,,34,True,-2.0199,5,0.7692,0.6822,0.825,9.5511,10,27.32,12.72,24.2844,1058,social|stable,22,
12,27,8,,32,True,-2.9106,5,1.0,0.6056,0.8433,9.4314,13,25.11,16.35,25.1061,965,social|stable,27,
12,28,8,,32,True,1.1909,3,0.7692,0.6797,0.8118,6.6943,10,16.4,7.73,27.3871,462,social|stable,28,
12,33,8,22,15,False,-2.4509,2,0.2609,0.735,0.8211,12.2282,6,10.1,3.64,22.711,180,stable|deep_conn|dead,33,22
12,58,15,,25,True,2.9146,5,0.9231,0.6367,0.8498,19.6275,12,49.63,28.32,38.886,2000,social|stable|deep_conn,58,
12,61,16,,24,True,2.0368,5,0.9231,0.6656,0.8524,10.9741,12,47.7,23.97,21.4089,1658,social|stable|wide_att|deep_conn,61,
12,67,18,,22,True,-2.5979,5,0.9231,0.6569,0.8381,20.8981,12,51.79,27.05,44.4531,1813,social|stable|deep_conn,67,
12,68,19,23,5,False,2.641,4,0.8261,0.6171,0.7764,7.3729,19,24.1,14.95,28.1825,978,social|stable|focused_att|dead,68,23
12,69,19,,21,True,-0.0069,4,0.9231,0.6506,0.8289,13.3709,12,23.99,12.89,45.9488,879,social|stable|deep_conn,69,
12,70,19,20,2,False,0.5024,3,0.3684,0.7304,0.8809,99.0585,7,17.16,6.33,316.2444,328,stable|wide_att|deep_conn|dead,70,20
12,71,19,23,5,False,1.056,2,0.2609,0.6945,0.8186,10.4093,6,9.26,4.07,23.3317,173,stable|deep_conn|dead,71,23
12,72,19,20,2,False,-0.448,2,0.0,0.6364,0.8725,0.0,0,7.18,4.1,0.0,94,isolated|stable|wide_att|dead,72,20
12,73,19,22,4,False,1.4557,2,0.0435,0.6277,0.7895,5.6151,1,5.95,3.53,5.6151,119,isolated|stable|focused_att|dead,73,22
12,74,19,21,3,False,-0.2371,2,0.0435,0.6868,0.7241,46.2174,1,7.05,3.21,46.2174,177,isolated|stable|focused_att|deep_conn|dead,74,21
12,75,20,27,8,False,-2.9048,5,0.8261,0.649,0.8464,10.0121,19,43.04,23.27,49.6102,1633,social|stable|deep_conn|dead,75,27
12,76,20,23,4,False,0.1143,2,0.1739,0.7313,0.715,1.4557,4,5.71,2.1,2.4075,126,stable|focused_att|dead,76,23
12,77,20,21,2,False,0.7706,2,0.3043,0.7226,0.7935,27.2401,7,6.91,2.65,116.2234,133,stable|focused_att|deep_conn|dead,77,21
12,78,20,21,2,False,-0.5735,2,0.1739,0.6729,0.765,22.3414,4,7.69,3.74,33.6915,150,stable|focused_att|deep_conn|dead,78,21
12,79,20,22,3,False,-2.7417,2,0.3913,0.681,0.7942,6.7524,9,6.92,3.24,21.5441,149,stable|focused_att|dead,79,22
12,80,20,20,1,False,-1.7451,2,0.1579,0.5622,0.7452,121.8167,3,7.76,6.04,316.2444,104,stable|focused_att|deep_conn|dead,80,20
12,81,20,20,1,False,0.9605,2,0.3158,0.6311,0.7774,30.4811,6,10.65,6.22,48.5006,143,stable|focused_att|deep_conn|dead,81,20
12,82,20,20,1,False,-1.1291,2,0.1579,0.6273,0.8002,26.7293,3,8.46,5.03,40.28,113,stable|deep_conn|dead,82,20
12,83,20,27,8,False,-1.083,3,0.5652,0.6125,0.8329,4.8933,13,15.27,9.66,17.9814,403,social|stable|dead,83,27
12,84,23,34,12,False,-2.5034,3,0.6667,0.7083,0.8309,6.8101,10,17.82,7.34,30.2681,504,social|stable|dead,84,34
12,85,26,28,3,False,0.6849,3,0.4286,0.6254,0.8017,8.208,9,17.74,10.63,21.1956,477,stable|dead,85,28
12,86,31,35,5,False,-0.9037,3,0.3846,0.6806,0.7734,5.3794,5,13.24,6.21,10.8242,367,stable|focused_att|dead,86,35
12,87,32,33,2,False,2.1485,4,0.4667,0.6559,0.8731,12.714,7,27.85,14.61,33.2956,652,stable|wide_att|deep_conn|dead,87,33
12,88,35,,5,True,2.8317,4,0.6923,0.6351,0.8309,6.5264,9,24.79,14.24,14.3924,773,social|stable,88,
