window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,5862,12,6,0,1.9988,0,20.2,0,0,6.36,1.0,5862.0,476,1.0,291,454,163,1700,0.001198,0.0087,408.0756,0,0.0,0.0,0.0013,0,0,0,0,0.046433,0.015625,64,0.6635,0.0464,0.3112
2,5000,3606,1,3,0,1.9989,0,22.1,384,3230,5.09,0.8297,4372.7,376,1.0,277,15,29,1719,0.001371,0.008,258.5283,1,1.0,0.0,0.0015,0,0,0,0,0.035256,0.015625,64,0.5568,0.0729,0.2931
3,5000,3348,2,3,0,1.9989,0,24.4,217,3152,4.81,0.8709,3872.8,196,1.0,230,8,55,1665,0.001351,0.0113,246.2312,2,1.9,0.0,0.0018,0,0,0,0,0.032821,0.015625,64,0.5239,0.102,0.2841
4,5000,3029,2,5,0,1.9989,0,29.7,48,2989,4.52,0.8599,3542.1,40,1.0,201,4,33,1469,0.001601,0.0173,80.4124,3,2.9,0.0173,0.0031,1,0,0,0,0.044316,0.015625,62,0.6474,0.1355,0.281
5,5000,3143,1,3,0,1.9989,0,38.3,13,3124,4.54,0.922,3409.1,19,1.0,184,12,29,1410,0.001692,0.0194,34.7648,4,3.8,0.0174,0.0033,0,0,0,0,0.032946,0.015625,63,0.5257,0.1599,0.2644
6,5000,3145,2,4,0,1.9985,2,44.4,9,3132,4.43,0.9436,3333.9,13,1.0,168,6,22,1365,0.001622,0.018,27.4262,5,4.6,0.012,0.0035,0,0,0,0,0.036,0.015625,60,0.566,0.1939,0.2639
7,5000,3190,1,4,0,1.9962,2,47.7,8,3182,4.58,0.9673,3297.9,8,1.0,154,1,15,1307,0.001692,0.0212,17.66,6,5.6,0.017,0.0036,0,0,0,0,0.038217,0.015625,58,0.5911,0.2194,0.262
8,5000,3109,1,4,0,1.9948,2,49.7,4,3101,4.55,0.9551,3256.2,8,1.0,137,3,20,1226,0.001777,0.0236,19.7044,7,6.5,0.0212,0.0043,0,0,0,0,0.04717,0.015625,56,0.6688,0.2406,0.261
9,5000,3096,1,4,3,1.9853,2,52.8,4,3087,4.43,0.9603,3224.1,9,1.0,120,1,18,1116,0.001887,0.0247,25.4237,8,7.4,0.0082,0.0048,0,0,0,0,0.043836,0.015625,55,0.6436,0.2626,0.2552
10,5000,3073,0,0,3,1.9822,2,56.1,0,3068,4.39,0.9613,3196.7,5,1.0,107,0,13,1028,0.002012,0.0241,13.9276,9,8.4,0.0161,0.0053,0,0,0,0,0.034853,0.015625,53,0.5517,0.2714,0.2541
11,5000,3092,0,0,3,1.9772,1,60.1,1,3091,4.42,0.9726,3179.2,1,1.0,96,1,12,949,0.002135,0.027,3.4483,10,9.4,0.027,0.0052,0,0,0,0,0.047297,0.015625,51,0.6696,0.2951,0.259
12,5000,3053,0,0,3,1.9954,1,67.4,0,3053,4.49,0.9662,3159.8,0,1.0,91,0,5,908,0.002169,0.0345,0.0,11,10.4,0.0345,0.0067,0,0,0,0,0.049808,0.015625,49,0.6863,0.3305,0.2636
13,5000,3080,3,5,1,1.9495,1,69.1,1,3064,4.42,0.9783,3148.4,16,1.0,87,7,11,899,0.002403,0.0463,54.9451,12,10.6,0.0297,0.0068,2,0,0,0,0.053381,0.015625,49,0.7073,0.3476,0.2662
14,5000,3084,1,3,3,1.9359,1,70.1,2,3063,4.47,0.9822,3139.8,21,1.0,78,6,15,847,0.002633,0.0569,81.8966,13,11.3,0.0352,0.0098,0,0,0,0,0.073171,0.015625,47,0.7865,0.3798,0.2732
15,5000,3029,1,4,3,1.9091,2,69.7,3,3016,4.4,0.969,3126.0,13,1.0,70,1,9,796,0.00289,0.061,54.8523,14,12.3,0.0488,0.0107,0,0,0,0,0.105691,0.015625,44,0.8522,0.4596,0.2854
16,5000,3074,0,0,3,1.8965,2,73.6,0,3074,4.47,0.9853,3119.8,0,1.0,65,0,5,751,0.00272,0.0522,0.0,15,13.2,0.0246,0.01,0,0,0,0,0.082609,0.015625,43,0.8109,0.5422,0.294
17,5000,2992,0,0,3,1.9114,1,75.1,0,2992,4.39,0.9634,3105.6,0,1.0,60,0,5,709,0.002416,0.0547,0.0,16,14.5,0.0299,0.0101,0,0,0,0,0.054726,0.015625,43,0.7145,0.5721,0.3029
18,5000,3066,1,4,3,1.9696,1,77.5,3,3063,4.47,0.9886,3101.5,3,1.0,58,1,3,691,0.002533,0.0423,16.129,17,15.4,0.0176,0.0087,0,0,0,0,0.05291,0.015625,42,0.7047,0.6038,0.3093
19,5000,3074,1,4,1,1.922,1,81.3,9,3065,4.49,0.992,3098.7,9,1.0,62,7,3,712,0.00256,0.0345,45.9184,18,15.0,0.0197,0.0084,0,0,0,0,0.049261,0.015625,42,0.6828,0.6531,0.3123
