window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6217,14,5,0,1.9995,0,27.1,0,0,6.68,1.0,6217.0,563,1.0,360,533,173,1947,0.001014,0.0122,381.6949,0,0.0,0.0097,0.0013,3,0,0,0,0.029677,0.015625,64,0.4735,0.0297,0.2842
2,5000,3638,3,5,0,1.9995,0,24.5,428,3184,5.11,0.8119,4517.7,454,1.0,345,20,35,2018,0.001079,0.008,398.9455,1,1.0,0.0064,0.0012,2,0,0,0,0.034045,0.015625,64,0.5411,0.0605,0.2571
3,5000,3382,1,5,0,1.9995,0,29.1,249,3167,4.87,0.8613,3967.3,215,1.0,294,1,52,1994,0.001101,0.0104,232.684,2,2.0,0.007,0.0016,1,0,0,0,0.032202,0.015625,64,0.5148,0.0832,0.2549
4,5000,3166,0,0,1,1.9995,0,34.0,29,3149,4.54,0.8703,3651.6,17,1.0,256,3,41,1754,0.001271,0.0148,27.5081,3,2.9,0.0089,0.0025,0,0,0,0,0.047478,0.015625,63,0.6709,0.1306,0.2756
5,5000,3025,0,0,3,1.9995,0,39.8,1,3024,4.36,0.8787,3442.7,1,1.0,216,1,41,1597,0.00138,0.0121,0.0,4,3.9,0.0101,0.0027,0,0,0,0,0.050086,0.015625,62,0.688,0.16,0.2932
6,5000,3013,3,5,0,1.9995,0,43.9,0,2998,4.45,0.9075,3320.0,15,1.0,193,3,26,1530,0.001464,0.0222,29.2398,5,4.8,0.0131,0.0034,3,0,0,0,0.053604,0.015625,60,0.7085,0.1968,0.3
7,5000,3032,4,5,0,1.9955,1,48.8,14,3009,4.43,0.9335,3248.0,23,1.0,179,6,20,1508,0.001529,0.0217,43.3962,6,5.7,0.0145,0.004,2,0,0,0,0.043478,0.015625,59,0.6406,0.2294,0.3078
8,5000,3065,1,5,0,1.995,2,54.9,9,3046,4.47,0.9556,3207.3,19,1.0,169,1,11,1471,0.0016,0.0244,40.6852,7,6.6,0.0146,0.004,1,0,0,0,0.04888,0.015625,58,0.6803,0.2661,0.3128
9,5000,3222,1,3,0,1.9971,2,55.7,3205,0,4.55,1.0037,3210.2,17,1.0,165,7,11,1453,0.001432,0.0244,33.4646,8,7.4,0.0108,0.0035,0,0,0,0,0.039474,0.015625,58,0.6042,0.2924,0.3104
10,5000,3076,0,0,1,1.9956,2,59.8,4,3067,4.54,0.9655,3185.8,9,1.0,153,0,12,1397,0.001446,0.0196,18.4426,9,8.3,0.0121,0.0039,0,0,0,0,0.05098,0.015625,58,0.6935,0.3375,0.3168
