window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6028,16,6,0,1.9975,0,25.4,0,0,6.48,1.0,6028.0,603,1.0,378,568,190,2064,0.000982,0.0067,403.6145,0,0.0,0.0063,0.0011,4,0,0,0,0.032074,0.015625,64,0.5129,0.0321,0.246
2,5000,3671,4,5,0,1.9977,0,23.3,448,3217,5.17,0.8276,4482.7,454,1.0,355,11,34,2120,0.001089,0.01,367.017,1,1.0,0.0074,0.0013,3,0,0,0,0.04242,0.015625,64,0.6317,0.0683,0.2447
3,5000,3376,1,4,0,1.9978,0,24.8,238,3153,4.8,0.8625,3940.8,223,1.0,283,5,77,2044,0.001117,0.0106,245.8655,2,1.9,0.0066,0.0017,0,0,0,0,0.038835,0.015625,64,0.5977,0.1071,0.2441
4,5000,3056,0,0,3,1.9978,0,29.2,40,3038,4.58,0.856,3595.7,18,1.0,246,0,37,1748,0.001341,0.0162,28.3465,3,2.9,0.0074,0.0024,0,0,0,0,0.041176,0.015625,63,0.6205,0.1292,0.255
5,5000,3101,0,0,3,1.9977,0,32.4,0,3101,4.51,0.9039,3430.8,0,1.0,210,0,36,1623,0.001437,0.0171,0.0,4,3.9,0.01,0.0029,0,0,0,0,0.05137,0.015625,63,0.6958,0.1806,0.2681
6,5000,3044,0,0,0,1.9975,1,35.4,4,3040,4.42,0.9168,3320.3,4,1.0,182,4,32,1514,0.001524,0.0184,8.658,5,4.9,0.0125,0.0036,0,0,0,0,0.053061,0.015625,62,0.7055,0.2336,0.2766
7,5000,3110,1,5,0,1.9975,1,41.5,4,3101,4.54,0.9517,3267.7,9,1.0,157,1,26,1382,0.001609,0.0211,19.8675,6,5.8,0.0121,0.0039,1,0,0,0,0.046316,0.015625,60,0.6626,0.2736,0.2833
8,5000,3054,0,0,1,1.9962,1,52.9,4,3050,4.45,0.9484,3220.2,4,1.0,146,0,11,1327,0.001634,0.0217,9.9751,7,6.8,0.016,0.0043,0,0,0,0,0.050725,0.015625,58,0.692,0.3243,0.2955
9,5000,3139,0,0,0,1.9962,1,55.5,2,3137,4.5,0.9797,3204.0,2,1.0,140,0,6,1298,0.001577,0.0227,4.7059,8,7.9,0.0156,0.0044,0,0,0,0,0.056818,0.015625,58,0.725,0.3721,0.3036
10,5000,3072,0,0,0,1.9975,1,56.5,0,3072,4.46,0.966,3180.0,0,1.0,127,0,13,1211,0.001614,0.0258,0.0,9,8.9,0.0187,0.005,0,0,0,0,0.074935,0.015625,58,0.7915,0.447,0.3102
11,5000,3031,1,3,0,1.9972,1,60.4,0,3031,4.45,0.9607,3155.2,0,1.0,120,1,8,1160,0.001638,0.0327,0.0,10,9.8,0.0149,0.0051,0,0,0,0,0.080357,0.015625,55,0.8056,0.5274,0.3178
12,5000,3097,3,4,0,1.9968,1,63.5,12,3085,4.5,0.9844,3146.2,12,1.0,110,3,13,1127,0.001921,0.0288,35.7143,11,10.5,0.0169,0.0059,0,0,0,0,0.069164,0.015625,53,0.7741,0.5763,0.3246
13,5000,3206,1,5,1,1.9949,2,69.1,3197,0,4.56,1.0162,3154.7,9,1.0,101,1,10,1079,0.001781,0.0275,25.0696,12,11.5,0.0196,0.0058,1,1,0,0,0.057851,0.015625,52,0.7299,0.6204,0.3257
14,5000,3042,0,0,0,1.9987,2,72.5,7,3035,4.38,0.9689,3139.7,7,1.0,91,3,13,1003,0.001976,0.0323,23.1788,13,12.1,0.0222,0.0063,0,0,0,0,0.064516,0.015625,49,0.7578,0.6849,0.3318
15,5000,3157,2,5,0,1.9928,1,75.4,3135,0,4.6,1.0048,3141.9,22,1.0,88,7,10,992,0.002199,0.0507,77.4648,14,12.1,0.0236,0.0089,2,0,0,0,0.091216,0.015625,50,0.8287,0.7762,0.3345
16,5000,3077,0,0,0,1.952,1,75.0,9,3063,4.47,0.9817,3134.2,14,1.0,85,0,3,965,0.002193,0.0386,51.6605,15,13.1,0.0235,0.0079,0,0,0,0,0.066667,0.015625,50,0.7656,0.8358,0.3374
17,5000,3133,1,5,3,1.9606,1,75.8,5,3114,4.47,0.9996,3134.1,19,1.0,86,5,4,981,0.002114,0.0393,59.7484,16,13.5,0.0247,0.0076,1,0,0,0,0.087613,0.015625,51,0.8217,0.9113,0.3373
18,5000,3065,0,0,3,1.9104,1,77.5,5,3056,4.45,0.9802,3126.8,9,1.0,80,2,8,965,0.002033,0.0344,28.9855,17,14.6,0.0253,0.0077,0,0,0,0,0.068729,0.015625,50,0.7727,0.9801,0.3422
19,5000,3104,1,5,3,1.9205,1,79.4,0,3099,4.52,0.9934,3124.5,5,1.0,71,1,10,885,0.002254,0.0396,18.4502,18,15.7,0.0261,0.0093,1,0,0,0,0.053957,0.015625,45,0.7104,1.034,0.3417
20,5000,3010,1,5,3,1.9128,1,83.6,4,3001,4.38,0.9667,3113.6,9,1.0,70,5,6,888,0.002204,0.0398,37.3444,19,16.3,0.0245,0.0089,1,0,0,0,0.099602,0.015625,46,0.8431,1.1336,0.3416
21,5000,2954,0,0,3,1.9344,2,85.9,0,2949,4.38,0.9534,3098.4,5,1.0,67,0,3,847,0.002212,0.0431,22.4215,20,17.2,0.0262,0.009,0,0,0,0,0.086207,0.015625,44,0.8187,1.2198,0.3442
22,5000,3101,0,0,3,1.9194,1,85.3,3096,0,4.51,1.0007,3098.7,5,1.0,59,0,8,788,0.002191,0.0496,21.2766,21,18.1,0.0245,0.0098,0,0,0,0,0.090909,0.015625,41,0.8281,1.3107,0.3475
23,5000,3076,1,5,1,1.9597,1,86.3,7,3064,4.46,0.9934,3096.5,12,1.0,58,7,8,779,0.002353,0.047,49.7738,22,17.1,0.029,0.0104,1,0,0,0,0.08547,0.015625,39,0.8172,1.3962,0.3482
24,5000,3073,2,3,1,1.9784,1,86.5,3,3067,4.42,0.9931,3094.3,6,1.0,56,4,6,781,0.002441,0.0545,20.9424,23,17.5,0.0262,0.0101,0,0,0,0,0.084158,0.015625,40,0.8143,1.4804,0.3478
25,5000,3025,0,0,1,1.9585,2,88.7,7,3018,4.44,0.9797,3087.7,7,1.0,56,7,7,796,0.002357,0.0389,24.6914,24,18.2,0.0227,0.0087,0,1,0,0,0.077821,0.015625,38,0.7992,1.5271,0.3502
26,5000,3042,0,0,3,1.9781,1,88.0,10,3032,4.42,0.9866,3083.3,10,1.0,59,5,2,768,0.0024,0.0423,48.5437,25,17.4,0.0274,0.0098,0,0,0,0,0.084507,0.015625,37,0.8151,1.6116,0.3522
27,5000,3057,1,3,3,1.9792,1,87.6,0,3054,4.37,0.9923,3080.8,3,1.0,54,2,7,775,0.002237,0.0531,10.2041,26,19.5,0.023,0.0092,0,0,0,0,0.096618,0.015625,37,0.8383,1.7082,0.3573
