window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6078,12,5,0,1.9997,0,22.5,0,0,6.56,1.0,6078.0,561,1.0,350,534,184,1975,0.001023,0.009,406.8165,0,0.0,0.0079,0.0012,2,0,0,0,0.038742,0.015625,64,0.5967,0.0387,0.2597
2,5000,3568,1,3,0,1.9997,0,20.7,412,3175,5.16,0.815,4436.7,393,1.0,323,13,40,2009,0.001128,0.0085,364.564,1,1.0,0.0057,0.0013,0,0,0,0,0.033381,0.015625,64,0.5319,0.0714,0.2445
3,5000,3337,1,4,0,1.9997,0,22.7,226,3134,4.8,0.8626,3900.8,203,1.0,263,7,67,1934,0.001213,0.0126,227.8339,2,1.9,0.0095,0.0017,0,0,0,0,0.036134,0.015625,63,0.5676,0.0994,0.2545
4,5000,3042,1,5,0,1.9997,0,27.6,40,3023,4.47,0.8599,3567.7,19,1.0,227,1,37,1669,0.00142,0.0194,32.646,3,2.9,0.0162,0.0029,1,0,0,0,0.040453,0.015625,63,0.6138,0.1366,0.2573
5,5000,3063,1,4,1,1.9996,0,32.6,4,3054,4.48,0.901,3399.5,9,1.0,194,1,34,1533,0.001576,0.0277,18.2927,4,3.9,0.0132,0.0036,0,0,0,0,0.041584,0.015625,63,0.6243,0.1546,0.2569
6,5000,3035,1,3,0,1.9996,2,38.1,4,3024,4.49,0.921,3295.3,11,1.0,179,8,23,1494,0.001605,0.0244,21.2766,5,4.8,0.021,0.0038,0,0,0,0,0.044807,0.015625,62,0.6513,0.1966,0.2609
7,5000,2988,1,3,0,1.9993,2,48.0,4,2975,4.42,0.9284,3218.5,13,1.0,167,3,15,1422,0.001545,0.0193,29.4785,6,5.7,0.0165,0.0035,0,0,0,0,0.060086,0.015625,62,0.74,0.2481,0.2699
8,5000,3003,1,5,1,1.996,2,52.9,8,2990,4.39,0.9471,3170.6,13,1.0,154,5,18,1359,0.00161,0.0273,28.5714,7,6.5,0.0148,0.004,1,0,0,0,0.045455,0.015625,62,0.6562,0.2936,0.2663
9,5000,3164,0,0,0,1.998,2,52.3,0,3164,4.51,0.9983,3169.3,0,1.0,141,0,13,1281,0.001593,0.0276,0.0,8,7.6,0.0173,0.0042,0,0,0,0,0.043779,0.015625,61,0.6431,0.3189,0.2671
10,5000,2966,0,0,0,1.9974,1,56.3,1,2965,4.33,0.9469,3132.3,1,1.0,129,1,13,1165,0.001644,0.0202,3.003,9,8.6,0.0116,0.0041,0,1,0,0,0.040462,0.015625,58,0.6138,0.3594,0.2696
11,5000,3092,0,0,3,1.9882,1,70.4,0,3092,4.45,0.9892,3125.6,0,1.0,116,0,13,1064,0.001674,0.0244,0.0,10,9.5,0.0163,0.0048,0,0,0,0,0.042683,0.015625,56,0.6339,0.399,0.2763
12,5000,3140,1,3,1,1.987,1,63.9,3135,0,4.57,1.0039,3127.8,5,1.0,113,3,6,1063,0.001643,0.0271,10.453,11,10.4,0.0113,0.0049,0,0,0,0,0.047458,0.015625,56,0.6708,0.4397,0.2818
13,5000,2979,0,0,3,1.9961,1,66.0,5,2974,4.35,0.9589,3106.6,5,1.0,103,2,12,982,0.001799,0.0319,14.5455,12,11.3,0.0142,0.0055,0,0,0,0,0.06383,0.015625,54,0.7552,0.4929,0.2879
14,5000,3026,1,4,0,1.9835,1,68.4,3,3018,4.51,0.9774,3095.8,8,1.0,92,6,17,891,0.00203,0.0369,28.169,13,11.7,0.0112,0.0069,0,0,0,0,0.067114,0.015625,50,0.7672,0.5255,0.2945
15,5000,3152,3,5,1,1.9079,1,70.2,3129,0,4.55,1.0158,3102.8,23,1.0,94,5,3,932,0.002108,0.0356,77.4411,14,12.0,0.022,0.0066,2,0,0,0,0.067961,0.015625,49,0.7701,0.5869,0.301
16,5000,3115,3,5,3,1.9698,2,72.7,3092,0,4.53,1.0035,3104.3,23,1.0,86,3,11,913,0.002577,0.0423,83.3333,15,12.6,0.0286,0.0082,3,0,0,0,0.052817,0.015625,46,0.7042,0.6398,0.2978
