window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini
1,5000,6127,19,5,0,1.9987,0,19.9,0,0,6.62,1.0,6127.0,664,1.0,406,632,226,2236,0.000891,0.0072,416.3522,0,0.0,0.0067,0.0011,1,0,0,0,0.033988,0.015625,63,0.5403,0.034,0.2188
2,5000,3882,3,5,0,1.9987,0,21.8,486,3371,5.38,0.8424,4658.3,511,1.0,384,17,39,2278,0.000981,0.0073,378.7991,1,1.0,0.0054,0.0011,2,0,0,0,0.030899,0.015625,64,0.4943,0.0595,0.2194
3,5000,3411,1,5,0,1.9988,0,24.1,261,3167,4.84,0.85,4050.7,244,1.0,316,4,72,2213,0.001024,0.0078,235.7488,2,1.9,0.0057,0.0014,1,0,0,0,0.03362,0.015625,63,0.5352,0.0931,0.2285
4,5000,3116,3,5,0,1.9987,0,28.1,63,3068,4.52,0.852,3686.8,48,1.0,289,12,39,2028,0.001193,0.0202,64.4719,3,2.9,0.0116,0.0024,1,0,0,0,0.040455,0.015625,63,0.6138,0.1146,0.2244
5,5000,3004,0,0,1,1.9987,0,31.4,11,2989,4.45,0.8686,3459.5,15,1.0,252,0,37,1877,0.00121,0.0177,22.0588,4,3.9,0.0123,0.0028,0,0,0,0,0.042292,0.015625,63,0.6305,0.1386,0.238
6,5000,3127,2,5,0,1.9987,0,34.3,8,3105,4.49,0.9294,3364.5,22,1.0,231,7,28,1799,0.001259,0.0194,35.0318,5,4.7,0.0132,0.0027,1,0,0,0,0.037313,0.015625,61,0.5812,0.1697,0.2429
7,5000,3096,1,5,0,1.9981,1,37.4,3,3084,4.46,0.9392,3297.6,12,1.0,208,1,24,1717,0.00125,0.018,22.7704,6,5.7,0.0118,0.0031,1,0,0,0,0.050269,0.015625,61,0.6892,0.2003,0.2555
8,5000,3115,0,0,3,1.9957,2,48.9,2,3107,4.45,0.9564,3257.1,8,1.0,185,3,26,1573,0.001331,0.0145,15.2964,7,6.7,0.0122,0.0032,0,0,0,0,0.034483,0.015625,62,0.5469,0.2293,0.2559
9,5000,3180,0,0,3,1.9876,1,53.4,0,3180,4.59,0.981,3241.6,0,1.0,164,0,21,1451,0.001364,0.0184,0.0,8,7.7,0.0143,0.0034,0,0,0,0,0.040984,0.015625,61,0.6187,0.2662,0.2606
10,5000,3086,1,3,0,1.9771,1,59.1,0,3081,4.49,0.9604,3213.3,5,1.0,158,4,10,1417,0.001333,0.0208,10.9409,9,8.5,0.0101,0.0037,0,0,0,0,0.045833,0.015625,60,0.6591,0.2995,0.2673
11,5000,3048,1,4,3,1.9751,1,61.5,5,3038,4.4,0.9567,3185.8,10,1.0,144,3,17,1324,0.00149,0.0292,23.6967,10,9.4,0.0189,0.0045,0,0,0,0,0.049438,0.015625,58,0.6839,0.3391,0.2721
12,5000,3159,0,0,3,1.9431,2,63.5,5,3149,4.52,0.9929,3181.7,10,1.0,131,0,13,1253,0.001572,0.0268,25.3165,11,10.4,0.0149,0.0048,0,0,0,0,0.053528,0.015625,57,0.7081,0.3864,0.2824
