window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
1,5000,5998,15,5,0,1.999,0,34.0,0,0,6.51,1.0,5998.0,611,1.0,376,580,204,2091,0.000939,0.0068,410.498,0,0.0,0.0065,0.0011,2,0
2,5000,3632,2,5,0,1.999,0,37.1,446,3171,5.17,0.8253,4444.7,461,1.0,298,7,85,2110,0.001203,0.0114,387.6689,1,1.0,0.007,0.0012,1,0
3,5000,3281,0,0,1,1.999,0,43.0,245,3059,4.7,0.8535,3876.8,222,1.0,248,6,56,1901,0.001484,0.0089,263.658,2,1.9,0.0072,0.0017,0,0
4,5000,3230,3,5,0,1.999,0,49.6,36,3197,4.58,0.895,3623.3,33,1.0,174,3,77,1678,0.001854,0.0245,58.9286,3,2.9,0.0156,0.003,2,0
5,5000,3124,0,0,1,1.999,0,69.2,0,3119,4.55,0.9037,3456.9,5,1.0,131,0,43,1354,0.002555,0.0251,11.7925,4,3.9,0.0125,0.0036,0,0
6,5000,3103,0,0,3,1.9989,1,95.1,0,3098,4.47,0.9247,3355.8,5,1.0,97,0,34,1135,0.003147,0.0321,14.7493,5,4.8,0.0193,0.0048,0,0
7,5000,3081,2,3,0,1.9951,1,106.4,4,3074,4.48,0.9373,3287.1,7,1.0,80,7,24,932,0.003877,0.0382,20.979,6,5.3,0.0185,0.006,0,0
8,5000,3139,0,0,1,1.9929,1,120.7,11,3128,4.47,0.9646,3254.2,11,1.0,67,7,20,788,0.004683,0.0344,46.2185,7,5.9,0.0237,0.0069,0,0
9,5000,3125,0,0,0,1.9937,1,124.3,13,3112,4.5,0.968,3228.3,13,1.0,54,2,15,668,0.005524,0.0411,59.4059,8,6.6,0.0247,0.0084,0,0
10,5000,3105,0,0,3,1.9981,1,135.1,7,3098,4.5,0.9685,3205.9,7,1.0,49,2,7,590,0.006501,0.0576,32.7869,9,7.5,0.0272,0.01,0,0
11,5000,3020,1,5,3,1.9915,1,134.5,5,3015,4.38,0.9512,3174.9,5,1.0,38,1,12,543,0.007545,0.0613,32.6797,10,8.3,0.047,0.0149,1,0
12,5000,3127,1,4,0,1.9804,1,144.2,4,3123,4.48,0.9872,3167.6,4,1.0,29,1,10,463,0.009602,0.088,34.7826,11,9.2,0.0587,0.0179,0,0
13,5000,3040,1,5,0,1.9616,2,156.1,9,3031,4.49,0.9653,3149.3,9,1.0,18,1,12,397,0.011479,0.0992,78.2609,12,9.2,0.0589,0.0228,1,0
14,5000,3164,0,0,3,1.9533,2,165.0,3156,0,4.52,1.004,3151.3,8,1.0,17,4,5,315,0.01475,0.09,85.1064,13,8.9,0.0629,0.02,0,0
15,5000,3098,1,5,3,1.9334,1,159.6,8,3085,4.51,0.9852,3144.6,13,1.0,13,1,5,313,0.015588,0.1348,148.1481,14,8.6,0.073,0.0261,1,0
16,5000,3065,1,3,3,1.9086,1,169.5,9,3051,4.53,0.9776,3135.3,14,1.0,18,9,4,332,0.015438,0.1182,107.604,15,6.3,0.0716,0.0257,0,0
17,5000,3123,0,0,3,1.9403,2,167.9,0,3118,4.49,0.9965,3133.9,5,1.0,13,0,5,302,0.017523,0.1146,56.8182,16,8.4,0.082,0.024,0,0
18,5000,3099,2,5,3,1.9127,1,165.9,0,3094,4.5,0.99,3130.2,5,1.0,11,2,4,307,0.016999,0.1456,53.7634,17,8.9,0.0934,0.03,1,1
19,5000,3028,2,5,3,1.7894,1,177.8,5,3013,4.42,0.9705,3120.0,15,1.0,16,10,5,326,0.014183,0.0971,136.8421,18,6.8,0.0636,0.0225,1,0
20,5000,3112,1,5,3,1.8506,2,170.0,5,3097,4.46,0.9977,3119.2,15,1.0,15,1,2,320,0.015953,0.1545,142.8571,19,8.0,0.0691,0.0275,1,0
21,5000,3112,0,0,3,1.9168,2,171.7,5,3102,4.47,0.9979,3118.5,10,1.0,12,0,3,310,0.01742,0.1321,101.0101,20,9.4,0.0797,0.0247,0,1
22,5000,3069,1,5,3,1.9461,1,176.2,5,3055,4.41,0.9856,3113.8,14,1.0,13,5,4,307,0.016271,0.1477,160.4938,21,9.4,0.0784,0.0326,1,0
23,4999,3067,0,0,3,1.9649,1,196.0,7,3060,4.44,0.9864,3109.4,7,1.0,12,2,3,294,0.01859,0.13,53.1915,22,9.4,0.09,0.0293,0,1
24,4999,3030,1,5,1,1.9732,1,199.4,0,3025,4.48,0.9768,3101.8,5,1.0,9,1,4,276,0.01907,0.1429,102.0408,23,10.2,0.0982,0.0208,1,2
25,4999,3074,2,5,3,1.915,1,193.8,4,3062,4.46,0.9919,3099.2,12,1.0,13,7,3,279,0.017891,0.1026,162.1622,24,6.7,0.0833,0.0235,1,1
26,4998,2932,1,5,3,1.9315,2,200.0,4,2923,4.37,0.9509,3083.2,9,1.0,13,1,1,277,0.018028,0.1319,103.4483,25,7.6,0.0818,0.0251,1,0
27,4997,3092,1,5,1,1.9492,2,202.7,3080,0,4.49,1.0026,3084.1,12,1.0,13,4,4,320,0.01584,0.1429,100.0,26,8.5,0.0745,0.0342,1,0
28,4997,3055,1,4,3,1.9525,2,198.3,0,3050,4.42,0.9915,3081.3,5,1.0,13,1,1,294,0.016428,0.1031,54.3478,26,7.4,0.0825,0.019,0,1
29,4995,3075,1,3,3,1.9313,2,202.9,1,3066,4.48,0.9981,3080.7,9,1.0,11,3,5,301,0.015847,0.1707,93.3333,27,7.7,0.0854,0.0358,0,1
30,4995,3123,1,5,3,1.9494,2,199.1,3109,0,4.43,1.0124,3084.7,14,1.0,14,6,3,296,0.016755,0.1261,125.0,28,6.9,0.0761,0.027,1,0
