window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
66,4958,3008,1,5,1,1.9935,2,168.8,8,3000,4.39,0.9792,3071.8,8,1.0,14,1,1,270,0.018255,0.125,100.0,24,5.2,0.0875,0.0293,1,0
67,4958,3026,0,0,0,1.9681,2,168.5,3,3023,4.46,0.9865,3067.4,3,1.0,11,0,3,260,0.019631,0.1613,50.8475,25,7.2,0.0968,0.0302,0,0
68,4957,3086,0,0,0,1.9433,1,166.6,3085,0,4.53,1.0055,3069.2,1,1.0,10,1,2,237,0.023191,0.1667,0.0,26,8.6,0.0938,0.0363,0,0
69,4957,3033,0,0,0,1.8866,1,174.0,0,3033,4.45,0.9893,3065.8,0,1.0,8,0,2,188,0.028805,0.1698,0.0,27,10.5,0.0981,0.0365,0,1
70,4955,2948,1,5,3,1.9845,1,164.0,0,2943,4.33,0.9651,3054.5,5,1.0,9,1,0,203,0.028436,0.2264,94.3396,28,10.2,0.1132,0.0499,1,0
71,4954,3036,0,0,3,1.9964,1,174.0,0,3036,4.51,0.9945,3052.8,0,1.0,7,0,2,203,0.028595,0.2449,0.0,29,10.4,0.1395,0.0533,0,0
72,4953,2955,1,5,1,1.9772,1,165.5,8,2947,4.4,0.9709,3043.5,8,1.0,10,4,1,205,0.023436,0.1818,123.0769,30,8.0,0.1147,0.0413,1,0
73,4953,3000,0,0,3,1.9694,1,173.1,0,3000,4.48,0.9871,3039.3,0,1.0,9,0,1,205,0.02645,0.1607,0.0,31,9.9,0.1071,0.0315,0,0
74,4951,3048,0,0,3,1.8992,1,167.4,3048,0,4.54,1.0026,3040.2,0,1.0,8,0,1,196,0.026962,0.1702,0.0,32,12.0,0.1277,0.03,0,1
75,4951,3114,0,0,3,1.8858,1,165.3,3116,0,4.51,1.0225,3047.4,0,1.0,7,0,1,173,0.032505,0.186,0.0,33,14.4,0.1434,0.042,0,0
76,4951,3080,1,5,3,1.9296,1,172.2,3075,0,4.48,1.0097,3050.5,5,1.0,7,1,1,190,0.029124,0.18,106.383,34,13.4,0.1343,0.0297,1,0
77,4951,3119,1,3,3,1.9756,1,165.9,3117,0,4.51,1.0203,3057.0,2,1.0,4,1,4,184,0.031109,0.2778,0.0,19,12.0,0.1991,0.0496,0,3
78,4949,3038,3,5,3,1.9489,2,175.2,13,3025,4.43,0.9944,3055.2,13,1.0,8,5,1,160,0.028949,0.1489,295.4545,20,6.5,0.1319,0.03,1,0
79,4948,2985,1,3,3,1.9872,2,166.2,0,2980,4.4,0.9792,3048.5,5,1.0,11,4,1,177,0.027088,0.1594,78.125,21,5.5,0.0986,0.0335,0,0
80,4947,3039,1,4,3,1.997,2,167.5,0,3030,4.51,0.9972,3047.6,9,1.0,9,2,4,197,0.023541,0.2029,145.1613,22,7.3,0.0986,0.0504,0,0
81,4945,3004,0,0,3,1.9859,2,164.1,0,3004,4.44,0.987,3043.5,0,1.0,8,0,1,180,0.031388,0.2,0.0,23,9.1,0.0945,0.0396,0,0
82,4945,3058,0,0,3,1.99,1,166.5,3054,0,4.57,1.0043,3044.8,4,1.0,9,4,3,208,0.024245,0.1538,41.6667,24,8.7,0.1269,0.0395,0,0
83,4945,2970,1,3,3,1.9681,1,161.2,0,2965,4.39,0.9777,3037.7,5,1.0,11,4,2,202,0.02227,0.15,90.9091,25,7.5,0.1125,0.03,0,1
84,4945,2962,1,4,3,1.8961,1,155.0,4,2953,4.48,0.9774,3030.5,9,1.0,10,1,2,198,0.022608,0.1636,187.5,26,8.5,0.1136,0.0359,0,0
85,4943,3031,0,0,3,1.8788,2,163.6,3026,0,4.44,1.0001,3030.5,5,1.0,9,5,6,208,0.022285,0.1719,53.5714,27,9.0,0.1302,0.0441,0,1
86,4941,3145,2,5,1,1.944,1,166.7,3166,0,4.55,1.0426,3044.2,8,1.0,10,2,1,196,0.02627,0.1667,98.7654,28,8.7,0.1101,0.0371,1,0
87,4940,3049,0,0,1,1.9877,1,171.4,3045,0,4.49,1.0014,3044.7,4,1.0,10,4,4,212,0.021513,0.1333,74.0741,29,9.3,0.1042,0.0327,0,0
88,4940,2986,2,5,1,1.9885,1,164.6,15,2971,4.42,0.9825,3039.1,15,1.0,11,5,4,262,0.018314,0.1429,151.1169,30,8.5,0.0952,0.0275,1,0
89,4938,3060,0,0,1,1.9749,1,169.9,3056,0,4.55,1.0062,3041.1,4,1.0,9,0,2,217,0.023169,0.1772,40.5405,31,11.2,0.1114,0.0376,0,0
90,4937,2983,3,5,1,1.9586,1,167.8,15,2968,4.39,0.9827,3035.5,15,1.0,10,3,2,259,0.020548,0.141,202.7027,32,9.7,0.0978,0.0282,3,0
91,4936,3000,1,3,3,1.9634,1,166.1,10,2990,4.41,0.9894,3032.2,10,1.0,10,3,3,248,0.022298,0.1304,121.2121,33,10.3,0.0888,0.0235,0,0
92,4935,2976,2,3,3,1.9588,2,176.7,13,2963,4.34,0.9832,3026.8,13,1.0,13,5,2,273,0.018833,0.1512,144.5783,34,8.7,0.0814,0.0287,0,0
93,4935,3049,0,0,3,1.9776,2,166.6,3037,0,4.57,1.0066,3028.9,12,1.0,12,0,1,264,0.018052,0.1628,146.3415,35,9.9,0.0831,0.0277,0,1
94,4934,3030,0,0,3,1.97,1,174.5,3021,0,4.44,1.0003,3029.0,9,1.0,12,2,2,259,0.017763,0.1429,120.6897,36,10.9,0.0771,0.0314,0,0
95,4931,3041,0,0,3,1.9638,1,166.6,3034,0,4.47,1.0036,3030.2,7,1.0,12,0,0,239,0.021101,0.1667,100.0,37,11.9,0.0893,0.0305,0,0
96,4931,2965,0,0,3,1.9622,1,174.1,3,2962,4.37,0.9805,3024.0,3,1.0,9,0,3,239,0.022375,0.1803,53.5714,34,12.1,0.1038,0.0493,0,1
97,4929,2929,0,0,3,1.974,1,165.9,2,2927,4.38,0.9715,3014.9,2,1.0,8,2,3,212,0.024141,0.1961,0.0,35,14.0,0.1209,0.0397,0,0
98,4928,3038,1,5,3,1.9638,1,177.1,3033,0,4.51,1.0069,3017.1,5,1.0,8,1,1,205,0.026352,0.2157,102.0408,36,14.2,0.1148,0.0464,1,0
99,4928,3147,0,0,3,1.9656,1,164.7,3174,0,4.53,1.0483,3032.5,5,1.0,8,0,0,190,0.031259,0.2549,98.0392,37,15.2,0.1317,0.0579,0,0
100,4927,3011,0,0,3,1.8842,1,172.8,0,3006,4.45,0.9936,3030.5,5,1.0,6,0,2,190,0.030376,0.3148,102.0408,38,17.7,0.1512,0.081,0,1
101,4927,3090,1,5,3,1.8965,1,165.5,3084,0,4.51,1.0177,3036.1,6,1.0,7,2,1,181,0.02995,0.2826,111.1111,39,16.0,0.1398,0.0645,1,0
102,4927,2990,3,4,3,1.7506,1,163.2,3,2977,4.43,0.9862,3031.8,13,1.0,11,6,2,227,0.022577,0.1548,162.5,40,10.8,0.1003,0.033,0,0
103,4925,2954,1,3,3,1.8536,2,173.5,1,2943,4.38,0.9767,3024.3,11,1.0,13,5,3,257,0.019357,0.1064,111.1111,41,10.0,0.0881,0.0216,0,0
104,4924,3030,0,0,3,1.9139,2,167.0,3019,0,4.46,1.0017,3024.9,11,1.0,13,1,1,255,0.020847,0.1857,156.25,42,11.0,0.0878,0.0365,0,0
105,4922,3010,1,4,3,1.9902,1,171.9,0,3005,4.45,0.9955,3023.5,5,1.0,13,3,3,238,0.019373,0.1528,73.5294,43,11.1,0.0972,0.0325,0,1
106,4922,2941,1,5,1,1.9922,1,167.5,5,2931,4.36,0.9753,3015.6,10,1.0,11,1,3,252,0.019721,0.1528,151.5152,44,12.4,0.1042,0.0399,1,1
107,4920,2967,1,5,1,1.9943,2,167.8,0,2957,4.43,0.9854,3011.0,10,1.0,10,1,2,243,0.021,0.1571,156.25,45,13.7,0.1041,0.0379,1,0
108,4918,2973,0,0,3,1.9505,2,170.9,13,2955,4.44,0.9886,3007.4,18,1.0,14,13,9,288,0.015542,0.1287,179.7753,46,9.9,0.0806,0.0266,0,0
109,4917,3052,2,5,3,1.9467,1,171.6,3028,0,4.45,1.0134,3011.6,24,1.0,16,7,5,300,0.013935,0.0833,261.9048,47,8.2,0.0595,0.0191,1,1
110,4917,3073,0,0,3,1.9339,1,158.9,3070,0,4.46,1.0184,3017.5,3,1.0,14,0,2,252,0.017498,0.1163,38.4615,48,10.3,0.0748,0.0248,0,0
111,4915,3034,2,5,1,1.969,1,163.0,3022,0,4.43,1.005,3019.0,12,1.0,14,2,2,274,0.018273,0.1294,148.1481,49,9.6,0.0853,0.029,2,1
112,4913,2965,0,0,1,1.9817,1,173.0,3,2953,4.39,0.9838,3013.9,12,1.0,15,4,3,273,0.017392,0.1146,122.2222,50,9.7,0.0794,0.0246,0,0
113,4913,3060,1,3,3,1.9588,1,165.7,3046,0,4.47,1.0138,3018.3,14,1.0,16,8,7,295,0.014595,0.0909,157.3034,51,9.0,0.0664,0.0203,0,1
114,4910,3131,1,5,3,1.9338,1,172.7,3138,0,4.58,1.0381,3030.4,8,1.0,14,1,3,268,0.018672,0.1277,91.954,50,7.2,0.0775,0.0306,1,1
115,4908,3018,0,0,3,1.9411,2,164.6,0,3018,4.45,0.9963,3029.3,0,1.0,9,0,5,236,0.022496,0.1408,0.0,51,11.2,0.0986,0.0288,0,0
116,4906,2959,3,5,1,1.9859,1,168.8,13,2941,4.48,0.979,3022.6,18,1.0,13,8,4,281,0.017067,0.125,246.5753,52,7.4,0.0764,0.0257,2,0
117,4903,2910,2,5,1,1.973,1,176.6,11,2899,4.36,0.9662,3011.8,11,1.0,13,3,3,299,0.016186,0.1134,108.6957,53,8.2,0.0732,0.0244,1,0
118,4902,2990,0,0,3,1.933,2,165.7,6,2984,4.33,0.9934,3009.8,6,1.0,10,0,3,283,0.019974,0.1205,80.0,17,5.5,0.0934,0.0189,0,2
119,4900,3102,1,5,3,1.9893,1,176.2,3093,0,4.49,1.0282,3018.7,11,1.0,11,1,0,240,0.023329,0.16,146.6667,18,5.9,0.0919,0.031,1,0
120,4899,2941,1,5,3,1.994,1,165.6,6,2930,4.34,0.9766,3011.3,11,1.0,10,1,2,263,0.020503,0.1579,109.3714,19,6.6,0.0965,0.0303,1,1
121,4897,3017,0,0,3,1.9054,2,175.4,3011,0,4.47,1.0017,3011.9,6,1.0,7,0,3,233,0.023989,0.197,103.4483,20,7.0,0.1237,0.0484,0,3
122,4893,3030,0,0,3,1.8479,1,165.9,3027,0,4.51,1.0054,3013.6,3,1.0,7,0,0,159,0.031824,0.2222,66.6667,21,8.0,0.137,0.0391,0,0
123,4892,3057,2,5,3,1.8352,1,177.2,3044,0,4.54,1.013,3017.7,13,1.0,8,4,3,222,0.021992,0.1852,220.0,22,7.1,0.1217,0.0461,1,0
124,4890,3053,0,0,3,1.9269,1,168.3,3053,0,4.44,1.0106,3021.1,0,1.0,7,0,1,187,0.033412,0.2667,0.0,23,7.4,0.1296,0.0644,0,1
125,4890,3034,0,0,3,1.8788,1,166.9,3034,0,4.5,1.0039,3022.3,0,1.0,7,0,0,165,0.033843,0.2281,0.0,24,8.4,0.1491,0.0424,0,0
126,4890,3007,1,4,3,1.8843,1,177.5,4,3003,4.48,0.9954,3020.9,4,1.0,7,1,1,185,0.028949,0.2182,80.0,25,9.0,0.1273,0.0444,0,0
127,4890,2943,1,5,3,1.7686,1,165.5,10,2933,4.4,0.9766,3013.4,10,1.0,11,6,2,218,0.023637,0.1392,120.0,26,6.4,0.0958,0.0232,1,0
128,4889,3063,0,0,3,1.9121,2,173.9,3059,0,4.48,1.0149,3018.2,4,1.0,9,0,2,208,0.025281,0.2545,58.8235,27,8.8,0.1065,0.0594,0,0
129,4889,2897,0,0,3,1.9332,1,166.8,0,2897,4.41,0.9635,3006.6,0,1.0,8,0,1,198,0.028522,0.2353,0.0,28,9.4,0.1438,0.0633,0,1
130,4889,3001,2,5,3,1.9591,1,172.5,0,2991,4.46,0.9983,3006.1,10,1.0,11,4,1,222,0.020635,0.1875,161.2903,29,7.5,0.0982,0.0431,1,0
131,4889,2989,1,5,3,1.9553,1,163.7,0,2974,4.47,0.9949,3004.5,15,1.0,10,1,2,237,0.021115,0.1266,202.7027,30,7.6,0.0922,0.0189,1,1
132,4889,2951,0,0,3,1.9553,2,166.1,0,2941,4.39,0.9839,2999.4,10,1.0,9,0,1,212,0.023744,0.1625,131.5789,31,9.3,0.1089,0.0391,0,0
133,4889,3072,2,5,3,1.9727,1,175.8,3062,0,4.5,1.0222,3006.4,11,1.0,13,6,2,263,0.018352,0.2125,135.1351,32,6.6,0.0938,0.0493,1,0
134,4889,3028,1,4,3,1.9808,1,166.0,3018,0,4.5,1.0065,3008.4,10,1.0,13,3,3,257,0.018498,0.1176,128.2051,33,7.4,0.0765,0.0258,0,0
135,4889,3047,3,4,3,1.9727,2,176.2,3024,0,4.53,1.0116,3012.1,23,1.0,17,6,2,311,0.015397,0.1081,219.0476,34,6.4,0.0619,0.0244,0,0
136,4888,2944,1,4,1,1.9267,2,165.4,13,2926,4.44,0.9795,3005.6,18,1.0,16,2,3,331,0.015353,0.1075,195.4023,35,7.5,0.0605,0.0234,0,0
137,4888,2940,1,4,3,1.9526,2,176.6,16,2914,4.49,0.9802,2999.4,26,1.0,21,7,2,370,0.012644,0.1172,200.0,36,6.5,0.0479,0.0224,0,0
138,4887,2969,1,3,1,1.9678,2,166.3,13,2951,4.45,0.9908,2996.5,18,1.0,17,4,8,369,0.012259,0.0909,180.0,37,8.0,0.0442,0.0244,0,1
139,4886,3029,2,4,3,1.9755,2,174.3,3007,0,4.44,1.0098,2999.6,22,1.0,15,4,6,360,0.01249,0.0985,169.4915,38,7.1,0.0515,0.019,0,2
140,4885,2978,2,5,3,1.953,2,166.0,12,2962,4.41,0.9935,2997.5,16,1.0,16,4,3,314,0.014454,0.125,152.381,39,7.1,0.0729,0.0227,1,0
141,4884,3033,1,3,3,1.9297,2,165.7,3022,0,4.5,1.0107,3000.9,11,1.0,16,1,1,309,0.016388,0.1429,122.2222,40,8.1,0.0696,0.026,0,0
142,4884,2947,0,0,0,1.9161,2,173.3,11,2936,4.46,0.9837,2995.8,11,1.0,14,0,2,306,0.017754,0.1648,125.0,41,9.9,0.0824,0.0312,0,0
143,4883,2981,2,5,3,1.9331,1,166.4,22,2959,4.45,0.9955,2994.4,22,1.0,13,4,5,340,0.014968,0.1081,212.1212,42,9.7,0.0841,0.0237,1,1
144,4882,2972,1,4,1,1.9681,1,174.5,6,2961,4.5,0.9932,2992.2,11,1.0,13,3,3,263,0.017616,0.1375,146.6667,43,9.9,0.0792,0.0244,0,0
145,4882,3080,0,0,1,1.9907,2,165.6,3077,0,4.52,1.0289,3001.4,11,1.0,12,3,4,277,0.017592,0.1013,136.9863,44,11.2,0.0844,0.0234,0,0
146,4880,3071,2,3,3,1.9622,1,175.2,3053,0,4.49,1.0209,3008.0,18,1.0,15,7,4,298,0.016324,0.1089,177.0833,45,9.6,0.0677,0.021,0,0
147,4880,2986,0,0,3,1.9053,1,164.5,3,2978,4.46,0.9934,3005.9,8,1.0,13,0,2,269,0.018104,0.125,96.3855,46,10.0,0.075,0.0284,0,1
148,4879,2894,1,5,3,1.9053,1,171.6,8,2881,4.36,0.9662,2995.2,13,1.0,13,1,1,259,0.018892,0.1358,168.8312,47,10.4,0.0864,0.0272,1,1
