window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
1,5000,6085,17,5,0,1.9973,0,34.0,0,0,6.59,1.0,6085.0,646,1.0,406,613,207,2124,0.000897,0.0065,422.4984,0,0.0,0.006,0.001,2,0
2,5000,3751,4,5,0,1.9974,0,38.1,487,3241,5.23,0.8307,4545.7,510,1.0,322,10,94,2160,0.001123,0.0071,397.0359,1,1.0,0.0047,0.001,1,0
3,5000,3420,1,4,0,1.9974,0,43.5,289,3150,4.95,0.8627,3996.8,270,1.0,273,5,54,1983,0.001402,0.0109,267.6617,2,2.0,0.0067,0.0017,0,0
4,5000,3188,2,5,0,1.9973,0,52.3,77,3141,4.69,0.875,3689.3,47,1.0,174,2,101,1746,0.001764,0.0144,63.9171,3,2.9,0.011,0.0025,2,0
5,5000,3019,1,5,0,1.9973,0,75.8,3,3011,4.38,0.8711,3465.9,8,1.0,122,4,56,1420,0.002388,0.0323,19.7531,4,3.8,0.0158,0.0043,1,0
6,5000,3126,2,5,0,1.9982,0,97.2,5,3113,4.48,0.9279,3368.8,13,1.0,90,7,39,1142,0.003263,0.0394,44.2177,5,4.3,0.019,0.005,1,0
7,5000,3108,0,0,1,1.9993,2,109.7,5,3098,4.57,0.9408,3303.6,10,1.0,71,2,21,936,0.004149,0.0354,31.5789,6,5.1,0.023,0.0072,0,0
8,5000,3031,1,5,0,1.9997,1,121.4,4,3012,4.46,0.9346,3243.0,19,1.0,62,7,16,848,0.004685,0.0456,74.6888,7,5.5,0.0285,0.0082,1,0
9,5000,3109,1,5,0,1.9945,1,127.1,0,3100,4.53,0.9667,3216.2,9,1.0,50,1,13,762,0.005537,0.0386,41.2844,8,6.3,0.0329,0.0085,1,0
10,5000,3057,3,5,0,1.9738,2,128.4,8,3039,4.38,0.9591,3187.3,18,1.0,49,7,8,702,0.006024,0.0561,88.67,9,6.3,0.0327,0.0115,2,0
11,5000,3128,2,5,0,1.9734,2,145.0,13,3110,4.53,0.9845,3177.4,18,1.0,37,5,17,684,0.006849,0.0468,87.3786,10,5.8,0.0344,0.0108,1,0
12,5000,3157,1,3,1,1.9577,2,135.2,9,3143,4.52,0.9946,3174.2,14,1.0,28,2,11,565,0.008049,0.0681,73.4463,11,6.1,0.0406,0.0145,0,0
13,5000,3178,0,0,1,1.9582,2,148.3,3173,0,4.52,1.001,3174.8,5,1.0,25,0,3,491,0.00972,0.0828,33.3333,12,6.8,0.0435,0.0184,0,0
14,5000,3097,1,5,0,1.9531,1,163.5,0,3092,4.48,0.9787,3164.4,5,1.0,21,1,5,475,0.009948,0.0846,40.6504,13,7.7,0.0474,0.0153,1,1
15,5000,3073,1,5,1,1.9803,1,161.0,0,3068,4.41,0.9746,3153.0,5,1.0,17,1,5,453,0.01114,0.0876,40.0,14,8.1,0.0597,0.0175,1,2
16,5000,3081,4,5,1,1.9661,2,177.8,10,3056,4.47,0.9798,3144.5,25,1.0,20,7,4,465,0.010939,0.0909,195.122,15,6.8,0.0519,0.02,3,0
17,5000,3077,4,5,3,1.9367,2,173.6,8,3054,4.44,0.9809,3137.0,23,1.0,24,6,2,502,0.01,0.0935,154.4118,16,6.5,0.0465,0.0195,1,0
18,5000,3185,0,0,3,1.9408,2,184.9,3172,0,4.54,1.0139,3142.2,14,1.0,23,4,5,490,0.009938,0.0613,89.172,17,7.6,0.0456,0.0133,0,1
19,5000,3196,2,5,1,1.9313,1,190.9,3177,0,4.62,1.0154,3147.6,19,1.0,20,2,5,485,0.010171,0.1,147.2868,18,6.9,0.0495,0.0181,2,1
20,5000,3050,0,0,1,1.9354,1,183.0,7,3043,4.45,0.9719,3138.3,7,1.0,18,3,5,438,0.011353,0.0901,58.8235,19,7.5,0.0547,0.0133,0,2
21,5000,3044,1,4,1,1.9667,1,184.8,7,3037,4.42,0.9727,3129.3,7,1.0,16,1,3,388,0.012521,0.1058,70.0,20,8.5,0.0641,0.0205,0,1
22,5000,3019,1,4,1,1.8861,1,188.2,7,3012,4.38,0.968,3118.8,7,1.0,14,1,3,375,0.014529,0.1071,66.6667,21,8.1,0.0741,0.0256,0,2
23,4999,3059,1,4,3,1.9322,2,187.4,7,3052,4.43,0.9826,3113.1,7,1.0,14,1,1,332,0.015619,0.1197,61.4035,22,7.8,0.0712,0.0268,0,1
24,4998,3008,1,5,3,1.9621,2,188.2,3,3001,4.39,0.9694,3103.1,7,1.0,12,1,3,331,0.01604,0.1605,93.3333,23,8.3,0.0768,0.0319,1,1
25,4998,3031,0,0,3,1.9814,2,191.3,0,3031,4.38,0.9789,3096.2,0,1.0,10,0,2,268,0.019271,0.2373,0.0,24,9.2,0.0996,0.0553,0,1
26,4998,3121,0,0,3,1.9678,1,190.3,3118,0,4.51,1.0072,3098.6,3,1.0,11,3,2,253,0.021767,0.1316,27.027,25,9.3,0.0921,0.0245,0,0
27,4998,3014,0,0,3,1.9419,1,193.6,3,3011,4.38,0.9752,3090.5,3,1.0,11,3,3,271,0.018064,0.1231,16.6667,26,9.2,0.0857,0.0221,0,1
28,4997,3148,1,3,3,1.9431,1,190.6,3143,0,4.56,1.0168,3096.0,5,1.0,12,4,3,252,0.01734,0.1212,83.3333,27,6.6,0.1,0.0271,0,2
29,4995,3045,1,3,3,1.8861,1,193.3,2,3038,4.45,0.9851,3091.1,7,1.0,15,6,3,232,0.018772,0.1034,129.6296,28,5.9,0.0793,0.0259,0,0
30,4994,3043,1,4,1,1.8861,2,191.5,6,3032,4.42,0.9859,3086.6,11,1.0,16,3,2,266,0.016948,0.0875,148.6486,29,6.3,0.0675,0.0183,0,0
31,4990,3060,1,4,1,1.8909,2,196.3,8,3052,4.41,0.9922,3084.0,8,1.0,14,2,4,282,0.016801,0.125,85.3659,15,5.9,0.0824,0.0294,0,1
32,4988,3090,0,0,1,1.944,2,200.3,3085,0,4.5,1.0018,3084.6,5,1.0,12,1,3,247,0.016967,0.137,58.8235,16,7.1,0.0788,0.0298,0,0
33,4987,2997,3,5,3,1.8194,1,207.8,16,2978,4.39,0.9742,3076.3,19,1.0,15,8,5,292,0.015938,0.1368,206.8966,17,5.9,0.0716,0.0304,1,0
34,4986,3106,2,4,3,1.8205,1,208.9,3094,0,4.44,1.0087,3079.1,12,1.0,15,2,2,302,0.01589,0.0891,127.6596,18,5.9,0.0693,0.0173,0,1
35,4984,3052,1,3,3,1.8752,2,207.2,11,3041,4.49,0.992,3076.5,11,1.0,15,2,2,289,0.015171,0.1429,116.2791,19,5.7,0.0623,0.0258,0,1
36,4983,3079,1,4,1,1.8274,2,206.8,3066,0,4.47,1.0007,3076.7,13,1.0,16,2,1,271,0.01659,0.1042,144.4444,20,5.7,0.0625,0.0186,0,0
37,4983,2990,1,3,1,1.7731,2,213.7,6,2975,4.44,0.9744,3068.5,15,1.0,13,4,7,304,0.015309,0.1075,147.3924,21,6.8,0.0824,0.0229,0,0
38,4983,3087,2,5,0,1.6494,2,209.7,3067,0,4.42,1.0055,3070.2,20,1.0,14,2,1,291,0.017157,0.115,185.1852,22,6.9,0.0814,0.0254,2,0
39,4981,3024,1,5,0,1.4517,2,200.3,6,3013,4.41,0.9864,3065.8,11,1.0,14,1,1,299,0.017183,0.1237,119.5652,23,7.8,0.0808,0.0254,1,0
40,4981,3085,1,3,1,1.7232,2,205.5,3072,0,4.5,1.0057,3067.7,13,1.0,15,8,7,336,0.013501,0.0971,109.6703,24,6.5,0.0647,0.0208,0,0
41,4980,3160,2,5,3,1.9544,2,207.0,3141,0,4.55,1.0274,3076.6,20,1.0,15,4,4,348,0.013398,0.1237,188.8889,25,6.5,0.0683,0.0235,2,0
42,4979,3008,2,5,1,1.9657,2,209.0,9,2991,4.46,0.9798,3070.0,17,1.0,17,4,2,361,0.013752,0.0885,85.6227,26,6.6,0.059,0.0155,1,0
43,4979,3076,1,3,1,1.9943,2,216.6,3064,0,4.5,1.0018,3070.6,12,1.0,18,4,3,367,0.012901,0.0901,113.2075,27,7.1,0.0601,0.0213,0,0
44,4978,3102,0,0,3,1.9955,2,214.3,3093,0,4.44,1.0092,3073.6,9,1.0,15,2,5,376,0.013928,0.1009,69.3069,28,9.0,0.0655,0.0175,0,2
45,4976,3051,2,5,1,1.99,1,212.1,7,3035,4.44,0.9933,3071.4,16,1.0,15,3,3,344,0.014955,0.117,179.7753,29,9.1,0.0678,0.0265,1,0
46,4976,3148,3,5,3,1.9902,1,208.3,3133,0,4.54,1.0225,3078.7,15,1.0,17,3,1,380,0.013681,0.0992,117.1875,30,8.4,0.0672,0.0194,2,0
47,4973,2994,1,4,3,1.971,2,204.4,2,2976,4.37,0.9753,3070.8,18,1.0,16,2,3,388,0.013698,0.1092,157.4074,31,9.1,0.0663,0.0215,0,1
48,4973,3061,0,0,3,1.9053,2,204.3,4,3047,4.43,0.9971,3069.8,14,1.0,16,4,4,360,0.0139,0.1121,141.4141,32,8.9,0.0706,0.0242,0,0
49,4972,2990,1,5,3,1.914,1,199.3,4,2981,4.42,0.9764,3062.2,9,1.0,15,1,2,350,0.01512,0.1009,77.6699,33,9.9,0.0661,0.0157,1,0
50,4971,3086,0,0,3,1.93,1,203.7,3086,0,4.46,1.007,3064.5,0,1.0,13,0,2,326,0.015683,0.1183,0.0,34,11.5,0.0753,0.0221,0,2
51,4970,3002,1,5,3,1.9498,1,178.3,2,2990,4.4,0.9815,3058.5,12,1.0,18,8,3,337,0.013597,0.1058,127.6596,35,9.1,0.0588,0.0206,1,0
52,4969,3044,4,5,3,1.9387,1,176.5,0,3025,4.44,0.9957,3057.2,19,1.0,21,6,3,399,0.011434,0.0815,153.2258,36,7.7,0.0551,0.0182,1,1
53,4969,3085,1,5,1,1.9109,2,166.7,3062,0,4.51,1.0082,3059.8,23,1.0,24,9,6,422,0.010943,0.0861,170.3704,37,6.9,0.0522,0.0185,1,1
54,4964,2970,1,5,3,1.842,2,171.9,8,2957,4.41,0.9734,3051.3,13,1.0,17,1,8,374,0.01284,0.1128,109.2437,38,9.2,0.0685,0.0223,1,1
55,4961,2962,0,0,3,1.9324,2,164.5,8,2954,4.36,0.9735,3042.8,8,1.0,16,0,1,316,0.015955,0.0935,80.0,39,10.6,0.0644,0.0155,0,0
56,4961,3042,0,0,3,1.9467,1,166.4,3,3039,4.49,0.9998,3042.7,3,1.0,14,0,2,307,0.017033,0.1087,34.8837,40,12.8,0.0809,0.0248,0,0
