window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
1,5000,6092,14,5,0,1.9993,0,34.1,0,0,6.58,1.0,6092.0,530,1.0,325,501,176,1894,0.001085,0.0086,386.1314,0,0.0,0.0052,0.0012,1,0
2,5000,3750,3,5,0,1.9993,0,36.7,412,3334,5.24,0.8303,4548.0,416,1.0,261,28,92,1973,0.001289,0.0084,171.1526,1,0.9,0.0084,0.0012,1,0
3,5000,3333,4,5,0,1.9994,0,43.9,276,3076,4.84,0.8505,3956.5,257,1.0,227,10,44,1783,0.001622,0.0121,307.971,2,1.8,0.0094,0.002,1,0
4,5000,3279,1,3,0,1.9994,0,52.0,66,3229,4.66,0.8932,3693.5,50,1.0,168,5,64,1616,0.001954,0.0156,85.2575,3,2.7,0.014,0.0025,0,0
5,5000,3124,0,0,1,1.9994,0,73.7,5,3120,4.49,0.8918,3504.0,4,1.0,113,0,55,1271,0.002755,0.0282,10.5541,4,3.8,0.0282,0.0043,0,1
6,5000,3019,0,0,3,1.9991,1,96.3,0,3019,4.4,0.8971,3365.4,0,1.0,82,0,31,985,0.003768,0.0324,0.0,5,4.7,0.0227,0.0053,0,0
7,5000,3066,2,5,0,1.9982,1,103.1,0,3056,4.43,0.9318,3290.6,10,1.0,63,2,21,773,0.005128,0.0522,43.1034,6,5.5,0.0311,0.0089,2,0
8,5000,3059,2,5,0,1.9973,1,113.1,5,3050,4.47,0.9446,3239.3,9,1.0,51,4,16,676,0.006081,0.0543,38.2775,7,6.1,0.0407,0.01,1,0
9,5000,3010,1,4,0,1.9998,2,131.5,4,3006,4.4,0.9425,3193.5,4,1.0,42,1,10,582,0.006921,0.0556,23.1214,8,6.8,0.0389,0.0104,0,1
10,5000,3103,2,5,0,1.9962,2,127.5,0,3096,4.4,0.9767,3177.0,7,1.0,36,4,10,546,0.007948,0.0654,41.6667,9,6.9,0.0444,0.0146,1,0
11,5000,3105,0,0,3,1.9892,2,143.0,0,3105,4.45,0.981,3165.0,0,1.0,32,0,4,478,0.009121,0.0662,0.0,10,8.0,0.05,0.0149,0,0
12,5000,3033,0,0,3,1.9958,1,150.8,1,3032,4.4,0.9645,3144.7,1,1.0,26,1,7,437,0.010198,0.0672,0.0,11,8.9,0.0571,0.0165,0,0
13,5000,3034,0,0,3,1.9964,1,156.1,0,3029,4.33,0.9697,3128.9,5,1.0,25,5,6,383,0.011253,0.0909,48.0769,12,8.8,0.0582,0.0168,0,0
14,5000,2946,2,5,1,1.9852,1,168.0,9,2932,4.37,0.9489,3104.5,14,1.0,18,2,9,389,0.011578,0.0776,142.8571,13,7.5,0.0603,0.0143,1,0
15,5000,3074,1,3,1,1.953,1,165.9,0,3074,4.42,0.9914,3100.7,0,1.0,17,1,2,313,0.015402,0.0909,0.0,14,7.4,0.0572,0.0172,0,0
16,5000,3145,0,0,3,1.9632,2,171.1,3145,0,4.47,1.0126,3105.9,0,1.0,14,0,3,305,0.016738,0.117,0.0,15,8.7,0.0727,0.0268,0,0
17,5000,3152,0,0,3,1.9465,1,170.5,3152,0,4.53,1.0132,3111.0,0,1.0,9,0,5,273,0.018408,0.1642,0.0,16,10.6,0.1015,0.0345,0,1
18,5000,2997,1,5,3,1.9727,1,180.0,0,2992,4.33,0.9671,3099.0,5,1.0,9,1,1,219,0.021661,0.1667,86.2069,17,10.4,0.0967,0.0315,1,1
19,5000,3097,1,5,3,1.9987,1,182.1,0,3092,4.47,0.9994,3098.8,5,1.0,9,1,1,221,0.023283,0.1719,80.6452,18,9.7,0.1172,0.0393,1,0
20,5000,3151,1,5,3,1.9742,2,190.8,3146,0,4.49,1.0152,3103.8,5,1.0,9,1,1,226,0.023829,0.1864,89.2857,19,10.1,0.1138,0.0366,1,0
21,5000,3142,0,0,3,1.9671,2,185.9,3137,0,4.44,1.0111,3107.4,5,1.0,8,0,1,211,0.027213,0.1579,90.9091,20,11.0,0.1228,0.0223,0,0
22,5000,2999,0,0,3,1.9689,1,193.0,0,2994,4.48,0.9683,3097.1,5,1.0,7,0,1,191,0.029021,0.2188,81.9672,21,10.9,0.1354,0.0448,0,1
23,5000,3087,1,5,3,1.9701,1,195.0,0,3082,4.48,0.997,3096.1,5,1.0,6,1,2,191,0.028265,0.2456,96.1538,22,10.8,0.1649,0.0513,1,2
