window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
19,5000,3007,0,0,3,1.9149,1,179.7,8,2999,4.35,0.9702,3099.3,8,1.0,12,3,3,253,0.019103,0.1316,112.6761,16,6.8,0.0877,0.0309,0,1
20,5000,3124,1,5,3,1.8194,1,184.2,3111,0,4.5,1.0072,3101.6,13,1.0,11,1,2,250,0.019683,0.1522,149.4253,17,7.4,0.1009,0.0329,1,0
21,5000,3094,0,0,3,1.839,1,197.9,0,3089,4.5,0.9978,3100.9,5,1.0,9,0,2,203,0.026583,0.1846,80.6452,18,8.6,0.1308,0.0435,0,1
22,5000,3049,0,0,3,1.962,1,188.8,0,3039,4.47,0.9848,3096.0,10,1.0,11,5,3,217,0.023573,0.1475,175.4386,19,7.5,0.1066,0.0308,0,0
23,5000,2995,2,4,3,1.9822,1,192.4,8,2982,4.45,0.9704,3086.3,13,1.0,10,2,3,222,0.023163,0.1493,213.1148,20,8.3,0.0896,0.0241,0,1
24,5000,3148,1,5,3,1.9904,1,197.1,3137,0,4.5,1.018,3092.2,11,1.0,11,3,2,228,0.023586,0.2118,137.5,21,8.3,0.1,0.0502,1,0
25,5000,3080,1,4,3,1.9926,2,197.9,7,3073,4.51,0.9964,3091.1,7,1.0,10,1,2,222,0.022482,0.1667,114.7541,21,7.7,0.1136,0.0312,0,0
26,5000,3086,0,0,3,1.9893,2,211.6,4,3082,4.46,0.9985,3090.6,4,1.0,8,0,2,202,0.025985,0.2456,76.9231,22,8.6,0.1368,0.0517,0,1
27,5000,3040,1,3,3,1.9785,1,196.1,0,3035,4.45,0.9852,3085.8,5,1.0,11,4,1,198,0.023501,0.2373,94.3396,23,6.6,0.1119,0.0517,0,0
28,4999,3059,2,5,3,1.9899,1,197.6,5,3044,4.49,0.9921,3083.2,15,1.0,12,4,3,233,0.021634,0.1395,185.1852,24,6.8,0.0891,0.0227,1,0
29,4999,3096,1,5,3,1.9461,2,206.9,3082,0,4.44,1.0038,3084.4,14,1.0,12,1,1,257,0.020067,0.1461,162.7907,25,7.8,0.0835,0.0294,1,0
30,4999,3212,1,5,1,1.9409,2,205.0,3221,0,4.66,1.0443,3098.9,15,1.0,10,1,3,277,0.020028,0.1591,180.7229,26,9.4,0.0938,0.0394,1,0
31,4998,3074,3,5,3,1.9964,2,201.2,12,3049,4.47,0.9927,3096.5,25,1.0,12,4,2,297,0.018067,0.1327,224.2991,27,8.0,0.0788,0.0322,2,0
32,4997,3057,1,4,1,1.9778,2,207.6,3,3049,4.39,0.9884,3092.7,8,1.0,12,1,1,293,0.018966,0.1373,80.8081,28,8.8,0.0871,0.0205,0,1
33,4993,3007,3,5,1,1.9628,2,195.5,4,2993,4.38,0.9749,3084.6,14,1.0,13,3,2,342,0.014892,0.1275,144.3299,29,6.5,0.0719,0.0292,2,2
34,4993,3055,2,5,0,1.9647,2,198.9,0,3043,4.41,0.9913,3081.8,12,1.0,14,4,3,359,0.013703,0.1212,120.8791,30,6.6,0.0774,0.0272,2,2
35,4991,3034,1,3,0,1.9798,2,201.9,0,3030,4.46,0.986,3077.2,4,1.0,14,3,3,328,0.014501,0.1146,33.7079,31,7.0,0.0775,0.0272,0,0
36,4989,2997,0,0,1,1.947,2,201.3,2,2995,4.43,0.9764,3069.6,2,1.0,12,2,4,308,0.017132,0.125,0.0,32,8.6,0.0895,0.0276,0,1
37,4986,3100,0,0,3,1.9473,1,200.7,3096,0,4.52,1.009,3072.5,4,1.0,14,4,2,282,0.01872,0.125,46.5116,33,8.2,0.0767,0.0241,0,0
38,4984,3148,2,5,3,1.9307,1,205.0,3135,0,4.54,1.0231,3079.9,16,1.0,18,7,3,347,0.0135,0.1132,164.9485,34,7.0,0.0608,0.0233,1,0
39,4981,3032,0,0,3,1.9666,1,198.6,4,3028,4.43,0.9859,3075.4,4,1.0,16,0,2,332,0.015755,0.0909,44.4444,35,8.6,0.0682,0.0184,0,1
40,4978,3032,1,5,3,1.9237,1,205.0,6,3021,4.47,0.9872,3071.2,11,1.0,15,3,4,316,0.015757,0.0938,123.5955,36,9.8,0.0703,0.0193,1,1
41,4972,3081,2,5,0,1.9009,1,209.1,3071,0,4.5,1.0029,3072.2,10,1.0,14,4,5,339,0.01567,0.114,96.1538,35,7.9,0.0757,0.0277,1,1
42,4969,3058,1,5,1,1.9507,2,214.2,1,3052,4.43,0.9958,3070.8,6,1.0,13,2,3,300,0.016066,0.1146,54.9451,36,8.8,0.0787,0.0332,1,0
43,4966,3030,2,3,3,1.9813,2,213.1,0,3021,4.44,0.988,3066.9,9,1.0,15,4,2,312,0.016542,0.1319,101.1236,37,8.4,0.0733,0.0306,0,0
44,4965,3014,1,5,3,1.971,2,211.9,0,3004,4.44,0.9844,3061.9,10,1.0,15,1,1,332,0.0154,0.1368,109.8901,38,8.7,0.0737,0.0261,1,1
45,4964,2997,0,0,3,1.995,2,209.1,0,2997,4.38,0.9808,3055.7,0,1.0,13,0,2,311,0.017055,0.1304,0.0,39,10.2,0.0734,0.0214,0,1
46,4959,3014,0,0,3,1.9895,1,202.2,2,3012,4.4,0.9876,3051.7,2,1.0,14,2,1,303,0.018519,0.1125,12.6582,40,10.4,0.0844,0.0253,0,0
47,4955,3079,1,4,1,1.985,1,206.1,3075,0,4.44,1.0081,3054.3,4,1.0,14,1,1,313,0.015948,0.1011,46.5116,41,10.9,0.0658,0.0221,0,1
48,4953,3017,0,0,1,1.9638,1,202.3,0,3017,4.47,0.9889,3050.8,0,1.0,13,0,1,289,0.018165,0.1268,0.0,42,11.7,0.0724,0.0261,0,0
49,4950,3087,0,0,3,1.9868,1,202.8,3085,0,4.47,1.0107,3054.2,2,1.0,12,2,3,291,0.018272,0.1053,0.0,43,13.5,0.0771,0.0186,0,0
50,4949,3027,0,0,3,1.995,1,183.8,0,3027,4.44,0.9919,3051.6,0,1.0,10,0,2,262,0.0231,0.1364,0.0,44,14.9,0.1017,0.0263,0,0
51,4944,3175,0,0,3,1.996,1,186.0,3191,0,4.61,1.0411,3064.9,0,1.0,9,0,1,227,0.023565,0.254,0.0,45,16.8,0.1088,0.0559,0,0
52,4943,2976,1,4,3,1.9982,1,172.1,0,2976,4.33,0.9737,3056.4,0,1.0,9,1,1,232,0.023734,0.1538,0.0,46,17.2,0.1044,0.0364,0,0
53,4936,3057,0,0,3,1.966,1,165.4,3057,0,4.48,1.0002,3056.5,0,1.0,9,0,0,213,0.027068,0.1754,0.0,47,18.2,0.1078,0.0274,0,0
54,4934,2948,0,0,3,1.9803,1,169.4,2,2946,4.34,0.9678,3046.2,2,1.0,9,2,2,231,0.021626,0.1607,0.0,48,19.2,0.1097,0.0381,0,0
55,4933,3091,2,5,3,1.9401,1,159.7,3081,0,4.59,1.0133,3050.4,10,1.0,13,5,1,262,0.019634,0.1319,113.6364,49,14.0,0.0852,0.0286,1,0
56,4929,3097,2,5,3,1.93,1,165.6,3085,0,4.45,1.0138,3054.9,12,1.0,12,2,3,277,0.018239,0.1098,141.0256,50,14.8,0.0799,0.0202,1,0
57,4927,2959,1,3,3,1.981,2,170.1,3,2952,4.39,0.9715,3045.7,7,1.0,12,2,2,290,0.018245,0.1892,71.4286,51,13.1,0.0912,0.0441,0,1
58,4925,2958,0,0,3,1.9861,2,164.0,2,2956,4.42,0.9739,3037.4,2,1.0,11,2,3,275,0.01975,0.1364,0.0,52,14.8,0.0909,0.0269,0,0
59,4924,3005,0,0,3,1.944,1,164.6,1,3004,4.43,0.9903,3034.3,1,1.0,10,1,2,248,0.020914,0.1364,0.0,53,17.2,0.108,0.0352,0,0
60,4923,2962,4,5,1,1.9588,1,163.6,17,2945,4.39,0.9784,3027.4,17,1.0,13,7,4,310,0.01638,0.1154,216.2162,54,13.3,0.0808,0.0221,2,0
61,4922,3008,0,0,1,1.9257,1,168.5,0,3008,4.43,0.9942,3025.6,0,1.0,12,0,1,285,0.0185,0.1461,0.0,31,10.9,0.0811,0.0317,0,1
62,4921,3040,1,3,1,1.8962,1,167.7,3040,0,4.47,1.0043,3026.9,0,1.0,11,1,2,277,0.019374,0.1625,0.0,32,12.6,0.0944,0.0335,0,0
63,4919,3089,0,0,1,1.8826,1,167.6,3089,0,4.49,1.0185,3032.8,0,1.0,10,0,1,252,0.020185,0.1493,0.0,33,14.9,0.0995,0.0322,0,0
64,4917,3049,0,0,0,1.8609,1,164.4,3046,0,4.49,1.0048,3034.4,3,1.0,10,3,3,264,0.022157,0.1558,13.6986,31,12.5,0.1071,0.0377,0,1
65,4914,3049,1,3,3,1.7726,1,165.5,3044,0,4.44,1.0044,3035.8,5,1.0,13,4,1,243,0.020134,0.1667,66.6667,32,10.4,0.0881,0.0359,0,0
66,4910,2991,1,3,3,1.7852,1,174.5,5,2983,4.44,0.9866,3031.5,8,1.0,14,2,1,252,0.017395,0.1014,126.9841,33,10.5,0.0688,0.0213,0,0
67,4910,3147,4,5,3,1.9506,2,165.0,3142,0,4.58,1.0391,3044.0,21,1.0,15,5,4,324,0.015237,0.1262,208.3333,34,10.0,0.067,0.025,2,0
68,4909,3037,0,0,3,1.9413,2,166.8,8,3024,4.46,0.9979,3043.4,13,1.0,12,0,3,279,0.018933,0.1146,142.8571,35,10.7,0.0794,0.0176,0,2
69,4908,2995,3,5,3,1.9287,1,166.4,7,2968,4.51,0.9856,3038.8,27,1.0,18,9,3,335,0.013577,0.0991,264.7059,36,7.1,0.0671,0.0215,2,1
70,4907,3062,0,0,3,1.9878,1,171.2,3027,0,4.55,1.0069,3041.0,35,1.0,24,14,8,371,0.011195,0.109,242.8571,37,6.0,0.0499,0.0214,0,0
71,4905,2981,1,3,3,1.8837,1,166.2,23,2949,4.42,0.9821,3035.3,32,1.0,23,2,3,374,0.011575,0.0896,256.1983,38,7.0,0.0473,0.0153,0,0
72,4904,3015,1,5,3,1.9412,1,173.2,17,2993,4.44,0.994,3033.3,22,1.0,20,3,6,406,0.011657,0.1008,175.5238,31,6.8,0.0546,0.0187,1,2
73,4904,3126,1,4,3,1.9372,2,166.6,3117,0,4.59,1.0296,3042.8,16,1.0,20,6,6,368,0.011656,0.0909,137.6147,32,7.0,0.0548,0.0179,0,0
74,4903,3058,3,5,3,1.9372,2,169.4,3041,0,4.51,1.0045,3044.3,17,1.0,15,3,8,368,0.012199,0.1121,152.381,33,8.8,0.0603,0.0253,2,0
75,4902,2902,0,0,3,1.9068,2,167.6,4,2898,4.34,0.9575,3030.7,4,1.0,10,0,5,290,0.01735,0.1263,35.2941,34,12.0,0.0855,0.0283,0,2
76,4902,2921,0,0,3,1.9687,1,167.2,1,2920,4.41,0.9671,3020.3,1,1.0,9,1,2,234,0.023342,0.1579,0.0,35,13.7,0.1096,0.0335,0,0
77,4898,3011,0,0,3,1.9808,1,173.9,2,3009,4.44,0.9972,3019.4,2,1.0,8,2,3,227,0.022355,0.1569,0.0,36,16.1,0.1148,0.0277,0,1
78,4894,3056,1,3,3,1.9699,1,165.6,3053,0,4.5,1.011,3022.9,3,1.0,7,2,3,212,0.024897,0.1786,40.0,34,11.0,0.1286,0.041,0,2
79,4892,3022,0,0,3,1.9656,1,175.9,0,3022,4.5,0.9997,3022.8,0,1.0,7,0,0,153,0.034132,0.22,0.0,35,12.0,0.144,0.0495,0,0
80,4888,3027,0,0,3,1.9242,1,165.7,3027,0,4.42,1.0013,3023.2,0,1.0,7,0,0,153,0.035446,0.1818,0.0,36,13.0,0.1455,0.0359,0,0
81,4884,2950,0,0,3,1.9656,1,169.5,0,2950,4.47,0.978,3016.2,0,1.0,5,0,2,153,0.035059,0.2222,0.0,37,16.2,0.1875,0.0451,0,1
82,4884,2871,0,0,3,1.8727,1,167.1,0,2871,4.37,0.9562,3002.4,0,1.0,5,0,0,115,0.05157,0.3571,0.0,38,17.2,0.2232,0.092,0,0
83,4881,2921,2,4,1,1.9132,1,166.0,1,2915,4.39,0.9754,2994.6,6,1.0,9,6,2,168,0.025013,0.2041,113.6364,39,10.1,0.0969,0.0439,0,0
84,4881,3064,0,0,1,1.9535,1,174.9,3064,0,4.44,1.0209,3001.2,0,1.0,8,0,1,158,0.027025,0.1731,0.0,40,12.4,0.1106,0.0382,0,0
85,4881,2857,1,5,3,1.916,1,165.2,0,2852,4.33,0.9563,2987.5,5,1.0,9,1,0,177,0.026632,0.2,100.0,41,11.9,0.128,0.0453,1,0
86,4881,3052,0,0,3,1.9082,1,172.5,3053,0,4.49,1.0198,2993.7,0,1.0,7,0,2,177,0.029729,0.2,0.0,42,15.7,0.16,0.05,0,0
87,4881,3024,0,0,3,1.9583,1,165.2,3022,0,4.45,1.0094,2996.7,3,1.0,8,3,2,182,0.027915,0.2449,42.5532,43,14.6,0.1306,0.0504,0,0
88,4881,2912,0,0,3,1.9269,1,171.7,0,2912,4.46,0.9744,2988.7,0,1.0,6,0,2,168,0.030008,0.2143,0.0,44,18.0,0.1667,0.0526,0,1
89,4881,2984,1,5,3,1.9486,1,167.4,0,2979,4.43,0.9986,2988.2,5,1.0,6,1,1,158,0.036275,0.2292,111.1111,45,18.3,0.1667,0.0356,1,1
90,4880,3004,0,0,3,1.9314,1,167.0,3004,0,4.43,1.0048,2989.7,0,1.0,5,0,1,135,0.040845,0.2857,0.0,30,14.0,0.2095,0.0583,0,1
91,4879,3056,0,0,3,1.9749,1,173.1,3056,0,4.49,1.02,2996.0,0,1.0,5,0,0,111,0.043872,0.2571,0.0,31,15.0,0.2095,0.0511,0,0
92,4879,3046,0,0,3,1.969,1,166.2,3046,0,4.43,1.0151,3000.8,0,1.0,3,0,2,111,0.050759,0.3043,0.0,32,17.7,0.2899,0.0205,0,0
93,4878,2986,0,0,3,1.9787,1,170.6,3,2983,4.45,0.9955,2999.4,3,1.0,3,3,3,103,0.054214,0.3529,0.0,33,18.7,0.2745,0.0734,0,0
94,4878,2958,0,0,3,1.9261,1,166.3,0,2958,4.38,0.9875,2995.4,0,1.0,3,0,0,75,0.080617,0.3913,0.0,34,19.7,0.3333,0.0542,0,0
95,4878,3046,2,5,3,1.9218,1,172.6,3037,0,4.53,1.0152,3000.3,9,1.0,5,2,0,119,0.04119,0.2791,209.3023,35,12.4,0.1802,0.0599,1,0
96,4878,3064,0,0,3,1.7899,1,168.8,3059,0,4.52,1.0192,3006.3,5,1.0,5,1,1,128,0.042823,0.2051,105.2632,36,13.4,0.1923,0.0126,0,0
97,4878,2941,0,0,3,1.8255,1,166.2,4,2937,4.34,0.9803,3000.1,4,1.0,3,0,2,119,0.041243,0.2917,190.4762,37,13.7,0.2917,0.0,0,2
98,4878,2955,0,0,3,1.9636,1,176.6,0,2955,4.43,0.9864,2995.8,0,1.0,3,0,0,69,0.068688,0.4211,0.0,38,14.7,0.3684,0.0656,0,0
99,4878,2977,5,5,3,1.9525,1,166.7,9,2955,4.44,0.9943,2994.0,22,1.0,7,6,2,178,0.02696,0.1864,330.3512,39,6.7,0.1288,0.0395,3,0
100,4878,2970,0,0,3,1.9178,1,176.5,2,2958,4.43,0.9927,2991.7,12,1.0,8,2,1,174,0.030905,0.2407,207.5472,40,6.8,0.1333,0.0578,0,0
101,4878,3106,1,4,3,1.9668,1,163.9,3121,0,4.56,1.044,3005.7,17,1.0,10,4,2,199,0.023208,0.1846,254.2373,41,6.2,0.12,0.0495,0,0
102,4878,3015,0,0,3,1.9837,1,175.5,3010,0,4.41,1.0028,3006.5,5,1.0,8,0,2,179,0.028213,0.25,96.1538,42,8.5,0.1652,0.0684,0,1
103,4877,2946,0,0,3,1.9871,1,167.3,0,2941,4.5,0.9817,3000.8,5,1.0,7,0,1,160,0.032726,0.1837,113.6364,43,9.7,0.1429,0.0325,0,0
104,4877,3001,0,0,3,1.9749,1,167.0,3001,0,4.45,1.0001,3000.8,0,1.0,6,0,1,140,0.038624,0.275,0.0,44,11.8,0.1812,0.0786,0,0
105,4877,3009,1,3,3,1.9726,1,174.5,3005,0,4.41,1.0025,3001.6,4,1.0,9,5,2,169,0.028645,0.1837,85.1064,45,8.6,0.1071,0.0348,0,0
106,4876,2995,1,5,3,1.9713,1,167.5,4,2987,4.42,0.998,3001.0,8,1.0,9,1,1,192,0.027057,0.1724,148.1481,46,8.8,0.1241,0.0388,1,0
107,4876,3019,2,3,3,1.9542,2,171.4,3005,0,4.52,1.0054,3002.7,14,1.0,15,8,2,217,0.019479,0.122,191.7808,47,5.9,0.078,0.023,0,0
108,4876,3001,0,0,3,1.9056,2,167.0,5,2986,4.51,0.9995,3002.5,15,1.0,13,1,3,223,0.020498,0.1573,166.6667,48,7.8,0.0944,0.0284,0,0
109,4876,3002,0,0,3,1.9056,1,170.1,1,2996,4.43,0.9998,3002.5,6,1.0,11,1,3,213,0.020375,0.1642,81.9672,49,9.6,0.1134,0.0393,0,0
110,4876,3018,1,4,3,1.9713,1,161.9,3013,0,4.56,1.0047,3003.9,5,1.0,12,3,2,205,0.020471,0.1212,84.7458,50,9.1,0.0909,0.0248,0,0
111,4876,3014,0,0,3,1.9656,1,166.9,3009,0,4.46,1.003,3004.9,5,1.0,9,0,3,191,0.02692,0.1636,98.0392,16,7.2,0.1227,0.0397,0,1
112,4874,3091,2,5,3,1.9547,1,175.3,3085,0,4.56,1.0268,3013.4,9,1.0,8,2,3,201,0.025845,0.2188,150.0,17,7.8,0.1281,0.0512,1,0
113,4874,2892,1,4,3,1.958,1,166.6,3,2889,4.35,0.9634,3001.8,3,1.0,9,1,0,196,0.028188,0.1613,49.1803,18,7.8,0.1161,0.0406,0,0
114,4873,3021,0,0,3,1.9657,2,171.1,3021,0,4.48,1.0058,3003.7,0,1.0,9,0,0,196,0.025835,0.1515,0.0,19,8.8,0.1182,0.0214,0,0
115,4873,3078,0,0,3,1.9794,1,166.9,3072,0,4.6,1.0223,3010.7,6,1.0,10,6,5,230,0.020815,0.1562,86.2069,20,8.3,0.0969,0.041,0,0
116,4873,3046,2,5,3,1.998,1,172.8,3027,0,4.56,1.0106,3014.1,19,1.0,15,7,2,267,0.017684,0.122,243.5897,21,6.2,0.0784,0.0302,2,0
117,4871,2964,0,0,3,1.977,1,171.6,3,2956,4.47,0.9849,3009.3,8,1.0,15,3,3,282,0.01706,0.1471,83.3333,22,7.1,0.0742,0.0299,0,0
118,4871,3037,0,0,3,1.958,1,166.2,3034,0,4.43,1.0083,3012.0,3,1.0,13,0,2,272,0.018424,0.1282,40.0,23,7.8,0.0842,0.0242,0,0
119,4870,2960,0,0,3,1.9215,1,171.9,3,2957,4.37,0.9844,3007.0,3,1.0,13,0,0,244,0.021644,0.1364,46.1538,24,8.8,0.0887,0.0255,0,0
120,4869,3030,1,5,3,1.9291,1,166.6,3022,0,4.52,1.0069,3009.2,8,1.0,11,1,3,266,0.018705,0.1714,125.0,25,8.9,0.0939,0.0344,1,1
121,4867,2981,1,3,3,1.9547,1,176.3,5,2972,4.49,0.9915,3006.5,9,1.0,12,5,4,257,0.01873,0.1333,104.4776,26,8.3,0.0895,0.0333,0,0
122,4867,2942,0,0,3,1.9656,2,167.9,0,2942,4.41,0.9805,3000.4,0,1.0,11,0,1,211,0.022293,0.1475,0.0,27,9.6,0.0937,0.0274,0,0
123,4867,2994,1,5,3,1.9328,1,173.2,4,2990,4.45,0.9981,2999.8,4,1.0,8,1,4,235,0.021323,0.1698,81.6327,28,13.0,0.1186,0.0358,1,1
124,4867,3077,0,0,3,1.8654,1,168.7,3079,0,4.49,1.0238,3007.3,0,1.0,8,0,0,185,0.027931,0.2,0.0,29,14.0,0.1333,0.0415,0,0
125,4865,3053,2,3,3,1.9247,1,166.9,3045,0,4.53,1.0137,3011.7,8,1.0,12,6,2,228,0.021529,0.1299,97.2222,30,10.0,0.0983,0.0256,0,0
126,4865,2979,2,5,1,1.9172,1,177.2,9,2965,4.42,0.9902,3008.6,14,1.0,12,2,2,261,0.017208,0.1447,191.7808,31,10.8,0.0773,0.0298,1,0
127,4864,2926,0,0,1,1.8861,2,165.9,0,2922,4.38,0.9751,3000.7,4,1.0,12,0,0,257,0.022222,0.1316,53.3333,32,11.8,0.0806,0.023,0,0
128,4863,2941,1,5,0,1.933,1,175.9,0,2936,4.41,0.982,2995.0,5,1.0,12,1,1,280,0.018552,0.1447,69.4444,33,12.6,0.0833,0.0227,1,0
129,4863,2985,0,0,0,1.9424,1,166.2,0,2985,4.47,0.997,2994.1,0,1.0,10,0,2,265,0.019669,0.1475,0.0,34,13.0,0.1045,0.0381,0,1
130,4863,2910,0,0,0,1.8928,1,169.1,0,2910,4.34,0.9745,2986.0,0,1.0,8,0,2,223,0.023383,0.2449,0.0,24,11.0,0.1108,0.0593,0,1
131,4862,2930,0,0,3,1.8842,1,165.0,2,2928,4.48,0.983,2980.7,2,1.0,8,2,2,196,0.027535,0.1731,40.8163,25,11.2,0.1236,0.0352,0,0
132,4861,2997,1,3,3,1.9304,1,167.2,2992,0,4.46,1.0049,2982.3,5,1.0,11,4,1,200,0.024666,0.1429,74.6269,26,8.9,0.102,0.0335,0,0
133,4861,2960,0,0,3,1.9329,1,175.1,0,2956,4.41,0.9932,2980.1,4,1.0,10,0,1,200,0.024864,0.1538,81.6327,27,10.8,0.1099,0.0308,0,0
134,4861,2943,3,5,3,1.9367,1,165.7,0,2928,4.41,0.9887,2976.6,15,1.0,9,3,4,264,0.018464,0.1358,214.2857,28,11.4,0.096,0.0272,3,1
135,4861,2978,1,5,3,1.9505,1,168.4,2962,0,4.5,1.0004,2976.7,16,1.0,10,2,1,240,0.022191,0.15,189.8734,29,11.2,0.0988,0.0347,1,0
136,4861,3048,0,0,3,1.973,2,165.2,3044,0,4.44,1.0219,2983.6,5,1.0,8,0,2,230,0.021275,0.1803,87.7193,24,9.0,0.1168,0.0421,0,2
137,4860,2980,0,0,3,1.9878,1,167.3,1,2974,4.38,0.9989,2983.3,6,1.0,8,1,1,197,0.026896,0.2407,94.3396,25,10.0,0.1227,0.0531,0,0
138,4859,2981,0,0,3,1.9785,1,166.7,0,2981,4.39,0.9993,2983.1,0,1.0,7,0,1,187,0.03103,0.2,0.0,26,9.4,0.1371,0.0406,0,1
139,4857,2918,1,5,3,1.9401,1,168.0,4,2910,4.4,0.9802,2976.9,8,1.0,10,5,2,221,0.02209,0.1628,150.0,27,7.3,0.1047,0.0381,1,0
140,4857,3026,0,0,3,1.904,1,176.6,3026,0,4.47,1.0149,2981.5,0,1.0,9,0,1,201,0.02688,0.1667,0.0,28,9.1,0.112,0.0332,0,0
141,4854,3059,2,5,3,1.904,1,166.1,3050,0,4.54,1.0237,2989.0,10,1.0,11,5,3,222,0.022292,0.1728,129.8701,18,5.5,0.0972,0.0361,1,1
142,4854,2948,0,0,3,1.9853,1,172.7,7,2936,4.42,0.9876,2985.1,12,1.0,11,2,2,233,0.023618,0.127,192.9825,19,5.7,0.0998,0.0298,0,1
143,4853,2979,1,3,3,1.9981,1,165.9,9,2965,4.42,0.9981,2984.5,14,1.0,10,3,4,234,0.021154,0.1774,214.2857,20,5.7,0.1022,0.0387,0,1
144,4853,2973,0,0,3,1.9981,1,178.1,0,2973,4.5,0.9965,2983.4,0,1.0,9,0,1,190,0.026877,0.1591,0.0,21,7.1,0.125,0.0335,0,0
145,4851,2939,1,3,3,1.9875,1,164.4,4,2935,4.39,0.9865,2979.2,4,1.0,9,3,3,198,0.020426,0.1429,80.0,22,7.3,0.1101,0.0357,0,0
146,4850,2941,0,0,3,1.9502,1,171.2,2,2939,4.4,0.9884,2975.6,2,1.0,8,2,3,194,0.023775,0.2097,0.0,23,9.0,0.129,0.0502,0,0
147,4849,2977,2,5,3,1.9698,1,164.3,2963,0,4.46,1.0004,2975.7,14,1.0,14,10,4,224,0.018427,0.1324,229.5082,24,5.6,0.0798,0.031,1,0
148,4848,2970,0,0,3,1.9347,1,165.4,0,2960,4.47,0.9983,2975.2,10,1.0,9,0,5,219,0.020774,0.1477,109.589,25,8.8,0.0985,0.0297,0,1
