window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
1,5000,6198,22,5,0,1.999,0,33.2,0,0,6.65,1.0,6198.0,658,1.0,406,610,204,2240,0.000899,0.0095,404.3077,0,0.0,0.0066,0.0012,6,0
2,5000,3868,1,5,0,1.9991,0,35.6,461,3383,5.38,0.8359,4666.7,485,1.0,319,8,95,2260,0.001135,0.0091,365.6321,1,1.0,0.0068,0.0012,1,0
3,5000,3359,4,5,0,1.999,0,39.7,254,3117,4.81,0.8413,4027.3,242,1.0,272,5,52,2068,0.001339,0.0117,261.1534,2,2.0,0.007,0.0016,2,0
4,5000,3224,1,3,0,1.9991,0,48.0,70,3178,4.68,0.875,3717.6,46,1.0,195,8,85,1882,0.001648,0.013,69.1729,3,2.8,0.0097,0.0024,0,0
5,5000,3156,1,3,1,1.9991,0,60.4,0,3156,4.51,0.8939,3530.4,0,1.0,138,1,58,1555,0.002192,0.0186,0.0,4,3.8,0.0109,0.003,0,1
6,5000,3069,2,5,0,1.999,2,91.1,6,3053,4.46,0.903,3398.6,16,1.0,102,8,44,1299,0.002914,0.0262,39.8936,5,4.5,0.0169,0.0045,2,0
7,5000,3117,2,5,0,1.9957,2,100.2,0,3105,4.53,0.9365,3328.2,12,1.0,82,4,24,1055,0.003835,0.0504,35.2564,6,5.3,0.0251,0.0076,1,0
8,5000,3008,1,5,0,1.9994,2,118.9,0,2998,4.35,0.9235,3257.0,10,1.0,63,1,20,917,0.004625,0.039,38.4615,7,5.9,0.0263,0.0079,1,0
9,5000,3054,0,0,1,1.9998,2,126.7,1,3048,4.46,0.9495,3216.4,6,1.0,48,1,16,755,0.006093,0.0609,27.3224,8,6.8,0.0326,0.0116,0,0
10,5000,3126,2,5,1,1.9795,1,125.6,5,3116,4.53,0.9769,3200.0,10,1.0,34,2,16,691,0.006699,0.0521,54.6448,9,7.2,0.0348,0.0115,1,1
11,5000,3014,0,0,1,1.9785,1,137.5,8,3006,4.47,0.9511,3169.0,8,1.0,28,3,9,559,0.008183,0.0649,55.9441,10,7.6,0.0384,0.0121,0,0
12,5000,3096,2,4,1,1.9792,1,151.1,6,3090,4.4,0.9804,3157.8,6,1.0,27,2,3,518,0.009661,0.0728,41.0959,11,7.7,0.0408,0.0151,0,0
13,5000,3151,1,4,1,1.9801,1,151.5,4,3147,4.54,0.9982,3156.8,4,1.0,22,1,6,509,0.010201,0.076,26.1438,12,8.0,0.0456,0.0143,0,2
14,5000,3159,0,0,3,1.9606,2,147.2,3155,0,4.58,1.0006,3157.1,4,1.0,20,0,2,418,0.013381,0.1,34.188,13,8.6,0.0508,0.022,0,0
15,5000,2992,1,3,3,1.9207,1,156.3,7,2980,4.39,0.9539,3136.5,12,1.0,23,7,4,443,0.010488,0.0647,91.6031,14,8.1,0.0475,0.0119,0,0
16,5000,3055,1,5,3,1.9494,1,154.5,7,3038,4.49,0.977,3126.9,17,1.0,21,1,3,447,0.010435,0.1026,155.9633,15,8.2,0.0573,0.0193,1,1
17,5000,3000,1,4,3,1.8858,2,171.8,10,2990,4.42,0.9638,3112.8,10,1.0,21,1,1,417,0.011515,0.1048,84.7458,16,8.4,0.0547,0.0199,0,1
18,5000,3150,0,0,3,1.9017,2,178.7,3147,0,4.49,1.0107,3116.7,3,1.0,17,0,4,395,0.012781,0.0841,30.0,17,10.0,0.0602,0.0172,0,0
19,5000,3060,2,5,1,1.9369,1,180.9,8,3047,4.34,0.9836,3111.0,13,1.0,15,3,5,406,0.012795,0.0894,87.7381,18,10.3,0.0626,0.0151,2,1
20,5000,3045,0,0,3,1.944,1,183.5,4,3041,4.39,0.9808,3104.7,4,1.0,16,4,3,351,0.014807,0.0909,37.7358,19,10.4,0.0664,0.0189,0,0
21,5000,3083,3,3,1,1.9232,1,188.6,10,3073,4.48,0.9937,3102.7,10,1.0,18,4,2,377,0.011954,0.075,68.3761,20,10.1,0.0575,0.015,0,0
22,5000,3092,3,4,3,1.8746,1,186.5,10,3082,4.5,0.9969,3101.6,10,1.0,21,3,0,416,0.011662,0.0841,84.1121,21,9.5,0.0449,0.0168,0,0
23,5000,3059,0,0,3,1.835,2,198.9,7,3052,4.45,0.9875,3097.6,7,1.0,18,0,3,416,0.012763,0.1029,46.1538,22,10.1,0.0507,0.0201,0,1
24,5000,3131,2,5,3,1.8716,1,191.7,3119,0,4.52,1.0097,3100.8,12,1.0,17,2,3,397,0.012713,0.1308,97.561,23,10.5,0.0675,0.0241,1,1
25,4999,3115,1,4,0,1.9474,1,201.5,3104,0,4.46,1.0042,3102.1,11,1.0,16,1,2,382,0.014742,0.1053,101.8519,24,10.8,0.0595,0.0216,0,0
26,4998,3123,1,5,0,1.9372,2,203.6,3107,0,4.48,1.0061,3104.1,16,1.0,17,6,5,412,0.012347,0.1048,114.0351,25,10.1,0.0589,0.0202,1,0
27,4998,3162,2,5,1,1.9936,2,201.5,3148,0,4.57,1.0168,3109.6,14,1.0,18,4,3,393,0.011872,0.1095,110.2362,26,9.8,0.0591,0.023,1,1
28,4998,3072,1,4,3,1.9902,2,200.7,10,3057,4.54,0.989,3106.0,15,1.0,15,2,5,390,0.013753,0.1061,114.7541,27,11.1,0.0652,0.0172,0,0
29,4998,3036,1,5,3,1.9665,2,203.2,14,3022,4.41,0.9796,3099.4,14,1.0,16,5,4,390,0.012767,0.088,91.4786,28,11.1,0.0616,0.0149,1,1
30,4996,3056,0,0,3,1.9756,2,201.1,0,3056,4.45,0.9873,3095.2,0,1.0,12,0,4,337,0.015732,0.1413,0.0,29,13.0,0.0713,0.0282,0,1
31,4993,3134,2,4,1,1.9852,1,196.2,3124,0,4.51,1.0113,3098.9,10,1.0,13,5,4,334,0.014725,0.1395,103.8961,30,10.2,0.077,0.029,0,1
32,4991,3103,2,5,1,1.9531,1,206.4,3093,0,4.45,1.0012,3099.3,10,1.0,15,2,0,316,0.016141,0.1239,90.9091,31,9.7,0.0743,0.026,2,0
33,4988,3094,3,5,1,1.968,2,205.0,7,3082,4.42,0.9984,3098.8,12,1.0,19,7,3,399,0.012764,0.1032,96.7742,32,8.3,0.0606,0.019,1,0
34,4985,3085,0,0,3,1.9651,2,210.3,0,3085,4.51,0.996,3097.5,0,1.0,17,0,2,394,0.013711,0.1132,0.0,33,9.9,0.0575,0.025,0,0
35,4982,3059,1,4,3,1.9681,1,211.8,0,3054,4.5,0.9887,3093.8,5,1.0,15,3,5,371,0.013562,0.128,43.4783,34,10.1,0.0649,0.0245,0,2
36,4977,3063,1,3,3,1.9785,1,204.6,1,3054,4.59,0.991,3090.9,9,1.0,15,3,3,337,0.014597,0.1548,77.5584,35,10.9,0.067,0.0293,0,1
37,4974,3079,1,3,3,1.9562,2,212.6,2,3077,4.51,0.9965,3089.8,2,1.0,15,1,1,304,0.016604,0.1075,21.978,36,11.7,0.0712,0.0247,0,0
38,4970,3086,0,0,3,1.876,2,213.9,3,3083,4.46,0.9989,3089.4,3,1.0,12,3,6,318,0.016643,0.1279,38.4615,37,11.6,0.0731,0.0313,0,1
39,4968,3135,0,0,3,1.8922,1,214.0,3135,0,4.52,1.0133,3093.7,0,1.0,11,0,1,233,0.023409,0.1515,0.0,38,13.5,0.0996,0.0351,0,0
40,4967,3046,0,0,3,1.8922,1,219.1,3,3043,4.48,0.986,3089.2,3,1.0,10,3,4,229,0.019321,0.1692,50.0,39,14.6,0.1,0.0356,0,1
41,4964,3060,1,4,1,1.8464,1,212.2,7,3053,4.43,0.9914,3086.4,7,1.0,9,1,2,210,0.021686,0.1509,145.8333,40,15.9,0.0943,0.0296,0,1
42,4963,2999,2,4,3,1.8506,1,212.2,11,2984,4.41,0.9743,3078.1,15,1.0,12,4,1,225,0.020501,0.1216,197.1831,41,12.7,0.0784,0.0247,0,0
43,4961,3092,0,0,3,1.9035,2,211.2,3087,0,4.5,1.0041,3079.4,5,1.0,9,1,4,226,0.020335,0.1774,70.1754,42,16.6,0.0887,0.0372,0,1
44,4961,2972,1,5,3,1.9495,1,211.9,6,2961,4.34,0.9683,3069.2,11,1.0,10,3,2,221,0.02206,0.1667,125.0,43,15.6,0.1024,0.0337,1,0
45,4958,3082,2,5,1,1.9785,1,215.1,3073,0,4.53,1.0038,3070.4,9,1.0,7,2,5,231,0.021732,0.1507,147.541,44,12.6,0.126,0.0333,2,2
46,4956,3003,3,5,3,1.8967,2,216.0,9,2989,4.42,0.9801,3064.0,14,1.0,13,8,2,204,0.021285,0.1778,170.7317,45,7.0,0.1056,0.0433,1,0
47,4955,3062,0,0,3,1.9373,2,208.9,4,3053,4.5,0.9994,3063.8,9,1.0,9,0,4,194,0.025359,0.1667,169.8113,46,9.4,0.1028,0.0349,0,0
48,4955,2950,0,0,3,1.9002,1,211.8,5,2940,4.35,0.9663,3053.0,10,1.0,8,1,2,177,0.025821,0.1724,176.4706,47,11.5,0.1241,0.0342,0,1
49,4955,3022,0,0,3,1.9197,1,209.6,0,3022,4.45,0.9908,3050.0,0,1.0,7,0,1,147,0.036886,0.2326,0.0,48,13.9,0.1535,0.0556,0,0
50,4955,2989,2,5,3,1.9877,1,198.7,0,2980,4.34,0.9819,3044.2,9,1.0,9,2,0,190,0.027511,0.2075,169.8113,49,11.6,0.1186,0.0507,2,0
51,4953,3100,2,5,3,1.9742,1,187.6,3090,0,4.48,1.0166,3049.5,10,1.0,10,5,4,244,0.020254,0.141,128.5714,50,10.3,0.0994,0.0341,1,0
52,4951,3023,0,0,3,1.9142,2,176.3,4,3019,4.47,0.9921,3047.0,4,1.0,9,0,1,212,0.025717,0.1449,60.6061,51,12.4,0.1087,0.0216,0,0
53,4951,3002,1,5,3,1.9094,1,170.6,1,2996,4.45,0.9866,3042.7,6,1.0,10,2,1,239,0.023665,0.1579,66.6667,52,12.1,0.0994,0.0307,1,0
54,4951,3097,2,5,1,1.9314,1,167.3,3085,0,4.5,1.0161,3047.9,12,1.0,13,7,4,298,0.016677,0.1591,137.5,53,9.5,0.0859,0.0402,1,1
55,4950,3117,0,0,1,1.9585,2,172.8,3117,0,4.58,1.0205,3054.5,0,1.0,12,0,1,245,0.01968,0.1176,0.0,54,11.3,0.081,0.0247,0,0
56,4949,3012,0,0,3,1.962,1,164.1,0,3012,4.46,0.9874,3050.4,0,1.0,9,0,3,240,0.021938,0.1569,0.0,55,15.4,0.1103,0.0277,0,1
57,4949,3051,1,5,3,1.948,1,170.2,3044,0,4.54,1.0002,3050.5,7,1.0,11,3,1,242,0.022094,0.1667,101.6949,56,13.5,0.0926,0.0304,1,0
58,4948,3020,3,5,3,1.9871,1,160.2,3,3002,4.46,0.991,3047.6,18,1.0,13,6,4,293,0.017259,0.1522,172.6471,57,11.9,0.0815,0.0325,1,0
59,4948,3035,0,0,3,1.9574,2,169.3,0,3025,4.51,0.9963,3046.4,10,1.0,10,0,3,259,0.020196,0.15,136.9863,58,15.5,0.0953,0.0376,0,2
60,4948,2998,0,0,3,1.918,1,163.2,0,2993,4.43,0.9856,3041.8,5,1.0,9,0,1,210,0.025105,0.1864,89.2857,59,18.1,0.1038,0.0383,0,0
61,4947,3052,1,3,3,1.9299,1,165.2,3049,0,4.47,1.003,3042.7,3,1.0,8,2,3,232,0.021151,0.1833,36.3636,60,19.0,0.1119,0.0386,0,1
62,4943,3052,0,0,3,1.9617,1,163.6,3052,0,4.44,1.0028,3043.6,0,1.0,6,0,2,182,0.031742,0.2037,0.0,61,23.0,0.1593,0.0338,0,2
63,4943,2973,2,5,3,1.9904,1,161.5,5,2963,4.35,0.979,3036.9,10,1.0,9,5,2,183,0.02536,0.1875,166.6667,62,15.8,0.125,0.0383,1,0
64,4941,3047,0,0,3,1.9725,1,160.4,3041,0,4.45,1.003,3037.9,6,1.0,8,1,2,178,0.028213,0.2542,90.9091,63,18.8,0.1299,0.0528,0,0
65,4940,3019,0,0,3,1.9785,1,161.0,0,3014,4.53,0.9944,3036.1,5,1.0,8,0,0,168,0.032074,0.1618,76.9231,64,19.8,0.1275,0.0164,0,0
66,4939,2914,0,0,3,1.9242,1,162.3,0,2914,4.29,0.9635,3024.4,0,1.0,8,0,0,168,0.033346,0.2727,0.0,65,20.8,0.1402,0.0622,0,0
67,4939,3005,0,0,3,1.9494,1,161.7,0,3005,4.46,0.9942,3022.6,0,1.0,8,0,0,168,0.033135,0.186,0.0,66,21.8,0.1395,0.0402,0,0
68,4939,3027,1,4,3,1.9476,1,163.9,3020,0,4.4,1.0013,3023.0,7,1.0,11,5,2,207,0.021108,0.1569,148.9362,67,16.1,0.085,0.0294,0,0
69,4938,3023,2,5,3,1.9329,1,161.4,12,3011,4.39,1.0,3023.0,12,1.0,13,2,0,236,0.019546,0.1688,162.1622,68,14.5,0.0872,0.0393,1,0
70,4938,3120,0,0,3,1.9316,2,164.7,3123,0,4.59,1.0319,3033.2,7,1.0,12,0,1,236,0.021128,0.1519,94.5946,69,16.6,0.0922,0.0298,0,0
71,4936,3108,0,0,3,1.9218,1,166.0,3102,0,4.53,1.0229,3040.5,8,1.0,10,1,3,240,0.022323,0.1264,75.0,70,20.5,0.1034,0.0249,0,0
72,4935,3072,0,0,3,1.8628,1,165.6,3069,0,4.5,1.0094,3043.5,3,1.0,10,0,0,206,0.025869,0.1429,53.5714,71,21.5,0.1046,0.0341,0,0
73,4934,3047,2,4,1,1.9031,1,165.7,3034,0,4.44,1.001,3043.8,13,1.0,15,7,2,251,0.017492,0.1081,188.4058,72,15.0,0.0598,0.0212,0,0
74,4933,3077,1,5,1,1.871,1,160.7,3059,0,4.49,1.0098,3047.0,18,1.0,15,1,1,274,0.018296,0.1875,202.2472,73,15.6,0.082,0.0378,1,0
75,4933,3051,1,5,1,1.877,2,164.8,3041,0,4.43,1.0012,3047.4,10,1.0,15,1,1,289,0.015463,0.1047,125.0,74,16.5,0.0672,0.0211,1,0
76,4931,3063,1,5,3,1.9387,2,165.0,3055,0,4.56,1.0046,3048.9,8,1.0,13,4,6,299,0.017495,0.125,76.087,75,18.5,0.0833,0.0315,1,0
77,4931,2987,0,0,3,1.9386,2,168.5,0,2982,4.32,0.9816,3043.0,5,1.0,10,0,3,279,0.018564,0.1266,71.4286,76,21.1,0.0949,0.0174,0,2
78,4931,3089,1,5,3,1.9108,1,166.4,3084,0,4.49,1.0137,3047.4,5,1.0,8,1,3,240,0.024488,0.2222,76.9231,59,13.4,0.125,0.0587,1,3
79,4931,2980,1,3,3,1.9403,1,164.9,2,2973,4.46,0.98,3040.9,7,1.0,12,6,2,212,0.021965,0.1875,122.807,60,9.3,0.1042,0.0382,0,0
80,4930,2999,0,0,3,1.953,2,172.6,0,2994,4.42,0.9875,3036.9,5,1.0,11,0,1,203,0.023604,0.125,83.3333,61,11.2,0.1016,0.0259,0,0
81,4930,3056,2,3,3,1.953,1,164.3,3051,0,4.44,1.0057,3038.8,5,1.0,12,5,4,238,0.019619,0.1412,64.9351,62,10.8,0.0902,0.0285,0,0
82,4930,3166,0,0,3,1.9687,1,171.0,3211,0,4.53,1.0534,3055.9,8,1.0,11,3,4,251,0.018816,0.1061,84.7458,63,12.6,0.0859,0.0187,0,0
83,4930,2993,1,4,3,1.9491,1,167.7,3,2985,4.41,0.9813,3049.9,8,1.0,12,1,0,233,0.021137,0.125,114.2857,64,12.5,0.081,0.0241,0,0
84,4930,3058,0,0,3,1.9698,1,165.0,3058,0,4.45,1.0024,3050.7,0,1.0,11,0,1,233,0.019367,0.1324,0.0,65,14.3,0.0907,0.0266,0,0
85,4930,3044,1,3,3,1.9347,1,174.1,4,3040,4.45,0.998,3050.1,4,1.0,11,3,3,237,0.020549,0.1515,64.5161,66,14.5,0.0934,0.0315,0,0
86,4930,3074,1,3,1,1.9037,1,166.8,3066,0,4.5,1.0071,3052.3,8,1.0,12,2,1,241,0.021055,0.1389,104.4776,67,14.2,0.0833,0.0283,0,0
