window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
11,5000,3066,0,0,0,1.9859,2,144.5,8,3049,4.38,0.9634,3182.5,17,1.0,41,2,7,586,0.007312,0.0562,100.5917,10,7.0,0.035,0.0127,0,0
12,5000,3128,0,0,3,1.9897,1,151.9,6,3123,4.48,0.9858,3174.2,5,1.0,34,0,7,513,0.008635,0.0872,34.4828,11,7.9,0.0428,0.0161,0,1
13,5000,3080,0,0,3,1.9911,1,159.9,2,3078,4.44,0.9744,3160.8,2,1.0,32,2,4,482,0.009163,0.0602,15.625,12,8.2,0.0442,0.013,0,0
14,5000,3084,2,5,3,1.9853,1,164.9,10,3074,4.51,0.9789,3150.5,10,1.0,26,2,8,481,0.009476,0.085,71.4286,13,8.4,0.0501,0.0168,2,1
15,5000,3039,2,5,3,1.9387,1,171.7,7,3027,4.41,0.9689,3136.6,12,1.0,21,4,9,446,0.010343,0.1085,103.4483,14,7.5,0.0558,0.0212,1,0
16,5000,3120,3,4,3,1.967,2,167.0,12,3103,4.54,0.9953,3134.6,17,1.0,20,7,8,421,0.010455,0.0876,131.1475,15,6.0,0.0495,0.0174,0,1
17,5000,3148,0,0,3,1.9794,2,171.7,3143,0,4.5,1.0038,3136.1,5,1.0,16,0,4,353,0.01329,0.1083,44.2478,16,7.1,0.0694,0.0233,0,0
18,5000,3115,2,4,3,1.9823,1,167.0,8,3107,4.49,0.994,3133.9,8,1.0,16,3,3,355,0.01497,0.1442,68.6275,17,7.9,0.0694,0.0296,0,0
19,5000,3058,2,3,3,1.9881,1,174.7,3,3046,4.48,0.9781,3126.3,12,1.0,19,7,4,376,0.012439,0.0945,94.0171,18,6.7,0.0534,0.022,0,0
20,5000,3153,2,4,3,1.9289,2,170.3,3136,0,4.54,1.0077,3128.9,17,1.0,20,4,3,399,0.012118,0.0804,145.6311,19,7.1,0.0506,0.0141,0,0
21,5000,3107,3,5,1,1.8733,2,177.0,10,3092,4.45,0.9937,3126.8,15,1.0,18,3,5,415,0.012141,0.1053,141.5094,20,6.7,0.0565,0.0261,1,1
22,5000,3037,0,0,1,1.9562,2,179.1,4,3033,4.4,0.974,3118.2,4,1.0,17,0,1,348,0.014107,0.1038,38.4615,21,7.5,0.0566,0.0207,0,1
23,5000,3108,0,0,0,1.944,1,193.4,4,3104,4.44,0.997,3117.2,4,1.0,14,0,3,323,0.015754,0.1146,43.4783,22,9.7,0.0744,0.0218,0,1
24,5000,3070,1,5,1,1.9241,1,194.3,4,3061,4.42,0.9863,3112.7,9,1.0,13,1,2,305,0.016712,0.1379,108.4337,23,9.8,0.0772,0.0273,1,1
25,4999,3050,3,5,1,1.9621,1,203.2,2,3040,4.45,0.9817,3106.8,10,1.0,14,4,3,317,0.015024,0.1319,104.6512,24,9.1,0.0755,0.0257,1,0
26,4997,3118,2,4,3,1.9651,2,196.8,3100,0,4.46,1.0033,3107.8,18,1.0,18,14,10,397,0.011122,0.096,73.8792,25,7.1,0.054,0.0196,0,0
27,4995,3033,2,5,3,1.9567,2,205.5,8,3020,4.49,0.9782,3100.7,13,1.0,19,2,1,359,0.013237,0.0885,120.3704,26,7.6,0.0629,0.0168,1,0
28,4992,3082,1,5,1,1.9009,2,201.4,4,3073,4.49,0.9945,3098.9,9,1.0,14,1,6,367,0.013619,0.1313,101.1236,27,9.5,0.0677,0.0247,1,0
29,4991,3112,0,0,1,1.8851,2,206.9,3108,0,4.5,1.0038,3100.2,4,1.0,13,0,1,295,0.018903,0.1477,35.2941,28,11.1,0.0773,0.0258,0,0
30,4989,3038,0,0,0,1.8971,1,203.7,0,3038,4.47,0.9818,3094.3,0,1.0,12,0,1,265,0.0197,0.1169,0.0,29,12.9,0.088,0.0195,0,1
31,4986,3081,0,0,0,1.896,1,206.7,0,3081,4.49,0.9961,3093.0,0,1.0,11,0,1,265,0.021742,0.1081,0.0,30,14.7,0.0886,0.0119,0,0
32,4984,3108,1,5,0,1.9436,1,203.4,3103,0,4.47,1.0044,3094.4,5,1.0,11,1,1,280,0.018831,0.1528,71.4286,31,15.2,0.0903,0.0292,1,0
33,4982,2923,1,4,0,1.9575,1,202.3,5,2918,4.37,0.9496,3078.1,5,1.0,14,3,0,284,0.017115,0.0964,64.1026,32,12.7,0.0771,0.0211,0,0
34,4980,3092,2,5,1,1.8886,2,211.6,3081,0,4.51,1.0041,3079.4,11,1.0,16,5,3,333,0.014253,0.1154,111.1111,33,11.5,0.0683,0.0251,1,1
35,4979,3093,0,0,3,1.9038,2,209.2,3090,0,4.52,1.004,3080.7,3,1.0,16,0,0,314,0.016475,0.1348,34.0909,34,12.5,0.0719,0.0254,0,0
36,4975,3060,1,5,1,1.9899,1,208.7,3,3052,4.4,0.9939,3078.7,8,1.0,14,1,3,335,0.015555,0.131,100.0,35,14.5,0.0736,0.0274,1,0
37,4970,2996,0,0,1,1.9928,1,209.3,3,2988,4.42,0.9756,3070.9,8,1.0,10,0,4,306,0.018496,0.1429,114.2857,36,19.3,0.0925,0.032,0,3
38,4968,3077,1,5,3,1.9258,1,206.8,3060,0,4.41,1.0018,3071.4,17,1.0,13,5,2,274,0.018546,0.1529,195.122,37,15.6,0.0837,0.0325,1,0
39,4964,3073,2,5,3,1.9665,1,215.4,3059,0,4.49,1.0005,3071.6,14,1.0,13,3,3,310,0.016218,0.1078,141.3043,37,13.2,0.0795,0.0211,1,1
40,4962,3052,1,5,3,1.9195,2,213.9,3,3039,4.47,0.9942,3069.7,13,1.0,12,1,2,286,0.017243,0.1351,188.4058,38,14.8,0.0824,0.025,1,0
41,4961,3098,0,0,3,1.9324,2,210.9,3085,0,4.56,1.0083,3072.4,13,1.0,10,0,2,256,0.021992,0.1395,162.5,37,14.8,0.0969,0.0301,0,1
42,4960,3106,2,5,1,1.9598,1,207.2,3093,0,4.51,1.0099,3075.6,13,1.0,11,2,1,269,0.021774,0.1364,152.9412,38,11.9,0.096,0.0283,1,1
43,4960,3061,3,5,3,1.9849,1,209.6,4,3047,4.56,0.9957,3074.2,14,1.0,15,6,2,313,0.01608,0.1215,140.0,39,9.3,0.0623,0.0225,1,1
44,4957,3179,1,4,3,1.9846,2,206.8,3183,0,4.6,1.0354,3085.7,12,1.0,16,4,3,335,0.014858,0.0989,114.9425,40,9.6,0.0623,0.023,0,0
45,4954,3088,1,4,3,1.9907,2,213.0,3076,0,4.5,1.0007,3085.9,12,1.0,17,4,3,341,0.014617,0.0909,105.7692,41,9.8,0.0606,0.0239,0,0
46,4949,3046,2,3,1,1.9911,2,215.5,8,3038,4.47,0.9883,3082.1,8,1.0,19,5,3,376,0.011904,0.0865,70.0,42,9.5,0.0513,0.0179,0,0
47,4948,2972,1,4,3,1.9893,2,207.0,7,2965,4.32,0.9676,3071.7,7,1.0,15,1,5,369,0.014183,0.092,86.4198,43,11.8,0.0661,0.0182,0,1
48,4946,3053,0,0,3,1.9544,2,208.4,7,3046,4.5,0.9945,3069.9,7,1.0,11,0,4,310,0.017629,0.1613,84.3373,44,13.6,0.0737,0.0335,0,1
49,4945,3069,0,0,3,1.9,1,186.1,7,3062,4.49,0.9997,3069.8,7,1.0,10,0,1,246,0.023264,0.1613,116.6667,45,15.5,0.0922,0.0346,0,0
50,4943,3041,0,0,3,1.9498,1,179.6,3,3038,4.5,0.9915,3067.0,3,1.0,8,0,2,226,0.024245,0.1765,63.8298,46,16.8,0.1078,0.0385,0,1
51,4940,3092,0,0,3,1.9822,1,181.3,3092,0,4.49,1.0074,3069.4,0,1.0,8,0,0,181,0.028993,0.1957,0.0,47,17.8,0.1377,0.0483,0,0
52,4939,3045,0,0,3,1.933,1,163.4,0,3045,4.47,0.9928,3067.1,0,1.0,7,0,1,181,0.030484,0.2549,0.0,38,14.6,0.1333,0.0564,0,1
53,4937,2863,1,5,1,1.9259,1,164.6,0,2859,4.3,0.9394,3047.7,4,1.0,6,1,2,180,0.032421,0.2444,93.0233,39,14.5,0.1733,0.0565,1,1
54,4935,3059,1,4,1,1.8375,1,167.2,3054,0,4.47,1.0034,3048.7,5,1.0,8,3,1,166,0.02623,0.2857,111.1111,40,10.1,0.1224,0.0797,0,1
55,4933,3142,1,5,1,1.8638,2,167.2,3143,0,4.56,1.0297,3058.3,6,1.0,8,2,2,175,0.027904,0.2391,121.9512,41,11.0,0.1348,0.0541,1,0
56,4933,3117,1,5,2,1.9219,2,168.0,3112,0,4.48,1.0173,3063.9,5,1.0,8,1,1,189,0.026651,0.234,111.1111,42,10.9,0.1312,0.0562,1,0
57,4932,3005,0,0,1,1.8366,2,165.9,0,3005,4.45,0.9826,3058.3,0,1.0,8,0,0,170,0.030268,0.2581,0.0,43,11.9,0.1183,0.0674,0,0
58,4930,3002,0,0,3,1.9772,1,171.4,0,3002,4.42,0.9833,3052.9,0,1.0,6,0,2,170,0.034858,0.2558,0.0,44,15.7,0.1767,0.056,0,1
59,4930,3115,3,4,3,1.977,1,165.0,3099,0,4.54,1.0184,3058.8,16,1.0,11,9,4,226,0.020098,0.1127,223.8806,45,9.1,0.0845,0.0231,0,0
60,4929,3082,0,0,3,1.9629,1,163.2,3074,0,4.46,1.0068,3061.0,8,1.0,10,0,1,211,0.024458,0.1324,125.0,24,6.5,0.1029,0.0248,0,1
61,4929,3025,2,5,3,1.9525,1,159.3,11,3009,4.5,0.9893,3057.6,16,1.0,12,4,2,249,0.01881,0.1667,210.5263,25,5.7,0.1047,0.0345,2,0
62,4929,2970,0,0,1,1.9797,1,163.1,11,2954,4.46,0.974,3049.3,16,1.0,12,3,3,246,0.021824,0.1702,172.4138,26,6.4,0.1028,0.0421,0,0
63,4929,3026,3,5,1,1.9482,1,164.8,9,3002,4.47,0.9931,3047.0,24,1.0,13,5,4,287,0.016272,0.1304,282.3529,27,6.3,0.0897,0.0343,2,0
64,4929,3049,0,0,3,1.9129,1,156.7,3043,0,4.47,1.0006,3047.2,6,1.0,11,1,3,247,0.021202,0.1758,57.4713,28,8.1,0.0948,0.0355,0,0
65,4928,3023,0,0,3,1.9934,1,165.8,0,3018,4.4,0.9928,3044.9,5,1.0,11,0,0,238,0.023289,0.1475,81.9672,29,9.1,0.1025,0.0331,0,0
66,4927,3071,1,5,3,1.9865,1,166.2,3067,0,4.5,1.008,3047.5,5,1.0,9,1,3,250,0.021198,0.1786,96.1538,30,8.2,0.1094,0.0459,1,1
67,4926,2983,3,5,3,1.9622,1,171.2,9,2969,4.4,0.9808,3041.4,14,1.0,13,5,1,277,0.018205,0.1429,147.3684,31,6.4,0.0805,0.0311,1,0
68,4923,2949,0,0,3,1.9585,2,167.5,1,2943,4.35,0.9724,3032.6,6,1.0,12,1,2,287,0.018302,0.1605,66.6667,32,7.2,0.0837,0.0274,0,0
69,4921,3092,0,0,3,1.906,1,171.8,3087,0,4.52,1.0177,3038.2,5,1.0,9,0,3,259,0.021187,0.1867,72.4638,14,6.9,0.1067,0.0393,0,1
70,4918,3127,1,5,1,1.7814,1,167.8,3133,0,4.5,1.0296,3047.7,5,1.0,9,1,1,239,0.023237,0.1538,81.9672,15,7.6,0.106,0.0285,1,0
71,4916,3094,0,0,1,1.7028,1,166.3,3089,0,4.51,1.0137,3052.1,5,1.0,8,0,1,219,0.025722,0.1636,94.3396,16,8.6,0.1205,0.0374,0,1
72,4916,3040,1,5,3,1.9926,1,174.4,5,3025,4.46,0.9964,3051.0,15,1.0,11,6,3,239,0.01947,0.1714,230.7692,17,6.5,0.0964,0.0327,1,1
73,4914,2962,0,0,3,1.9716,1,166.2,6,2956,4.39,0.9735,3042.5,6,1.0,9,1,3,224,0.022042,0.1333,76.9231,18,7.7,0.0971,0.0274,0,1
74,4913,3123,1,3,3,1.9617,1,171.9,3114,0,4.62,1.0242,3050.3,10,1.0,11,4,2,210,0.023742,0.1515,158.7302,19,7.1,0.0823,0.0282,0,0
75,4913,3117,4,5,1,1.9639,1,164.7,3100,0,4.51,1.0198,3056.6,17,1.0,14,5,2,293,0.01777,0.1573,190.4762,20,6.4,0.0787,0.0329,1,0
76,4912,3164,0,0,1,1.9324,2,173.9,3153,0,4.58,1.0323,3067.0,13,1.0,13,3,4,293,0.017912,0.1176,127.6596,21,7.3,0.0797,0.0242,0,0
77,4911,2999,1,3,3,1.935,1,164.8,0,2987,4.4,0.9799,3060.6,12,1.0,16,6,3,303,0.013256,0.1235,152.7778,22,6.3,0.0741,0.0248,0,1
78,4910,3094,2,5,3,1.9596,1,169.7,3082,0,4.51,1.0099,3063.7,12,1.0,12,4,8,307,0.015448,0.129,126.5823,23,8.8,0.0766,0.0295,1,0
79,4910,3043,2,5,3,1.9449,2,163.3,2,3027,4.52,0.9939,3061.8,16,1.0,11,4,5,308,0.016322,0.1685,160.4958,24,8.4,0.0886,0.034,2,1
80,4909,2965,0,0,3,1.9566,2,175.8,0,2960,4.39,0.9713,3052.6,5,1.0,10,0,1,240,0.022279,0.1667,86.2069,25,10.1,0.0981,0.0348,0,0
81,4908,3054,2,5,3,1.9819,1,166.0,3040,0,4.48,1.0004,3052.7,14,1.0,11,2,1,272,0.01993,0.2083,200.0,26,9.8,0.0926,0.046,1,1
82,4906,3097,0,0,3,1.9845,1,173.9,3093,0,4.54,1.0131,3056.9,4,1.0,8,0,3,249,0.022407,0.2237,58.8235,27,12.0,0.0996,0.0561,0,2
83,4901,2973,1,5,3,1.973,1,169.3,4,2964,4.48,0.9751,3048.9,9,1.0,8,1,1,208,0.026109,0.1493,145.1613,28,12.5,0.1173,0.0289,1,1
84,4897,2989,1,3,3,1.9542,1,165.4,4,2973,4.45,0.9825,3043.3,16,1.0,11,7,4,237,0.019375,0.1096,223.8806,29,9.8,0.0822,0.0221,0,0
85,4893,3014,2,4,3,1.8788,2,176.2,13,2991,4.5,0.9913,3040.5,23,1.0,15,7,3,291,0.016018,0.1158,247.191,30,7.9,0.0571,0.0276,0,0
86,4888,3097,0,0,3,1.8878,2,165.9,3089,0,4.58,1.0168,3045.9,8,1.0,15,0,0,281,0.01738,0.1,94.1176,31,8.9,0.0651,0.0199,0,0
87,4885,3085,0,0,3,1.9322,1,167.3,3081,0,4.5,1.0116,3049.6,4,1.0,13,0,2,281,0.017573,0.1348,48.1928,32,8.8,0.0749,0.0277,0,1
88,4880,2964,1,5,3,1.9597,1,167.5,4,2955,4.47,0.9745,3041.5,9,1.0,9,1,5,268,0.017976,0.1594,150.0,25,7.2,0.1051,0.0301,1,3
89,4878,2934,1,5,1,1.9424,1,169.6,0,2930,4.44,0.9679,3031.2,4,1.0,8,1,2,193,0.026238,0.2182,78.4314,26,6.9,0.1591,0.0522,1,1
90,4876,3018,0,0,1,1.8843,2,165.2,0,3018,4.53,0.996,3030.0,0,1.0,7,0,1,157,0.035327,0.2069,0.0,27,8.3,0.1336,0.0369,0,0
91,4875,3043,0,0,0,1.8608,1,166.6,3043,0,4.47,1.0039,3031.2,0,1.0,5,0,2,147,0.038093,0.2188,0.0,10,5.4,0.1875,0.0319,0,1
92,4874,2949,1,3,1,1.8608,1,177.1,2,2947,4.47,0.9754,3023.4,2,1.0,4,1,2,119,0.04505,0.303,0.0,11,6.2,0.2525,0.0546,0,0
93,4872,2967,0,0,1,1.9387,1,166.8,2,2965,4.45,0.9831,3018.0,2,1.0,4,2,2,112,0.042912,0.2857,0.0,12,7.2,0.254,0.0519,0,0
94,4872,2919,1,3,3,1.9785,1,176.9,0,2919,4.39,0.9702,3008.6,0,1.0,4,1,1,107,0.040296,0.25,0.0,13,6.0,0.2222,0.0208,0,0
95,4871,2947,1,3,3,1.9535,1,167.6,0,2942,4.44,0.9814,3002.7,5,1.0,7,4,1,105,0.039495,0.1915,113.6364,14,4.0,0.1702,0.0465,0,0
96,4869,2958,0,0,3,1.9766,2,173.9,0,2948,4.39,0.9865,2998.5,10,1.0,9,5,3,129,0.032068,0.2,303.0303,15,3.7,0.1083,0.0514,0,0
97,4866,2954,1,5,3,1.9822,1,165.8,2,2937,4.47,0.9866,2994.2,17,1.0,8,3,4,155,0.02737,0.1786,361.7021,16,3.8,0.1548,0.0378,1,1
98,4863,3085,0,0,3,1.9553,1,172.5,3083,0,4.55,1.0295,3003.5,9,1.0,9,4,3,133,0.033858,0.2,176.4706,17,3.9,0.1455,0.0481,0,0
99,4862,3058,1,5,3,1.8741,1,167.7,3043,0,4.51,1.0164,3008.7,15,1.0,11,7,5,199,0.023787,0.1471,216.6667,18,3.6,0.1103,0.0295,1,0
100,4861,3065,0,0,3,1.8901,1,169.8,3056,0,4.45,1.0169,3014.1,9,1.0,11,0,0,162,0.030643,0.1636,173.0769,19,4.6,0.1318,0.0347,0,0
101,4861,2954,1,3,3,1.9701,1,169.4,3,2946,4.42,0.9819,3008.4,8,1.0,11,1,1,177,0.024462,0.2128,173.913,20,5.4,0.1117,0.047,0,0
102,4860,3011,1,3,1,1.9332,1,169.2,3008,0,4.43,1.0008,3008.6,3,1.0,7,0,4,158,0.030931,0.2549,66.6667,21,7.1,0.1667,0.0645,0,0
103,4860,2965,0,0,3,1.9332,2,174.0,5,2955,4.36,0.9869,3004.5,10,1.0,7,7,7,170,0.026459,0.1739,140.3509,22,6.9,0.1522,0.037,0,0
104,4859,3079,1,5,3,1.8979,1,167.9,3063,0,4.53,1.0224,3011.6,16,1.0,10,4,1,171,0.026967,0.15,280.7018,23,5.5,0.1233,0.0311,1,0
105,4857,2951,2,5,3,1.8919,1,174.4,8,2933,4.44,0.9818,3005.8,18,1.0,12,2,0,215,0.023627,0.1585,227.8481,24,5.4,0.1028,0.0337,2,0
106,4857,2996,1,4,3,1.9936,2,167.9,7,2974,4.54,0.9971,3004.9,22,1.0,11,3,4,237,0.019938,0.1176,285.7143,25,6.3,0.0891,0.0287,0,0
107,4857,3035,0,0,3,1.9941,2,175.1,3025,0,4.49,1.0091,3007.7,10,1.0,8,0,3,213,0.02394,0.1892,149.2537,26,7.2,0.1194,0.0458,0,1
108,4855,2983,1,5,3,1.9984,1,161.9,0,2973,4.41,0.9926,3005.4,10,1.0,7,1,2,199,0.025342,0.2241,192.3077,27,7.3,0.1241,0.0495,1,2
109,4854,3032,0,0,3,1.9628,1,167.0,3027,0,4.46,1.008,3007.9,5,1.0,7,0,0,153,0.03829,0.25,96.1538,28,8.3,0.1538,0.0624,0,0
110,4851,2980,1,5,3,1.981,1,168.8,0,2970,4.42,0.9916,3005.3,10,1.0,6,1,2,177,0.030379,0.2308,270.2703,29,8.7,0.1581,0.0542,1,0
111,4849,2976,1,5,3,1.9647,1,160.8,0,2971,4.48,0.9912,3002.5,5,1.0,6,1,1,168,0.031335,0.2174,111.1111,30,8.7,0.163,0.0482,1,1
112,4847,3038,2,5,3,1.9449,2,174.9,3029,0,4.5,1.0107,3005.8,9,1.0,7,4,3,193,0.025398,0.2031,140.3509,13,3.9,0.1302,0.0504,1,1
113,4847,2970,3,5,3,1.9942,2,165.9,0,2955,4.43,0.9892,3002.4,15,1.0,9,4,2,208,0.025273,0.1481,200.0,14,3.6,0.1041,0.0308,2,1
114,4846,3053,0,0,3,1.9955,2,174.5,3037,0,4.48,1.0152,3007.3,16,1.0,7,1,3,195,0.028727,0.1967,288.4615,15,4.7,0.1339,0.0459,0,1
115,4843,3025,4,5,3,1.9934,1,166.6,2998,0,4.56,1.0053,3008.9,27,1.0,12,7,2,230,0.020375,0.1196,321.4286,10,2.0,0.096,0.0245,1,1
116,4840,2996,3,5,1,1.9937,1,174.3,5,2976,4.39,0.9961,3007.7,20,1.0,13,5,4,284,0.017325,0.1429,227.8481,11,2.5,0.0774,0.0261,2,0
117,4836,3002,1,5,3,1.9967,2,169.5,5,2979,4.46,0.9983,3007.2,23,1.0,15,4,2,313,0.015934,0.13,231.5789,12,3.0,0.0711,0.0294,1,0
118,4833,2904,1,5,3,1.9544,2,159.6,10,2889,4.39,0.9689,2997.3,15,1.0,13,1,3,321,0.016052,0.1383,166.6667,13,3.7,0.0904,0.037,1,2
119,4830,2987,1,5,3,1.9585,2,168.6,5,2967,4.46,0.9969,2996.4,20,1.0,15,6,4,299,0.015021,0.114,190.4762,9,2.7,0.0822,0.0302,1,1
120,4827,2937,1,4,1,1.9337,2,154.7,4,2923,4.54,0.982,2990.7,14,1.0,11,1,5,280,0.017242,0.1485,133.3333,10,4.1,0.0877,0.0287,0,1
121,4820,2961,2,5,3,1.9781,2,159.4,4,2942,4.4,0.991,2987.9,19,1.0,12,3,2,286,0.018675,0.1609,184.9317,11,4.2,0.0905,0.0353,1,0
122,4814,2983,0,0,3,1.9964,2,153.0,2,2976,4.38,0.9985,2987.4,7,1.0,14,2,0,273,0.018835,0.1585,87.5,12,4.5,0.0823,0.0298,0,0
123,4813,2913,0,0,3,1.9808,1,159.9,0,2908,4.4,0.9774,2980.3,5,1.0,10,0,4,273,0.01885,0.1351,74.6269,13,6.7,0.0946,0.0257,0,0
124,4809,3001,1,5,3,1.9252,1,155.2,2990,0,4.48,1.0063,2982.3,11,1.0,10,5,5,264,0.019479,0.1707,116.8831,14,6.7,0.1006,0.0378,1,1
125,4805,2916,0,0,3,1.8623,1,157.2,0,2916,4.43,0.9798,2976.0,0,1.0,8,0,2,214,0.02396,0.1509,0.0,12,6.5,0.1186,0.0305,0,1
126,4804,2910,1,4,3,1.7081,1,167.6,4,2906,4.47,0.9799,2969.7,4,1.0,8,1,1,186,0.028562,0.2222,78.4314,13,7.2,0.1217,0.0524,0,0
127,4803,2909,0,0,3,1.5448,1,167.2,7,2902,4.37,0.9815,2963.9,7,1.0,7,3,4,195,0.027108,0.1833,70.4938,14,8.1,0.1194,0.0342,0,1
128,4803,3003,2,5,1,1.7275,1,168.8,2988,0,4.51,1.0119,2967.6,15,1.0,9,4,2,212,0.023152,0.1739,208.9552,15,7.1,0.1014,0.0335,1,0
129,4802,2940,0,0,1,1.7527,1,167.8,10,2930,4.44,0.9916,2965.0,10,1.0,10,2,1,215,0.024347,0.1613,147.541,16,7.3,0.0945,0.0349,0,0
130,4802,2924,1,5,1,1.8547,1,174.3,7,2912,4.43,0.9875,2961.1,12,1.0,12,4,2,242,0.019267,0.1553,122.449,17,6.6,0.0886,0.0383,1,0
131,4800,2980,2,5,3,1.8249,1,165.4,2956,0,4.48,1.0058,2962.9,24,1.0,15,7,4,287,0.017006,0.1287,244.6809,18,6.0,0.0649,0.0265,1,0
132,4799,3014,1,5,3,1.9437,2,166.8,2991,0,4.51,1.0156,2967.8,23,1.0,14,3,4,304,0.016738,0.1197,198.1132,19,7.1,0.075,0.0239,1,1
133,4798,2920,2,5,3,1.9408,2,172.8,11,2891,4.4,0.9854,2963.2,29,1.0,16,5,3,308,0.014519,0.1262,295.9184,20,6.9,0.0699,0.0284,1,0
134,4796,2975,1,4,3,1.9289,2,164.9,2955,0,4.54,1.0036,2964.3,20,1.0,16,1,1,292,0.01645,0.1034,178.5714,21,7.5,0.0716,0.0221,0,0
135,4796,2899,1,5,1,1.9076,2,176.4,14,2886,4.36,0.9803,2958.2,13,1.0,16,1,1,316,0.015719,0.1099,146.0674,22,8.4,0.0692,0.0226,1,1
136,4796,2902,1,5,1,1.9121,2,165.9,0,2897,4.42,0.9828,2952.9,5,1.0,13,1,4,317,0.01607,0.119,65.7895,23,9.5,0.0702,0.0213,1,1
137,4794,2929,1,5,1,1.8862,2,172.0,0,2919,4.48,0.9927,2950.6,10,1.0,11,1,3,297,0.016726,0.1413,119.0476,24,11.5,0.0797,0.0275,1,2
138,4792,2985,0,0,3,1.9585,2,170.3,2975,0,4.53,1.0105,2953.9,10,1.0,9,1,3,250,0.022253,0.1667,145.1613,25,12.6,0.108,0.036,0,1
139,4792,2959,0,0,3,1.958,1,166.8,2954,0,4.48,1.0016,2954.4,5,1.0,8,0,1,207,0.028753,0.2115,100.0,26,14.6,0.1202,0.0382,0,0
140,4792,2823,0,0,3,1.9501,1,177.3,0,2818,4.38,0.9596,2941.8,5,1.0,7,0,1,188,0.031499,0.2407,98.0392,27,14.0,0.1349,0.0492,0,1
141,4786,2956,2,5,3,1.9839,1,166.3,2947,0,4.51,1.0044,2943.2,9,1.0,8,2,1,208,0.025831,0.1864,160.7143,28,12.6,0.1186,0.0317,1,1
142,4784,2943,3,5,3,1.9732,1,176.1,9,2924,4.46,0.9999,2943.2,19,1.0,9,3,2,257,0.021552,0.1845,197.9167,29,10.1,0.1019,0.0377,3,2
143,4783,2918,0,0,3,1.9564,2,166.1,6,2902,4.42,0.9923,2940.8,16,1.0,8,2,3,230,0.024178,0.1714,215.3846,27,8.8,0.1082,0.0307,0,1
144,4779,2911,4,5,1,1.9638,1,175.0,9,2884,4.46,0.9908,2937.9,27,1.0,13,7,2,277,0.019019,0.1389,238.0952,28,6.0,0.0787,0.0245,1,0
145,4778,2896,0,0,3,1.9568,1,165.7,9,2882,4.42,0.9871,2933.9,14,1.0,13,2,2,277,0.016893,0.1263,131.8681,29,7.0,0.0789,0.0251,0,0
146,4778,2919,0,0,3,1.9185,1,165.2,3,2916,4.45,0.9954,2932.5,3,1.0,11,0,2,258,0.019822,0.15,52.6316,30,9.1,0.0917,0.0283,0,0
147,4775,2999,0,0,3,1.9082,1,171.4,2991,0,4.49,1.0205,2938.9,8,1.0,10,5,6,258,0.020498,0.1392,24.7437,31,10.8,0.0886,0.0274,0,0
