window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
25,5000,2993,0,0,3,1.9658,1,198.6,0,2993,4.37,0.9668,3095.7,0,1.0,10,0,1,236,0.019834,0.1481,0.0,23,14.8,0.0957,0.0259,0,1
26,5000,3133,0,0,3,1.8892,1,198.7,3133,0,4.48,1.0109,3099.2,0,1.0,9,0,1,201,0.025633,0.1552,0.0,24,17.0,0.1178,0.0294,0,0
27,5000,3016,0,0,3,1.9238,1,204.2,0,3016,4.35,0.9756,3091.3,0,1.0,8,0,1,201,0.025688,0.1818,0.0,25,19.5,0.1326,0.0316,0,0
28,5000,3090,2,5,3,1.8776,1,199.6,1,3084,4.43,0.9996,3091.2,6,1.0,12,6,2,242,0.017192,0.1207,98.0392,26,11.8,0.0805,0.0205,1,1
29,5000,3112,2,3,3,1.8221,1,201.0,3099,0,4.48,1.0061,3093.2,13,1.0,14,7,5,256,0.014925,0.1,188.4058,27,9.3,0.07,0.0188,0,1
30,4999,3021,0,0,1,1.9494,2,198.9,0,3016,4.42,0.9788,3086.3,5,1.0,10,0,4,215,0.022064,0.129,90.9091,28,11.2,0.0927,0.0281,0,1
31,4999,3175,0,0,3,1.9259,1,204.3,3175,0,4.46,1.0259,3094.7,0,1.0,8,0,2,177,0.02832,0.1951,0.0,29,14.6,0.1402,0.0381,0,0
32,4999,3107,1,5,3,1.9788,1,200.7,3100,0,4.47,1.0036,3095.9,7,1.0,11,3,0,202,0.022647,0.2656,111.1111,30,11.4,0.1313,0.0624,1,0
33,4999,3097,2,5,3,1.998,1,209.6,3087,0,4.46,1.0003,3096.0,10,1.0,12,5,4,260,0.018905,0.1757,147.0588,31,10.6,0.0901,0.0358,1,0
34,4997,3083,0,0,3,1.9955,2,206.0,5,3078,4.41,0.9962,3094.8,5,1.0,12,2,2,249,0.019645,0.1184,56.338,32,11.4,0.0943,0.0255,0,0
35,4997,3069,1,4,1,1.9776,1,200.0,7,3062,4.42,0.9925,3092.3,7,1.0,10,1,3,247,0.019495,0.1636,142.8571,33,11.2,0.0909,0.0368,0,2
36,4997,3018,1,4,3,1.9489,1,198.7,7,3006,4.38,0.9782,3085.2,12,1.0,12,6,4,221,0.021137,0.125,173.913,34,9.9,0.0729,0.0283,0,0
37,4995,3055,1,5,1,1.9492,2,200.2,8,3042,4.49,0.9911,3082.4,13,1.0,13,1,0,242,0.019866,0.1282,168.8312,35,10.1,0.0769,0.0251,1,0
38,4995,3124,0,0,1,1.9506,2,211.7,3116,0,4.54,1.0122,3086.3,8,1.0,11,0,2,242,0.021287,0.1429,111.1111,36,9.5,0.1266,0.0368,0,1
39,4995,2995,1,5,3,1.9409,1,215.4,0,2991,4.3,0.9732,3077.6,4,1.0,11,1,1,234,0.021742,0.1579,72.7273,37,8.6,0.1184,0.0351,1,1
40,4991,3124,2,5,3,1.9591,1,213.8,3113,0,4.51,1.0136,3082.0,11,1.0,11,3,3,264,0.019969,0.1481,128.2051,38,8.9,0.107,0.037,2,0
41,4990,3113,0,0,3,1.9735,2,206.1,3113,0,4.58,1.0091,3085.0,0,1.0,10,0,1,234,0.022398,0.1507,0.0,39,10.3,0.1164,0.0327,0,0
42,4987,3046,1,5,1,1.9758,1,214.3,5,3039,4.42,0.9885,3081.3,7,1.0,9,3,4,256,0.020463,0.194,80.6452,22,7.1,0.1002,0.0505,1,0
43,4985,3011,1,5,1,1.9857,1,216.0,10,3001,4.42,0.9793,3074.6,10,1.0,8,1,2,231,0.023434,0.1884,156.25,15,5.5,0.1242,0.0447,1,1
44,4982,3107,0,0,1,1.9798,2,212.2,3102,0,4.46,1.0095,3077.7,5,1.0,8,0,0,191,0.030421,0.2031,79.3651,16,6.5,0.1295,0.0456,0,0
45,4982,3107,3,5,3,1.9489,1,209.2,3082,0,4.48,1.0086,3080.5,25,1.0,14,10,4,293,0.017442,0.1616,255.3191,17,4.3,0.0819,0.0324,2,0
46,4982,3037,1,5,3,1.9728,1,207.1,8,3025,4.47,0.9872,3076.3,12,1.0,14,1,1,304,0.0163,0.1368,134.8315,18,5.0,0.0737,0.0237,1,1
47,4981,3108,1,5,3,1.9981,2,210.9,3095,0,4.45,1.0093,3079.3,13,1.0,15,1,0,305,0.01753,0.1313,136.8421,19,5.6,0.0737,0.0238,1,0
48,4978,3097,0,0,3,1.9877,2,221.6,3093,0,4.46,1.0052,3081.0,4,1.0,15,0,0,304,0.017896,0.1098,49.3827,20,6.6,0.0659,0.0218,0,0
49,4975,3148,2,5,1,1.976,1,214.3,3136,0,4.51,1.0196,3087.4,12,1.0,17,2,0,345,0.013822,0.099,121.2121,21,6.7,0.0666,0.0181,1,0
50,4975,3141,0,0,3,1.9981,1,200.6,3136,0,4.53,1.0157,3092.5,5,1.0,12,0,5,345,0.015621,0.1059,67.5676,18,6.9,0.0773,0.0221,0,4
51,4973,2945,1,5,3,1.9784,1,176.3,14,2926,4.27,0.9566,3078.5,19,1.0,16,10,6,307,0.014849,0.1146,204.5455,19,5.6,0.0703,0.0241,1,0
52,4973,3035,0,0,3,1.9924,1,169.0,9,3021,4.47,0.9872,3074.3,14,1.0,15,0,1,287,0.017882,0.1358,171.0526,20,6.8,0.0802,0.0317,0,0
53,4971,3028,1,5,3,1.9858,1,169.3,8,3015,4.38,0.9863,3069.9,13,1.0,14,1,2,292,0.017677,0.1882,139.2405,21,7.6,0.0797,0.042,1,0
54,4967,2963,1,3,3,1.9788,1,174.2,0,2958,4.34,0.9684,3059.7,5,1.0,16,4,2,300,0.016428,0.1098,64.1026,22,7.0,0.0705,0.0218,0,0
55,4965,3052,0,0,3,1.9964,2,165.2,0,3047,4.4,0.9977,3059.0,5,1.0,14,0,2,291,0.017187,0.1176,63.2911,23,8.4,0.0735,0.0251,0,1
56,4959,2946,2,5,3,1.9476,1,171.2,2,2934,4.44,0.9665,3048.2,12,1.0,15,4,3,308,0.014849,0.1121,122.449,24,8.1,0.0758,0.0239,1,0
57,4958,3088,3,4,3,1.9359,1,165.4,3078,0,4.51,1.0118,3052.0,10,1.0,15,5,5,356,0.013346,0.1149,111.1111,25,6.5,0.0739,0.0221,0,2
58,4956,3024,2,5,1,1.9702,2,174.4,9,3010,4.46,0.9917,3049.3,14,1.0,16,4,3,336,0.015527,0.0891,145.8333,26,6.6,0.0693,0.0199,1,0
59,4954,3136,3,5,1,1.9665,2,168.0,3132,0,4.51,1.0277,3058.3,11,1.0,18,3,1,352,0.014365,0.114,97.3451,27,6.7,0.0663,0.0248,1,0
60,4952,3146,0,0,3,1.9799,2,167.6,3136,0,4.55,1.0271,3067.0,14,1.0,18,3,3,372,0.013228,0.1121,128.4404,28,7.4,0.0651,0.0214,0,0
61,4950,3121,1,5,3,1.981,1,167.4,3108,0,4.49,1.0159,3072.1,13,1.0,17,3,4,384,0.013299,0.0847,98.2143,29,8.6,0.0593,0.0197,1,1
62,4950,3131,4,5,1,1.9815,1,172.7,3103,0,4.62,1.0173,3077.8,28,1.0,17,8,8,448,0.011045,0.0968,133.1556,26,6.8,0.0574,0.0187,3,2
63,4950,3134,1,3,3,1.975,2,165.5,3108,0,4.52,1.0165,3083.1,26,1.0,20,7,4,393,0.012737,0.0781,210.084,27,6.3,0.0625,0.0212,0,0
64,4949,3011,1,5,3,1.9875,2,170.3,14,2987,4.51,0.9788,3076.2,24,1.0,18,1,3,376,0.012294,0.0889,195.122,28,7.6,0.0607,0.0157,1,1
65,4947,3074,2,3,3,1.9482,2,167.2,8,3061,4.55,0.9993,3076.0,13,1.0,18,7,7,374,0.012907,0.084,100.9174,29,7.3,0.0551,0.0153,0,1
66,4944,3008,0,0,3,1.9433,2,165.1,6,3002,4.45,0.9799,3069.5,6,1.0,16,0,2,333,0.014809,0.0899,71.4286,30,8.7,0.0604,0.0189,0,1
67,4942,3041,1,5,3,1.9757,1,172.8,7,3029,4.46,0.9916,3066.8,12,1.0,15,2,3,333,0.014923,0.1011,127.907,31,9.9,0.0699,0.0176,1,0
68,4938,3037,1,5,3,1.983,1,165.4,3,3024,4.5,0.9912,3064.0,13,1.0,13,1,3,323,0.015996,0.1188,141.3043,25,8.6,0.0803,0.0259,1,1
69,4935,3122,0,0,3,1.9705,2,171.9,3114,0,4.55,1.0171,3069.5,8,1.0,10,0,3,263,0.018308,0.1458,88.8889,26,10.6,0.0964,0.0228,0,1
70,4928,3002,2,4,3,1.9904,1,164.4,3,2994,4.45,0.9801,3063.1,8,1.0,11,2,1,255,0.020714,0.1739,119.403,27,8.4,0.1035,0.0516,0,1
71,4923,3088,0,0,3,1.9748,1,176.8,3082,0,4.49,1.0074,3065.5,6,1.0,13,6,4,263,0.017161,0.1014,81.9672,28,6.5,0.07,0.0175,0,1
72,4921,2965,0,0,3,1.9657,1,164.3,3,2962,4.52,0.9703,3055.9,3,1.0,12,0,1,219,0.019206,0.1111,51.7241,29,8.0,0.0873,0.0151,0,0
73,4918,3078,0,0,3,1.9785,1,165.0,3075,0,4.48,1.0065,3058.0,3,1.0,9,0,3,204,0.025143,0.1379,55.5556,30,11.3,0.1006,0.0293,0,0
74,4916,3104,2,4,3,1.997,1,162.3,3097,0,4.54,1.0136,3062.4,7,1.0,11,2,0,221,0.021262,0.15,116.6667,31,10.1,0.0972,0.0296,0,0
75,4913,3030,1,4,3,1.9247,1,160.1,8,3022,4.45,0.9904,3059.3,8,1.0,8,1,4,236,0.019112,0.1486,126.9841,13,6.0,0.0845,0.0327,0,2
76,4911,3090,0,0,3,1.9543,2,175.4,3089,0,4.49,1.0091,3062.2,1,1.0,8,1,1,173,0.027319,0.1698,0.0,14,7.0,0.1226,0.0297,0,0
77,4911,3004,1,5,3,1.9386,1,166.1,0,2999,4.5,0.9828,3056.7,5,1.0,9,1,0,191,0.023917,0.2459,81.9672,15,7.1,0.1213,0.0534,1,0
78,4909,3045,1,3,3,1.9708,1,174.4,1,3044,4.48,0.9965,3055.6,1,1.0,9,2,2,214,0.024232,0.2203,0.0,16,6.3,0.1483,0.0613,0,1
79,4907,2967,0,0,3,1.9783,2,166.5,0,2967,4.42,0.9737,3047.1,0,1.0,7,0,2,181,0.025606,0.2619,0.0,17,8.0,0.131,0.0581,0,0
80,4906,2993,1,5,3,1.9907,1,170.3,2,2987,4.51,0.9839,3042.0,6,1.0,8,3,2,192,0.024289,0.1961,104.1667,18,7.6,0.1255,0.0427,1,0
81,4905,3113,2,5,3,1.9977,1,169.6,3104,0,4.5,1.0211,3048.7,9,1.0,8,2,2,210,0.02451,0.1867,128.5714,19,7.1,0.1156,0.0431,1,0
82,4905,3026,1,5,1,1.9943,2,166.5,9,3017,4.55,0.9932,3046.6,9,1.0,9,1,0,205,0.024391,0.1558,116.8831,20,7.2,0.1113,0.0253,1,0
83,4905,2913,1,3,1,1.9571,2,173.8,7,2906,4.37,0.9602,3033.9,7,1.0,10,1,0,220,0.023934,0.1831,98.5915,21,7.4,0.1006,0.037,0,0
84,4903,3083,2,5,3,1.9952,2,165.9,3068,0,4.51,1.0146,3038.5,15,1.0,11,3,2,265,0.01761,0.1585,179.4872,17,5.6,0.0958,0.0277,1,1
85,4902,3074,0,0,3,1.9587,2,176.6,3062,0,4.44,1.0105,3041.9,12,1.0,11,4,4,230,0.023443,0.1972,179.1045,18,5.4,0.0962,0.0403,0,1
86,4900,2957,0,0,3,1.9812,1,165.2,7,2945,4.44,0.9747,3033.8,12,1.0,11,0,0,211,0.024362,0.127,196.7213,19,6.4,0.0926,0.0225,0,0
87,4900,2889,0,0,3,1.9764,1,170.2,7,2879,4.38,0.9566,3020.0,10,1.0,11,0,0,211,0.02305,0.1455,188.6792,20,7.4,0.0909,0.028,0,0
88,4899,3119,2,4,3,1.9681,1,170.4,3119,0,4.52,1.0328,3030.5,11,1.0,13,3,1,255,0.017846,0.1358,126.5823,21,7.1,0.07,0.0306,0,0
89,4898,3028,2,5,3,1.9505,1,167.2,0,3023,4.52,0.9993,3030.3,5,1.0,15,2,0,290,0.019114,0.1059,59.5238,22,7.0,0.0824,0.0234,1,0
90,4897,3019,1,5,3,1.9958,2,176.5,2,3013,4.49,0.9966,3029.2,6,1.0,14,3,4,330,0.015155,0.1304,45.4545,23,8.1,0.0788,0.0271,1,0
91,4896,2957,3,5,3,1.9971,2,170.1,5,2944,4.46,0.9784,3022.3,13,1.0,15,4,3,336,0.015194,0.1031,133.3333,24,7.8,0.0732,0.02,2,0
92,4896,2997,0,0,3,1.9688,2,169.3,5,2992,4.38,0.9924,3019.9,5,1.0,14,0,1,311,0.016446,0.119,60.9756,25,8.6,0.0798,0.0273,0,0
93,4894,2986,0,0,3,1.9616,1,166.7,8,2978,4.45,0.9898,3016.7,8,1.0,13,3,4,311,0.016984,0.1515,86.9565,26,9.0,0.0747,0.0331,0,0
94,4893,3051,0,0,3,1.9531,1,173.9,3051,0,4.5,1.0103,3019.9,0,1.0,12,0,1,279,0.020157,0.137,0.0,27,8.7,0.0898,0.0291,0,1
95,4893,2944,0,0,3,1.9456,1,168.4,0,2939,4.43,0.9772,3012.7,5,1.0,13,5,4,274,0.017407,0.1053,72.4638,18,6.5,0.0839,0.0234,0,1
96,4893,3053,0,0,3,1.9598,1,173.3,3046,0,4.48,1.0121,3016.5,7,1.0,12,2,3,250,0.018827,0.1358,94.5946,19,7.2,0.088,0.0296,0,0
97,4892,2983,0,0,3,1.9785,1,166.2,0,2983,4.46,0.9899,3013.4,0,1.0,10,0,2,217,0.023394,0.1406,0.0,20,9.0,0.1138,0.0349,0,1
98,4891,2975,0,0,3,1.9662,1,172.4,2,2973,4.35,0.9885,3009.7,2,1.0,9,2,3,209,0.023381,0.1915,22.2222,21,10.4,0.1185,0.0419,0,0
99,4891,2934,0,0,3,1.9772,1,169.5,0,2934,4.33,0.9772,3002.5,0,1.0,6,0,3,178,0.030348,0.225,0.0,22,13.3,0.15,0.054,0,1
100,4891,3061,1,4,3,1.966,1,168.5,3057,0,4.55,1.0176,3008.1,4,1.0,5,1,2,165,0.031601,0.25,111.1111,23,13.2,0.1625,0.0485,0,2
101,4888,3004,0,0,3,1.8911,1,174.3,0,3004,4.33,0.9988,3007.7,0,1.0,5,0,0,116,0.044938,0.2903,0.0,24,14.2,0.2016,0.0474,0,0
102,4886,2961,2,4,3,1.8276,1,167.8,8,2948,4.42,0.9859,3003.2,13,1.0,9,8,4,191,0.023519,0.1667,200.0,25,8.4,0.1125,0.0342,0,0
103,4886,3030,2,5,1,1.9172,1,176.5,3020,0,4.45,1.0081,3005.8,10,1.0,9,2,2,217,0.022828,0.1644,147.0588,26,9.2,0.1119,0.0348,2,0
104,4886,3001,0,0,1,1.8861,2,166.2,2,2999,4.49,0.9986,3005.3,2,1.0,7,2,4,218,0.02479,0.25,0.0,27,12.6,0.1361,0.0609,0,0
105,4885,3036,3,5,1,1.9518,1,172.6,3024,0,4.44,1.0092,3008.2,12,1.0,13,6,0,229,0.020942,0.1467,171.4286,28,7.3,0.0914,0.0306,1,0
106,4882,2932,1,4,3,1.9681,1,168.2,7,2916,4.38,0.977,3001.0,16,1.0,10,4,7,269,0.017288,0.1875,202.8986,29,6.6,0.085,0.0442,0,2
107,4881,3095,0,0,3,1.9622,2,171.4,3092,0,4.56,1.0304,3010.6,10,1.0,9,0,1,198,0.027914,0.1912,151.5152,30,8.2,0.1088,0.0444,0,0
108,4880,3007,2,5,1,1.9943,1,165.9,4,2996,4.46,0.9989,3010.3,11,1.0,9,4,4,241,0.022331,0.2353,145.1613,31,8.7,0.1176,0.0569,1,0
109,4880,3027,1,5,1,2.0,1,169.2,3013,0,4.48,1.005,3011.9,14,1.0,7,1,3,218,0.022555,0.1507,215.3846,32,10.1,0.1256,0.0203,1,1
110,4879,3016,3,5,3,1.9859,2,176.0,2992,0,4.42,1.0012,3012.3,24,1.0,11,7,3,242,0.019703,0.1818,328.7671,33,6.5,0.0872,0.0432,2,1
111,4877,3095,2,4,3,1.9716,2,164.7,3082,0,4.55,1.0248,3020.1,13,1.0,13,3,1,266,0.018983,0.1284,114.2857,34,6.3,0.0695,0.0265,0,0
112,4876,3013,0,0,3,1.9539,2,169.2,4,3009,4.48,0.9979,3019.5,4,1.0,13,0,0,255,0.019893,0.1264,47.0588,35,7.3,0.0739,0.0249,0,0
113,4875,2984,0,0,3,1.9153,1,166.0,0,2984,4.43,0.9894,3016.1,0,1.0,8,0,5,237,0.022153,0.1695,0.0,10,4.0,0.1085,0.036,0,2
114,4875,2984,1,5,3,1.8928,1,169.0,3,2976,4.46,0.9904,3013.0,8,1.0,9,4,3,210,0.02329,0.2222,117.6471,11,4.0,0.1134,0.0463,1,0
115,4874,2961,0,0,3,1.7358,1,166.5,0,2961,4.46,0.9844,3008.1,0,1.0,8,0,1,191,0.029016,0.1509,0.0,12,5.1,0.1226,0.0267,0,0
116,4873,2989,0,0,3,1.8132,1,173.5,0,2989,4.42,0.9943,3006.3,0,1.0,6,0,2,163,0.035387,0.2051,0.0,13,7.0,0.1581,0.0345,0,0
117,4868,2976,2,5,3,1.9111,1,168.0,0,2966,4.43,0.9909,3003.4,10,1.0,7,2,1,191,0.029844,0.1951,256.4103,14,5.9,0.1359,0.0388,2,1
118,4867,2987,0,0,3,1.9287,1,170.0,0,2987,4.44,0.9951,3001.8,0,1.0,7,0,0,166,0.030313,0.2,0.0,15,6.9,0.1429,0.0433,0,0
119,4865,3037,0,0,3,1.9575,1,170.8,3037,0,4.47,1.0106,3005.2,0,1.0,6,0,1,166,0.03398,0.25,0.0,16,7.3,0.1583,0.0624,0,1
120,4864,3025,1,3,3,1.9713,1,164.2,3016,0,4.47,1.006,3007.1,9,1.0,12,8,2,193,0.021695,0.1562,163.6364,17,4.2,0.0885,0.0278,0,0
121,4861,3018,0,0,3,1.9689,1,166.6,3013,0,4.44,1.0033,3008.1,5,1.0,9,0,3,182,0.025813,0.1481,104.1667,18,5.3,0.1111,0.0247,0,1
122,4859,2985,1,5,3,1.9797,1,168.9,2,2978,4.46,0.993,3005.9,7,1.0,7,3,5,183,0.028474,0.1964,96.1538,19,7.3,0.1369,0.0425,1,0
123,4858,2969,1,5,3,1.9859,1,169.7,8,2956,4.48,0.9889,3002.4,13,1.0,9,4,2,194,0.023269,0.193,240.7407,20,5.0,0.1228,0.0403,1,1
124,4858,3071,1,4,3,1.9612,2,163.4,3055,0,4.49,1.0206,3008.9,16,1.0,10,1,0,189,0.027525,0.1646,210.5263,21,5.4,0.1203,0.0406,0,0
125,4858,2950,0,0,1,1.9732,2,167.9,10,2940,4.43,0.9823,3003.3,10,1.0,11,3,2,208,0.022884,0.2029,153.8462,22,5.6,0.0821,0.0467,0,0
126,4857,2973,1,4,3,1.9681,1,171.9,0,2970,4.45,0.9909,3000.4,3,1.0,10,1,2,219,0.022437,0.1379,55.5556,23,6.9,0.1092,0.0258,0,0
127,4857,3094,1,3,1,1.9403,1,168.9,3094,0,4.58,1.029,3009.6,3,1.0,10,2,2,227,0.022447,0.1351,29.4118,24,7.2,0.1104,0.035,0,0
128,4857,2863,2,5,3,1.9257,2,176.3,0,2853,4.39,0.9557,2995.7,10,1.0,11,2,1,244,0.021032,0.1571,153.8462,25,7.3,0.1036,0.0389,2,0
129,4857,2925,2,4,3,1.9604,2,167.0,3,2912,4.42,0.9786,2988.9,13,1.0,11,4,4,251,0.017757,0.1571,206.3492,15,5.4,0.0837,0.0454,0,1
130,4857,2958,1,3,3,1.9853,2,175.0,6,2942,4.48,0.9906,2986.0,16,1.0,10,1,2,228,0.020765,0.1408,242.4242,16,6.7,0.0962,0.0362,0,1
131,4857,2995,3,5,3,1.9816,2,166.4,2974,0,4.44,1.0027,2986.8,21,1.0,14,7,3,272,0.016006,0.1132,200.0,14,4.3,0.077,0.0254,1,1
132,4857,3053,1,4,3,1.9638,2,169.1,3040,0,4.53,1.02,2993.1,13,1.0,13,1,2,269,0.017909,0.1042,142.8571,15,4.5,0.0792,0.0176,0,1
133,4857,2926,0,0,3,1.9656,2,165.9,12,2910,4.41,0.9797,2986.7,16,1.0,15,6,4,285,0.016133,0.1011,180.7229,16,4.6,0.0697,0.0231,0,0
134,4855,2947,2,5,3,1.971,1,165.5,21,2921,4.47,0.9879,2983.0,26,1.0,20,9,4,330,0.012,0.1132,265.3061,17,4.2,0.0566,0.0221,1,0
135,4849,2979,0,0,3,1.8955,1,169.9,10,2969,4.53,0.9988,2982.6,10,1.0,18,0,2,319,0.014564,0.1111,98.0392,18,5.5,0.071,0.0231,0,0
136,4848,3056,1,3,3,1.821,1,166.2,3044,0,4.49,1.0222,2989.6,12,1.0,19,4,3,338,0.012401,0.0978,120.4819,14,5.2,0.0609,0.0227,0,1
137,4844,2882,0,0,3,1.787,1,166.4,3,2879,4.36,0.9673,2979.3,3,1.0,16,0,3,294,0.014224,0.0988,40.5405,15,6.2,0.0642,0.0183,0,0
138,4842,2962,0,0,3,1.8537,1,162.3,3,2959,4.38,0.9947,2977.7,3,1.0,14,0,2,255,0.019304,0.1452,51.7241,16,7.7,0.0903,0.0347,0,0
139,4841,3032,1,4,3,1.8775,1,167.4,3029,0,4.46,1.0165,2982.9,3,1.0,11,1,4,256,0.018805,0.1452,52.6316,17,8.6,0.1065,0.0321,0,0
140,4839,2929,2,6,3,1.8618,1,163.4,8,2911,4.39,0.9836,2977.7,18,1.0,16,10,5,300,0.014657,0.1758,202.381,18,6.2,0.0586,0.0347,1,0
141,4839,3028,0,0,3,1.906,2,165.8,3025,0,4.47,1.0153,2982.5,3,1.0,15,0,1,287,0.01698,0.1538,34.4828,19,7.1,0.0813,0.0327,0,1
142,4839,3070,2,5,3,1.9749,1,172.4,3060,0,4.51,1.028,2991.3,15,1.0,16,4,3,329,0.015586,0.1316,142.8571,20,7.1,0.0739,0.03,2,0
143,4838,2871,2,5,3,1.8698,1,168.8,5,2851,4.4,0.9635,2979.9,20,1.0,16,5,5,358,0.013315,0.1058,206.1856,21,5.3,0.0659,0.0235,2,2
144,4837,2960,1,5,3,1.9122,2,173.4,0,2945,4.39,0.994,2978.0,15,1.0,17,6,5,328,0.016037,0.1231,122.9508,22,5.4,0.075,0.0264,1,0
145,4836,2965,0,0,3,1.921,2,165.9,2,2958,4.4,0.9961,2976.7,7,1.0,13,2,6,326,0.015847,0.1099,62.5,23,7.8,0.081,0.0256,0,0
146,4836,3070,2,5,3,1.93,1,175.3,3063,0,4.57,1.0304,2986.3,14,1.0,16,4,1,314,0.015421,0.1313,145.8333,24,7.2,0.073,0.0286,1,0
147,4836,2928,0,0,3,1.8518,1,164.7,4,2919,4.45,0.9823,2980.7,9,1.0,13,0,3,314,0.017023,0.1176,96.7742,25,9.5,0.0797,0.0289,0,1
148,4835,2965,1,3,0,1.8307,1,174.7,4,2961,4.41,0.9952,2979.2,4,1.0,11,1,3,297,0.018784,0.1573,50.0,24,7.8,0.0805,0.0292,0,2
