window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node
14,5000,3111,0,0,3,1.979,1,149.3,4,3107,4.42,0.9857,3156.3,4,1.0,17,0,5,288,0.015816,0.12,55.5556,13,10.2,0.0756,0.0296,0,0
15,5000,3100,2,5,3,1.9436,1,151.1,0,3095,4.49,0.9844,3149.2,5,1.0,17,2,2,299,0.014594,0.1325,62.5,14,10.2,0.0873,0.0257,1,0
16,5000,3025,0,0,3,1.9499,1,156.7,0,3020,4.46,0.965,3134.6,5,1.0,15,0,2,255,0.018956,0.1515,76.9231,15,10.7,0.0682,0.0405,0,0
17,5000,3066,2,5,1,1.9626,1,160.1,0,3056,4.49,0.9805,3127.0,10,1.0,14,2,3,271,0.017397,0.1868,113.6364,16,9.1,0.0989,0.0397,1,0
18,5000,3173,3,4,3,1.9649,1,171.9,3156,0,4.61,1.0131,3131.8,17,1.0,20,11,5,331,0.012778,0.09,186.8132,17,5.9,0.05,0.0168,0,0
19,5000,3014,1,5,3,1.9597,2,173.4,0,2999,4.46,0.966,3120.1,15,1.0,16,1,5,335,0.01429,0.1094,126.0504,18,6.2,0.0656,0.0255,1,1
20,5000,3133,0,0,3,1.9431,2,177.0,3120,0,4.45,1.0038,3121.3,13,1.0,14,3,5,309,0.015352,0.0918,136.3636,19,6.4,0.0714,0.0171,0,0
21,5000,3127,0,0,3,1.9553,1,167.4,3122,0,4.43,1.0017,3121.8,5,1.0,12,0,2,266,0.01872,0.1406,83.3333,20,6.8,0.0844,0.0278,0,0
22,5000,3122,0,0,3,1.9363,1,171.4,3122,0,4.45,1.0,3121.8,0,1.0,9,0,3,217,0.021433,0.1724,0.0,17,7.1,0.0991,0.033,0,1
23,5000,3060,0,0,3,1.8829,1,173.3,0,3060,4.42,0.982,3116.0,0,1.0,7,0,2,174,0.028376,0.2195,0.0,13,7.4,0.1789,0.0503,0,1
24,4999,3136,1,3,3,1.9547,1,177.7,3130,0,4.52,1.0058,3117.9,6,1.0,9,5,3,174,0.02514,0.1636,102.0408,14,5.9,0.1212,0.0306,0,0
25,4999,3129,1,3,3,1.9387,1,182.4,3119,0,4.55,1.0032,3118.9,10,1.0,8,4,5,175,0.023662,0.1852,195.6522,15,6.8,0.1358,0.0439,0,0
26,4999,3080,0,0,3,1.9678,2,187.9,0,3076,4.42,0.9887,3115.2,4,1.0,7,0,1,141,0.031782,0.25,95.2381,16,8.6,0.1288,0.0643,0,0
27,4999,3084,0,0,3,1.958,1,188.9,0,3084,4.45,0.9909,3112.2,0,1.0,7,0,0,136,0.038103,0.225,0.0,17,9.6,0.1917,0.0495,0,0
28,4998,3020,1,3,3,1.9086,1,190.8,3,3017,4.42,0.9731,3103.5,3,1.0,6,2,3,161,0.031478,0.2619,0.0,18,10.2,0.1667,0.0594,0,1
29,4998,3041,0,0,3,1.9432,1,189.6,0,3041,4.42,0.9818,3097.5,0,1.0,5,0,1,111,0.043634,0.2581,0.0,19,12.6,0.1935,0.054,0,0
30,4998,3035,3,5,1,1.8989,1,200.6,10,3020,4.37,0.9817,3091.6,15,1.0,8,6,3,168,0.023395,0.2245,340.9091,20,7.8,0.1531,0.0499,2,0
31,4998,3014,2,5,1,1.9574,1,202.7,8,3001,4.46,0.9772,3084.2,13,1.0,6,2,4,170,0.032353,0.2182,270.8333,18,3.5,0.15,0.0569,1,1
32,4998,3083,1,3,1,1.944,2,208.5,6,3077,4.47,0.9997,3084.1,6,1.0,8,2,0,147,0.032716,0.209,96.7742,19,3.4,0.1343,0.0387,0,0
33,4998,2965,0,0,3,1.9713,2,206.9,6,2959,4.35,0.9649,3072.7,6,1.0,8,3,3,165,0.025976,0.1449,98.3607,20,4.2,0.1196,0.0259,0,0
34,4998,3047,0,0,3,1.9911,1,205.6,0,3042,4.43,0.9924,3070.3,5,1.0,11,5,2,175,0.025407,0.1571,75.7576,21,3.8,0.1179,0.0346,0,0
35,4998,3042,1,4,3,1.9593,1,209.6,3,3034,4.42,0.9917,3067.6,8,1.0,11,1,1,193,0.024267,0.1296,163.2653,22,4.5,0.1065,0.0251,0,0
36,4998,3043,0,0,3,1.7465,1,208.9,0,3038,4.49,0.9927,3065.2,5,1.0,10,0,1,178,0.025646,0.1356,90.9091,23,5.9,0.0932,0.0356,0,0
37,4997,3033,3,5,3,1.8474,1,210.8,0,3019,4.48,0.9905,3062.2,14,1.0,10,3,3,244,0.020713,0.1774,241.3793,24,5.6,0.1102,0.0432,3,1
38,4996,3093,0,0,3,1.906,1,217.4,3088,0,4.46,1.0091,3065.1,5,1.0,8,0,2,191,0.027183,0.209,76.9231,25,6.8,0.1269,0.0418,0,0
39,4996,3017,1,4,3,1.9662,1,213.7,6,3006,4.42,0.9858,3060.5,11,1.0,9,4,3,226,0.0224,0.1636,152.0513,26,6.9,0.1182,0.0294,0,0
40,4995,3058,0,0,3,1.9494,1,211.6,0,3053,4.44,0.9993,3060.3,5,1.0,8,0,1,196,0.029127,0.1667,87.7193,27,8.2,0.125,0.0305,0,0
41,4995,3089,1,5,1,1.9544,1,214.8,3084,0,4.58,1.0085,3063.0,5,1.0,9,1,0,203,0.027137,0.2222,92.5926,28,8.2,0.1138,0.047,1,0
42,4995,3024,2,5,2,1.9542,1,215.7,8,3016,4.35,0.9885,3059.3,8,1.0,9,2,2,242,0.020502,0.1646,109.589,29,8.1,0.1266,0.0381,1,2
43,4995,3111,2,5,1,1.9666,2,214.6,3101,0,4.45,1.0153,3064.2,10,1.0,9,2,2,243,0.023328,0.1625,136.9863,30,7.2,0.1078,0.0327,2,0
44,4995,3079,1,5,2,1.9445,2,215.5,3066,0,4.44,1.0044,3065.6,13,1.0,10,4,3,259,0.021317,0.1707,146.6667,14,4.3,0.0991,0.0363,1,1
45,4994,3143,0,0,3,1.9532,2,210.2,3138,0,4.55,1.0228,3073.0,5,1.0,8,0,2,223,0.022197,0.1967,89.2857,15,6.1,0.1218,0.0471,0,1
46,4993,3086,0,0,3,1.9505,1,214.1,3082,0,4.52,1.0038,3074.2,4,1.0,8,0,0,190,0.031446,0.2157,78.4314,16,7.1,0.1317,0.049,0,0
47,4992,3136,1,3,3,1.9167,1,218.8,3134,0,4.48,1.0181,3080.1,2,1.0,10,3,1,220,0.024649,0.1304,44.4444,17,6.5,0.0901,0.0223,0,0
48,4992,3076,1,4,3,1.9574,1,217.0,6,3070,4.46,0.9988,3079.7,6,1.0,12,3,1,252,0.01964,0.1579,67.5676,18,6.2,0.0789,0.0308,0,0
49,4992,3181,0,0,3,1.9698,2,217.0,3190,0,4.57,1.0323,3090.2,0,1.0,10,0,2,243,0.021262,0.1724,0.0,19,8.4,0.0985,0.0424,0,0
50,4992,3065,1,5,3,1.8776,1,207.7,5,3055,4.46,0.9926,3087.8,10,1.0,11,6,5,295,0.017987,0.1222,35.4881,20,8.5,0.0917,0.0285,1,0
51,4989,3075,1,3,3,1.9495,1,212.9,0,3067,4.43,0.9962,3086.6,8,1.0,11,2,2,272,0.019236,0.1795,94.5946,21,9.2,0.0946,0.0367,0,0
52,4988,3154,0,0,3,1.9258,2,181.7,3147,0,4.54,1.0197,3093.0,7,1.0,11,2,2,267,0.019683,0.1579,81.0811,22,8.8,0.0996,0.0328,0,1
53,4988,3085,0,0,3,1.9463,1,165.1,0,3085,4.46,0.9977,3092.3,0,1.0,11,0,0,235,0.022731,0.1935,0.0,23,9.8,0.0806,0.0339,0,0
54,4988,2978,1,4,3,1.9156,1,172.4,4,2974,4.39,0.9665,3081.4,4,1.0,11,1,1,255,0.018384,0.1642,61.5385,24,10.6,0.0896,0.0379,0,0
55,4988,3093,0,0,3,1.9337,1,169.7,3093,0,4.41,1.0034,3082.5,0,1.0,11,0,0,245,0.022586,0.1343,0.0,25,11.6,0.0959,0.0225,0,0
56,4988,3133,1,5,1,1.976,1,165.7,3127,0,4.46,1.0148,3087.3,6,1.0,11,2,2,276,0.018601,0.1395,61.7284,26,12.2,0.0945,0.0282,1,0
57,4988,3024,0,0,3,1.9841,1,168.2,0,3019,4.45,0.9814,3081.3,5,1.0,10,0,1,252,0.022725,0.2,84.7458,27,13.6,0.1083,0.0431,0,0
58,4988,3074,2,3,3,1.9656,1,168.1,7,3062,4.54,0.9979,3080.6,12,1.0,13,5,2,288,0.017606,0.1605,129.8701,28,11.2,0.0802,0.0406,0,0
59,4988,3095,0,0,3,1.9656,1,171.3,3090,0,4.45,1.0042,3081.9,5,1.0,13,0,0,268,0.017966,0.1299,66.6667,29,12.2,0.0795,0.029,0,0
60,4988,3086,2,5,3,1.9476,1,166.6,3072,0,4.44,1.0012,3082.3,14,1.0,14,6,5,323,0.016243,0.134,153.8462,30,10.9,0.0733,0.0309,2,1
61,4988,3202,1,3,3,1.9641,1,173.6,3197,0,4.6,1.0391,3095.1,19,1.0,15,9,8,354,0.013253,0.1111,200.0,31,9.3,0.0651,0.0171,0,0
62,4988,3053,0,0,3,1.9547,2,166.4,4,3039,4.39,0.9877,3091.1,14,1.0,14,0,1,289,0.016704,0.0978,162.7907,32,10.8,0.0737,0.0173,0,0
63,4988,3097,1,5,3,1.9498,1,166.0,3084,0,4.49,1.0017,3091.6,13,1.0,13,1,2,298,0.016638,0.1275,139.7849,33,12.4,0.0745,0.0239,1,0
64,4987,3015,1,5,3,1.9075,1,171.3,0,3010,4.42,0.9775,3084.3,5,1.0,11,1,3,296,0.017461,0.1644,72.4638,34,11.6,0.0944,0.0426,1,2
65,4986,3089,1,3,1,1.9926,2,166.0,3087,0,4.43,1.0014,3084.8,2,1.0,10,1,2,251,0.020673,0.1515,31.746,34,9.9,0.1042,0.0352,0,1
66,4986,3112,1,3,1,1.9926,2,173.5,3108,0,4.5,1.008,3087.4,4,1.0,11,3,2,250,0.020874,0.1343,32.2581,35,7.6,0.0896,0.0319,0,1
67,4986,3058,0,0,1,1.9899,2,164.3,1,3057,4.46,0.9914,3084.6,1,1.0,8,1,4,222,0.026736,0.2308,0.0,36,10.9,0.1099,0.0478,0,0
68,4984,3056,0,0,0,1.9803,1,163.9,0,3056,4.48,0.9916,3081.8,0,1.0,6,0,2,182,0.029682,0.2045,0.0,37,12.3,0.1515,0.0519,0,1
69,4984,3106,0,0,0,1.9329,1,164.5,3106,0,4.46,1.0071,3084.1,0,1.0,6,0,0,143,0.039886,0.2424,0.0,38,13.3,0.1667,0.0455,0,0
70,4984,3047,1,3,1,1.9056,1,165.0,5,3042,4.35,0.9891,3080.6,5,1.0,7,4,3,167,0.025748,0.1707,138.8889,39,10.9,0.122,0.0312,0,1
71,4983,3145,2,5,1,1.8928,1,176.0,3127,0,4.51,1.0189,3086.7,18,1.0,12,7,2,213,0.021845,0.1846,283.3333,40,6.9,0.1,0.0431,1,0
72,4983,3080,0,0,1,1.9121,2,164.5,0,3080,4.45,0.998,3086.1,0,1.0,10,0,2,200,0.024158,0.1923,0.0,41,8.1,0.1205,0.0428,0,1
73,4980,3061,1,4,0,1.8979,1,176.1,4,3057,4.45,0.9926,3083.7,4,1.0,9,1,2,179,0.029187,0.1935,64.5161,42,9.6,0.1,0.0475,0,0
74,4979,3065,1,5,1,1.9808,1,164.7,0,3060,4.52,0.9945,3081.9,5,1.0,10,1,0,200,0.027153,0.1346,96.1538,43,9.5,0.1026,0.0283,1,0
75,4978,3050,0,0,3,1.9877,2,173.9,2,3043,4.34,0.9906,3078.9,7,1.0,8,2,4,220,0.024819,0.2105,98.0392,44,12.1,0.114,0.042,0,0
76,4977,3088,0,0,3,1.9822,1,164.8,3083,0,4.4,1.0027,3079.8,5,1.0,8,0,0,180,0.031298,0.1702,106.383,45,13.1,0.1348,0.0327,0,0
77,4976,3058,0,0,3,1.9701,1,165.7,0,3058,4.51,0.9936,3077.7,0,1.0,7,0,1,180,0.03058,0.1951,0.0,46,14.3,0.1415,0.0409,0,1
78,4975,3098,0,0,3,1.8842,1,174.7,3097,0,4.47,1.006,3079.6,1,1.0,6,1,2,169,0.033218,0.1778,0.0,47,16.7,0.16,0.0199,0,0
79,4975,3056,2,5,3,1.9197,1,165.1,4,3047,4.47,0.9931,3077.4,9,1.0,10,5,1,189,0.02783,0.2143,173.0769,48,10.6,0.1101,0.0453,1,0
80,4975,3127,0,0,3,1.945,1,176.4,3122,0,4.48,1.0146,3082.1,5,1.0,8,0,2,189,0.029411,0.1915,121.9512,49,13.6,0.1404,0.0411,0,1
81,4975,3074,1,5,1,1.9037,1,164.6,0,3064,4.45,0.9976,3081.3,10,1.0,8,1,1,188,0.028278,0.2273,140.625,50,14.4,0.1263,0.0455,1,0
82,4975,3006,1,4,1,1.9658,1,177.9,3,3003,4.4,0.9778,3074.2,3,1.0,9,1,0,203,0.027906,0.209,44.7761,51,13.7,0.1294,0.0411,0,0
83,4974,2962,0,0,0,1.9699,2,166.1,3,2959,4.33,0.9669,3063.5,3,1.0,10,3,2,228,0.020978,0.1404,36.3636,52,13.2,0.0994,0.0263,0,0
84,4971,3089,2,5,3,1.9589,1,169.8,3078,0,4.52,1.0075,3065.9,11,1.0,13,5,2,274,0.017855,0.1158,122.2222,53,10.8,0.0812,0.0198,1,0
85,4971,3028,0,0,3,1.9698,1,166.5,7,3021,4.4,0.9888,3062.3,7,1.0,14,2,1,279,0.019091,0.2247,70.5882,54,11.0,0.0819,0.046,0,0
86,4970,3073,1,4,3,1.9698,1,167.3,3062,0,4.46,1.0032,3063.3,11,1.0,13,3,4,300,0.017363,0.119,141.0256,55,12.2,0.0884,0.0266,0,0
87,4969,3089,0,0,3,1.9628,1,174.1,3080,0,4.49,1.0076,3065.8,9,1.0,15,5,3,295,0.015444,0.1053,126.7606,56,10.5,0.0602,0.0223,0,0
88,4966,3085,0,0,3,1.9766,1,162.2,3076,0,4.46,1.0057,3067.6,9,1.0,14,0,1,265,0.017548,0.1235,115.3846,57,12.1,0.0723,0.022,0,0
89,4966,3027,0,0,3,1.9787,1,168.9,4,3018,4.43,0.988,3063.7,9,1.0,10,0,4,265,0.01813,0.1429,134.3284,33,10.9,0.1039,0.0323,0,2
90,4961,3055,1,5,3,1.9527,1,167.3,3,3047,4.53,0.9974,3062.9,8,1.0,8,1,3,196,0.027493,0.2,166.6667,34,13.0,0.12,0.0424,1,1
91,4961,3018,2,5,3,1.9701,1,168.5,8,3005,4.37,0.9867,3058.6,13,1.0,8,2,2,209,0.02593,0.1897,232.1429,35,12.9,0.1351,0.0413,1,0
92,4959,3179,1,5,3,1.994,2,163.3,3201,0,4.64,1.0478,3074.1,20,1.0,9,3,2,221,0.025093,0.1618,276.9231,36,12.3,0.1029,0.0365,1,0
93,4959,3121,0,0,3,1.8238,2,164.2,3118,0,4.47,1.0138,3078.6,3,1.0,7,0,2,203,0.026721,0.1724,57.6923,37,13.9,0.1207,0.0317,0,1
94,4957,3033,0,0,3,1.8474,1,170.1,3,3030,4.49,0.9866,3074.2,3,1.0,7,0,0,160,0.035388,0.2051,76.9231,38,14.9,0.1453,0.0452,0,0
95,4956,2980,0,0,3,1.8776,1,167.2,3,2977,4.41,0.9722,3065.2,3,1.0,6,0,1,160,0.032798,0.2286,90.9091,39,14.5,0.1429,0.0565,0,1
96,4954,3058,1,5,1,1.9015,1,171.2,3,3050,4.41,0.9979,3064.6,8,1.0,7,4,3,155,0.035046,0.1957,181.8182,40,8.6,0.1565,0.0475,1,1
97,4954,3067,1,5,3,1.8924,1,166.0,3054,0,4.48,1.0007,3064.8,13,1.0,7,1,1,171,0.028616,0.2105,240.7407,41,8.7,0.1544,0.0416,1,1
98,4953,2969,0,0,3,1.9054,2,170.0,7,2958,4.4,0.9716,3055.7,11,1.0,8,4,3,181,0.026438,0.1757,130.4348,42,8.5,0.1432,0.0463,0,0
99,4953,3075,0,0,3,1.8739,1,157.9,3068,0,4.46,1.0057,3057.5,7,1.0,10,4,2,176,0.025843,0.1833,120.6897,43,7.6,0.1,0.0415,0,0
100,4952,3039,1,5,3,1.9598,1,164.6,7,3027,4.44,0.9945,3055.7,12,1.0,10,4,4,230,0.018114,0.2055,156.25,44,8.0,0.1123,0.0463,1,1
101,4952,2989,0,0,3,1.9747,1,168.8,5,2984,4.38,0.9802,3049.4,5,1.0,8,1,3,177,0.02975,0.2364,81.6327,45,9.5,0.1636,0.0596,0,1
102,4950,3059,1,5,3,1.9827,1,167.9,3049,0,4.51,1.0029,3050.3,10,1.0,8,4,4,187,0.02496,0.1912,145.1613,46,8.8,0.1441,0.0475,1,0
103,4949,3083,0,0,3,1.9555,1,170.9,3075,0,4.51,1.0097,3053.4,8,1.0,7,3,4,166,0.032737,0.2909,163.2653,13,3.9,0.1818,0.0896,0,1
104,4948,3084,1,5,1,1.9733,1,167.6,3075,0,4.48,1.0091,3056.3,9,1.0,7,1,1,150,0.033536,0.1875,195.6522,14,4.1,0.1542,0.0331,1,0
105,4948,3090,0,0,3,1.9628,1,175.3,3090,0,4.47,1.01,3059.5,0,1.0,6,0,1,140,0.042299,0.3333,0.0,15,5.2,0.1987,0.0941,0,1
106,4947,3011,1,3,3,1.9461,1,166.5,0,3011,4.49,0.9856,3054.9,0,1.0,5,1,2,129,0.036139,0.3235,0.0,16,6.2,0.1912,0.0758,0,0
107,4944,2934,1,4,3,1.981,1,170.2,6,2928,4.44,0.9641,3043.4,6,1.0,7,3,1,148,0.030542,0.3023,119.0476,17,5.1,0.1163,0.0714,0,0
108,4944,3079,1,3,3,1.9713,2,167.8,3066,0,4.55,1.0106,3046.8,13,1.0,11,7,3,186,0.023847,0.1452,206.8966,18,3.9,0.0968,0.036,0,0
109,4944,3050,1,3,1,1.9687,2,168.0,3038,0,4.47,1.001,3047.1,12,1.0,9,0,2,178,0.029078,0.1692,203.3898,19,5.7,0.1077,0.0396,0,0
110,4944,3049,0,0,3,1.9952,2,174.3,3042,0,4.38,1.0006,3047.3,7,1.0,7,0,2,165,0.030581,0.1833,129.6296,20,7.7,0.1333,0.0342,0,0
111,4942,3072,0,0,3,1.9313,1,167.6,3065,0,4.46,1.0073,3049.6,7,1.0,7,0,0,141,0.035511,0.2439,170.7317,21,8.7,0.128,0.0544,0,0
112,4941,2995,1,5,3,1.8631,1,175.0,3,2987,4.47,0.9838,3044.4,8,1.0,6,1,2,165,0.032734,0.2245,173.913,22,9.8,0.1673,0.0436,1,0
113,4939,3036,4,5,3,1.8294,1,165.4,7,3016,4.37,0.9975,3043.6,20,1.0,8,5,3,221,0.021031,0.1429,276.3661,16,5.2,0.1114,0.0276,1,1
114,4939,3099,0,0,3,1.7739,2,165.9,3082,0,4.58,1.0164,3048.9,17,1.0,8,0,0,176,0.033927,0.1918,232.8767,17,6.2,0.137,0.0402,0,0
115,4939,3091,1,3,1,1.8094,1,176.3,3074,0,4.53,1.0125,3052.9,17,1.0,9,2,1,198,0.025943,0.1571,231.8841,18,6.4,0.1286,0.0301,0,0
116,4938,2972,1,5,1,1.8404,1,165.4,3,2964,4.43,0.976,3045.2,8,1.0,9,1,1,213,0.024962,0.1385,125.0,19,6.6,0.1128,0.0256,1,0
117,4936,3063,1,5,3,1.9408,2,178.3,3053,0,4.51,1.0053,3046.9,10,1.0,8,1,2,223,0.024253,0.2414,185.1852,20,7.8,0.1232,0.0555,1,0
118,4934,3040,0,0,3,1.9516,2,167.0,1,3034,4.44,0.998,3046.2,6,1.0,8,1,1,200,0.027061,0.193,89.2857,21,8.8,0.1228,0.0411,0,0
119,4934,2988,2,5,1,1.9672,1,174.9,4,2979,4.4,0.9827,3040.7,9,1.0,10,2,0,230,0.023224,0.129,145.1613,22,7.8,0.1028,0.0214,1,0
120,4934,3010,1,3,3,1.9733,1,167.6,7,3000,4.45,0.9909,3037.8,10,1.0,10,5,5,266,0.018723,0.2055,134.3284,23,6.4,0.105,0.0455,0,2
121,4934,3069,2,5,3,1.9699,2,167.2,3050,0,4.51,1.0093,3040.7,19,1.0,12,4,2,266,0.018536,0.1146,206.5217,24,4.6,0.0789,0.028,2,1
122,4932,2967,0,0,3,1.9728,2,175.3,9,2958,4.35,0.978,3033.7,9,1.0,13,2,1,253,0.019619,0.1467,108.1081,25,5.2,0.0857,0.0298,0,0
123,4932,3150,1,4,3,1.9926,1,169.7,3156,0,4.56,1.0384,3046.0,7,1.0,13,1,1,260,0.019691,0.1566,85.3659,26,6.0,0.0826,0.0391,0,0
124,4932,3038,0,0,3,1.9893,1,173.4,3,3035,4.47,0.9976,3045.3,3,1.0,8,0,5,251,0.020976,0.1519,0.0,27,8.1,0.116,0.0268,0,1
125,4932,2962,1,5,3,1.9547,1,166.6,0,2957,4.37,0.9752,3037.3,5,1.0,8,1,1,202,0.025284,0.2157,102.0408,28,8.4,0.1261,0.0494,1,0
126,4931,2988,0,0,3,1.93,1,174.9,0,2983,4.43,0.9853,3032.6,5,1.0,8,0,0,185,0.031317,0.1702,106.383,29,9.4,0.1307,0.036,0,0
127,4931,3033,0,0,3,1.9291,1,167.9,3028,0,4.46,1.0001,3032.7,5,1.0,8,0,0,185,0.030342,0.1695,84.7458,30,10.4,0.1283,0.0293,0,0
128,4931,3114,0,0,3,1.9363,1,167.1,3111,0,4.51,1.0248,3040.6,5,1.0,6,0,2,185,0.031448,0.2182,100.0,15,9.2,0.1515,0.0581,0,1
129,4927,3040,3,5,3,1.9583,1,176.6,5,3025,4.43,0.9998,3040.6,15,1.0,10,6,2,212,0.023238,0.2794,227.2727,16,6.1,0.1011,0.064,2,0
130,4926,3067,1,5,3,1.9174,1,167.2,3052,0,4.42,1.0079,3043.1,15,1.0,11,1,0,237,0.022026,0.1667,197.3684,17,6.5,0.0926,0.0356,1,0
131,4925,2991,1,5,3,1.9762,2,175.0,9,2977,4.45,0.9845,3038.1,14,1.0,11,1,1,261,0.019469,0.1778,164.7059,18,6.5,0.0951,0.0392,1,1
132,4925,2936,1,4,3,1.9459,2,166.9,10,2921,4.4,0.9695,3028.4,15,1.0,10,2,3,268,0.020751,0.1493,225.8065,19,6.4,0.097,0.0332,0,1
133,4924,3027,1,5,1,1.9603,2,168.1,6,3016,4.42,0.9996,3028.3,11,1.0,10,3,3,263,0.021635,0.1474,111.1111,20,7.0,0.0947,0.028,1,0
134,4921,3040,2,5,2,1.9781,2,166.6,3026,0,4.54,1.0035,3029.4,14,1.0,12,2,0,290,0.01993,0.1275,137.2549,21,6.7,0.0811,0.0217,2,0
135,4921,3088,2,5,1,1.9822,2,169.0,3071,0,4.53,1.0175,3035.0,17,1.0,10,3,5,332,0.016959,0.1319,205.1282,22,5.7,0.0865,0.0294,1,4
136,4920,3082,1,5,1,1.9383,2,162.7,3072,0,4.5,1.014,3039.4,10,1.0,9,1,2,250,0.022484,0.1831,149.2537,23,6.4,0.1127,0.0382,1,2
137,4918,3023,2,5,3,1.9861,2,168.8,5,3008,4.5,0.9951,3037.9,15,1.0,12,5,2,247,0.017772,0.1528,227.2727,24,5.2,0.0903,0.0356,1,0
138,4915,3020,2,5,2,1.956,2,164.7,5,2997,4.45,0.9947,3036.2,23,1.0,14,5,3,290,0.016624,0.1237,252.7473,25,5.2,0.0722,0.0309,2,0
139,4915,2980,1,4,3,1.9766,2,167.3,1,2971,4.43,0.9832,3030.8,9,1.0,15,2,1,295,0.015749,0.117,103.4483,26,5.7,0.0745,0.0257,0,1
140,4911,3056,1,3,1,1.9294,2,176.9,3049,0,4.48,1.0075,3033.2,7,1.0,13,1,3,285,0.017408,0.1045,114.7541,27,7.1,0.0763,0.022,0,0
141,4909,3096,0,0,3,1.9296,2,165.5,3093,0,4.54,1.0187,3039.2,3,1.0,11,0,2,256,0.019627,0.1644,42.8571,28,8.9,0.0908,0.0337,0,1
142,4907,2950,0,0,3,1.9315,1,176.0,3,2947,4.44,0.9734,3030.7,3,1.0,11,0,0,234,0.020651,0.1176,44.1176,29,9.9,0.0956,0.0216,0,0
143,4905,3047,2,5,1,1.9432,1,165.4,3034,0,4.51,1.0049,3032.3,13,1.0,12,2,1,283,0.017407,0.1375,168.8312,30,9.0,0.0819,0.0236,2,1
144,4903,3056,0,0,1,1.9329,1,178.4,3053,0,4.48,1.0071,3034.5,3,1.0,11,0,1,261,0.021001,0.1591,34.8837,31,10.1,0.0896,0.031,0,0
145,4901,3044,1,5,0,1.8366,1,166.2,3036,0,4.47,1.0028,3035.4,8,1.0,11,1,1,271,0.020832,0.1096,115.942,32,10.2,0.0898,0.0187,1,1
146,4900,3009,2,4,1,1.8924,1,165.5,9,3000,4.43,0.9921,3032.9,9,1.0,12,3,2,288,0.018176,0.1446,101.2658,29,7.5,0.0858,0.0317,0,1
147,4899,2972,2,5,1,1.8164,2,176.0,1,2961,4.41,0.9818,3027.1,11,1.0,15,5,2,310,0.015675,0.1124,117.6471,30,6.8,0.0724,0.0194,1,0
148,4898,3072,1,5,3,1.971,2,165.1,3062,0,4.55,1.0134,3031.4,10,1.0,13,1,3,324,0.01544,0.129,113.6364,31,7.0,0.0806,0.0326,1,2
