seed,from,to,familiarity
14,0,36,25.2187
14,0,29,1.1883
14,0,14,9.5786
14,0,84,3.8643
14,0,24,17.139
14,0,37,4.4911
14,0,7,28.0149
14,0,22,14.8319
14,0,23,10.6315
14,0,89,11.3393
14,0,96,54.0168
14,0,95,18.3524
14,0,97,5.255
14,0,98,7.6078
14,0,99,6.53
14,0,103,7.4295
14,7,89,2.2344
14,7,14,7.3704
14,7,36,3.9895
14,7,86,4.7154
14,7,29,5.325
14,7,96,14.2556
14,7,0,27.5895
14,7,95,29.8865
14,7,102,1.4924
14,7,98,2.2555
14,7,99,3.0255
14,7,22,24.6612
14,7,103,9.2418
14,14,29,15.6625
14,14,7,7.3704
14,14,36,14.4763
14,14,89,1.2364
14,14,23,4.5471
14,14,24,24.4478
14,14,86,1.1859
14,14,96,8.6419
14,14,0,5.5717
14,14,98,21.9116
14,14,102,2.7258
14,14,101,3.7542
14,22,7,44.8883
14,22,84,7.2792
14,22,89,21.3141
14,22,36,3.7303
14,22,37,22.705
14,22,29,22.0355
14,22,14,34.6583
14,22,0,20.684
14,22,23,6.2345
14,22,86,10.2266
14,22,24,15.2077
14,22,96,7.7126
14,22,95,9.3395
14,22,98,14.8821
14,22,99,1.9015
14,22,102,6.4974
14,22,101,6.6783
14,22,103,3.6777
14,23,86,3.8856
14,23,37,1.5055
14,23,89,14.9822
14,23,22,3.2458
14,23,14,5.2606
14,23,0,10.6311
14,23,84,4.0149
14,23,24,18.7456
14,23,36,18.1319
14,23,96,14.8141
14,23,97,1.3088
14,23,98,13.7693
14,23,99,4.2847
14,23,7,10.4415
14,24,86,9.5865
14,24,37,23.6331
14,24,84,29.9182
14,24,36,51.8786
14,24,0,18.0293
14,24,89,43.737
14,24,29,34.501
14,24,22,15.2077
14,24,23,23.4606
14,24,14,27.5202
14,24,95,40.499
14,24,96,52.4817
14,24,98,54.5479
14,24,101,12.8847
14,24,99,48.765
14,24,102,1.3122
14,24,103,9.9672
14,29,86,44.5994
14,29,14,24.8313
14,29,0,1.1857
14,29,84,20.2137
14,29,36,9.5599
14,29,24,26.5655
14,29,89,7.301
14,29,22,10.8687
14,29,37,21.7826
14,29,7,5.336
14,29,96,16.5385
14,29,98,27.3047
14,29,99,5.1525
14,29,102,10.4672
14,29,95,22.2364
14,29,101,3.4444
14,29,103,3.2904
14,36,23,20.1854
14,36,0,25.2361
14,36,22,3.7303
14,36,24,51.8786
14,36,14,18.8512
14,36,7,7.9454
14,36,89,23.0746
14,36,29,9.5618
14,36,84,1.0827
14,36,86,43.2062
14,36,37,51.789
14,36,97,1.9349
14,36,96,13.6187
14,36,95,50.018
14,36,98,28.8095
14,36,99,3.6009
14,36,101,1.1333
14,36,100,2.0216
14,36,102,5.8817
14,36,103,23.499
14,37,24,23.6331
14,37,84,4.4774
14,37,22,22.705
14,37,0,16.1927
14,37,23,2.9801
14,37,86,11.8915
14,37,7,5.3167
14,37,14,3.8241
14,37,89,22.2966
14,37,29,28.1565
14,37,36,51.789
14,37,95,14.0884
14,37,96,39.7908
14,37,98,36.595
14,37,99,28.6232
14,37,102,7.5177
14,37,103,47.0019
14,84,22,7.2792
14,84,24,29.9182
14,84,37,4.4774
14,84,0,8.6212
14,84,29,25.7808
14,84,7,2.5664
14,84,23,17.7664
14,84,89,3.1535
14,84,86,13.5693
14,84,36,1.0827
14,84,95,11.43
14,84,96,32.9566
14,84,97,1.7127
14,84,98,20.5428
14,84,99,13.2701
14,84,101,4.2975
14,84,102,9.994
14,84,103,5.289
14,86,29,47.7361
14,86,24,9.5865
14,86,7,4.8002
14,86,23,6.1914
14,86,89,5.1028
14,86,14,14.5166
14,86,37,11.8915
14,86,84,13.5693
14,86,22,10.2266
14,86,0,1.7457
14,86,36,43.2062
14,86,95,26.5588
14,86,97,1.6326
14,86,96,32.4079
14,86,98,24.8852
14,86,99,8.1847
14,86,101,1.6968
14,86,103,2.1397
14,89,14,10.079
14,89,7,8.7736
14,89,22,21.3141
14,89,86,5.1028
14,89,23,16.7844
14,89,84,3.1535
14,89,29,14.8837
14,89,37,22.2966
14,89,24,43.737
14,89,36,23.0746
14,89,0,11.9143
14,89,95,17.9836
14,89,96,44.427
14,89,98,23.9587
14,89,99,9.6808
14,89,101,3.8065
14,89,102,3.2049
14,89,103,1.4923
14,95,37,14.0884
14,95,29,31.5403
14,95,86,26.5588
14,95,84,11.43
14,95,24,40.499
14,95,89,17.9836
14,95,14,10.9075
14,95,96,16.9891
14,95,0,18.6933
14,95,7,36.5091
14,95,22,9.3395
14,95,36,50.018
14,95,98,18.5685
14,95,99,17.6395
14,95,101,5.0702
14,95,103,7.9606
14,96,22,7.7126
14,96,0,54.6006
14,96,37,39.7908
14,96,14,10.0713
14,96,24,52.4817
14,96,89,44.427
14,96,95,16.9891
14,96,23,21.554
14,96,29,45.771
14,96,36,13.6187
14,96,97,2.307
14,96,84,32.9566
14,96,7,17.6446
14,96,86,32.4079
14,96,98,20.3604
14,96,99,45.1763
14,96,101,8.9673
14,96,102,3.9569
14,96,103,57.019
14,98,0,13.3357
14,98,84,20.5428
14,98,7,2.735
14,98,24,54.5479
14,98,14,23.3997
14,98,23,21.0154
14,98,22,14.8821
14,98,86,24.8852
14,98,95,18.5685
14,98,37,36.595
14,98,96,20.3604
14,98,36,28.8095
14,98,29,27.3491
