seed,from,to,familiarity
9,26,34,47.8809
9,26,0,2.8115
9,26,35,16.8439
9,26,74,43.1716
9,26,73,24.4785
9,26,77,2.4708
9,26,76,5.815
9,26,79,32.6904
9,34,26,47.8809
9,34,0,4.5243
9,34,35,1.9508
9,34,73,9.8795
9,34,74,24.7224
9,34,76,35.2543
9,34,77,1.0779
9,34,79,33.8
9,34,80,5.3
9,35,26,13.1701
9,35,73,2.3865
9,35,74,8.7449
9,35,77,2.6423
9,35,76,8.2436
9,35,79,11.3448
9,73,26,17.1402
9,73,76,7.3176
9,73,77,1.0727
9,73,79,4.2687
9,74,35,8.7449
9,74,26,43.1716
9,74,34,24.7224
9,74,73,6.6466
9,74,77,1.8224
9,74,76,10.0125
9,74,79,5.6885
9,76,73,23.5683
9,76,34,35.2543
9,76,74,10.0125
9,76,26,5.815
9,76,0,5.4269
9,76,35,8.2436
9,76,77,5.0863
9,76,79,34.3437
9,79,35,30.4766
9,79,34,33.8
9,79,76,34.3437
9,79,74,6.6111
9,79,0,2.949
9,79,26,32.6904
9,79,73,8.9116
9,79,77,2.7076
