seed,from,to,familiarity
2,11,22,42.0095
2,11,40,11.0945
2,11,25,18.1508
2,11,34,13.969
2,11,76,6.68
2,11,88,1.895
2,11,51,2.2463
2,11,92,1.0311
2,11,94,1.0874
2,11,36,85.1001
2,11,93,7.0109
2,21,40,1.7286
2,21,51,12.0062
2,21,76,7.9983
2,21,88,3.7647
2,21,36,1.4351
2,22,40,45.4949
2,22,76,2.7419
2,22,34,6.5965
2,22,25,1.2359
2,22,11,42.0096
2,22,88,18.8782
2,22,36,3.9592
2,22,89,29.1814
2,22,92,2.8198
2,22,93,34.7733
2,25,51,62.7601
2,25,40,9.7945
2,25,22,1.2359
2,25,36,1.8604
2,25,11,18.1512
2,25,76,2.9221
2,25,88,39.882
2,25,89,20.2092
2,25,90,1.066
2,25,92,16.1626
2,25,93,17.776
2,34,22,6.5802
2,34,36,7.0817
2,34,11,13.969
2,34,76,40.0706
2,34,88,21.2717
2,34,40,2.8756
2,34,51,14.7872
2,34,92,37.9033
2,34,89,4.9263
2,34,93,1.7635
2,34,94,5.1519
2,34,95,12.6664
2,36,76,9.89
2,36,25,2.1476
2,36,51,17.9459
2,36,21,3.0656
2,36,11,86.2671
2,36,34,7.0953
2,36,40,7.9082
2,36,22,4.1744
2,36,89,22.4478
2,36,92,1.8836
2,36,94,5.0362
2,36,93,4.9669
2,40,25,10.854
2,40,51,13.8944
2,40,22,59.1565
2,40,76,43.1893
2,40,21,9.8066
2,40,11,16.3067
2,40,36,7.9082
2,40,34,10.9696
2,40,88,35.1996
2,40,89,14.0645
2,40,90,1.1463
2,40,92,51.2883
2,40,93,2.7975
2,40,94,9.8797
2,40,95,7.8902
2,51,40,13.4329
2,51,36,17.6966
2,51,88,14.5236
2,51,25,62.7597
2,51,21,12.5187
2,51,11,2.2463
2,51,34,14.7872
2,51,89,21.7624
2,51,92,4.1183
2,51,93,2.3665
2,51,94,1.5249
2,76,11,12.0449
2,76,40,43.1893
2,76,22,8.7224
2,76,36,12.6218
2,76,25,8.6884
2,76,88,53.8136
2,76,34,48.831
2,76,51,3.8213
2,76,21,11.9991
2,76,89,33.1836
2,76,92,13.9477
2,76,93,9.4798
2,76,94,5.4417
2,76,95,13.4806
2,88,21,10.7882
2,88,36,7.4685
2,88,25,68.9044
2,88,11,21.6361
2,88,76,53.8136
2,88,22,20.682
2,88,51,14.7514
2,88,34,24.2036
2,88,40,35.1996
2,88,89,6.4739
2,88,90,2.4941
2,88,92,9.1271
2,88,94,36.6497
2,88,93,15.4531
2,88,95,22.049
2,89,25,20.2339
2,89,40,14.0645
2,89,36,22.4478
2,89,88,6.4739
2,89,51,21.786
2,89,22,32.4397
2,89,11,6.2082
2,89,76,33.1836
2,89,34,5.1925
2,89,21,2.3468
2,89,90,1.4687
2,89,92,27.2049
2,89,93,31.0994
2,89,94,15.043
2,92,51,4.1183
2,92,34,37.9033
2,92,25,16.1603
2,92,89,26.8544
2,92,40,40.7331
2,92,11,1.0311
2,92,22,2.8027
2,92,88,5.5937
2,92,93,12.717
2,92,94,1.4805
2,93,34,1.7635
2,93,92,10.5044
2,93,89,24.7675
2,93,51,2.3665
2,93,36,4.9669
2,93,25,16.2212
2,93,88,15.1146
2,93,22,32.7603
2,95,88,17.4562
2,95,34,12.6664
