seed,from,to,familiarity
4,0,57,26.4774
4,0,64,75.3091
4,0,11,17.6814
4,0,65,3.9792
4,0,1,33.3304
4,0,2,27.3726
4,0,42,11.5289
4,0,27,11.0234
4,0,86,27.4388
4,0,85,20.8071
4,0,92,42.652
4,0,93,9.8711
4,0,94,7.1104
4,0,95,34.7568
4,1,11,4.1435
4,1,42,36.3299
4,1,0,21.7602
4,1,65,10.1501
4,1,27,12.3199
4,1,57,8.2806
4,1,86,1.0949
4,1,85,45.5227
4,1,95,7.0578
4,1,93,13.5249
4,1,94,6.447
4,2,64,46.4913
4,2,11,9.8382
4,2,0,22.8128
4,2,65,10.9395
4,2,57,8.5246
4,2,27,2.4559
4,2,42,3.6747
4,2,85,35.3693
4,2,92,8.3542
4,2,94,1.9396
4,11,1,16.9618
4,11,0,17.6814
4,11,42,11.1128
4,11,2,10.2019
4,11,64,11.96
4,11,27,50.5659
4,11,65,8.7501
4,11,57,14.9647
4,11,85,19.2084
4,11,86,33.8835
4,11,92,23.5652
4,11,93,12.7964
4,11,95,15.5904
4,11,94,4.4758
4,27,64,14.7939
4,27,65,8.9603
4,27,1,18.2056
4,27,11,41.8808
4,27,57,3.199
4,27,2,5.3056
4,27,42,13.811
4,27,0,9.0373
4,27,85,21.1448
4,27,86,39.6691
4,27,92,13.5099
4,27,93,2.8884
4,27,95,7.5002
4,27,94,13.621
4,42,11,11.1128
4,42,57,29.869
4,42,1,37.7689
4,42,65,25.474
4,42,64,27.2061
4,42,0,11.5289
4,42,27,36.6713
4,42,2,4.4628
4,42,86,26.3361
4,42,85,15.0104
4,42,92,7.7185
4,42,93,10.4632
4,42,95,9.0844
4,57,64,73.4882
4,57,0,26.4774
4,57,42,29.869
4,57,1,9.5684
4,57,2,22.4557
4,57,27,4.0014
4,57,65,31.177
4,57,11,14.9647
4,57,85,12.6386
4,57,86,46.5863
4,57,92,14.729
4,57,93,18.168
4,57,95,35.0982
4,57,94,2.0867
4,64,27,21.3683
4,64,57,73.4882
4,64,0,75.3091
4,64,1,4.336
4,64,2,56.6638
4,64,11,11.96
4,64,65,9.4308
4,64,42,27.2061
4,64,86,39.0958
4,64,85,2.896
4,64,92,9.3213
4,64,94,5.3543
4,64,93,16.232
4,64,95,18.3751
4,65,0,2.9059
4,65,27,7.6213
4,65,1,10.1279
4,65,64,9.1544
4,65,42,18.4246
4,65,2,10.9416
4,65,11,8.1757
4,65,57,30.4269
4,65,85,27.428
4,65,86,15.7305
4,65,92,1.4615
4,65,95,16.6623
4,85,65,27.4269
4,85,27,19.4596
4,85,11,15.8532
4,85,2,35.3693
4,85,42,14.2287
4,85,0,5.1547
4,85,86,16.3714
4,85,64,2.201
4,85,57,11.4784
4,85,1,45.5217
4,85,92,4.4901
4,85,93,1.2133
4,85,95,4.1701
4,85,94,21.4184
4,86,1,6.0315
4,86,0,27.4388
4,86,42,26.3361
4,86,57,46.5863
4,86,27,42.1655
4,86,85,18.0314
4,86,64,39.0958
4,86,11,33.8835
4,86,65,39.7198
4,86,92,5.1996
4,86,93,1.1004
4,86,94,21.2973
4,86,95,19.335
4,92,11,21.0803
4,92,57,2.8715
4,92,0,35.8993
4,92,27,9.3223
4,92,2,8.0703
4,92,86,4.2317
4,92,95,1.5909
4,92,42,4.4659
4,93,42,10.2075
4,93,57,13.3597
4,93,95,8.7288
4,93,64,9.5132
4,94,0,4.9666
4,94,86,1.1814
4,94,64,4.679
4,94,1,6.447
4,94,85,7.4628
4,94,95,23.7812
4,95,65,17.4816
4,95,11,15.5904
4,95,27,14.3304
4,95,57,35.0982
4,95,1,10.8835
4,95,42,9.0844
4,95,85,7.4085
4,95,0,34.7568
4,95,64,18.3751
4,95,92,3.5329
4,95,86,19.335
4,95,94,28.6612
4,95,93,8.7288
