window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
14,5000,3105,1,0,1,5,2.0,1,0,0,0,0,0,0,0,1,1.9817,0.0059,2,41.1,2,0.5,1.0,0.1667,0,0,60,60,120,0.0,0,1,0,0
15,5000,3059,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9281,-0.0536,2,41.0,2,0.0,0.0,0.2051,0,0,49,47,96,0.0,0,0,0,0
16,5000,3103,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9772,0.0491,1,42.9,2,0.0,0.0,0.0,0,0,35,37,72,0.0,0,0,0,0
17,5000,3086,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9575,-0.0197,1,44.3,2,0.0,0.0,0.0,0,0,27,31,58,0.0,0,1,0,0
18,5000,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9574,-0.0001,1,43.9,2,0.0,0.0,0.0,0,0,27,20,47,0.0,0,0,0,0
19,5000,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9174,-0.04,1,45.7,2,0.0,0.0,0.0,0,0,27,20,47,0.0,0,0,0,0
20,5000,3049,1,0,1,4,1.1429,1,0,0,0,0,0,0,0,3,1.9803,0.063,1,45.9,2,0.0,0.0,0.0,0,0,20,16,36,0.0,0,0,0,0
21,5000,3065,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9785,-0.0019,1,46.8,2,0.0,0.0,0.0,0,0,25,18,43,0.0,0,1,0,0
22,5000,3116,2,0,2,5,0.2857,2,0,0,0,0,0,0,0,3,1.9175,-0.061,2,46.1,2,0.0,0.0,0.0,0,0,25,16,41,0.0,0,0,0,0
23,5000,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8276,-0.0898,2,47.1,2,0.0,0.0,0.0,0,0,22,21,43,0.0,0,0,0,0
24,5000,3126,3,0,3,5,2.0,1,0,0,0,0,0,0,0,1,1.773,-0.0547,1,48.3,2,0.0,0.0,0.0,0,0,22,21,43,0.0,0,1,0,0
25,5000,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7925,0.0195,1,48.3,2,0.0,0.0,0.0,0,0,25,28,53,0.0,0,0,0,0
26,4999,3195,2,0,2,5,0.48,1,0,0,0,0,0,0,0,3,1.9463,0.1538,1,48.2,2,0.0,0.0,0.0,0,0,25,28,53,0.0,0,0,0,0
27,4999,3048,3,0,3,5,2.0,1,0,0,0,0,0,0,0,3,1.9864,0.0402,1,50.6,2,0.0,0.0,0.0,0,0,31,39,70,0.0,0,1,0,0
28,4999,3035,2,0,2,3,0.0,2,0,0,0,0,0,0,0,3,1.9938,0.0073,2,50.0,2,1.0,1.0,0.0,0,0,36,41,77,0.0,0,0,0,0
29,4999,3076,1,0,1,5,0.8889,1,0,0,0,0,0,0,0,1,1.998,0.0042,2,53.3,2,1.0,1.0,0.0,0,0,39,44,83,0.0,0,0,0,0
30,4999,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9672,-0.0308,2,50.7,2,1.0,1.0,0.0,0,0,44,48,92,0.0,0,0,0,0
31,4998,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9403,-0.0269,1,50.9,2,1.0,1.0,0.0,0,0,39,46,85,0.0,0,0,0,0
32,4997,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9629,0.0226,1,51.5,2,1.0,1.0,0.0,0,0,36,43,79,0.0,0,0,0,0
33,4997,3176,2,0,2,5,1.1111,1,0,0,0,0,0,0,0,3,1.8881,-0.0748,1,50.7,2,1.0,1.0,0.0,0,0,26,29,55,0.0,0,0,0,0
34,4997,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8838,-0.0043,1,52.2,2,1.0,1.0,0.0,0,0,30,38,68,0.0,0,0,0,0
35,4993,3101,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.929,0.0452,1,52.8,2,1.0,1.0,0.0,0,0,25,30,55,0.0,0,0,0,0
36,4993,3070,1,0,1,5,0.1667,1,0,0,0,0,0,0,0,3,1.9443,0.0154,1,52.5,2,1.0,1.0,0.0,0,0,28,33,61,0.0,0,0,0,0
37,4992,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.975,0.0307,2,52.5,2,1.0,1.0,0.0,0,0,25,31,56,0.0,0,0,0,0
38,4989,3085,1,0,1,3,0.381,1,0,0,0,0,0,0,0,3,1.9764,0.0014,1,53.6,2,1.0,1.0,0.0,0,0,19,30,49,0.0,0,0,0,0
39,4986,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9742,-0.0022,1,52.8,1,0.0,0.0,0.0,0,0,18,29,47,0.0,0,0,0,0
40,4985,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9259,-0.0483,1,53.2,1,0.0,0.0,0.0,0,0,13,25,38,0.0,0,0,0,0
41,4985,3198,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,3,1.9561,0.0302,1,53.6,1,0.0,0.0,0.0,0,0,13,25,38,0.0,0,0,0,0
42,4984,3015,4,0,4,5,1.3333,1,0,0,0,0,0,0,0,1,1.9626,0.0065,1,54.1,1,0.0,0.0,0.0,0,0,14,27,41,0.0,0,0,0,0
43,4983,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8498,-0.1128,2,53.6,1,0.0,0.0,0.0,0,0,21,34,55,0.0,0,0,0,0
44,4983,3052,2,0,2,5,0.9,1,0,0,0,0,0,0,0,1,1.9542,0.1044,1,53.8,1,0.0,0.0,0.0,0,0,17,25,42,0.0,0,0,0,0
45,4982,3027,3,0,3,5,1.3333,1,0,0,0,0,0,0,0,3,1.9411,-0.0131,1,56.0,1,0.0,0.0,0.0,0,0,18,31,49,0.0,0,0,0,0
46,4982,3160,2,0,2,5,0.9,2,0,0,0,0,0,0,0,3,1.9367,-0.0044,2,55.7,2,0.0,0.0,0.0,0,0,20,35,55,0.0,0,0,0,0
47,4982,3023,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,1,1.9255,-0.0112,2,52.4,2,0.0,0.0,0.0,0,0,19,34,53,0.0,0,0,0,0
48,4982,3023,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9083,-0.0172,2,52.6,2,0.0,0.0,0.0,0,0,20,36,56,0.0,0,0,0,0
49,4979,3068,1,0,1,5,0.96,1,0,0,0,0,0,0,0,1,1.9845,0.0762,2,52.0,2,0.0,0.0,0.0,0,0,21,35,56,0.0,0,0,0,0
50,4979,3068,1,0,1,4,1.2,1,0,0,0,0,0,0,0,1,1.9533,-0.0312,2,51.3,2,0.0,0.0,0.0,0,0,22,39,61,0.0,0,0,0,0
51,4978,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9512,-0.0021,2,46.4,2,0.0,0.0,0.0,0,0,24,42,66,0.0,0,0,0,0
52,4978,3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967,0.0157,1,48.5,2,0.0,0.0,0.0,0,0,23,40,63,0.0,0,0,0,0
53,4977,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8631,-0.1039,1,45.1,2,0.0,0.0,0.0,0,0,20,37,57,0.0,0,0,0,0
54,4975,3001,1,0,1,3,0.2,1,0,0,0,0,0,0,0,0,1.8618,-0.0012,1,48.0,2,0.0,0.0,0.0,0,0,20,37,57,0.0,0,0,0,0
55,4970,3181,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,3,1.8879,0.0261,1,47.8,2,0.0,0.0,0.0,0,0,24,35,59,0.0,0,0,0,0
56,4969,3079,1,0,1,4,0.6,2,0,0,0,0,0,0,0,3,1.685,-0.2029,2,47.9,2,0.0,0.0,0.2,0,0,23,37,60,0.0,0,0,0,0
57,4968,3087,1,0,1,5,1.0,2,0,0,0,0,0,0,0,3,1.7427,0.0578,2,47.5,2,0.0,0.0,0.2571,0,0,18,29,47,0.0,0,0,0,0
58,4967,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8338,0.0911,2,48.9,2,0.0,0.0,0.3,0,0,23,29,52,0.0,0,0,0,0
59,4966,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7697,-0.0641,1,47.6,2,0.0,0.0,0.36,0,0,19,26,45,0.0,0,0,0,0
60,4966,3060,3,0,3,5,1.2,1,0,0,0,0,0,0,0,1,1.8338,0.0641,1,47.1,2,0.0,0.0,0.2571,0,0,18,22,40,0.0,0,0,0,0
61,4964,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9561,0.1223,1,47.1,2,0.0,0.0,0.2571,0,0,25,37,62,0.0,0,0,0,0
62,4964,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.899,-0.057,1,47.6,2,0.0,0.0,0.2571,0,0,25,37,62,0.0,0,0,0,0
63,4963,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9211,0.022,1,48.7,2,0.0,0.0,0.2571,0,0,25,37,62,0.0,0,0,0,0
64,4963,3105,1,0,1,5,0.48,2,0,0,0,0,0,0,0,1,1.9589,0.0378,1,47.7,2,0.0,0.0,0.2571,0,0,25,37,62,0.0,0,0,0,0
65,4961,3075,1,0,1,5,0.0,1,0,0,0,0,0,0,0,1,1.9329,-0.0259,1,47.5,2,0.0,0.0,0.2571,0,0,22,36,58,0.0,0,0,0,0
66,4961,2999,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,1,1.9345,0.0015,2,47.3,2,0.0,0.0,0.2571,0,0,24,34,58,0.0,0,0,0,0
67,4961,3059,1,0,1,3,0.1667,1,0,0,0,0,0,0,0,3,1.8876,-0.0468,2,47.5,2,0.0,0.0,0.0,0,0,23,27,50,0.0,0,0,0,0
68,4959,3008,2,0,2,5,0.9,1,0,0,0,0,0,0,0,3,1.853,-0.0347,2,47.8,2,0.0,0.0,0.0,0,0,17,24,41,0.0,0,0,0,0
69,4958,2991,1,0,1,5,0.8571,1,0,0,0,0,0,0,0,3,1.893,0.0401,2,48.2,2,0.0,0.0,0.0,0,0,19,30,49,0.0,0,0,0,0
70,4958,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9012,0.0081,2,48.7,2,0.0,0.0,0.0,0,0,22,34,56,0.0,0,0,0,0
71,4957,2998,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.8554,-0.0458,1,46.6,2,0.0,0.0,0.0,0,0,20,22,42,0.0,0,0,0,0
72,4956,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8464,-0.0089,1,48.0,2,0.0,0.0,0.0,0,0,22,22,44,0.0,0,0,0,0
73,4955,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8355,-0.0109,1,47.8,2,0.0,0.0,0.0,0,0,22,22,44,0.0,0,0,0,0
74,4952,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8594,0.0238,1,48.1,2,0.0,0.0,0.0,0,0,22,22,44,0.0,0,0,0,0
75,4951,3035,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9603,0.101,1,46.9,1,0.0,0.0,0.0,0,0,15,16,31,0.0,0,0,0,0
76,4951,3068,1,0,1,5,0.6857,1,0,0,0,0,0,0,0,3,1.97,0.0096,1,46.6,1,0.0,0.0,0.0,0,0,15,22,37,0.0,0,0,0,0
77,4950,3037,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9938,0.0238,2,47.6,1,0.0,0.0,0.0,0,0,17,21,38,0.0,0,0,0,0
78,4950,3045,4,0,4,5,2.0,2,0,0,0,0,0,0,0,3,1.998,0.0042,2,46.1,2,0.0,0.0,0.2424,0,0,19,21,40,0.0,0,1,0,0
79,4947,3128,2,0,2,5,0.25,1,0,0,0,0,0,0,0,3,1.9907,-0.0073,2,48.0,2,0.0,0.0,0.2424,0,0,29,27,56,0.0,0,0,0,0
80,4946,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9821,-0.0086,2,48.2,2,0.0,0.0,0.2667,0,0,29,28,57,0.0,0,0,0,0
81,4946,3129,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9592,-0.0229,1,46.8,2,0.0,0.0,0.2424,0,0,29,28,57,0.0,0,1,0,0
82,4946,2940,2,0,2,5,0.4,1,0,0,0,0,0,0,0,2,1.9326,-0.0267,1,47.5,2,0.0,0.0,0.2222,0,0,28,28,56,0.0,0,0,0,0
83,4946,2949,2,0,2,5,0.0,1,0,0,0,0,0,0,0,3,1.9305,-0.002,2,47.6,2,0.0,0.0,0.1905,0,0,30,28,58,0.0,0,0,0,0
84,4946,3074,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9168,-0.0137,2,48.6,2,0.0,0.0,0.1667,0,0,34,37,71,0.0,0,0,0,0
85,4943,3078,1,0,1,5,1.0667,2,0,0,0,0,0,0,0,3,1.9527,0.0359,2,46.4,2,0.0,0.0,0.1667,0,0,40,42,82,0.0,0,0,0,0
86,4942,2984,1,0,1,5,0.4571,2,0,0,0,0,0,0,0,1,1.9705,0.0177,2,48.7,2,0.0,0.0,0.1905,0,0,36,39,75,0.0,0,0,0,0
87,4940,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9566,-0.0138,2,46.8,2,0.0,0.0,0.2051,0,0,35,40,75,0.0,0,0,0,0
88,4937,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9592,0.0025,1,48.8,2,0.0,0.0,0.2051,0,0,35,40,75,0.0,0,0,0,0
89,4932,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9562,-0.003,1,47.8,2,0.0,0.0,0.0,0,0,19,26,45,0.0,0,0,0,0
90,4932,2963,2,0,2,5,0.5333,1,0,0,0,0,0,0,0,1,1.9258,-0.0304,1,47.0,2,0.0,0.0,0.0,0,0,16,21,37,0.0,0,0,0,0
91,4932,3066,1,0,1,5,0.0,1,0,0,0,0,0,0,0,1,1.8129,-0.1129,1,46.5,2,0.0,0.0,0.0,0,0,20,26,46,0.0,0,0,0,0
92,4931,3046,2,0,2,3,1.3333,1,0,0,0,0,0,0,0,1,1.9261,0.1132,2,46.8,2,0.0,0.0,0.0,0,0,23,33,56,0.0,0,0,0,0
93,4929,3043,2,0,2,5,1.0,1,0,0,0,0,0,0,0,3,1.9966,0.0705,2,48.6,2,0.0,0.0,0.0,0,0,22,35,57,0.0,0,0,0,0
94,4928,3025,1,0,1,4,0.8571,1,0,0,0,0,0,0,0,3,1.9457,-0.0509,2,47.2,2,0.0,0.0,0.0,0,0,25,33,58,0.0,0,0,0,0
95,4927,3061,1,0,1,4,1.1429,1,0,0,0,0,0,0,0,3,1.9007,-0.045,2,47.6,2,0.0,0.0,0.0,0,0,26,37,63,0.0,0,0,0,0
96,4927,3042,2,0,2,5,0.32,1,0,0,0,0,0,0,0,3,1.7852,-0.1154,2,48.1,2,0.0,0.0,0.0,0,0,28,39,67,0.0,0,0,0,0
97,4927,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3527,-0.4325,2,47.3,1,0.0,0.0,0.0,0,0,25,36,61,0.0,0,0,0,0
98,4925,3059,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.0141,-0.3386,1,48.7,1,0.0,0.0,0.0,0,0,25,36,61,0.0,0,0,0,0
99,4925,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6344,0.6203,1,46.5,1,0.0,0.0,0.0,0,0,30,39,69,0.0,0,0,0,0
100,4924,3019,1,0,1,6,0.1905,1,0,0,0,0,0,0,0,3,1.8069,0.1725,1,48.1,1,0.0,0.0,0.0,0,0,30,39,69,0.0,0,0,0,0
101,4923,3088,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.8464,0.0395,1,47.7,1,0.0,0.0,0.0,0,0,30,37,67,0.0,0,0,0,0
102,4921,3040,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,3,1.8934,0.0469,2,47.8,1,0.0,0.0,0.0,0,0,30,30,60,0.0,0,0,0,0
103,4920,2878,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.8968,0.0034,2,47.9,1,0.0,0.0,0.0,0,0,32,31,63,0.0,0,0,0,0
104,4919,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9319,0.0351,2,46.1,1,0.0,0.0,0.0,0,0,27,27,54,0.0,0,0,0,0
105,4913,2950,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.9656,0.0337,1,48.2,1,0.0,0.0,0.0,0,0,25,22,47,0.0,0,0,0,0
106,4911,2919,1,0,1,4,0.6,2,0,0,0,0,0,0,0,3,1.9438,-0.0218,1,46.1,2,0.0,0.0,0.0,0,0,26,25,51,0.0,0,0,0,0
107,4910,3137,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,3,1.8411,-0.1026,2,47.3,2,0.0,0.0,0.0,0,0,25,21,46,0.0,0,0,0,0
108,4907,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7994,-0.0417,2,47.1,2,0.0,0.0,0.0,0,0,27,27,54,0.0,0,0,0,0
109,4906,3078,2,0,2,5,0.48,1,0,0,0,0,0,0,0,3,1.7685,-0.0309,1,49.1,2,0.0,0.0,0.0,0,0,22,24,46,0.0,0,0,0,0
110,4902,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8418,0.0733,1,46.4,2,0.0,0.0,0.0,0,0,29,28,57,0.0,0,0,0,0
111,4896,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9032,0.0614,1,45.4,2,0.0,0.0,0.0,0,0,25,25,50,0.0,0,0,0,0
112,4894,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8788,-0.0244,1,48.7,2,0.0,0.0,0.0,0,0,21,25,46,0.0,0,0,0,0
113,4894,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8953,0.0165,1,47.3,2,0.0,0.0,0.0,0,0,18,22,40,0.0,0,0,0,0
114,4893,2984,2,0,2,5,0.9143,2,0,0,0,0,0,0,0,3,1.8925,-0.0029,1,48.8,2,0.0,0.0,0.0,0,0,16,19,35,0.0,0,0,0,0
115,4891,3062,2,0,2,5,0.5,1,0,0,0,0,0,0,0,1,1.8647,-0.0278,1,46.5,2,0.0,0.0,0.0,0,0,20,28,48,0.0,0,0,0,0
116,4889,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9231,0.0584,2,48.0,2,0.0,0.0,0.0,0,0,25,28,53,0.0,0,0,0,0
117,4888,3008,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,1,1.9465,0.0234,1,47.0,2,0.0,0.0,0.0,0,0,19,22,41,0.0,0,0,0,0
118,4888,3057,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9167,-0.0298,1,46.9,2,0.0,0.0,0.0,0,0,21,20,41,0.0,0,0,0,0
119,4888,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.906,-0.0107,2,47.4,2,0.0,0.0,0.0,0,0,22,23,45,0.0,0,0,0,0
120,4888,3061,2,0,2,5,1.2,1,0,0,0,0,0,0,0,1,1.9068,0.0008,1,45.5,2,0.0,0.0,0.0,0,0,20,20,40,0.0,0,0,0,0
121,4887,2982,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.966,0.0592,1,48.1,2,0.0,0.0,0.0,0,0,22,25,47,0.0,0,0,0,0
122,4885,2945,1,0,1,5,0.3429,1,0,0,0,0,0,0,0,1,1.9362,-0.0298,2,45.9,2,0.0,0.0,0.0,0,0,22,26,48,0.0,0,0,0,0
123,4884,2951,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.8752,-0.061,2,47.5,2,0.0,0.0,0.0,0,0,25,30,55,0.0,0,0,0,0
124,4881,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8739,-0.0013,2,47.1,2,0.0,0.0,0.0,0,0,26,32,58,0.0,0,0,0,0
125,4881,2973,1,0,1,5,0.3,1,0,0,0,0,0,0,0,1,1.8829,0.0089,1,47.2,1,0.0,0.0,0.0,0,0,17,22,39,0.0,0,0,0,0
126,4881,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.871,-0.0118,1,47.6,1,0.0,0.0,0.0,0,0,13,21,34,0.0,0,0,0,0
127,4881,2976,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.944,0.073,1,46.9,1,0.0,0.0,0.0,0,0,13,21,34,0.0,0,0,0,0
128,4877,2971,2,0,2,4,1.3333,1,0,0,0,0,0,0,0,1,1.9749,0.0309,1,48.2,1,0.0,0.0,0.0,0,0,11,19,30,0.0,0,0,0,0
129,4877,2981,1,0,1,5,1.28,2,0,0,0,0,0,0,0,3,1.8479,-0.127,2,46.3,2,0.0,0.0,0.0,0,0,11,19,30,0.0,0,0,0,0
130,4874,2955,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.8628,0.015,2,47.3,2,0.0,0.0,0.0,0,0,13,22,35,0.0,0,0,0,0
131,4872,3117,2,0,2,5,0.8889,1,0,0,0,0,0,0,0,3,1.9347,0.0719,2,46.3,2,0.0,0.0,0.0,0,0,16,20,36,0.0,0,0,0,0
132,4871,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7465,-0.1882,2,45.9,2,0.0,0.0,0.0,0,0,18,29,47,0.0,0,0,0,0
133,4871,2917,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.9037,0.1572,1,47.4,2,0.0,0.0,0.0,0,0,15,25,40,0.0,0,1,0,0
134,4869,3013,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,1,1.9367,0.033,1,46.3,2,0.0,0.0,0.0,0,0,15,25,40,0.0,0,0,0,0
135,4866,3126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.97,0.0332,2,46.6,2,0.0,0.0,0.0,0,0,16,27,43,0.0,0,0,0,0
136,4865,2986,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.997,0.027,1,46.4,2,0.0,0.0,0.0,0,0,14,25,39,0.0,0,0,0,0
137,4864,3017,5,0,5,5,1.5,2,0,0,0,0,0,0,0,3,1.9853,-0.0117,1,48.0,2,0.0,0.0,0.0,0,0,18,26,44,0.0,0,1,0,0
138,4864,2961,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,3,1.9717,-0.0136,2,46.1,2,0.0,0.0,0.0,0,0,27,35,62,0.0,0,0,0,0
139,4864,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9907,0.019,2,47.3,2,0.0,0.0,0.0,0,0,31,38,69,0.0,0,0,0,0
140,4863,3051,2,0,2,5,0.2667,1,0,0,0,0,0,0,0,3,1.9955,0.0048,1,46.2,2,0.0,0.0,0.0,0,0,28,33,61,0.0,0,0,0,0
141,4863,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9266,-0.0689,1,47.1,2,0.0,0.0,0.0,0,0,30,41,71,0.0,0,0,0,0
142,4862,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9018,-0.0249,1,46.3,2,0.0,0.0,0.0,0,0,28,31,59,0.0,0,0,0,0
143,4860,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9082,0.0065,1,46.3,2,0.0,0.0,0.0,0,0,28,31,59,0.0,0,0,0,0
144,4858,3017,2,0,2,5,0.9143,1,0,0,0,0,0,0,0,1,1.9495,0.0412,1,47.5,2,0.0,0.0,0.0,0,0,27,29,56,0.0,0,0,0,0
145,4855,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9505,0.001,1,45.5,2,0.0,0.0,0.0,0,0,29,35,64,0.0,0,0,0,0
146,4851,2853,3,0,3,5,0.5333,1,0,0,0,0,0,0,0,3,1.9486,-0.0019,1,47.0,2,0.0,0.0,0.0,0,0,29,35,64,0.0,0,0,0,0
147,4850,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9687,0.0201,1,47.3,2,0.0,0.0,0.0,0,0,31,39,70,0.0,0,0,0,0
148,4848,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9532,-0.0155,1,47.3,1,0.0,0.0,0.0,0,0,16,27,43,0.0,0,0,0,0
149,4844,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8512,-0.1019,1,46.9,1,0.0,0.0,0.0,0,0,11,21,32,0.0,0,0,0,0
