window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
56,4985,3051,1,0,1,5,0.0,1,0,0,0,0,0,0,0,1,1.9871,0.0135,2,48.1,2,0.0,0.0,0.0,0,0,31,29,60,0.0,0,0,0,0
57,4982,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,-0.0086,2,47.3,1,0.0,0.0,0.0,0,0,22,22,44,0.0,0,0,0,0
58,4982,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9877,0.0092,1,48.8,1,0.0,0.0,0.0,0,0,22,22,44,0.0,0,0,0,0
59,4978,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9877,0.0,1,47.6,1,0.0,0.0,0.0,0,0,22,22,44,0.0,0,0,0,0
60,4974,3089,2,0,2,6,2.0,1,0,0,0,0,0,0,0,3,1.9926,0.0049,1,47.3,1,0.0,0.0,0.0,0,0,19,18,37,0.0,0,1,0,0
61,4968,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9899,-0.0027,1,47.8,1,0.0,0.0,0.0,0,0,23,26,49,0.0,0,0,0,0
62,4964,3044,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9919,0.002,1,47.6,1,0.0,0.0,0.0,0,0,20,23,43,0.0,0,0,0,0
63,4961,3015,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,3,1.9941,0.0022,1,48.8,1,0.0,0.0,0.0,0,0,17,21,38,0.0,0,0,0,0
64,4961,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9884,-0.0057,2,47.7,1,0.0,0.0,0.0,0,0,13,21,34,0.0,0,0,0,0
65,4958,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9794,-0.0091,1,48.8,1,0.0,0.0,0.0,0,0,10,18,28,0.0,0,0,0,0
66,4958,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8741,-0.1052,1,46.1,1,0.0,0.0,0.0,0,0,8,16,24,0.0,0,0,0,0
67,4955,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8783,0.0042,1,47.3,1,0.0,0.0,0.0,0,0,8,16,24,0.0,0,0,0,0
68,4955,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.712,-0.1663,1,48.2,1,0.0,0.0,0.0,0,0,8,16,24,0.0,0,0,0,0
69,4954,2970,1,0,1,5,0.4,1,0,0,0,0,0,0,0,1,1.8911,0.1791,1,47.8,1,0.0,0.0,0.0,0,0,8,16,24,0.0,0,0,0,0
70,4954,3030,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9501,0.059,1,49.1,1,0.0,0.0,0.0,0,0,10,20,30,0.0,0,0,0,0
71,4954,3023,1,0,1,5,0.48,1,0,0,0,0,0,0,0,3,1.9852,0.0352,2,46.4,1,0.0,0.0,0.0,0,0,7,15,22,0.0,0,0,0,0
72,4954,3006,1,0,1,5,0.2667,2,0,0,0,0,0,0,0,3,1.8449,-0.1403,2,49.2,2,0.0,0.0,0.0,0,0,9,18,27,0.0,0,0,0,0
73,4954,3067,1,0,1,5,0.2667,1,0,0,0,0,0,0,0,3,1.9134,0.0685,2,46.5,2,0.0,0.0,0.0,0,0,12,21,33,0.0,0,0,0,0
74,4954,3043,3,0,3,5,1.0667,3,0,0,0,0,0,0,0,1,1.9363,0.0229,2,48.3,3,0.0,0.0,0.0,0,0,14,19,33,0.0,1,0,0,1
75,4952,2960,1,0,1,5,0.2667,1,0,0,0,0,0,0,0,3,1.9612,0.025,2,47.3,3,0.0,0.0,0.0,0,0,23,29,52,0.0,0,0,0,1
76,4952,3107,1,0,1,3,0.5,2,0,0,0,0,0,0,0,3,1.933,-0.0282,2,45.9,3,0.0,0.0,0.0,0,0,28,33,61,0.0,0,0,0,1
77,4949,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9057,-0.0273,2,48.4,3,0.0,0.0,0.0,0,0,30,35,65,0.0,0,0,0,1
78,4949,3142,1,0,1,5,0.2,1,0,0,0,0,0,0,0,3,1.9592,0.0536,1,45.6,3,0.0,0.0,0.0,0,0,30,35,65,0.0,0,0,0,1
79,4949,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9457,-0.0135,1,48.7,3,0.0,0.0,0.0,0,0,32,35,67,0.0,0,0,0,1
80,4949,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9837,0.0379,1,47.6,3,0.0,0.0,0.0,0,0,30,31,61,0.0,0,0,0,1
81,4945,3005,1,0,1,5,0.72,2,0,0,0,0,0,0,0,1,1.9837,0.0,1,48.0,3,0.0,0.0,0.0,0,0,29,28,57,0.0,0,0,0,1
82,4942,2988,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9634,-0.0202,1,46.2,3,0.0,0.0,0.0,0,0,29,28,57,0.0,0,0,0,1
83,4938,2963,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.9424,-0.0211,2,47.4,3,0.0,0.0,0.0,0,0,36,33,69,0.0,0,0,0,1
84,4936,2989,2,0,2,5,1.5,1,0,0,0,0,0,0,0,1,1.9668,0.0244,2,48.5,3,0.0,0.0,0.0,0,0,37,31,68,0.0,0,1,0,1
85,4933,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9436,-0.0232,2,45.8,2,0.0,0.0,0.0,0,0,30,26,56,0.0,0,0,0,0
86,4929,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9424,-0.0013,1,49.0,2,0.0,0.0,0.0,0,0,25,22,47,0.0,0,0,0,0
87,4928,2977,2,0,2,5,0.8889,2,0,0,0,0,0,0,0,1,1.9936,0.0512,1,46.6,2,0.0,0.0,0.0,0,0,19,13,32,0.0,0,0,0,0
88,4926,3062,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9733,-0.0203,1,48.0,2,0.0,0.0,0.0,0,0,28,23,51,0.0,0,0,0,0
89,4924,3034,2,0,2,5,0.0,1,0,0,0,0,0,0,0,3,1.9042,-0.0691,2,48.4,2,0.0,0.0,0.0,0,0,29,26,55,0.0,0,0,0,0
90,4921,2976,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9266,0.0224,2,47.0,2,0.0,0.0,0.0,0,0,33,28,61,0.0,0,0,0,0
91,4919,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9408,0.0142,2,46.6,2,0.0,0.0,0.0,0,0,33,29,62,0.0,0,0,0,0
92,4912,3117,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.9775,0.0367,1,47.2,2,0.0,0.0,0.0,0,0,29,26,55,0.0,0,0,0,0
93,4910,3025,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.9824,0.0049,1,48.3,2,0.0,0.0,0.0,0,0,22,21,43,0.0,0,0,0,0
94,4906,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9958,0.0133,2,47.0,2,0.0,0.0,0.0,0,0,26,27,53,0.0,0,0,0,0
95,4903,2979,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9952,-0.0005,1,47.9,2,0.0,0.0,0.0,0,0,22,23,45,0.0,0,0,0,0
96,4901,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992,-0.0032,1,47.7,2,0.0,0.0,0.0,0,0,22,23,45,0.0,0,0,0,0
97,4901,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9699,-0.0221,1,47.4,2,0.0,0.0,0.0,0,0,22,23,45,0.0,0,0,0,0
98,4899,2979,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,3,1.9816,0.0117,1,48.5,1,0.0,0.0,0.0,0,0,9,12,21,0.0,0,0,0,0
99,4898,3011,3,0,3,5,1.2,1,0,0,0,0,0,0,0,1,1.9913,0.0097,1,47.3,1,0.0,0.0,0.0,0,0,8,12,20,0.0,0,0,0,0
100,4898,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9785,-0.0128,2,47.5,1,0.0,0.0,0.0,0,0,12,15,27,0.0,0,0,0,0
101,4897,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9587,-0.0198,1,47.7,1,0.0,0.0,0.0,0,0,12,14,26,0.0,0,0,0,0
102,4896,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9461,-0.0126,1,47.9,1,0.0,0.0,0.0,0,0,12,14,26,0.0,0,0,0,0
103,4894,2952,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.8589,-0.0872,1,47.7,1,0.0,0.0,0.0,0,0,12,14,26,0.0,0,0,0,0
104,4892,3016,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.8748,0.0159,1,46.2,1,0.0,0.0,0.0,0,0,10,10,20,0.0,0,0,0,0
105,4891,3060,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.7958,-0.079,2,48.3,1,0.0,0.0,0.0,0,0,13,19,32,0.0,0,1,0,0
106,4886,3005,2,0,2,5,1.0,1,0,0,0,0,0,0,0,3,1.7901,-0.0058,2,46.0,1,0.0,0.0,0.0,0,0,15,21,36,0.0,0,0,0,0
107,4886,3077,2,0,2,3,0.3333,1,0,0,0,0,0,0,0,3,1.8366,0.0466,2,47.3,1,0.0,0.0,0.0,0,0,29,28,57,0.0,0,0,0,0
108,4885,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7912,-0.0455,2,47.0,1,0.0,0.0,0.0,0,0,31,32,63,0.0,0,0,0,0
109,4883,3033,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.8228,0.0316,1,48.7,1,0.0,0.0,0.0,0,0,31,29,60,0.0,0,1,0,0
110,4881,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8908,0.068,1,46.2,1,0.0,0.0,0.0,0,0,23,28,51,0.0,0,0,0,0
111,4881,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7424,-0.1484,1,47.1,1,0.0,0.0,0.0,0,0,23,28,51,0.0,0,0,0,0
112,4880,3023,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9305,0.1881,1,47.1,1,0.0,0.0,0.0,0,0,23,28,51,0.0,0,0,0,0
113,4879,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9727,0.0422,1,47.1,1,0.0,0.0,0.0,0,0,27,30,57,0.0,0,0,0,0
114,4879,3002,1,0,1,5,0.5143,1,0,0,0,0,0,0,0,1,1.9728,0.0001,1,48.2,1,0.0,0.0,0.0,0,0,25,28,53,0.0,0,0,0,0
115,4879,3087,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,1,1.9839,0.0111,1,46.0,1,0.0,0.0,0.0,0,0,23,25,48,0.0,0,0,0,0
116,4879,2896,1,0,1,5,0.0,1,0,0,0,0,0,0,0,0,1.9597,-0.0242,2,48.3,1,0.0,0.0,0.0,0,0,24,24,48,0.0,0,0,0,0
117,4877,2988,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.7713,-0.1885,2,47.0,1,0.0,0.0,0.0,0,0,11,21,32,0.0,0,0,0,0
118,4877,2996,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.7922,0.0209,2,47.7,1,0.0,0.0,0.0,0,0,10,17,27,0.0,0,0,0,0
119,4874,2949,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.7922,0.0,2,46.7,1,0.0,0.0,0.0,0,0,12,21,33,0.0,0,0,0,0
120,4873,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9671,0.1749,2,45.3,1,0.0,0.0,0.0,0,0,13,18,31,0.0,0,0,0,0
121,4873,3053,2,0,2,5,0.6,1,0,0,0,0,0,0,0,1,1.9737,0.0066,1,47.8,1,0.0,0.0,0.0,0,0,13,18,31,0.0,0,0,0,0
122,4871,2976,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.982,0.0083,1,45.9,1,0.0,0.0,0.0,0,0,18,20,38,0.0,0,0,0,0
123,4869,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9784,-0.0036,2,47.7,1,0.0,0.0,0.0,0,0,15,19,34,0.0,0,0,0,0
124,4868,3098,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9507,-0.0277,1,47.2,1,0.0,0.0,0.0,0,0,15,19,34,0.0,0,0,0,0
125,4868,3035,3,0,3,5,1.2,1,0,0,0,0,0,0,0,3,1.9797,0.029,1,47.5,1,0.0,0.0,0.0,0,0,16,13,29,0.0,0,0,0,0
126,4868,2925,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.976,-0.0038,2,47.2,1,0.0,0.0,0.0,0,0,17,21,38,0.0,0,0,0,0
127,4868,3058,1,0,1,4,0.75,1,0,0,0,0,0,0,0,1,1.9612,-0.0147,2,46.8,1,0.0,0.0,0.0,0,0,19,18,37,0.0,0,0,0,0
128,4865,3014,2,0,2,5,0.2857,1,0,0,0,0,0,0,0,1,1.8769,-0.0843,2,47.4,1,0.0,0.0,0.0,0,0,18,22,40,0.0,0,0,0,0
129,4864,3011,2,0,2,5,0.8,2,0,0,0,0,0,0,0,1,1.8735,-0.0034,2,46.2,2,0.0,0.0,0.0,0,0,27,24,51,0.0,0,0,0,0
130,4861,2937,1,0,1,5,0.4,1,0,0,0,0,0,0,0,2,1.8838,0.0103,2,47.7,2,0.0,0.0,0.0,0,0,30,24,54,0.0,0,0,0,0
131,4860,2903,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9467,0.0629,2,46.1,2,0.0,0.0,0.0,0,0,33,25,58,0.0,0,0,0,0
132,4857,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.981,0.0343,2,47.8,2,0.0,0.0,0.0,0,0,31,23,54,0.0,0,0,0,0
133,4857,3041,1,0,1,3,0.4,1,0,0,0,0,0,0,0,3,1.99,0.009,1,46.1,2,0.0,0.0,0.0,0,0,30,22,52,0.0,0,0,0,0
134,4854,2906,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.9911,0.0011,1,47.2,2,0.0,0.0,0.0,0,0,32,25,57,0.0,0,0,0,0
135,4851,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9875,-0.0036,2,45.8,2,0.0,0.0,0.0,0,0,33,28,61,0.0,0,0,0,0
136,4848,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.962,-0.0254,1,46.9,2,0.0,0.0,0.0,0,0,29,19,48,0.0,0,0,0,0
137,4844,2968,1,0,1,4,0.4,1,0,0,0,0,0,0,0,3,1.976,0.0139,1,45.8,2,0.0,0.0,0.0,0,0,26,18,44,0.0,0,0,0,0
138,4842,2972,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9701,-0.0058,1,47.4,2,0.0,0.0,0.0,0,0,26,19,45,0.0,0,0,0,0
139,4840,3015,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.977,0.0068,2,46.1,2,0.0,0.0,0.0,0,0,18,15,33,0.0,0,0,0,0
140,4836,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9919,0.0149,2,46.3,1,0.0,0.0,0.0,0,0,14,19,33,0.0,0,0,0,0
141,4833,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9957,0.0039,1,47.1,1,0.0,0.0,0.0,0,0,11,18,29,0.0,0,0,0,0
142,4828,3023,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9585,-0.0373,1,46.1,1,0.0,0.0,0.0,0,0,8,18,26,0.0,0,1,0,0
143,4827,3043,1,0,1,4,1.6,1,0,0,0,0,0,0,0,3,1.9267,-0.0317,1,47.3,1,0.0,0.0,0.0,0,0,11,21,32,0.0,0,1,0,0
144,4827,3040,1,0,1,5,0.4,1,0,0,0,0,0,0,0,1,1.9401,0.0133,2,46.4,1,0.0,0.0,0.0,0,0,12,20,32,0.0,0,0,0,0
145,4825,2956,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,2,1.9874,0.0474,2,47.4,1,0.0,0.0,0.0,0,0,15,21,36,0.0,0,0,0,0
146,4823,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9762,-0.0112,2,45.2,1,0.0,0.0,0.0,0,0,18,24,42,0.0,0,0,0,0
147,4815,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9748,-0.0013,1,47.3,1,0.0,0.0,0.0,0,0,18,24,42,0.0,0,0,0,0
148,4813,2928,3,0,3,5,0.6667,2,0,0,0,0,0,0,0,1,1.9798,0.0049,1,46.4,2,0.0,0.0,0.0,0,0,18,24,42,0.0,0,0,0,0
149,4810,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9342,-0.0456,1,46.9,2,0.0,0.0,0.0,0,0,21,24,45,0.0,0,0,0,0
150,4805,2923,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9761,0.0419,1,46.2,2,0.0,0.0,0.0,0,0,19,19,38,0.0,0,1,0,0
