window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
12,5000,3031,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.9925,-0.0033,1,37.8,2,0.0,0.0,0.0,0,0,16,31,47,0.0,0,0,0,0
13,5000,3136,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.9825,-0.0101,1,39.8,2,0.0,0.0,0.0,0,0,12,25,37,0.0,0,0,0,0
14,5000,3122,1,0,1,4,0.3333,1,0,0,0,0,0,0,0,1,1.9578,-0.0247,2,41.2,2,0.0,0.0,0.0,0,0,12,22,34,0.0,0,0,0,0
15,5000,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9067,-0.0511,2,41.8,2,0.0,0.0,0.0,0,0,11,23,34,0.0,0,0,0,0
16,5000,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8458,-0.0609,1,41.8,2,0.0,0.0,0.0,0,0,11,23,34,0.0,0,0,0,0
17,5000,3066,1,0,1,3,0.0,1,0,0,0,0,0,0,0,0,1.9492,0.1034,1,43.7,1,0.0,0.0,0.0,0,0,9,15,24,0.0,0,0,0,0
18,5000,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9585,0.0093,1,44.0,1,0.0,0.0,0.0,0,0,10,17,27,0.0,0,0,0,0
19,5000,3009,2,0,2,4,1.0,1,0,0,0,0,0,0,0,1,1.9839,0.0254,1,44.7,1,0.0,0.0,0.0,0,0,10,17,27,0.0,0,0,0,0
20,5000,2992,2,0,2,4,0.75,1,0,0,0,0,0,0,0,1,1.9075,-0.0764,1,45.8,1,0.0,0.0,0.0,0,0,13,21,34,0.0,0,0,0,0
21,5000,3158,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.8801,-0.0274,2,46.9,1,0.0,0.0,0.0,0,0,15,18,33,0.0,0,0,0,0
22,5000,3080,2,0,2,5,1.6,2,0,0,0,0,0,0,0,3,1.8727,-0.0074,2,47.0,2,0.0,0.0,0.0,0,0,16,19,35,0.0,0,1,0,0
23,5000,3092,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9332,0.0605,2,46.8,2,0.0,0.0,0.0,0,0,21,21,42,0.0,0,0,0,0
24,5000,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9219,-0.0113,2,47.7,2,0.0,0.0,0.0,0,0,22,24,46,0.0,0,0,0,0
25,5000,3072,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.8609,-0.0611,1,47.4,2,0.0,0.0,0.0,0,0,20,20,40,0.0,0,0,0,0
26,5000,3186,2,0,2,5,2.0,2,0,0,0,0,0,0,0,3,1.9809,0.12,1,48.4,2,0.0,0.0,0.0,0,0,20,22,42,0.0,0,1,0,0
27,5000,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9316,-0.0493,2,51.4,2,0.0,0.0,0.0,0,0,22,25,47,0.0,0,0,0,0
28,5000,3084,1,0,1,3,0.8,1,0,0,0,0,0,0,0,3,1.9576,0.026,1,49.2,2,0.0,0.0,0.0,0,0,21,21,42,0.0,0,0,0,0
29,4999,3098,3,0,3,5,0.8,1,0,0,0,0,0,0,0,3,1.9542,-0.0034,1,53.2,2,0.0,0.0,0.0,0,0,26,21,47,0.0,0,0,0,0
30,4998,3098,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9822,0.028,2,52.2,2,0.0,0.0,0.0,0,0,28,24,52,0.0,0,0,0,0
31,4998,2982,3,0,3,5,0.8,2,0,0,0,0,0,0,0,1,1.97,-0.0123,1,50.7,2,0.0,0.0,0.0,0,0,23,20,43,0.0,0,0,0,0
32,4997,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.948,-0.022,1,51.6,2,0.0,0.0,0.0,0,0,28,28,56,0.0,0,0,0,0
33,4997,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9315,-0.0165,1,49.1,2,0.0,0.0,0.0,0,0,19,23,42,0.0,0,0,0,0
34,4995,2936,1,0,1,4,1.5,3,0,0,0,0,0,0,0,3,1.9094,-0.0222,1,52.5,3,0.0,0.0,0.0,0,0,19,23,42,0.0,1,1,1,1
35,4995,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8683,-0.0411,1,52.8,3,0.0,0.0,0.0,0,0,19,27,46,0.0,0,0,0,1
36,4993,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8512,-0.017,1,53.5,3,0.0,0.0,0.0,0,0,19,27,46,0.0,0,0,0,1
37,4993,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8775,0.0262,1,52.6,3,0.0,0.0,0.0,0,0,14,21,35,0.0,0,0,0,1
38,4992,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9075,0.03,1,53.5,3,0.0,0.0,0.0,0,0,14,21,35,0.0,0,0,0,1
39,4987,3113,1,0,1,5,0.9143,1,0,0,0,0,0,0,0,3,1.9175,0.0099,1,52.1,3,0.0,0.0,0.0,0,0,14,21,35,0.0,0,0,0,1
40,4983,2933,1,0,1,5,0.4,1,0,0,0,0,0,0,0,1,1.7835,-0.134,1,53.2,3,0.0,0.0,0.0,0,0,13,20,33,0.0,0,0,0,1
41,4982,3069,2,0,2,4,1.125,1,0,0,0,0,0,0,0,1,1.8765,0.093,2,54.2,3,0.0,0.0,0.0,0,0,16,23,39,0.0,0,0,0,1
42,4979,3226,4,0,4,5,0.8,4,0,0,0,0,0,0,0,1,1.8132,-0.0633,2,54.5,4,0.0,0.0,0.0,0,0,14,18,32,0.0,1,0,0,1
43,4979,3071,3,0,3,5,1.0,1,0,0,0,0,0,0,0,3,1.744,-0.0692,2,53.0,4,0.0,0.0,0.0,0,0,25,26,51,0.0,0,0,0,1
44,4974,3053,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.8837,0.1396,2,53.1,4,0.0,0.0,0.0,0,0,33,35,68,0.0,0,0,0,1
45,4972,3076,1,0,1,4,1.0,2,0,0,0,0,0,0,0,3,1.9092,0.0256,2,55.8,4,0.0,0.0,0.0,0,0,37,37,74,0.0,0,0,0,1
46,4968,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8889,-0.0203,2,55.5,4,0.0,0.0,0.0,0,0,38,39,77,0.0,0,0,0,1
47,4965,3126,1,0,1,3,0.3333,3,0,0,0,0,0,0,0,3,1.9185,0.0296,1,52.8,4,0.0,0.0,0.0,0,0,38,39,77,0.0,1,0,0,2
48,4960,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.881,-0.0375,1,52.2,4,0.0,0.0,0.0,0,0,38,43,81,0.0,0,0,0,2
49,4955,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9053,0.0243,1,51.3,4,0.0,0.0,0.0,0,0,38,43,81,0.0,0,0,0,2
50,4950,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9315,0.0262,1,47.4,4,0.0,0.0,0.0,0,0,36,38,74,0.0,0,0,0,2
51,4946,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.976,0.0444,1,46.1,4,0.0,0.0,0.0,0,0,33,35,68,0.0,0,0,0,2
52,4942,3057,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.9352,-0.0407,1,47.2,4,0.0,0.0,0.0,0,0,30,31,61,0.0,0,1,0,2
53,4940,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9218,-0.0134,1,45.9,3,0.0,0.0,0.0,0,0,20,20,40,0.0,0,0,0,1
54,4937,3003,1,0,1,5,0.3429,1,0,0,0,0,0,0,0,1,1.9463,0.0245,1,47.4,3,0.0,0.0,0.0,0,0,12,11,23,0.0,0,0,0,1
55,4933,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9597,0.0134,1,48.0,3,0.0,0.0,0.0,0,0,12,12,24,0.0,0,0,0,1
56,4931,3088,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9499,-0.0098,1,47.1,3,0.0,0.0,0.0,0,0,12,12,24,0.0,0,0,0,1
57,4931,2992,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.9628,0.0128,1,48.3,3,0.0,0.0,0.0,0,0,12,12,24,0.0,0,0,0,1
58,4928,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9299,-0.0328,1,48.0,1,0.0,0.0,0.0,0,0,10,7,17,0.0,0,0,0,0
59,4925,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9329,0.003,1,48.5,1,0.0,0.0,0.0,0,0,10,7,17,0.0,0,0,0,0
60,4924,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9133,-0.0196,1,47.3,1,0.0,0.0,0.0,0,0,10,7,17,0.0,0,0,0,0
61,4924,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9574,0.0441,1,46.9,1,0.0,0.0,0.0,0,0,10,7,17,0.0,0,0,0,0
62,4923,3045,2,0,2,5,0.48,1,0,0,0,0,0,0,0,3,1.9794,0.022,1,47.7,1,0.0,0.0,0.0,0,0,10,7,17,0.0,0,0,0,0
63,4921,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9121,-0.0673,1,49.0,1,0.0,0.0,0.0,0,0,11,15,26,0.0,0,0,0,0
64,4920,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9436,0.0315,1,47.5,1,0.0,0.0,0.0,0,0,11,15,26,0.0,0,0,0,0
65,4920,3079,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9634,0.0199,1,47.8,1,0.0,0.0,0.0,0,0,7,12,19,0.0,0,0,0,0
66,4918,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9692,0.0058,1,47.1,1,0.0,0.0,0.0,0,0,7,13,20,0.0,0,0,0,0
67,4916,2955,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9764,0.0072,1,47.2,1,0.0,0.0,0.0,0,0,7,13,20,0.0,0,0,0,0
68,4916,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9846,0.0082,1,48.3,1,0.0,0.0,0.0,0,0,3,13,16,0.0,0,0,0,0
69,4916,3039,2,0,2,5,1.6,1,0,0,0,0,0,0,0,1,1.9668,-0.0178,1,47.8,1,0.0,0.0,0.0,0,0,3,13,16,0.0,0,1,0,0
70,4913,3097,2,0,2,5,0.6,1,0,0,0,0,0,0,0,3,1.9525,-0.0143,1,49.2,1,0.0,0.0,0.0,0,0,9,19,28,0.0,0,0,0,0
71,4911,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9749,0.0224,2,46.2,1,0.0,0.0,0.0,0,0,21,24,45,0.0,0,0,0,0
72,4911,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.876,-0.0989,1,49.0,1,0.0,0.0,0.0,0,0,21,24,45,0.0,0,0,0,0
73,4908,2950,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.7914,-0.0846,1,45.6,1,0.0,0.0,0.0,0,0,18,16,34,0.0,0,0,0,0
74,4906,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9198,0.1283,1,48.2,1,0.0,0.0,0.0,0,0,20,20,40,0.0,0,0,0,0
75,4904,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9075,-0.0123,1,47.1,1,0.0,0.0,0.0,0,0,20,20,40,0.0,0,0,0,0
76,4902,2939,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8727,-0.0348,1,45.3,1,0.0,0.0,0.0,0,0,20,19,39,0.0,0,0,0,0
77,4902,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7666,-0.1062,1,48.6,1,0.0,0.0,0.0,0,0,20,19,39,0.0,0,0,0,0
78,4902,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8149,0.0484,1,45.5,1,0.0,0.0,0.0,0,0,20,15,35,0.0,0,0,0,0
79,4902,3012,3,0,3,4,1.1429,1,0,0,0,0,0,0,0,3,1.6709,-0.144,1,47.6,1,0.0,0.0,0.0,0,0,20,15,35,0.0,0,0,0,0
80,4901,2974,3,0,3,5,0.6667,1,0,0,0,0,0,0,0,3,1.9062,0.2353,1,48.5,1,0.0,0.0,0.0,0,0,25,14,39,0.0,0,0,0,0
81,4901,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9351,0.0288,2,47.0,1,0.0,0.0,0.0,0,0,20,17,37,0.0,0,0,0,0
82,4901,2871,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9885,0.0534,1,47.3,1,0.0,0.0,0.0,0,0,20,17,37,0.0,0,0,0,0
83,4901,3033,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9924,0.0039,1,47.3,1,0.0,0.0,0.0,0,0,20,18,38,0.0,0,0,0,0
84,4897,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9952,0.0028,2,48.5,1,0.0,0.0,0.0,0,0,19,17,36,0.0,0,0,0,0
85,4896,2994,1,0,1,5,0.32,1,0,0,0,0,0,0,0,3,1.9822,-0.013,1,46.3,1,0.0,0.0,0.0,0,0,19,17,36,0.0,0,0,0,0
86,4892,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.948,-0.0342,1,48.2,1,0.0,0.0,0.0,0,0,23,18,41,0.0,0,0,0,0
87,4890,3040,2,0,2,5,0.6857,1,0,0,0,0,0,0,0,1,1.9319,-0.0161,1,47.0,1,0.0,0.0,0.0,0,0,23,18,41,0.0,0,0,0,0
88,4889,3053,1,0,1,5,0.96,1,0,0,0,0,0,0,0,2,1.8937,-0.0383,1,48.0,1,0.0,0.0,0.0,0,0,30,24,54,0.0,0,0,0,0
89,4887,2998,1,0,1,3,0.25,2,0,0,0,0,0,0,0,1,1.9194,0.0257,2,47.4,2,0.0,0.0,0.0,0,0,30,29,59,0.0,0,0,0,0
90,4887,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9603,0.041,2,47.2,2,0.0,0.0,0.0,0,0,22,29,51,0.0,0,0,0,0
91,4886,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.962,0.0017,1,47.0,2,0.0,0.0,0.0,0,0,15,21,36,0.0,0,0,0,0
92,4883,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9681,0.006,1,46.9,2,0.0,0.0,0.0,0,0,15,21,36,0.0,0,0,0,0
93,4879,2996,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9678,-0.0003,1,47.7,2,0.0,0.0,0.0,0,0,15,20,35,0.0,0,0,0,0
94,4875,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9408,-0.0269,1,46.5,2,0.0,0.0,0.0,0,0,14,23,37,0.0,0,0,0,0
95,4874,2986,1,0,1,5,0.6,1,0,0,0,0,0,0,0,1,1.9758,0.035,1,48.2,2,0.0,0.0,0.0,0,0,14,23,37,0.0,0,0,0,0
96,4874,2944,2,0,2,4,1.5,1,0,0,0,0,0,0,0,3,1.8865,-0.0893,1,46.4,2,0.0,0.0,0.0,0,0,16,27,43,0.0,0,1,0,0
97,4873,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.943,0.0566,2,48.5,2,0.0,0.0,0.0,0,0,19,31,50,0.0,0,0,0,0
98,4869,3062,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9133,-0.0297,1,46.4,2,0.0,0.0,0.0,0,0,12,25,37,0.0,0,0,0,0
99,4866,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9297,0.0164,1,47.9,2,0.0,0.0,0.0,0,0,13,22,35,0.0,0,0,0,0
100,4864,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9489,0.0192,1,47.8,1,0.0,0.0,0.0,0,0,6,16,22,0.0,0,0,0,0
101,4861,3035,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9766,0.0277,1,47.1,1,0.0,0.0,0.0,0,0,6,16,22,0.0,0,0,0,0
102,4861,2912,1,0,1,5,0.48,1,0,0,0,0,0,0,0,3,1.9984,0.0218,1,47.7,1,0.0,0.0,0.0,0,0,7,16,23,0.0,0,0,0,0
103,4860,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9852,-0.0133,2,46.7,1,0.0,0.0,0.0,0,0,10,18,28,0.0,0,0,0,0
104,4859,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9726,-0.0125,1,47.2,1,0.0,0.0,0.0,0,0,10,12,22,0.0,0,0,0,0
105,4858,2986,2,0,2,4,1.1429,1,0,0,0,0,0,0,0,3,1.969,-0.0036,1,46.5,1,0.0,0.0,0.0,0,0,10,12,22,0.0,0,0,0,0
106,4857,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.966,-0.003,1,46.3,1,0.0,0.0,0.0,0,0,13,17,30,0.0,0,0,0,0
107,4856,3019,2,0,2,5,0.5818,1,0,0,0,0,0,0,0,1,1.9855,0.0195,1,47.8,1,0.0,0.0,0.0,0,0,10,13,23,0.0,0,0,0,0
108,4856,3054,2,0,2,5,1.6,1,0,0,0,0,0,0,0,3,1.9864,0.001,1,47.0,1,0.0,0.0,0.0,0,0,14,25,39,0.0,0,1,0,0
109,4856,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9438,-0.0427,2,48.0,1,0.0,0.0,0.0,0,0,18,27,45,0.0,0,0,0,0
110,4856,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9574,0.0137,1,46.7,1,0.0,0.0,0.0,0,0,18,27,45,0.0,0,0,0,0
111,4856,2999,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.9574,0.0,1,46.8,1,0.0,0.0,0.0,0,0,18,27,45,0.0,0,0,0,0
112,4854,2880,1,0,1,5,0.64,1,0,0,0,0,0,0,0,3,1.9501,-0.0073,1,47.2,1,0.0,0.0,0.0,0,0,18,30,48,0.0,0,0,0,0
113,4853,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9304,-0.0197,2,46.8,1,0.0,0.0,0.0,0,0,18,30,48,0.0,0,0,0,0
114,4852,3123,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9387,0.0083,1,48.3,1,0.0,0.0,0.0,0,0,18,30,48,0.0,0,0,0,0
115,4850,3028,1,0,1,3,0.2667,2,0,0,0,0,0,0,0,3,1.971,0.0322,1,46.4,2,0.0,0.0,0.0,0,0,19,33,52,0.0,0,0,0,0
116,4849,2982,2,0,2,5,1.0,1,0,0,0,0,0,0,0,3,1.9808,0.0099,2,47.5,2,0.0,0.0,0.0,0,0,18,32,50,0.0,0,0,0,0
117,4849,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9542,-0.0266,2,46.6,2,0.0,0.0,0.0,0,0,23,37,60,0.0,0,0,0,0
118,4848,2936,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,1,1.9785,0.0242,1,47.4,2,0.0,0.0,0.0,0,0,19,25,44,0.0,0,0,0,0
119,4847,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9491,-0.0294,1,46.1,2,0.0,0.0,0.0,0,0,15,23,38,0.0,0,0,0,0
120,4847,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9652,0.0161,1,47.0,2,0.0,0.0,0.0,0,0,15,23,38,0.0,0,0,0,0
121,4847,3131,2,0,2,5,1.1429,1,0,0,0,0,0,0,0,0,1.9652,0.0,1,45.7,2,0.0,0.0,0.0,0,0,15,23,38,0.0,0,0,0,0
122,4844,3052,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.9547,-0.0105,1,48.0,2,0.0,0.0,0.0,0,0,20,27,47,0.0,0,0,0,0
123,4844,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9641,0.0094,2,46.6,2,0.0,0.0,0.0,0,0,20,26,46,0.0,0,0,0,0
124,4844,3030,1,0,1,5,0.6,2,0,0,0,0,0,0,0,1,1.9446,-0.0194,1,46.5,2,0.0,0.0,0.0,0,0,20,26,46,0.0,0,0,0,0
125,4844,2999,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.8783,-0.0663,1,48.2,2,0.0,0.0,0.0,0,0,20,26,46,0.0,0,0,0,0
126,4843,3073,1,0,1,3,0.0,1,0,0,0,0,0,0,0,1,1.9038,0.0255,2,46.1,2,0.0,0.0,0.0,0,0,19,19,38,0.0,0,0,0,0
127,4843,3007,2,0,2,5,0.6857,1,0,0,0,0,0,0,0,1,1.8826,-0.0212,2,48.7,2,0.0,0.0,0.0,0,0,22,20,42,0.0,0,0,0,0
128,4843,2948,3,0,3,5,0.5143,1,0,0,0,0,0,0,0,1,1.9437,0.0612,2,46.5,2,0.0,0.0,0.0,0,0,25,29,54,0.0,0,0,0,0
129,4842,2968,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9554,0.0116,2,48.1,2,0.0,0.0,0.0,0,0,29,36,65,0.0,0,0,0,0
130,4841,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9821,0.0268,2,46.9,2,0.0,0.0,0.0,0,0,29,38,67,0.0,0,0,0,0
131,4841,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9764,-0.0057,1,47.2,2,0.0,0.0,0.0,0,0,29,38,67,0.0,0,0,0,0
132,4839,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9911,0.0147,1,46.6,2,0.0,0.0,0.0,0,0,23,31,54,0.0,0,0,0,0
133,4838,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.987,-0.0041,1,46.9,2,0.0,0.0,0.0,0,0,20,30,50,0.0,0,0,0,0
134,4837,3094,3,0,3,5,0.6667,1,0,0,0,0,0,0,0,1,1.9408,-0.0462,1,46.2,2,0.0,0.0,0.0,0,0,20,30,50,0.0,0,0,0,0
135,4831,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9197,-0.0211,1,45.5,1,0.0,0.0,0.0,0,0,19,30,49,0.0,0,0,0,0
136,4830,3052,1,0,1,5,2.0,1,0,0,0,0,0,0,0,3,1.8889,-0.0309,1,47.3,1,0.0,0.0,0.0,0,0,16,29,45,0.0,0,1,0,0
137,4829,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9015,0.0126,1,46.7,1,0.0,0.0,0.0,0,0,14,28,42,0.0,0,0,0,0
138,4827,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9363,0.0348,1,46.9,1,0.0,0.0,0.0,0,0,11,19,30,0.0,0,0,0,0
139,4824,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8366,-0.0997,1,46.0,1,0.0,0.0,0.0,0,0,6,10,16,0.0,0,0,0,0
140,4821,2945,1,0,1,4,2.0,1,0,0,0,0,0,0,0,3,1.7759,-0.0607,1,45.9,1,0.0,0.0,0.0,0,0,6,8,14,0.0,0,1,0,0
141,4821,2930,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.8727,0.0969,1,46.9,1,0.0,0.0,0.0,0,0,8,10,18,0.0,0,0,0,0
142,4821,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,0.0329,2,46.2,1,0.0,0.0,0.0,0,0,8,13,21,0.0,0,0,0,0
143,4820,2996,1,0,1,5,0.4571,1,0,0,0,0,0,0,0,1,1.7417,-0.164,1,47.4,1,0.0,0.0,0.0,0,0,8,13,21,0.0,0,0,0,0
144,4819,3034,1,0,1,5,0.5714,1,0,0,0,0,0,0,0,1,1.8506,0.1089,1,46.0,1,0.0,0.0,0.0,0,0,11,17,28,0.0,0,0,0,0
145,4818,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.839,-0.0115,2,47.8,1,0.0,0.0,0.0,0,0,10,13,23,0.0,0,0,0,0
146,4815,2921,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.8911,0.052,1,44.9,1,0.0,0.0,0.0,0,0,10,13,23,0.0,0,1,0,0
147,4815,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.953,0.0619,1,46.9,1,0.0,0.0,0.0,0,0,9,14,23,0.0,0,0,0,0
148,4813,2986,1,0,1,5,0.1455,1,0,0,0,0,0,0,0,0,1.9621,0.0092,1,47.1,1,0.0,0.0,0.0,0,0,9,14,23,0.0,0,0,0,0
149,4811,2939,3,0,3,5,1.5,2,0,0,0,0,0,0,0,3,1.8276,-0.1345,1,46.3,2,0.0,0.0,0.0,0,0,14,20,34,0.0,0,1,0,0
150,4811,2962,1,0,1,4,1.2,1,0,0,0,0,0,0,0,3,1.9542,0.1266,2,47.0,2,0.0,0.0,0.0,0,0,18,25,43,0.0,0,0,0,0
