window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
23,5000,3119,2,0,2,5,1.6,1,0,0,0,0,0,0,0,1,1.9386,0.0064,2,47.0,1,0.0,0.0,0.0,0,0,31,37,68,0.0,0,1,0,0
24,5000,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.766,-0.1727,2,48.1,1,0.0,0.0,0.0,0,0,35,41,76,0.0,0,0,0,0
25,5000,3067,3,0,3,5,0.5143,1,0,0,0,0,0,0,0,1,1.9035,0.1376,1,48.8,1,0.0,0.0,0.0,0,0,33,38,71,0.0,0,0,0,0
26,5000,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9788,0.0752,1,48.9,1,0.0,0.0,0.0,0,0,30,28,58,0.0,0,0,0,0
27,4999,3127,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9908,0.012,1,49.1,1,0.0,0.0,0.0,0,0,30,28,58,0.0,0,1,0,0
28,4999,3183,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9899,-0.0008,1,51.6,1,0.0,0.0,0.0,0,0,33,33,66,0.0,0,0,0,0
29,4999,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9926,0.0027,1,50.2,1,0.0,0.0,0.0,0,0,28,29,57,0.0,0,0,0,0
30,4998,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9837,-0.0089,1,51.3,1,0.0,0.0,0.0,0,0,22,24,46,0.0,0,0,0,0
31,4996,3098,1,0,1,5,0.2667,1,0,0,0,0,0,0,0,3,1.948,-0.0357,1,51.1,1,0.0,0.0,0.0,0,0,22,24,46,0.0,0,0,0,0
32,4996,3132,2,0,2,5,1.0667,2,0,0,0,0,0,0,0,3,1.8973,-0.0507,1,51.2,2,0.0,0.0,0.0,0,0,21,22,43,0.0,0,0,0,0
33,4996,3192,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.8854,-0.0119,2,51.1,2,0.0,0.0,0.0,0,0,21,21,42,0.0,0,0,0,0
34,4994,3119,4,0,4,5,1.5,1,0,0,0,0,0,0,0,1,1.9123,0.027,2,53.5,2,0.0,0.0,0.0,0,0,25,18,43,0.0,0,1,0,0
35,4993,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8655,-0.0468,2,51.3,2,0.0,0.0,0.0,0,0,31,29,60,0.0,0,0,0,0
36,4991,3001,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,0,1.8834,0.0179,1,53.3,2,0.0,0.0,0.0,0,0,22,21,43,0.0,0,0,0,0
37,4989,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9027,0.0192,1,52.8,2,0.0,0.0,0.0,0,0,26,23,49,0.0,0,0,0,0
38,4986,3028,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,0,1.8648,-0.0379,1,52.4,2,0.0,0.0,0.0,0,0,23,18,41,0.0,0,0,0,0
39,4985,3062,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.8049,-0.0599,1,51.8,2,0.0,0.0,0.0,0,0,25,19,44,0.0,0,0,0,0
40,4982,2982,3,0,3,5,0.6667,1,0,0,0,0,0,0,0,3,1.9329,0.128,2,51.6,2,0.0,0.0,0.0,0,0,27,19,46,0.0,0,0,0,0
41,4982,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8467,-0.0862,2,52.5,2,0.0,0.0,0.0,0,0,30,24,54,0.0,0,0,0,0
42,4979,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8644,0.0176,1,55.1,2,0.0,0.0,0.0,0,0,29,22,51,0.0,0,0,0,0
43,4978,3057,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.8769,0.0126,1,55.9,1,0.0,0.0,0.0,0,0,21,19,40,0.0,0,0,0,0
44,4977,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.864,-0.013,1,54.8,1,0.0,0.0,0.0,0,0,19,21,40,0.0,0,0,0,0
45,4976,3022,1,0,1,5,0.32,2,0,0,0,0,0,0,0,3,1.8589,-0.0051,1,55.1,2,0.0,0.0,0.0,0,0,15,12,27,0.0,0,0,0,0
46,4974,3026,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.8878,0.0289,1,54.5,2,0.0,0.0,0.0,0,0,16,16,32,0.0,0,0,0,0
47,4974,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9749,0.0872,2,55.2,2,0.0,0.0,0.0,0,0,14,15,29,0.0,0,0,0,0
48,4972,3103,1,0,1,3,0.6667,2,0,0,0,0,0,0,0,1,1.9893,0.0144,1,55.8,2,0.0,0.0,0.0,0,0,14,15,29,0.0,0,0,0,0
49,4971,3076,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9636,-0.0257,1,51.2,2,0.0,0.0,0.0,0,0,12,16,28,0.0,0,1,0,0
50,4970,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9787,0.0151,2,49.9,2,0.0,0.0,0.0,0,0,14,23,37,0.0,0,0,0,0
51,4968,3033,1,0,1,4,0.9,1,0,0,0,0,0,0,0,0,1.9787,0.0,1,45.6,2,0.0,0.0,0.0,0,0,12,18,30,0.0,0,0,0,0
52,4967,2921,1,0,1,5,0.8,1,0,0,0,0,0,0,0,1,1.9532,-0.0255,1,46.8,2,0.0,0.0,0.0,0,0,15,20,35,0.0,0,0,0,0
53,4964,3030,2,0,2,5,0.6857,1,0,0,0,0,0,0,0,1,1.9822,0.0291,2,47.2,2,0.0,0.0,0.0,0,0,16,22,38,0.0,0,0,0,0
54,4962,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.918,-0.0642,2,48.2,2,0.0,0.0,0.0,0,0,21,28,49,0.0,0,0,0,0
55,4961,3041,1,0,1,3,0.0,1,0,0,0,0,0,0,0,1,1.9369,0.0189,1,47.7,2,0.0,0.0,0.0,0,0,21,28,49,0.0,0,0,0,0
56,4961,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9075,-0.0294,1,47.1,2,0.0,0.0,0.0,0,0,18,22,40,0.0,0,0,0,0
57,4960,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8923,-0.0152,1,47.6,2,0.0,0.0,0.0,0,0,16,21,37,0.0,0,0,0,0
58,4959,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9094,0.0171,1,48.0,2,0.0,0.0,0.0,0,0,16,21,37,0.0,0,0,0,0
59,4957,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7938,-0.1156,1,47.7,1,0.0,0.0,0.0,0,0,15,19,34,0.0,0,0,0,0
60,4954,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7537,-0.04,1,47.1,1,0.0,0.0,0.0,0,0,11,12,23,0.0,0,0,0,0
61,4953,2923,2,0,2,4,1.5,1,0,0,0,0,0,0,0,3,1.7517,-0.002,1,48.2,1,0.0,0.0,0.0,0,0,11,12,23,0.0,0,2,0,0
62,4951,3074,2,0,2,5,1.6,1,0,0,0,0,0,0,0,3,1.8495,0.0978,1,47.8,1,0.0,0.0,0.0,0,0,9,11,20,0.0,0,1,0,0
63,4950,3035,1,0,1,5,0.2286,1,0,0,0,0,0,0,0,3,1.8284,-0.0211,2,48.2,1,0.0,0.0,0.0,0,0,10,18,28,0.0,0,0,0,0
64,4947,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8508,0.0224,2,48.2,1,0.0,0.0,0.0,0,0,4,16,20,0.0,0,0,0,0
65,4946,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8992,0.0485,1,47.1,1,0.0,0.0,0.0,0,0,4,16,20,0.0,0,0,0,0
66,4946,3045,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9369,0.0377,1,47.4,1,0.0,0.0,0.0,0,0,4,16,20,0.0,0,0,0,0
67,4946,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9086,-0.0283,1,47.8,1,0.0,0.0,0.0,0,0,6,18,24,0.0,0,0,0,0
68,4945,2996,3,0,3,4,0.9,1,0,0,0,0,0,0,0,1,1.9086,-0.0,1,48.4,1,0.0,0.0,0.0,0,0,6,18,24,0.0,0,0,0,0
69,4945,3057,1,0,1,4,0.3333,1,0,0,0,0,0,0,0,2,1.8688,-0.0398,1,47.8,1,0.0,0.0,0.0,0,0,13,26,39,0.0,0,0,0,0
70,4944,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9788,0.11,2,47.3,1,0.0,0.0,0.0,0,0,18,30,48,0.0,0,0,0,0
71,4943,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9463,-0.0325,1,48.0,1,0.0,0.0,0.0,0,0,18,30,48,0.0,0,0,0,0
72,4943,3048,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,3,1.9981,0.0518,1,48.0,1,0.0,0.0,0.0,0,0,17,29,46,0.0,0,0,0,0
73,4941,3062,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.9884,-0.0096,1,47.7,1,0.0,0.0,0.0,0,0,16,22,38,0.0,0,0,0,0
74,4940,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9367,-0.0517,2,47.8,1,0.0,0.0,0.0,0,0,17,16,33,0.0,0,0,0,0
75,4939,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9518,0.0151,1,45.7,1,0.0,0.0,0.0,0,0,17,16,33,0.0,0,0,0,0
76,4939,2992,1,0,1,5,0.2857,2,0,0,0,0,0,0,0,3,1.9387,-0.0131,1,47.6,2,0.0,0.0,0.0,0,0,17,16,33,0.0,0,0,0,0
77,4937,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9461,0.0074,1,48.2,2,0.0,0.0,0.0,0,0,17,19,36,0.0,0,0,0,0
78,4935,3062,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.9476,0.0016,1,47.7,2,0.0,0.0,0.0,0,0,17,19,36,0.0,0,0,0,0
79,4932,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9737,0.0261,1,47.6,2,0.0,0.0,0.0,0,0,12,12,24,0.0,0,0,0,0
80,4930,2925,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.9091,-0.0646,1,48.0,2,0.0,0.0,0.0,0,0,7,8,15,0.0,0,0,0,0
81,4928,3007,1,0,1,5,0.9,1,0,0,0,0,0,0,0,3,1.9544,0.0453,1,48.4,2,0.0,0.0,0.0,0,0,10,9,19,0.0,0,0,0,0
82,4928,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9462,-0.0082,2,46.8,2,0.0,0.0,0.0,0,0,13,10,23,0.0,0,0,0,0
83,4927,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8992,-0.047,1,47.2,2,0.0,0.0,0.0,0,0,12,8,20,0.0,0,0,0,0
84,4927,2976,1,0,1,5,0.6,1,0,0,0,0,0,0,0,3,1.9322,0.033,1,48.8,2,0.0,0.0,0.0,0,0,12,8,20,0.0,0,0,0,0
85,4926,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8116,-0.1206,1,47.7,2,0.0,0.0,0.0,0,0,14,10,24,0.0,0,0,0,0
86,4925,3053,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.7081,-0.1035,1,47.0,2,0.0,0.0,0.0,0,0,14,10,24,0.0,0,0,0,0
87,4923,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8248,0.1167,1,47.3,1,0.0,0.0,0.0,0,0,13,8,21,0.0,0,0,0,0
88,4922,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8973,0.0725,1,46.6,1,0.0,0.0,0.0,0,0,13,8,21,0.0,0,0,0,0
89,4919,2990,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9431,0.0458,1,48.4,1,0.0,0.0,0.0,0,0,11,7,18,0.0,0,0,0,0
90,4919,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9766,0.0335,1,45.7,1,0.0,0.0,0.0,0,0,11,7,18,0.0,0,0,0,0
91,4919,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9621,-0.0145,1,49.1,1,0.0,0.0,0.0,0,0,8,6,14,0.0,0,0,0,0
92,4918,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9174,-0.0448,1,45.4,1,0.0,0.0,0.0,0,0,5,5,10,0.0,0,0,0,0
93,4918,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9505,0.0331,1,48.8,1,0.0,0.0,0.0,0,0,5,5,10,0.0,0,0,0,0
94,4918,2970,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9699,0.0194,1,46.4,1,0.0,0.0,0.0,0,0,5,5,10,0.0,0,0,0,0
95,4917,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,0.0086,1,47.5,1,0.0,0.0,0.0,0,0,5,7,12,0.0,0,0,0,0
96,4917,2987,1,0,1,5,0.96,1,0,0,0,0,0,0,0,1,1.9432,-0.0353,1,47.1,1,0.0,0.0,0.0,0,0,5,7,12,0.0,0,0,0,0
97,4916,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9576,0.0144,1,46.0,1,0.0,0.0,0.0,0,0,3,8,11,0.0,0,0,0,0
98,4914,3049,2,0,2,5,0.32,1,0,0,0,0,0,0,0,0,1.9852,0.0277,1,48.2,1,0.0,0.0,0.0,0,0,3,8,11,0.0,0,0,0,0
99,4914,3010,1,0,1,3,0.0,1,0,0,0,0,0,0,0,0,1.9794,-0.0059,1,46.2,1,0.0,0.0,0.0,0,0,9,15,24,0.0,0,0,0,0
100,4912,3070,2,0,2,4,2.0,1,0,0,0,0,0,0,0,1,1.9687,-0.0107,2,47.6,1,0.0,0.0,0.0,0,0,12,15,27,0.0,0,1,0,0
101,4912,3025,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9649,-0.0038,2,47.0,1,0.0,0.0,0.0,0,0,16,16,32,0.0,0,0,0,0
102,4910,3058,2,0,2,5,0.9143,1,0,0,0,0,0,0,0,3,1.9612,-0.0037,2,49.1,1,0.0,0.0,0.0,0,0,16,17,33,0.0,0,0,0,0
103,4910,3009,1,0,1,5,1.1429,1,0,0,0,0,0,0,0,3,1.9776,0.0163,2,47.5,1,0.0,0.0,0.0,0,0,19,24,43,0.0,0,0,0,0
104,4908,2977,2,0,2,5,1.5,1,0,0,0,0,0,0,0,3,1.9671,-0.0105,2,48.2,1,0.0,0.0,0.0,0,0,22,28,50,0.0,0,1,0,0
105,4907,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9569,-0.0102,2,48.4,1,0.0,0.0,0.0,0,0,27,28,55,0.0,0,0,0,0
106,4907,3051,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9794,0.0225,1,45.9,1,0.0,0.0,0.0,0,0,27,28,55,0.0,0,0,0,0
107,4906,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9527,-0.0266,1,48.1,1,0.0,0.0,0.0,0,0,26,26,52,0.0,0,0,0,0
108,4906,3013,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9855,0.0328,1,46.9,1,0.0,0.0,0.0,0,0,26,26,52,0.0,0,1,0,0
109,4904,2959,1,0,1,5,0.8,1,0,0,0,0,0,0,0,2,1.9853,-0.0002,1,47.9,1,0.0,0.0,0.0,0,0,22,24,46,0.0,0,0,0,0
110,4901,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9589,-0.0264,2,48.0,1,0.0,0.0,0.0,0,0,21,24,45,0.0,0,0,0,0
111,4899,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9337,-0.0252,1,47.8,1,0.0,0.0,0.0,0,0,17,23,40,0.0,0,0,0,0
112,4898,3008,1,0,1,5,1.25,1,0,0,0,0,0,0,0,3,1.9386,0.005,1,47.8,1,0.0,0.0,0.0,0,0,17,22,39,0.0,0,0,0,0
113,4896,3055,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9629,0.0243,1,47.1,1,0.0,0.0,0.0,0,0,17,20,37,0.0,0,0,0,0
114,4895,2958,1,0,1,5,0.2222,1,0,0,0,0,0,0,0,3,1.9329,-0.03,2,48.7,1,0.0,0.0,0.0,0,0,18,18,36,0.0,0,0,0,0
115,4894,2965,1,0,1,5,1.5,1,0,0,0,0,0,0,0,1,1.9103,-0.0226,2,47.5,1,0.0,0.0,0.0,0,0,13,21,34,0.0,0,1,0,0
116,4891,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9049,-0.0054,2,48.0,1,0.0,0.0,0.0,0,0,14,24,38,0.0,0,0,0,0
117,4891,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,-0.4457,1,47.3,1,0.0,0.0,0.0,0,0,14,22,36,0.0,0,0,0,0
118,4891,3003,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.8512,0.3921,1,46.6,1,0.0,0.0,0.0,0,0,14,22,36,0.0,0,0,0,0
119,4890,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9495,0.0982,1,47.6,1,0.0,0.0,0.0,0,0,16,24,40,0.0,0,0,0,0
120,4890,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9799,0.0304,1,46.3,1,0.0,0.0,0.0,0,0,14,24,38,0.0,0,0,0,0
121,4889,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,-0.0014,1,47.5,1,0.0,0.0,0.0,0,0,14,24,38,0.0,0,0,0,0
122,4888,3015,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9803,0.0019,1,45.5,1,0.0,0.0,0.0,0,0,14,24,38,0.0,0,1,0,0
123,4888,3020,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9725,-0.0079,1,47.8,1,0.0,0.0,0.0,0,0,15,22,37,0.0,0,0,0,0
124,4887,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9132,-0.0593,2,45.7,1,0.0,0.0,0.0,0,0,17,27,44,0.0,0,0,0,0
125,4887,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.819,-0.0941,1,48.1,1,0.0,0.0,0.0,0,0,15,20,35,0.0,0,0,0,0
126,4887,3030,2,0,2,5,1.6667,1,0,0,0,0,0,0,0,3,1.8513,0.0323,1,47.0,1,0.0,0.0,0.0,0,0,14,17,31,0.0,0,1,0,0
127,4887,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8823,0.031,1,47.8,1,0.0,0.0,0.0,0,0,20,22,42,0.0,0,0,0,0
128,4887,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8766,-0.0057,1,47.9,1,0.0,0.0,0.0,0,0,20,22,42,0.0,0,0,0,0
129,4887,2869,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,3,1.8986,0.022,1,46.2,1,0.0,0.0,0.0,0,0,16,15,31,0.0,0,0,0,0
130,4885,3072,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9108,0.0122,1,48.7,1,0.0,0.0,0.0,0,0,18,18,36,0.0,0,0,0,0
131,4884,3068,1,0,1,5,0.2222,1,0,0,0,0,0,0,0,3,1.9197,0.0089,2,46.4,1,0.0,0.0,0.0,0,0,19,19,38,0.0,0,0,0,0
132,4882,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9464,0.0267,2,48.4,1,0.0,0.0,0.0,0,0,24,23,47,0.0,0,0,0,0
133,4880,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9166,-0.0298,1,47.4,1,0.0,0.0,0.0,0,0,20,20,40,0.0,0,0,0,0
134,4876,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9296,0.0129,1,47.8,1,0.0,0.0,0.0,0,0,14,13,27,0.0,0,0,0,0
135,4875,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9977,0.0681,1,47.1,1,0.0,0.0,0.0,0,0,14,13,27,0.0,0,0,0,0
136,4874,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9957,-0.002,1,46.4,1,0.0,0.0,0.0,0,0,14,13,27,0.0,0,0,0,0
137,4873,3054,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9494,-0.0463,1,47.9,1,0.0,0.0,0.0,0,0,8,8,16,0.0,0,0,0,0
138,4873,2976,1,0,1,4,0.25,1,0,0,0,0,0,0,0,3,1.9783,0.0289,1,45.4,1,0.0,0.0,0.0,0,0,11,16,27,0.0,0,0,0,0
139,4871,2992,1,0,1,5,0.5333,1,0,0,0,0,0,0,0,1,1.9733,-0.0049,2,48.0,1,0.0,0.0,0.0,0,0,14,19,33,0.0,0,0,0,0
140,4868,3010,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.9885,0.0152,2,45.7,1,0.0,0.0,0.0,0,0,14,20,34,0.0,0,0,0,0
141,4864,3042,1,0,1,4,1.3333,1,0,0,0,0,0,0,0,1,1.9733,-0.0152,2,47.4,1,0.0,0.0,0.0,0,0,15,21,36,0.0,0,0,0,0
142,4863,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9662,-0.0072,2,46.4,1,0.0,0.0,0.0,0,0,13,17,30,0.0,0,0,0,0
143,4862,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9785,0.0123,1,47.9,1,0.0,0.0,0.0,0,0,13,17,30,0.0,0,0,0,0
144,4861,2986,3,0,3,5,1.6667,1,0,0,0,0,0,0,0,3,1.9332,-0.0453,1,48.1,1,0.0,0.0,0.0,0,0,13,17,30,0.0,0,1,0,0
145,4860,3000,2,0,2,5,1.28,2,0,0,0,0,0,0,0,3,1.9799,0.0467,1,47.4,2,0.0,0.0,0.0,0,0,17,24,41,0.0,0,0,0,0
146,4860,2916,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9957,0.0159,2,48.8,2,0.0,0.0,0.0,0,0,21,32,53,0.0,0,0,0,0
147,4859,2951,2,0,2,4,0.6,1,0,0,0,0,0,0,0,3,1.9395,-0.0563,2,47.2,2,0.0,0.0,0.0,0,0,24,33,57,0.0,0,0,0,0
148,4858,2994,2,0,2,5,0.24,1,0,0,0,0,0,0,0,3,1.9332,-0.0063,2,48.3,2,0.0,0.0,0.0,0,0,24,29,53,0.0,0,0,0,0
149,4858,3005,1,0,1,5,2.0,1,0,0,0,0,0,0,0,1,1.948,0.0148,2,46.2,2,0.0,0.0,0.0,0,0,22,30,52,0.0,0,1,0,0
150,4857,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9539,0.0059,2,48.0,2,0.0,0.0,0.0,0,0,24,32,56,0.0,0,0,0,0
