window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
34,4988,3062,1,0,1,3,0.0,2,0,0,0,0,0,0,0,3,1.9776,0.0477,1,52.9,2,0.6667,1.0,0.2,0,0,21,43,64,0.0,0,0,0,0
35,4986,3149,1,0,1,5,0.0,3,0,0,0,0,0,0,0,3,1.8989,-0.0787,2,50.6,3,0.6667,1.0,0.25,0,0,25,34,59,0.0,1,0,0,1
36,4986,3042,1,0,1,5,0.9143,1,0,0,0,0,0,0,0,1,1.9288,0.0299,2,53.0,3,0.6667,1.0,0.2222,0,0,27,37,64,0.0,0,0,0,1
37,4986,3045,1,0,1,3,0.1667,1,0,0,0,0,0,0,0,3,1.9149,-0.0139,2,52.1,3,0.6667,1.0,0.25,0,0,28,29,57,0.0,0,0,0,1
38,4986,2981,1,0,1,4,1.3333,1,0,0,0,0,0,0,0,3,1.9194,0.0045,2,53.4,3,0.6667,1.0,0.2222,0,0,31,30,61,0.0,0,0,0,1
39,4985,3096,2,0,2,4,1.5,1,0,0,0,0,0,0,0,3,1.9374,0.0179,2,51.7,3,0.6667,1.0,0.1818,0,0,31,33,64,0.0,0,1,0,1
40,4983,3093,2,0,2,3,2.0,1,0,0,0,0,0,0,0,3,1.9544,0.0171,2,50.2,3,0.6667,1.0,0.1538,0,0,31,36,67,0.0,0,1,0,1
41,4982,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9498,-0.0047,2,53.0,3,0.6667,1.0,0.1818,0,0,28,30,58,0.0,0,0,0,1
42,4981,3058,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9491,-0.0007,1,55.4,3,0.5,1.0,0.1818,0,0,26,23,49,0.0,0,0,0,1
43,4977,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.944,-0.0051,1,55.4,3,0.5,1.0,0.1818,0,0,30,26,56,0.0,0,0,0,1
44,4975,3084,1,0,1,3,0.2857,1,0,0,0,0,0,0,0,3,1.9772,0.0332,1,56.3,3,0.5,1.0,0.1667,0,0,30,26,56,0.0,0,0,0,1
45,4972,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7885,-0.1888,1,53.9,3,0.0,0.0,0.1818,0,0,24,27,51,0.0,0,0,0,1
46,4969,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8163,0.0279,1,54.5,1,0.0,0.0,0.0,0,0,16,21,37,0.0,0,0,0,0
47,4966,3091,1,0,1,5,0.48,1,0,0,0,0,0,0,0,3,1.7395,-0.0769,1,54.9,1,0.0,0.0,0.0,0,0,12,18,30,0.0,0,0,0,0
48,4963,3113,2,0,2,5,0.9,1,0,0,0,0,0,0,0,3,1.9957,0.2563,1,55.9,1,0.0,0.0,0.0,0,0,12,19,31,0.0,0,0,0,0
49,4962,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9957,0.0,2,52.1,1,0.0,0.0,0.0,0,0,16,19,35,0.0,0,0,0,0
50,4961,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9532,-0.0426,1,45.5,1,0.0,0.0,0.0,0,0,16,16,32,0.0,0,0,0,0
51,4959,2972,2,0,2,5,1.6,2,0,0,0,0,0,0,0,3,1.9785,0.0253,1,46.0,2,0.0,0.0,0.0,0,0,14,12,26,0.0,0,1,0,0
52,4955,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9899,0.0115,1,46.7,2,0.0,0.0,0.0,0,0,18,16,34,0.0,0,0,0,0
53,4950,3079,3,0,3,5,1.6,1,0,0,0,0,0,0,0,1,1.9142,-0.0758,1,47.2,2,0.0,0.0,0.0,0,0,14,13,27,0.0,0,1,0,0
54,4948,2991,3,0,3,5,2.0,2,0,0,0,0,0,0,0,1,1.973,0.0588,1,48.2,2,0.0,0.0,0.0,0,0,17,20,37,0.0,0,1,0,0
55,4945,2966,1,0,1,4,0.8,1,0,0,0,0,0,0,0,3,1.944,-0.0289,2,47.7,2,0.0,0.0,0.0,0,0,19,26,45,0.0,0,0,0,0
56,4942,3056,2,0,2,5,0.3,1,0,0,0,0,0,0,0,1,1.9424,-0.0017,2,47.1,2,0.0,0.0,0.0,0,0,23,27,50,0.0,0,0,0,0
57,4940,3014,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.9086,-0.0338,2,47.7,2,0.0,0.0,0.0,0,0,29,29,58,0.0,0,0,0,0
58,4938,3020,2,0,2,5,0.4444,1,0,0,0,0,0,0,0,1,1.9372,0.0286,2,48.0,2,0.0,0.0,0.0,0,0,26,32,58,0.0,0,0,0,0
59,4936,2996,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,3,1.9067,-0.0305,2,47.6,2,0.0,0.0,0.0,0,0,29,36,65,0.0,0,0,0,0
60,4935,3073,1,0,1,5,0.3333,1,0,0,0,0,0,0,0,3,1.8683,-0.0384,2,46.9,2,0.0,0.0,0.0,0,0,30,38,68,0.0,0,0,0,0
61,4934,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9086,0.0403,2,48.4,2,0.0,0.0,0.0,0,0,33,41,74,0.0,0,0,0,0
62,4933,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8506,-0.058,1,47.8,2,0.0,0.0,0.0,0,0,30,37,67,0.0,0,0,0,0
63,4931,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7763,-0.0742,1,48.2,2,0.0,0.0,0.0,0,0,30,37,67,0.0,0,0,0,0
64,4928,2990,3,0,3,5,0.6857,2,0,0,0,0,0,0,0,3,1.9127,0.1364,1,48.1,2,0.0,0.0,0.0,0,0,27,30,57,0.0,0,0,0,0
65,4927,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9322,0.0195,1,47.3,2,0.0,0.0,0.0,0,0,26,27,53,0.0,0,0,0,0
66,4927,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9132,-0.0191,1,47.3,2,0.0,0.0,0.0,0,0,22,26,48,0.0,0,0,0,0
67,4925,2963,1,0,1,5,0.1778,1,0,0,0,0,0,0,0,3,1.9498,0.0366,1,47.8,2,0.0,0.0,0.0,0,0,19,25,44,0.0,0,0,0,0
68,4923,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.918,-0.0317,1,48.3,2,0.0,0.0,0.0,0,0,24,24,48,0.0,0,0,0,0
69,4923,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9799,0.0618,1,47.8,2,0.0,0.0,0.0,0,0,19,18,37,0.0,0,0,0,0
70,4920,3035,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.987,0.0071,1,46.3,2,0.0,0.0,0.0,0,0,18,16,34,0.0,0,1,0,0
71,4920,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9431,-0.0439,1,48.0,2,0.0,0.0,0.0,0,0,15,15,30,0.0,0,0,0,0
72,4920,3104,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.8292,-0.1139,1,47.5,2,0.0,0.0,0.0,0,0,15,15,30,0.0,0,1,0,0
73,4920,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.837,0.0078,1,48.1,2,0.0,0.0,0.0,0,0,21,19,40,0.0,0,0,0,0
74,4919,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7617,-0.0753,1,46.6,2,0.0,0.0,0.0,0,0,21,19,40,0.0,0,0,0,0
75,4919,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9502,0.1885,1,46.7,1,0.0,0.0,0.0,0,0,11,10,21,0.0,0,0,0,0
76,4919,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9766,0.0264,1,47.8,1,0.0,0.0,0.0,0,0,11,10,21,0.0,0,0,0,0
77,4919,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9574,-0.0192,1,47.6,1,0.0,0.0,0.0,0,0,11,10,21,0.0,0,0,0,0
78,4919,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.969,0.0116,1,47.4,1,0.0,0.0,0.0,0,0,6,6,12,0.0,0,0,0,0
79,4918,2967,1,0,1,5,0.8,1,0,0,0,0,0,0,0,1,1.9395,-0.0296,1,45.7,1,0.0,0.0,0.0,0,0,6,6,12,0.0,0,0,0,0
80,4918,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9785,0.039,1,48.9,1,0.0,0.0,0.0,0,0,9,9,18,0.0,0,0,0,0
81,4918,3060,2,0,2,5,1.0,1,0,0,0,0,0,0,0,1,1.958,-0.0205,1,46.9,1,0.0,0.0,0.0,0,0,9,7,16,0.0,0,0,0,0
82,4918,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8503,-0.1077,1,47.6,1,0.0,0.0,0.0,0,0,11,14,25,0.0,0,0,0,0
83,4917,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8973,0.047,1,47.1,1,0.0,0.0,0.0,0,0,5,10,15,0.0,0,0,0,0
84,4917,2962,2,0,2,4,0.75,1,0,0,0,0,0,0,0,3,1.9027,0.0054,1,46.7,1,0.0,0.0,0.0,0,0,5,10,15,0.0,0,0,0,0
85,4917,2968,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9841,0.0814,1,48.8,1,0.0,0.0,0.0,0,0,7,16,23,0.0,0,0,0,0
86,4917,3059,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,-0.0056,2,45.7,1,0.0,0.0,0.0,0,0,10,21,31,0.0,0,0,0,0
87,4917,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9926,0.0141,1,48.0,1,0.0,0.0,0.0,0,0,10,21,31,0.0,0,0,0,0
88,4917,3124,1,0,1,5,0.8889,1,0,0,0,0,0,0,0,3,1.9936,0.001,1,46.0,1,0.0,0.0,0.0,0,0,10,21,31,0.0,0,0,0,0
89,4917,3034,1,0,1,5,0.32,1,0,0,0,0,0,0,0,3,1.9943,0.0007,1,48.0,1,0.0,0.0,0.0,0,0,16,24,40,0.0,0,0,0,0
90,4917,3069,1,0,1,5,0.9,1,0,0,0,0,0,0,0,1,1.9948,0.0005,2,46.1,1,0.0,0.0,0.0,0,0,16,23,39,0.0,0,0,0,0
91,4917,2994,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,1,1.9902,-0.0046,2,47.6,1,0.0,0.0,0.0,0,0,17,26,43,0.0,0,0,0,0
92,4917,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9861,-0.0041,2,46.9,1,0.0,0.0,0.0,0,0,16,21,37,0.0,0,0,0,0
93,4917,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9687,-0.0174,1,47.4,1,0.0,0.0,0.0,0,0,16,21,37,0.0,0,0,0,0
94,4917,3017,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,0,1.9727,0.004,1,48.3,1,0.0,0.0,0.0,0,0,16,21,37,0.0,0,0,0,0
95,4916,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9628,-0.0099,1,46.2,1,0.0,0.0,0.0,0,0,17,17,34,0.0,0,0,0,0
96,4916,2990,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,1,1.9785,0.0157,1,46.3,1,0.0,0.0,0.0,0,0,14,12,26,0.0,0,0,0,0
97,4916,2849,1,0,1,5,0.0,1,0,0,0,0,0,0,0,1,1.9904,0.0119,1,47.8,1,0.0,0.0,0.0,0,0,15,14,29,0.0,0,0,0,0
98,4916,3103,1,0,1,4,0.0,1,0,0,0,0,0,0,0,1,1.9742,-0.0162,2,45.9,1,0.0,0.0,0.0,0,0,17,17,34,0.0,0,0,0,0
99,4916,3033,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.933,-0.0412,2,47.4,1,0.0,0.0,0.0,0,0,11,14,25,0.0,0,1,0,0
100,4916,3045,1,0,1,5,0.3,1,0,0,0,0,0,0,0,1,1.8982,-0.0348,2,45.7,1,0.0,0.0,0.0,0,0,8,13,21,0.0,0,0,0,0
101,4916,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8923,-0.0059,2,48.3,1,0.0,0.0,0.0,0,0,9,12,21,0.0,0,0,0,0
102,4915,3023,2,0,2,5,0.5333,1,0,0,0,0,0,0,0,1,1.9671,0.0748,1,47.3,1,0.0,0.0,0.0,0,0,8,10,18,0.0,0,0,0,0
103,4915,2965,2,0,2,5,0.2857,1,0,0,0,0,0,0,0,1,1.9612,-0.0059,1,48.2,1,0.0,0.0,0.0,0,0,15,15,30,0.0,0,0,0,0
104,4913,3068,1,0,1,5,0.4364,1,0,0,0,0,0,0,0,1,1.9652,0.004,2,47.6,1,0.0,0.0,0.0,0,0,20,17,37,0.0,0,0,0,0
105,4913,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.987,0.0217,2,47.2,1,0.0,0.0,0.0,0,0,20,23,43,0.0,0,0,0,0
106,4913,3044,1,0,1,5,0.6,1,0,0,0,0,0,0,0,1,1.9574,-0.0296,1,47.1,1,0.0,0.0,0.0,0,0,20,23,43,0.0,0,0,0,0
107,4913,2962,1,0,1,5,0.32,1,0,0,0,0,0,0,0,2,1.9215,-0.0359,1,46.6,1,0.0,0.0,0.0,0,0,21,23,44,0.0,0,0,0,0
108,4909,3021,2,0,2,4,1.5,2,0,0,0,0,0,0,0,1,1.9678,0.0462,2,48.6,2,0.0,0.0,0.0,0,0,23,26,49,0.0,0,1,0,0
109,4906,3014,1,0,1,4,0.8,1,0,0,0,0,0,0,0,1,1.9699,0.0021,2,46.2,2,0.0,0.0,0.0,0,0,28,31,59,0.0,0,0,0,0
110,4905,3057,2,0,2,4,0.6,2,0,0,0,0,0,0,0,3,1.9977,0.0278,2,49.1,2,0.0,0.0,0.1667,0,0,33,35,68,0.0,0,0,0,0
111,4904,3133,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.9686,-0.029,2,46.4,2,0.0,0.0,0.1667,0,0,35,36,71,0.0,0,0,0,0
112,4900,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9486,-0.0201,2,46.7,2,0.0,0.0,0.1667,0,0,36,37,73,0.0,0,0,0,0
113,4899,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9486,0.0,1,48.0,2,0.0,0.0,0.2,0,0,29,32,61,0.0,0,0,0,0
114,4897,3105,1,0,1,5,0.8889,1,0,0,0,0,0,0,0,3,1.9941,0.0455,1,46.7,2,0.0,0.0,0.2222,0,0,24,30,54,0.0,0,0,0,0
115,4896,3119,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9728,-0.0213,1,48.4,2,0.0,0.0,0.2222,0,0,23,29,52,0.0,0,0,0,0
116,4896,3039,2,0,2,5,1.5,1,0,0,0,0,0,0,0,3,1.8628,-0.11,2,47.0,2,0.0,0.0,0.1818,0,0,24,30,54,0.0,0,1,0,0
117,4893,2976,2,0,2,3,1.3333,2,0,0,0,0,0,0,0,3,1.9078,0.045,2,47.6,2,0.0,0.0,0.1818,0,0,27,30,57,0.0,0,0,0,0
118,4893,3074,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.8959,-0.0119,2,46.5,2,0.0,0.0,0.1667,0,0,29,27,56,0.0,0,0,0,0
119,4891,3030,2,0,2,5,1.6,1,0,0,0,0,0,0,0,3,1.817,-0.0788,2,47.7,2,0.0,0.0,0.1667,0,0,27,21,48,0.0,0,1,0,0
120,4891,3096,1,0,1,4,0.6667,3,0,0,0,0,0,0,0,3,1.8386,0.0216,2,46.4,3,0.0,0.0,0.1667,0,0,34,27,61,0.0,1,0,0,1
121,4888,3036,1,0,1,4,1.2,1,0,0,0,0,0,0,0,1,1.9055,0.0669,2,46.0,3,0.0,0.0,0.0,0,0,27,19,46,0.0,0,0,0,1
122,4886,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.896,-0.0095,2,46.9,3,0.0,0.0,0.0,0,0,29,20,49,0.0,0,0,0,1
123,4884,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8558,-0.0402,1,46.7,3,0.0,0.0,0.0,0,0,29,20,49,0.0,0,0,0,1
124,4882,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8561,0.0003,1,46.3,3,0.0,0.0,0.0,0,0,29,20,49,0.0,0,0,0,1
125,4881,3066,1,0,1,5,0.9143,1,0,0,0,0,0,0,0,3,1.9073,0.0513,1,47.7,3,0.0,0.0,0.0,0,0,27,13,40,0.0,0,0,0,1
126,4877,3024,1,0,1,4,1.0,2,0,0,0,0,0,0,0,3,1.9266,0.0193,1,47.5,3,0.0,0.0,0.0,0,0,29,18,47,0.0,0,0,0,1
127,4873,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9776,0.0509,2,47.1,3,0.0,0.0,0.0,0,0,25,18,43,0.0,0,0,0,1
128,4872,2938,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9603,-0.0172,1,46.4,3,0.0,0.0,0.0,0,0,24,18,42,0.0,0,0,0,1
129,4871,3049,2,0,2,5,1.2,1,0,0,0,0,0,0,0,1,1.876,-0.0843,1,47.9,3,0.0,0.0,0.0,0,0,22,18,40,0.0,0,0,0,1
130,4870,3022,1,0,1,3,0.0,1,0,0,0,0,0,0,0,1,1.7828,-0.0932,1,47.3,3,0.0,0.0,0.0,0,0,20,16,36,0.0,0,0,0,1
131,4867,2960,1,0,1,5,0.0,1,0,0,0,0,0,0,0,0,1.7464,-0.0364,2,47.6,2,0.0,0.0,0.0,0,0,15,16,31,0.0,0,0,0,0
132,4865,3014,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.7855,0.039,2,46.6,2,0.0,0.0,0.0,0,0,15,20,35,0.0,0,0,0,0
133,4864,3030,1,0,1,5,0.64,1,0,0,0,0,0,0,0,1,1.8496,0.0641,2,47.0,2,0.0,0.0,0.0,0,0,16,23,39,0.0,0,0,0,0
134,4864,2966,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9678,0.1182,2,48.5,2,0.0,0.0,0.0,0,0,17,27,44,0.0,0,1,0,0
135,4863,2966,1,0,1,5,0.96,1,0,0,0,0,0,0,0,3,1.9211,-0.0467,2,46.3,2,0.0,0.0,0.0,0,0,17,29,46,0.0,0,0,0,0
136,4862,2972,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.8863,-0.0347,2,48.2,2,0.0,0.0,0.0,0,0,17,27,44,0.0,0,0,0,0
137,4862,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8821,-0.0042,2,46.2,1,0.0,0.0,0.0,0,0,15,23,38,0.0,0,0,0,0
138,4861,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8091,-0.073,1,46.9,1,0.0,0.0,0.0,0,0,15,23,38,0.0,0,0,0,0
139,4860,2905,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.9328,0.1237,1,47.0,1,0.0,0.0,0.0,0,0,15,23,38,0.0,0,0,0,0
140,4858,3027,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.8842,-0.0486,1,46.8,1,0.0,0.0,0.0,0,0,11,20,31,0.0,0,0,0,0
141,4858,3087,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.9749,0.0907,2,46.7,1,0.0,0.0,0.0,0,0,10,25,35,0.0,0,1,0,0
142,4858,3097,2,0,2,4,1.0,2,0,0,0,0,0,0,0,3,1.9977,0.0228,2,47.0,2,0.0,0.0,0.0,0,0,7,22,29,0.0,0,0,0,0
143,4857,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9749,-0.0228,2,47.9,2,0.0,0.0,0.0,0,0,12,22,34,0.0,0,0,0,0
144,4857,3004,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.976,0.0011,1,46.4,2,0.0,0.0,0.0,0,0,11,18,29,0.0,0,0,0,0
145,4856,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8878,-0.0882,1,48.1,2,0.0,0.0,0.0,0,0,13,16,29,0.0,0,0,0,0
146,4855,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.791,-0.0968,1,47.1,2,0.0,0.0,0.0,0,0,11,13,24,0.0,0,0,0,0
147,4855,2914,2,0,2,5,0.9143,1,0,0,0,0,0,0,0,1,1.8845,0.0935,1,47.8,2,0.0,0.0,0.0,0,0,9,13,22,0.0,0,0,0,0
148,4854,2998,1,0,1,3,2.0,1,0,0,0,0,0,0,0,3,1.8888,0.0043,1,47.7,2,0.0,0.0,0.0,0,0,16,22,38,0.0,0,1,0,0
149,4852,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8494,-0.0394,2,47.4,2,0.0,0.0,0.0,0,0,17,23,40,0.0,0,0,0,0
