window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
1,5000,6082,16,0,16,7,0.6667,1,0,0,0,0,0,0,0,0,1.9995,1.9995,0,17.3,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0
2,5000,3731,1,0,1,6,0.6667,1,0,0,0,0,0,0,0,0,1.9996,0.0001,0,18.3,1,0.0,0.0,0.0,0,0,54,65,119,0.0,0,0,0,0
3,5000,3633,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9996,0.0,0,20.2,1,0.0,0.0,0.0,0,0,56,67,123,0.0,0,0,0,0
4,5000,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9996,-0.0,0,23.6,1,0.0,0.0,0.0,0,0,56,67,123,0.0,0,0,0,0
5,5000,3465,1,0,1,4,1.0,1,0,0,0,0,0,0,0,0,1.9996,0.0001,0,26.2,1,0.0,0.0,0.0,0,0,56,67,123,0.0,0,0,0,0
6,5000,3135,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.9996,-0.0,1,28.2,1,0.0,0.0,0.0,0,0,58,73,131,0.0,0,0,0,0
7,5000,3210,2,0,2,4,1.0,1,0,0,0,0,0,0,0,0,1.9965,-0.0031,2,29.8,1,0.0,0.0,0.0,0,0,60,75,135,0.0,0,0,0,0
8,5000,3101,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,1,1.9967,0.0002,2,33.2,1,0.0,0.0,0.0,0,0,62,77,139,0.0,0,0,0,0
9,5000,3044,2,0,2,5,0.0,2,0,0,0,0,0,0,0,0,1.9936,-0.0031,2,34.3,2,0.0,0.0,0.0,0,0,65,80,145,0.0,0,0,0,0
10,5000,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9918,-0.0018,2,35.0,2,0.0,0.0,0.0,0,0,65,80,145,0.0,0,0,0,0
11,5000,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.981,-0.0108,1,36.9,2,0.0,0.0,0.0,0,0,65,80,145,0.0,0,0,0,0
12,5000,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9849,0.0039,1,38.8,2,0.0,0.0,0.0,0,0,14,19,33,0.0,0,0,0,0
13,5000,3074,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,3,1.9967,0.0118,1,39.3,2,0.0,0.0,0.0,0,0,12,17,29,0.0,0,0,0,0
14,5000,3062,1,0,1,3,1.0,1,0,0,0,0,0,0,0,1,1.9832,-0.0135,1,41.7,2,0.0,0.0,0.0,0,0,20,25,45,0.0,0,0,0,0
15,5000,3049,4,0,4,5,1.3333,2,0,0,0,0,0,0,0,1,1.9547,-0.0285,2,41.5,2,1.0,1.0,0.0,0,0,22,25,47,0.0,0,0,0,0
16,5000,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9305,-0.0242,2,42.5,2,1.0,1.0,0.0,0,0,26,32,58,0.0,0,0,0,0
