window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,bg_prob_effective
1,5000,6188,14,5,0,1.9992,0,14.2,0,0,6.68,1.0,6188.0,721,1.0,453,694,241,2333,0.000809,0.0061,410.0228,0,0.0,0.0052,0.0009,2,0,0,0,0.03,0.015625,64,0.4792,0.03,0.2082,0.003
2,5000,3746,2,5,0,1.9992,0,13.3,531,3189,5.22,0.8247,4582.0,557,1.0,438,18,33,2380,0.000925,0.0075,397.0064,1,1.0,0.0057,0.001,1,0,0,0,0.032603,0.015625,64,0.5207,0.0553,0.2177,0.003057
3,5000,3427,5,5,0,1.9992,0,13.2,282,3146,4.89,0.8596,4018.0,281,1.0,343,8,103,2336,0.000943,0.0088,261.6387,2,1.9,0.0064,0.0014,3,0,0,0,0.030635,0.015625,64,0.49,0.0839,0.2237,0.003113
4,5000,3119,0,0,3,1.9991,0,13.1,58,3093,4.6,0.8583,3671.2,26,1.0,297,0,46,2083,0.001117,0.013,33.8983,3,2.9,0.0087,0.0021,0,0,0,0,0.035545,0.015625,64,0.5604,0.1194,0.2186,0.003169
5,5000,3050,1,3,0,1.9992,0,13.1,3,3047,4.41,0.8805,3464.1,3,1.0,264,4,37,1939,0.001166,0.0146,4.6656,4,3.9,0.0088,0.0023,0,0,0,0,0.049635,0.015625,64,0.6852,0.1502,0.2112,0.003224
6,5000,3071,0,0,3,1.9991,0,13.0,0,3071,4.42,0.9162,3351.8,0,1.0,236,0,28,1811,0.001168,0.0159,0.0,5,4.9,0.0061,0.0025,0,0,0,0,0.04127,0.015625,64,0.6214,0.1835,0.2152,0.003278
7,5000,3082,3,4,0,1.9986,1,13.2,3,3073,4.5,0.9384,3284.4,9,1.0,213,5,28,1754,0.001213,0.0153,12.945,6,5.8,0.013,0.0028,0,0,0,0,0.053517,0.015625,64,0.708,0.2371,0.2164,0.003331
8,5000,3127,1,5,0,1.9974,1,13.0,3,3119,4.53,0.9623,3249.4,8,1.0,199,4,18,1674,0.001332,0.0217,13.8648,7,6.7,0.014,0.0033,1,0,0,0,0.06,0.015625,63,0.7396,0.2971,0.2228,0.003383
9,5000,3012,2,5,0,1.9982,2,13.0,6,2991,4.36,0.9407,3201.9,21,1.0,189,10,20,1648,0.001294,0.0185,41.1765,8,7.4,0.0122,0.0033,1,0,0,0,0.049815,0.015625,63,0.6863,0.3376,0.2285,0.003434
10,5000,3105,0,0,1,1.9953,2,13.0,4,3091,4.56,0.9751,3184.3,14,1.0,179,4,14,1594,0.001312,0.0166,27.1845,9,8.2,0.0139,0.0036,0,0,0,0,0.055453,0.015625,63,0.7182,0.3931,0.2305,0.003482
11,5000,3097,0,0,3,1.9919,1,13.0,4,3093,4.5,0.9771,3169.7,4,1.0,165,0,14,1528,0.001258,0.0254,8.7912,10,9.3,0.0153,0.004,0,0,0,0,0.05074,0.015625,63,0.6921,0.4438,0.2351,0.003529
12,5000,3112,0,0,0,1.9868,1,13.0,8,3104,4.44,0.9845,3160.9,8,1.0,152,4,17,1418,0.001294,0.0225,18.6916,11,10.1,0.0157,0.0041,0,0,0,0,0.07191,0.015625,62,0.7827,0.5158,0.2339,0.003574
13,5000,3131,1,5,0,1.9892,1,13.0,4,3122,4.56,0.9919,3156.6,9,1.0,144,1,9,1382,0.001368,0.0261,20.2703,12,11.0,0.013,0.0042,1,0,0,0,0.047826,0.015625,61,0.6733,0.5636,0.2329,0.003616
