seed,cycle_id,cycle_type,step_start,step_end,node_id
7,0,C→Dust→A→C,909,1851,5
7,1,C→Dust→A→C,1851,2699,5
7,2,C→Dust→A→C,2699,2825,5
7,3,C→Dust→A→C,1208,4272,135
7,4,C→Dust→B→C,168,1539,19
7,5,C→Dust→A→C,1539,3699,19
7,6,C→Dust→B→C,3699,4175,19
7,7,C→Dust→A→C,36,1959,149
7,8,C→Dust→A→C,1959,3453,149
7,9,C→Dust→A→C,3453,4349,149
7,10,C→Dust→A→C,1440,1651,150
7,11,C→Dust→A→C,1651,3677,150
7,12,C→Dust→A→C,3677,4361,150
7,13,C→Dust→A→C,231,2633,151
7,14,C→Dust→A→C,2633,3201,151
7,15,C→Dust→A→C,3201,4319,151
7,16,C→Dust→B→C,291,3403,156
7,17,C→Dust→B→C,121,4060,158
7,18,C→Dust→A→C,4060,4761,158
7,19,C→Dust→A→C,195,1522,159
7,20,C→Dust→A→C,1522,1941,159
7,21,C→Dust→A→C,1941,3678,159
7,22,C→Dust→A→C,3678,4067,159
7,23,C→Dust→A→C,4067,5213,159
7,24,C→Dust→B→C,153,2633,164
7,25,C→Dust→A→C,2633,4146,164
7,26,C→Dust→A→C,273,1029,171
7,27,C→Dust→B→C,3392,4067,46
7,28,C→Dust→A→C,4067,4258,46
7,29,C→Dust→A→C,4258,4708,46
7,30,C→Dust→A→C,105,4443,197
7,31,C→Dust→A→C,993,1356,70
7,32,C→Dust→B→C,1356,3105,70
7,33,C→Dust→A→C,3105,3930,70
7,34,C→Dust→A→C,3930,5045,70
7,35,C→Dust→B→C,358,1410,198
7,36,C→Dust→A→C,1950,5164,75
7,37,C→Dust→A→C,3226,3403,77
7,38,C→Dust→A→C,3403,3611,77
7,39,C→Dust→A→C,111,3811,78
7,40,C→Dust→A→C,343,3161,93
7,41,C→Dust→B→C,3161,4233,93
7,42,C→Dust→A→C,4233,5088,93
7,43,C→Dust→B→C,153,2827,104
7,44,C→Dust→B→C,3774,4581,104
7,45,C→Dust→B→C,4581,5126,104
7,46,C→Dust→B→C,96,3656,110
7,47,C→Dust→B→C,123,3625,122
7,48,C→Dust→A→C,291,1208,2
7,49,C→Dust→B→C,1208,1651,2
7,50,C→Dust→A→C,1651,2095,2
7,51,C→Dust→A→C,241,1412,3
7,52,C→Dust→A→C,1412,3835,3
7,53,C→Dust→A→C,165,891,13
7,54,C→Dust→B→C,891,1851,13
7,55,C→Dust→A→C,1851,4019,13
7,56,C→Dust→A→C,115,3715,18
