seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
7,1,0.001,110,104,5,0,1,0,0,0,0,109,1,110,0,61,49,108,1,1,7,1.4027
7,2,0.001,79,64,8,0,6,0,0,0,1,76,3,79,0,40,39,78,1,0,9,1.969
7,3,0.001,29,25,3,0,0,0,0,0,1,28,1,29,0,12,17,27,1,1,7,1.9847
7,4,0.001,11,10,1,0,0,0,0,0,0,11,0,11,0,5,6,11,0,0,3,1.3222
7,5,0.001,18,16,1,0,1,0,0,0,0,17,1,17,1,8,10,16,1,1,6,1.9864
7,6,0.001,29,26,0,0,2,0,0,0,1,26,3,29,0,17,12,29,0,0,4,1.4675
7,7,0.001,9,8,0,0,1,0,0,0,0,8,1,9,0,6,3,9,0,0,3,1.3516
7,8,0.001,15,12,0,0,2,0,0,0,1,14,1,15,0,7,8,15,0,0,5,1.8389
7,9,0.001,11,8,0,0,1,0,0,0,2,8,3,11,0,6,5,11,0,0,4,1.8231
7,10,0.001,22,17,3,0,1,0,0,0,1,20,2,22,0,7,15,20,2,0,6,1.9338
7,11,0.001,21,17,2,0,2,0,0,0,0,20,1,20,1,12,9,21,0,0,6,1.8747
7,12,0.001,12,10,0,0,0,0,0,0,2,12,0,12,0,6,6,11,1,0,5,1.9508
7,13,0.001,20,18,2,0,0,0,0,0,0,20,0,20,0,11,9,20,0,0,4,1.461
7,14,0.001,9,3,3,0,1,0,0,0,2,7,2,7,2,6,3,9,0,0,6,2.4194
7,15,0.001,11,11,0,0,0,0,0,0,0,11,0,11,0,8,3,11,0,0,2,0.8454
7,16,0.001,24,18,3,0,2,0,0,0,1,22,2,24,0,14,10,24,0,0,7,2.0972
7,17,0.001,9,7,1,0,1,0,0,0,0,9,0,8,1,4,5,9,0,0,4,1.7527
7,18,0.001,17,15,2,0,0,0,0,0,0,17,0,17,0,5,12,14,3,0,5,1.8751
7,19,0.001,13,7,0,0,1,0,0,0,5,11,2,13,0,8,5,13,0,0,6,2.1997
7,20,0.001,9,7,0,0,0,0,0,0,2,7,2,7,2,4,5,9,0,0,3,1.5305
7,21,0.001,6,5,0,0,1,0,0,0,0,6,0,5,1,1,5,6,0,0,3,1.2516
7,22,0.001,8,7,0,0,0,0,0,0,1,8,0,7,1,3,5,8,0,0,3,1.2988
7,23,0.001,16,12,1,0,3,0,0,0,0,13,3,16,0,6,10,15,1,0,6,2.1468
7,24,0.001,12,8,0,0,4,0,0,0,0,10,2,10,2,7,5,11,1,0,5,2.1887
7,25,0.001,5,4,1,0,0,0,0,0,0,5,0,5,0,2,3,5,0,0,3,1.371
