seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
55,1,0.001,117,106,5,0,3,0,0,0,3,114,3,117,0,62,55,115,2,0,9,1.6264
55,2,0.001,78,69,5,0,1,0,0,0,3,74,4,77,1,38,40,78,0,0,7,1.6539
55,3,0.001,30,23,3,0,2,0,0,0,2,26,4,30,0,15,15,30,0,0,7,2.0711
55,4,0.001,12,11,1,0,0,0,0,0,0,12,0,12,0,8,4,12,0,0,3,1.1887
55,5,0.001,13,11,0,0,0,0,0,0,2,12,1,13,0,4,9,13,0,0,4,1.4885
55,6,0.001,11,10,0,0,0,0,0,0,1,11,0,10,1,8,3,11,0,0,3,1.2407
55,7,0.001,10,8,1,0,1,0,0,0,0,9,1,9,1,7,3,10,0,0,4,1.571
55,8,0.001,14,11,3,0,0,0,0,0,0,14,0,14,0,6,8,14,0,0,3,1.4138
55,9,0.001,10,10,0,0,0,0,0,0,0,10,0,10,0,7,3,10,0,0,2,0.8813
55,10,0.001,13,13,0,0,0,0,0,0,0,13,0,13,0,4,9,13,0,0,2,0.8905
55,11,0.001,28,22,3,0,2,0,0,0,1,26,2,28,0,12,16,26,1,1,8,2.1905
55,12,0.001,13,12,0,0,1,0,0,0,0,13,0,13,0,4,9,13,0,0,3,1.2389
55,13,0.001,15,10,2,0,1,0,0,0,2,13,2,15,0,9,6,15,0,0,6,2.2256
55,14,0.001,10,7,1,0,0,0,0,0,2,9,1,10,0,3,7,10,0,0,5,2.0464
55,15,0.001,16,13,1,0,2,0,0,0,0,15,1,16,0,5,11,16,0,0,5,1.7744
55,16,0.001,8,5,2,0,1,0,0,0,0,7,1,8,0,6,2,8,0,0,4,1.9056
55,17,0.001,21,13,1,0,4,0,0,0,3,16,5,21,0,9,12,19,1,1,9,2.6014
55,18,0.001,20,16,3,0,1,0,0,0,0,19,1,20,0,4,16,19,1,0,6,1.7166
55,19,0.001,14,10,2,0,2,0,0,0,0,13,1,14,0,4,10,14,0,0,6,1.9502
55,20,0.001,20,17,0,0,1,0,0,0,2,18,2,20,0,8,12,19,0,1,6,1.8855
55,21,0.001,10,7,0,0,1,0,0,0,2,10,0,10,0,3,7,10,0,0,4,1.8464
55,22,0.001,19,13,5,0,1,0,0,0,0,18,1,19,0,10,9,17,1,1,7,2.2459
55,23,0.001,16,14,0,0,0,0,0,0,2,14,2,16,0,9,7,16,0,0,4,1.5306
55,24,0.001,6,5,1,0,0,0,0,0,0,6,0,6,0,4,2,6,0,0,3,1.4591
55,25,0.001,19,15,4,0,0,0,0,0,0,19,0,19,0,8,11,19,0,0,4,1.6383
