seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
314,1,0.001,103,78,10,0,7,0,0,0,8,93,10,103,0,51,52,102,1,0,12,2.3413
314,2,0.001,78,66,10,0,2,0,0,0,0,76,2,78,0,37,41,74,3,1,8,1.9212
314,3,0.001,32,27,1,0,3,0,0,0,1,30,2,32,0,19,13,31,1,0,7,1.9309
314,4,0.001,19,18,0,0,1,0,0,0,0,18,1,19,0,12,7,19,0,0,3,1.1674
314,5,0.001,15,8,4,0,3,0,0,0,0,12,3,15,0,9,6,13,1,1,8,2.7899
314,6,0.001,5,4,0,0,0,0,0,0,1,4,1,5,0,4,1,5,0,0,3,1.371
314,7,0.001,8,7,1,0,0,0,0,0,0,8,0,8,0,7,1,8,0,0,3,1.0613
314,8,0.001,5,3,1,0,1,0,0,0,0,4,1,4,1,4,1,5,0,0,3,1.371
314,9,0.001,11,6,5,0,0,0,0,0,0,11,0,11,0,6,5,11,0,0,4,1.8231
314,10,0.001,20,20,0,0,0,0,0,0,0,20,0,20,0,9,11,17,2,1,4,1.5955
314,11,0.001,12,11,0,0,0,0,0,0,1,11,1,12,0,6,6,12,0,0,3,1.325
314,12,0.001,14,11,2,0,0,0,0,0,1,14,0,14,0,7,7,14,0,0,5,1.8703
314,13,0.001,9,7,0,0,2,0,0,0,0,7,2,9,0,3,6,9,0,0,4,1.6577
314,14,0.001,10,10,0,0,0,0,0,0,0,10,0,10,0,6,4,10,0,0,2,0.971
314,15,0.001,20,16,3,0,0,0,0,0,1,19,1,20,0,12,8,17,2,1,8,2.4414
314,16,0.001,14,14,0,0,0,0,0,0,0,14,0,14,0,9,5,13,1,0,3,1.2638
314,17,0.001,9,9,0,0,0,0,0,0,0,9,0,9,0,7,2,9,0,0,2,0.7642
314,18,0.001,17,13,0,0,0,0,0,0,4,17,0,17,0,11,6,14,1,2,5,1.736
314,19,0.001,20,18,0,0,0,0,0,0,2,19,1,20,0,7,13,18,1,1,6,1.8388
314,20,0.001,11,4,3,0,3,0,0,0,1,7,4,10,1,4,7,11,0,0,8,2.914
314,21,0.001,7,6,1,0,0,0,0,0,0,7,0,7,0,3,4,6,0,1,3,1.4488
314,22,0.001,13,11,2,0,0,0,0,0,0,13,0,13,0,7,6,13,0,0,3,1.4196
314,23,0.001,11,8,0,0,1,0,0,0,2,8,3,11,0,2,9,11,0,0,4,1.6858
314,24,0.001,7,5,0,0,2,0,0,0,0,6,1,7,0,3,4,7,0,0,4,1.6645
314,25,0.001,2,2,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,1,-0.0
