seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
2024,1,0.001,116,106,7,0,2,0,0,0,1,113,3,116,0,55,61,115,1,0,8,1.5635
2024,2,0.001,81,59,12,0,8,0,0,0,2,73,8,79,2,41,40,81,0,0,10,2.263
2024,3,0.001,34,31,1,0,0,0,0,0,2,32,2,32,2,16,18,32,1,1,7,1.7961
2024,4,0.001,16,14,1,0,0,0,0,0,1,16,0,16,0,8,8,14,1,1,6,2.0462
2024,5,0.001,20,15,5,0,0,0,0,0,0,20,0,20,0,9,11,19,1,0,5,2.019
2024,6,0.001,20,17,3,0,0,0,0,0,0,20,0,20,0,13,7,20,0,0,4,1.5438
2024,7,0.001,12,6,1,0,5,0,0,0,0,8,4,12,0,7,5,12,0,0,6,2.2842
2024,8,0.001,7,6,1,0,0,0,0,0,0,7,0,7,0,6,1,6,1,0,3,1.1488
2024,9,0.001,13,10,0,0,1,0,0,0,2,10,3,12,1,10,3,12,1,0,5,1.823
2024,10,0.001,13,8,5,0,0,0,0,0,0,13,0,13,0,9,4,13,0,0,4,1.8262
2024,11,0.001,16,11,3,0,0,0,0,0,2,14,2,14,2,5,11,14,1,1,6,2.18
2024,12,0.001,23,16,2,0,3,0,0,0,2,19,4,23,0,8,15,23,0,0,6,2.1034
2024,13,0.001,16,12,3,0,1,0,0,0,0,15,1,15,1,9,7,15,1,0,6,2.1468
2024,14,0.001,7,7,0,0,0,0,0,0,0,7,0,7,0,2,5,7,0,0,2,0.8631
2024,15,0.001,17,13,1,0,1,0,0,0,2,14,3,16,1,5,12,16,1,0,7,2.1296
2024,16,0.001,20,12,4,0,3,0,0,0,1,16,4,20,0,8,12,20,0,0,7,2.4211
2024,17,0.001,8,6,0,0,2,0,0,0,0,7,1,8,0,3,5,8,0,0,4,1.5488
2024,18,0.001,8,8,0,0,0,0,0,0,0,8,0,8,0,6,2,8,0,0,2,0.8113
2024,19,0.001,17,15,2,0,0,0,0,0,0,17,0,17,0,11,6,17,0,0,3,1.2608
2024,20,0.001,20,19,1,0,0,0,0,0,0,20,0,20,0,8,12,20,0,0,3,1.2192
2024,21,0.001,9,7,2,0,0,0,0,0,0,9,0,9,0,4,5,9,0,0,3,1.5305
2024,22,0.001,11,9,1,0,0,0,0,0,1,10,1,11,0,2,9,10,0,1,5,1.8676
2024,23,0.001,9,6,1,0,0,0,0,0,2,9,0,7,2,3,6,8,0,1,5,2.1133
2024,24,0.001,14,11,1,0,1,0,0,0,1,13,1,14,0,6,8,12,1,1,5,1.8703
2024,25,0.001,9,6,0,0,3,0,0,0,0,6,3,8,1,4,5,8,1,0,5,2.1133
