seed,window,rate,k,tc,H,drift,J,tH,tD,tP,k_star
1337,7,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,7,0.0,1,2,0.5586,0.1338,-0.1001,0.5586,0.1338,-0.7925,3
1337,7,0.0,2,3,0.9665,0.1593,0.1258,0.9665,0.1593,-1.0,3
1337,7,0.0,3,4,1.2087,0.1697,0.2174,1.2087,0.1697,-1.161,3
1337,7,0.0,4,4,1.2087,0.1697,0.2174,1.2087,0.1697,-1.161,3
1337,8,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,8,0.0,1,1,-0.0,0.2617,-0.2383,-0.0,0.2617,-0.5,3
1337,8,0.0,2,1,-0.0,0.3439,-0.1561,-0.0,0.3439,-0.5,3
1337,8,0.0,3,1,-0.0,0.3803,-0.1197,-0.0,0.3803,-0.5,3
1337,8,0.0,4,1,-0.0,0.3803,-0.1197,-0.0,0.3803,-0.5,3
1337,9,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
1337,9,0.0,1,3,1.3527,0.4863,0.839,1.3527,0.4863,-1.0,2
1337,9,0.0,2,4,1.9406,0.6654,1.445,1.9406,0.6654,-1.161,2
1337,9,0.0,3,4,1.9406,0.6654,1.445,1.9406,0.6654,-1.161,2
1337,9,0.0,4,4,1.9406,0.6654,1.445,1.9406,0.6654,-1.161,2
1337,10,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,10,0.0,1,2,0.5665,0.325,0.099,0.5665,0.325,-0.7925,3
1337,10,0.0,2,3,0.9056,0.4405,0.3461,0.9056,0.4405,-1.0,3
1337,10,0.0,3,4,1.2366,0.4606,0.5362,1.2366,0.4606,-1.161,3
1337,10,0.0,4,4,1.2366,0.4606,0.5362,1.2366,0.4606,-1.161,3
1337,11,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,11,0.0,1,1,-0.0,0.2648,-0.2352,-0.0,0.2648,-0.5,3
1337,11,0.0,2,1,-0.0,0.3287,-0.1713,-0.0,0.3287,-0.5,3
1337,11,0.0,3,1,-0.0,0.385,-0.115,-0.0,0.385,-0.5,3
1337,11,0.0,4,1,-0.0,0.385,-0.115,-0.0,0.385,-0.5,3
1337,12,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,12,0.0,1,2,0.3534,0.1848,-0.2543,0.3534,0.1848,-0.7925,3
1337,12,0.0,2,3,0.6998,0.2648,-0.0354,0.6998,0.2648,-1.0,3
1337,12,0.0,3,4,1.0389,0.3287,0.2066,1.0389,0.3287,-1.161,3
1337,12,0.0,4,4,1.0389,0.3287,0.2066,1.0389,0.3287,-1.161,3
1337,13,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,13,0.0,1,2,0.9495,0.4885,0.6455,0.9495,0.4885,-0.7925,3
1337,13,0.0,2,3,1.5683,0.5808,1.1491,1.5683,0.5808,-1.0,3
1337,13,0.0,3,3,1.5683,0.5957,1.164,1.5683,0.5957,-1.0,3
1337,13,0.0,4,3,1.5683,0.5957,1.164,1.5683,0.5957,-1.0,3
1337,14,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,14,0.0,1,2,0.3095,0.4843,0.0013,0.3095,0.4843,-0.7925,3
1337,14,0.0,2,3,0.6144,0.5874,0.2018,0.6144,0.5874,-1.0,3
1337,14,0.0,3,4,1.3355,0.6384,0.8129,1.3355,0.6384,-1.161,3
1337,14,0.0,4,4,1.3355,0.6384,0.8129,1.3355,0.6384,-1.161,3
1337,15,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,15,0.0,1,3,0.8167,0.2149,0.0316,0.8167,0.2149,-1.0,3
1337,15,0.0,2,4,1.2075,0.2235,0.27,1.2075,0.2235,-1.161,3
1337,15,0.0,3,4,1.2075,0.3982,0.4447,1.2075,0.3982,-1.161,3
1337,15,0.0,4,4,1.2075,0.3982,0.4447,1.2075,0.3982,-1.161,3
1337,16,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,16,0.0,1,2,0.7919,0.2662,0.2656,0.7919,0.2662,-0.7925,3
1337,16,0.0,2,3,1.4746,0.3351,0.8097,1.4746,0.3351,-1.0,3
1337,16,0.0,3,4,1.7048,0.3792,0.923,1.7048,0.3792,-1.161,3
1337,16,0.0,4,4,1.7048,0.3792,0.923,1.7048,0.3792,-1.161,3
1337,17,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,17,0.0,1,2,0.8366,0.5026,0.5467,0.8366,0.5026,-0.7925,3
1337,17,0.0,2,3,1.3383,0.5148,0.8531,1.3383,0.5148,-1.0,3
1337,17,0.0,3,4,1.9329,0.5771,1.349,1.9329,0.5771,-1.161,3
1337,17,0.0,4,4,1.9329,0.5771,1.349,1.9329,0.5771,-1.161,3
1337,18,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,18,0.0,1,2,0.3228,0.2473,-0.2224,0.3228,0.2473,-0.7925,3
1337,18,0.0,2,3,0.6402,0.2864,-0.0734,0.6402,0.2864,-1.0,3
1337,18,0.0,3,4,1.3784,0.3163,0.5337,1.3784,0.3163,-1.161,3
1337,18,0.0,4,4,1.3784,0.3163,0.5337,1.3784,0.3163,-1.161,3
1337,19,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,19,0.0,1,1,-0.0,0.1734,-0.3266,-0.0,0.1734,-0.5,3
1337,19,0.0,2,1,-0.0,0.2479,-0.2521,-0.0,0.2479,-0.5,3
1337,19,0.0,3,2,0.8905,0.2507,0.3487,0.8905,0.2507,-0.7925,3
1337,19,0.0,4,2,0.8905,0.2507,0.3487,0.8905,0.2507,-0.7925,3
1337,20,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,20,0.0,1,2,0.4395,0.2168,-0.1362,0.4395,0.2168,-0.7925,3
1337,20,0.0,2,3,0.8659,0.3122,0.1781,0.8659,0.3122,-1.0,3
1337,20,0.0,3,4,1.2776,0.369,0.4856,1.2776,0.369,-1.161,3
1337,20,0.0,4,4,1.2776,0.369,0.4856,1.2776,0.369,-1.161,3
1337,21,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,21,0.0,1,2,0.3712,0.285,-0.1363,0.3712,0.285,-0.7925,3
1337,21,0.0,2,3,0.7345,0.287,0.0215,0.7345,0.287,-1.0,3
1337,21,0.0,3,3,0.7345,0.3624,0.0969,0.7345,0.3624,-1.0,3
1337,21,0.0,4,3,0.7345,0.3624,0.0969,0.7345,0.3624,-1.0,3
1337,22,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,22,0.0,1,3,1.3516,0.4516,0.8032,1.3516,0.4516,-1.0,3
1337,22,0.0,2,4,1.8911,0.6164,1.3465,1.8911,0.6164,-1.161,3
1337,22,0.0,3,5,2.1133,0.7259,1.5467,2.1133,0.7259,-1.2925,3
1337,22,0.0,4,5,2.1133,0.7259,1.5467,2.1133,0.7259,-1.2925,3
1337,23,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,23,0.0,1,2,0.5033,0.4412,0.152,0.5033,0.4412,-0.7925,3
1337,23,0.0,2,3,0.8031,0.618,0.4211,0.8031,0.618,-1.0,3
1337,23,0.0,3,4,1.2752,0.6532,0.7674,1.2752,0.6532,-1.161,3
1337,23,0.0,4,4,1.2752,0.6532,0.7674,1.2752,0.6532,-1.161,3
1337,24,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,24,0.0,1,2,0.3912,0.307,-0.0943,0.3912,0.307,-0.7925,3
1337,24,0.0,2,3,0.7732,0.3087,0.0819,0.7732,0.3087,-1.0,3
1337,24,0.0,3,3,0.7732,0.3929,0.1661,0.7732,0.3929,-1.0,3
1337,24,0.0,4,3,0.7732,0.3929,0.1661,0.7732,0.3929,-1.0,3
1337,25,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
1337,25,0.0,1,3,1.0958,0.3158,0.4116,1.0958,0.3158,-1.0,2
1337,25,0.0,2,4,1.7899,0.4201,1.049,1.7899,0.4201,-1.161,2
1337,25,0.0,3,4,1.7899,0.4201,1.049,1.7899,0.4201,-1.161,2
1337,25,0.0,4,4,1.7899,0.4201,1.049,1.7899,0.4201,-1.161,2
2024,1,0.0,0,1,-0.0,,-0.5,-0.0,0,-0.5,3
2024,1,0.0,1,3,0.5878,,-0.4122,0.5878,0,-1.0,3
2024,1,0.0,2,4,0.9278,,-0.2332,0.9278,0,-1.161,3
2024,1,0.0,3,5,1.2885,,-0.004,1.2885,0,-1.2925,3
2024,1,0.0,4,5,1.2885,,-0.004,1.2885,0,-1.2925,3
2024,2,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,2,0.0,1,3,0.4183,0.0633,-0.5184,0.4183,0.0633,-1.0,3
2024,2,0.0,2,4,0.7781,0.0633,-0.3196,0.7781,0.0633,-1.161,3
2024,2,0.0,3,5,1.0781,0.0727,-0.1417,1.0781,0.0727,-1.2925,3
2024,2,0.0,4,5,1.0781,0.0727,-0.1417,1.0781,0.0727,-1.2925,3
2024,3,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,3,0.0,1,2,0.3095,0.0842,-0.3988,0.3095,0.0842,-0.7925,3
2024,3,0.0,2,3,0.6144,0.0887,-0.2969,0.6144,0.0887,-1.0,3
2024,3,0.0,3,4,1.2332,0.1726,0.2448,1.2332,0.1726,-1.161,3
2024,3,0.0,4,4,1.2332,0.1726,0.2448,1.2332,0.1726,-1.161,3
2024,4,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,4,0.0,1,1,-0.0,0.1684,-0.3316,-0.0,0.1684,-0.5,3
2024,4,0.0,2,1,-0.0,0.2407,-0.2593,-0.0,0.2407,-0.5,3
2024,4,0.0,3,2,0.6723,0.2409,0.1207,0.6723,0.2409,-0.7925,3
2024,4,0.0,4,2,0.6723,0.2409,0.1207,0.6723,0.2409,-0.7925,3
2024,5,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,5,0.0,1,3,0.6144,0.2407,-0.1449,0.6144,0.2407,-1.0,3
2024,5,0.0,2,4,1.0975,0.3481,0.2846,1.0975,0.3481,-1.161,3
2024,5,0.0,3,5,1.7689,0.3632,0.8396,1.7689,0.3632,-1.2925,3
2024,5,0.0,4,5,1.7689,0.3632,0.8396,1.7689,0.3632,-1.2925,3
2024,6,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,6,0.0,1,2,0.5033,0.186,-0.1032,0.5033,0.186,-0.7925,3
2024,6,0.0,2,3,0.8031,0.2051,0.0082,0.8031,0.2051,-1.0,3
2024,6,0.0,3,4,1.2752,0.2508,0.365,1.2752,0.2508,-1.161,3
2024,6,0.0,4,4,1.2752,0.2508,0.365,1.2752,0.2508,-1.161,3
2024,7,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,7,0.0,1,1,-0.0,0.2407,-0.2593,-0.0,0.2407,-0.5,3
2024,7,0.0,2,1,-0.0,0.298,-0.202,-0.0,0.298,-0.5,3
2024,7,0.0,3,2,0.4855,0.3001,-0.0069,0.4855,0.3001,-0.7925,3
2024,7,0.0,4,2,0.4855,0.3001,-0.0069,0.4855,0.3001,-0.7925,3
2024,8,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,8,0.0,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,8,0.0,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,8,0.0,3,2,0.3621,0.0548,-0.3756,0.3621,0.0548,-0.7925,3
2024,8,0.0,4,2,0.3621,0.0548,-0.3756,0.3621,0.0548,-0.7925,3
2024,9,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,9,0.0,1,2,0.8113,0.3714,0.3902,0.8113,0.3714,-0.7925,3
2024,9,0.0,2,3,1.3527,0.4863,0.839,1.3527,0.4863,-1.0,3
2024,9,0.0,3,4,1.8395,0.5223,1.2008,1.8395,0.5223,-1.161,3
2024,9,0.0,4,4,1.8395,0.5223,1.2008,1.8395,0.5223,-1.161,3
2024,10,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,10,0.0,1,3,0.6784,0.2337,-0.0879,0.6784,0.2337,-1.0,3
2024,10,0.0,2,4,1.2087,0.239,0.2867,1.2087,0.239,-1.161,3
2024,10,0.0,3,5,1.7056,0.247,0.6601,1.7056,0.247,-1.2925,3
2024,10,0.0,4,5,1.7056,0.247,0.6601,1.7056,0.247,-1.2925,3
2024,11,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,11,0.0,1,2,0.5665,0.2465,0.0205,0.5665,0.2465,-0.7925,3
2024,11,0.0,2,3,1.1033,0.2465,0.3498,1.1033,0.2465,-1.0,3
2024,11,0.0,3,3,1.1033,0.3608,0.4641,1.1033,0.3608,-1.0,3
2024,11,0.0,4,3,1.1033,0.3608,0.4641,1.1033,0.3608,-1.0,3
2024,12,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,12,0.0,1,1,-0.0,0.2648,-0.2352,-0.0,0.2648,-0.5,3
2024,12,0.0,2,1,-0.0,0.385,-0.115,-0.0,0.385,-0.5,3
2024,12,0.0,3,2,0.469,0.4353,0.1118,0.469,0.4353,-0.7925,3
2024,12,0.0,4,2,0.469,0.4353,0.1118,0.469,0.4353,-0.7925,3
2024,13,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,13,0.0,1,3,1.1488,0.4001,0.5489,1.1488,0.4001,-1.0,3
2024,13,0.0,2,4,1.7783,0.5579,1.1752,1.7783,0.5579,-1.161,3
2024,13,0.0,3,4,1.7783,0.5846,1.2019,1.7783,0.5846,-1.161,3
2024,13,0.0,4,4,1.7783,0.5846,1.2019,1.7783,0.5846,-1.161,3
2024,14,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
2024,14,0.0,1,2,0.4138,0.2936,-0.0851,0.4138,0.2936,-0.7925,2
2024,14,0.0,2,3,0.8167,0.3592,0.1759,0.8167,0.3592,-1.0,2
2024,14,0.0,3,3,0.8167,0.3592,0.1759,0.8167,0.3592,-1.0,2
2024,14,0.0,4,3,0.8167,0.3592,0.1759,0.8167,0.3592,-1.0,2
2024,15,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,15,0.0,1,3,0.8343,0.1826,0.0169,0.8343,0.1826,-1.0,3
2024,15,0.0,2,4,1.3216,0.1936,0.3542,1.3216,0.1936,-1.161,3
2024,15,0.0,3,5,1.8943,0.3828,0.9846,1.8943,0.3828,-1.2925,3
2024,15,0.0,4,5,1.8943,0.3828,0.9846,1.8943,0.3828,-1.2925,3
2024,16,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,16,0.0,1,2,0.3228,0.2483,-0.2214,0.3228,0.2483,-0.7925,3
2024,16,0.0,2,3,0.6402,0.2704,-0.0894,0.6402,0.2704,-1.0,3
2024,16,0.0,3,4,1.2772,0.2741,0.3903,1.2772,0.2741,-1.161,3
2024,16,0.0,4,4,1.2772,0.2741,0.3903,1.2772,0.2741,-1.161,3
2024,17,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,17,0.0,1,2,0.5226,0.2982,0.0283,0.5226,0.2982,-0.7925,3
2024,17,0.0,2,3,1.0224,0.3138,0.3362,1.0224,0.3138,-1.0,3
2024,17,0.0,3,4,1.7034,0.328,0.8704,1.7034,0.328,-1.161,3
2024,17,0.0,4,4,1.7034,0.328,0.8704,1.7034,0.328,-1.161,3
2024,18,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,18,0.0,1,2,0.65,0.3777,0.2352,0.65,0.3777,-0.7925,3
2024,18,0.0,2,3,0.9445,0.3878,0.3323,0.9445,0.3878,-1.0,3
2024,18,0.0,3,4,1.4047,0.4153,0.659,1.4047,0.4153,-1.161,3
2024,18,0.0,4,4,1.4047,0.4153,0.659,1.4047,0.4153,-1.161,3
2024,19,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,19,0.0,1,2,0.7219,0.0366,-0.034,0.7219,0.0366,-0.7925,3
2024,19,0.0,2,3,1.053,0.0439,0.0969,1.053,0.0439,-1.0,3
2024,19,0.0,3,4,1.6729,0.1269,0.6388,1.6729,0.1269,-1.161,3
2024,19,0.0,4,4,1.6729,0.1269,0.6388,1.6729,0.1269,-1.161,3
2024,20,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,20,0.0,1,2,0.2006,0.2353,-0.3566,0.2006,0.2353,-0.7925,3
2024,20,0.0,2,3,0.3998,0.2516,-0.3486,0.3998,0.2516,-1.0,3
2024,20,0.0,3,4,1.0092,0.2705,0.1187,1.0092,0.2705,-1.161,3
2024,20,0.0,4,4,1.0092,0.2705,0.1187,1.0092,0.2705,-1.161,3
2024,21,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,21,0.0,1,3,0.6784,0.1831,-0.1385,0.6784,0.1831,-1.0,3
2024,21,0.0,2,4,1.2087,0.2523,0.3,1.2087,0.2523,-1.161,3
2024,21,0.0,3,5,1.4473,0.2852,0.44,1.4473,0.2852,-1.2925,3
2024,21,0.0,4,5,1.4473,0.2852,0.44,1.4473,0.2852,-1.2925,3
2024,22,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,22,0.0,1,2,0.65,0.2675,0.125,0.65,0.2675,-0.7925,3
2024,22,0.0,2,3,1.2516,0.2724,0.524,1.2516,0.2724,-1.0,3
2024,22,0.0,3,4,1.614,0.2846,0.7376,1.614,0.2846,-1.161,3
2024,22,0.0,4,4,1.614,0.2846,0.7376,1.614,0.2846,-1.161,3
2024,23,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,23,0.0,1,1,-0.0,0.298,-0.202,-0.0,0.298,-0.5,3
2024,23,0.0,2,1,-0.0,0.4369,-0.0631,-0.0,0.4369,-0.5,3
2024,23,0.0,3,1,-0.0,0.4983,-0.0017,-0.0,0.4983,-0.5,3
2024,23,0.0,4,1,-0.0,0.4983,-0.0017,-0.0,0.4983,-0.5,3
2024,24,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
2024,24,0.0,1,3,0.6686,0.2559,-0.0755,0.6686,0.2559,-1.0,2
2024,24,0.0,2,4,0.9934,0.3174,0.1498,0.9934,0.3174,-1.161,2
2024,24,0.0,3,4,0.9934,0.3174,0.1498,0.9934,0.3174,-1.161,2
2024,24,0.0,4,4,0.9934,0.3174,0.1498,0.9934,0.3174,-1.161,2
2024,25,0.0,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,25,0.0,1,2,0.4395,0.1827,-0.1703,0.4395,0.1827,-0.7925,3
2024,25,0.0,2,3,0.8659,0.1873,0.0532,0.8659,0.1873,-1.0,3
2024,25,0.0,3,4,1.4911,0.3657,0.6958,1.4911,0.3657,-1.161,3
2024,25,0.0,4,4,1.4911,0.3657,0.6958,1.4911,0.3657,-1.161,3
7,1,0.0005,0,1,-0.0,,-0.5,-0.0,0,-0.5,0
7,1,0.0005,1,2,0.0747,,-0.7178,0.0747,0,-0.7925,0
7,1,0.0005,2,3,0.1493,,-0.8507,0.1493,0,-1.0,0
7,1,0.0005,3,4,0.4148,,-0.7462,0.4148,0,-1.161,0
7,1,0.0005,4,4,0.4148,,-0.7462,0.4148,0,-1.161,0
7,2,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,2,0.0005,1,3,0.4274,0.1738,-0.3988,0.4274,0.1738,-1.0,3
7,2,0.0005,2,4,0.6806,0.2003,-0.2801,0.6806,0.2003,-1.161,3
7,2,0.0005,3,5,1.135,0.2261,0.0686,1.135,0.2261,-1.2925,3
7,2,0.0005,4,5,1.135,0.2261,0.0686,1.135,0.2261,-1.2925,3
7,3,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,3,0.0005,1,3,0.8929,0.1737,0.0666,0.8929,0.1737,-1.0,3
7,3,0.0005,2,4,1.4372,0.2418,0.518,1.4372,0.2418,-1.161,3
7,3,0.0005,3,5,1.9369,0.2619,0.9063,1.9369,0.2619,-1.2925,3
7,3,0.0005,4,6,2.0298,0.2711,0.8972,2.0298,0.2711,-1.4037,3
7,4,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,4,0.0005,1,3,0.9464,0.0694,0.0158,0.9464,0.0694,-1.0,4
7,4,0.0005,2,4,1.4838,0.0696,0.3924,1.4838,0.0696,-1.161,4
7,4,0.0005,3,4,1.4838,0.2837,0.6065,1.4838,0.2837,-1.161,4
7,4,0.0005,4,4,1.4838,0.3053,0.6281,1.4838,0.3053,-1.161,4
7,5,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
7,5,0.0005,1,3,0.5907,0.1385,-0.2708,0.5907,0.1385,-1.0,2
7,5,0.0005,2,4,1.0583,0.1553,0.0526,1.0583,0.1553,-1.161,2
7,5,0.0005,3,4,1.0583,0.1553,0.0526,1.0583,0.1553,-1.161,2
7,5,0.0005,4,4,1.0583,0.1553,0.0526,1.0583,0.1553,-1.161,2
7,6,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,6,0.0005,1,3,0.5132,0.0264,-0.4604,0.5132,0.0264,-1.0,4
7,6,0.0005,2,4,0.7654,0.1076,-0.288,0.7654,0.1076,-1.161,4
7,6,0.0005,3,5,1.0144,0.1795,-0.0986,1.0144,0.1795,-1.2925,4
7,6,0.0005,4,5,1.0144,0.3115,0.0334,1.0144,0.3115,-1.2925,4
7,7,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,7,0.0005,1,1,-0.0,0.2119,-0.2881,-0.0,0.2119,-0.5,3
7,7,0.0005,2,1,-0.0,0.2617,-0.2383,-0.0,0.2617,-0.5,3
7,7,0.0005,3,2,0.971,0.4442,0.6227,0.971,0.4442,-0.7925,3
7,7,0.0005,4,2,0.971,0.4442,0.6227,0.971,0.4442,-0.7925,3
7,8,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,8,0.0005,1,2,0.4855,0.234,-0.073,0.4855,0.234,-0.7925,4
7,8,0.0005,2,3,0.7742,0.2895,0.0637,0.7742,0.2895,-1.0,4
7,8,0.0005,3,3,0.7742,0.5419,0.3161,0.7742,0.5419,-1.0,4
7,8,0.0005,4,4,1.232,0.5802,0.6512,1.232,0.5802,-1.161,4
7,9,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,9,0.0005,1,2,1.0,0.3765,0.584,1.0,0.3765,-0.7925,4
7,9,0.0005,2,3,1.4591,0.601,1.0601,1.4591,0.601,-1.0,4
7,9,0.0005,3,3,1.4591,0.601,1.0601,1.4591,0.601,-1.0,4
7,9,0.0005,4,4,1.7925,0.6321,1.2636,1.7925,0.6321,-1.161,4
7,10,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,10,0.0005,1,2,0.65,0.6031,0.4606,0.65,0.6031,-0.7925,4
7,10,0.0005,2,3,1.0409,0.7322,0.7731,1.0409,0.7322,-1.0,4
7,10,0.0005,3,4,1.4183,0.7408,0.9981,1.4183,0.7408,-1.161,4
7,10,0.0005,4,4,1.4183,0.7645,1.0218,1.4183,0.7645,-1.161,4
7,11,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,11,0.0005,1,2,0.3912,0.3514,-0.0499,0.3912,0.3514,-0.7925,4
7,11,0.0005,2,3,0.7732,0.3521,0.1253,0.7732,0.3521,-1.0,4
7,11,0.0005,3,4,1.1451,0.353,0.3371,1.1451,0.353,-1.161,4
7,11,0.0005,4,5,1.5059,0.4906,0.704,1.5059,0.4906,-1.2925,4
7,12,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,12,0.0005,1,3,1.1887,0.3024,0.4911,1.1887,0.3024,-1.0,4
7,12,0.0005,2,4,1.8554,0.4711,1.1655,1.8554,0.4711,-1.161,4
7,12,0.0005,3,5,2.1887,0.5502,1.4464,2.1887,0.5502,-1.2925,4
7,12,0.0005,4,6,2.4591,0.6139,1.6693,2.4591,0.6139,-1.4037,4
7,13,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,13,0.0005,1,3,0.6402,0.2415,-0.1183,0.6402,0.2415,-1.0,4
7,13,0.0005,2,4,1.1401,0.3861,0.3652,1.1401,0.3861,-1.161,4
7,13,0.0005,3,4,1.1401,0.5654,0.5445,1.1401,0.5654,-1.161,4
7,13,0.0005,4,4,1.1401,0.5832,0.5623,1.1401,0.5832,-1.161,4
7,14,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,14,0.0005,1,3,0.8842,0.1287,0.0129,0.8842,0.1287,-1.0,3
7,14,0.0005,2,4,1.4412,0.141,0.4212,1.4412,0.141,-1.161,3
7,14,0.0005,3,5,1.9477,0.3342,0.9894,1.9477,0.3342,-1.2925,3
7,14,0.0005,4,5,1.9477,0.3342,0.9894,1.9477,0.3342,-1.2925,3
7,15,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,15,0.0005,1,2,0.5436,0.1644,-0.0845,0.5436,0.1644,-0.7925,3
7,15,0.0005,2,2,0.5436,0.3359,0.087,0.5436,0.3359,-0.7925,3
7,15,0.0005,3,2,0.5436,0.4617,0.2128,0.5436,0.4617,-0.7925,3
7,15,0.0005,4,2,0.5436,0.4617,0.2128,0.5436,0.4617,-0.7925,3
7,16,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
7,16,0.0005,1,2,0.4138,0.0581,-0.3206,0.4138,0.0581,-0.7925,2
7,16,0.0005,2,3,0.8167,0.2123,0.029,0.8167,0.2123,-1.0,2
7,16,0.0005,3,3,0.8167,0.2123,0.029,0.8167,0.2123,-1.0,2
7,16,0.0005,4,3,0.8167,0.2123,0.029,0.8167,0.2123,-1.0,2
7,17,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,17,0.0005,1,3,0.7345,0.1917,-0.0738,0.7345,0.1917,-1.0,3
7,17,0.0005,2,4,1.2917,0.2123,0.343,1.2917,0.2123,-1.161,3
7,17,0.0005,3,5,1.8074,0.3618,0.8767,1.8074,0.3618,-1.2925,3
7,17,0.0005,4,5,1.8074,0.3618,0.8767,1.8074,0.3618,-1.2925,3
7,18,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,18,0.0005,1,1,-0.0,0.2746,-0.2254,-0.0,0.2746,-0.5,3
7,18,0.0005,2,1,-0.0,0.4001,-0.0999,-0.0,0.4001,-0.5,3
7,18,0.0005,3,1,-0.0,0.5069,0.0069,-0.0,0.5069,-0.5,3
7,18,0.0005,4,1,-0.0,0.5069,0.0069,-0.0,0.5069,-0.5,3
7,19,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,19,0.0005,1,3,1.087,0.3821,0.4691,1.087,0.3821,-1.0,3
7,19,0.0005,2,4,1.723,0.5392,1.1012,1.723,0.5392,-1.161,3
7,19,0.0005,3,5,2.1029,0.6141,1.4245,2.1029,0.6141,-1.2925,3
7,19,0.0005,4,5,2.1029,0.6141,1.4245,2.1029,0.6141,-1.2925,3
7,20,0.0005,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,20,0.0005,1,1,-0.0,0.3821,-0.1179,-0.0,0.3821,-0.5,3
