seed,window,rate,k,tc,H,drift,J,tH,tD,tP,k_star
1337,10,0.001,3,4,1.316,0.2379,0.3929,1.316,0.2379,-1.161,3
1337,10,0.001,4,4,1.316,0.2379,0.3929,1.316,0.2379,-1.161,3
1337,11,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,11,0.001,1,1,-0.0,0.2221,-0.2779,-0.0,0.2221,-0.5,3
1337,11,0.001,2,1,-0.0,0.3201,-0.1799,-0.0,0.3201,-0.5,3
1337,11,0.001,3,1,-0.0,0.4001,-0.0999,-0.0,0.4001,-0.5,3
1337,11,0.001,4,1,-0.0,0.4001,-0.0999,-0.0,0.4001,-0.5,3
1337,12,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
1337,12,0.001,1,2,0.5226,0.2479,-0.022,0.5226,0.2479,-0.7925,2
1337,12,0.001,2,3,0.8343,0.3073,0.1416,0.8343,0.3073,-1.0,2
1337,12,0.001,3,3,0.8343,0.3073,0.1416,0.8343,0.3073,-1.0,2
1337,12,0.001,4,3,0.8343,0.3073,0.1416,0.8343,0.3073,-1.0,2
1337,13,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,13,0.001,1,1,-0.0,0.2479,-0.2521,-0.0,0.2479,-0.5,3
1337,13,0.001,2,1,-0.0,0.3073,-0.1927,-0.0,0.3073,-0.5,3
1337,13,0.001,3,2,0.684,0.4233,0.3148,0.684,0.4233,-0.7925,3
1337,13,0.001,4,2,0.684,0.4233,0.3148,0.684,0.4233,-0.7925,3
1337,14,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,14,0.001,1,2,0.7025,0.3201,0.2301,0.7025,0.3201,-0.7925,3
1337,14,0.001,2,3,1.1255,0.4001,0.5256,1.1255,0.4001,-1.0,3
1337,14,0.001,3,3,1.1255,0.4861,0.6116,1.1255,0.4861,-1.0,3
1337,14,0.001,4,3,1.1255,0.4861,0.6116,1.1255,0.4861,-1.0,3
1337,15,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,15,0.001,1,2,0.7219,0.0102,-0.0604,0.7219,0.0102,-0.7925,3
1337,15,0.001,2,3,1.053,0.0447,0.0977,1.053,0.0447,-1.0,3
1337,15,0.001,3,4,1.7465,0.5583,1.1438,1.7465,0.5583,-1.161,3
1337,15,0.001,4,4,1.7465,0.5583,1.1438,1.7465,0.5583,-1.161,3
1337,16,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,16,0.001,1,2,0.5665,0.0762,-0.1498,0.5665,0.0762,-0.7925,4
1337,16,0.001,2,3,1.1033,0.1141,0.2174,1.1033,0.1141,-1.0,4
1337,16,0.001,3,3,1.1033,0.5727,0.676,1.1033,0.5727,-1.0,4
1337,16,0.001,4,3,1.1033,0.648,0.7513,1.1033,0.648,-1.0,4
1337,17,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
1337,17,0.001,1,1,-0.0,0.2648,-0.2352,-0.0,0.2648,-0.5,2
1337,17,0.001,2,1,-0.0,0.385,-0.115,-0.0,0.385,-0.5,2
1337,17,0.001,3,1,-0.0,0.385,-0.115,-0.0,0.385,-0.5,2
1337,17,0.001,4,1,-0.0,0.385,-0.115,-0.0,0.385,-0.5,2
1337,18,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
1337,18,0.001,1,2,0.5917,0.2746,0.0738,0.5917,0.2746,-0.7925,3
1337,18,0.001,2,3,1.1488,0.4001,0.5489,1.1488,0.4001,-1.0,3
1337,18,0.001,3,4,1.6645,0.5069,1.0104,1.6645,0.5069,-1.161,3
1337,18,0.001,4,4,1.6645,0.5069,1.0104,1.6645,0.5069,-1.161,3
1337,19,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,19,0.001,1,1,-0.0,0.2746,-0.2254,-0.0,0.2746,-0.5,4
1337,19,0.001,2,1,-0.0,0.4001,-0.0999,-0.0,0.4001,-0.5,4
1337,19,0.001,3,2,0.7219,0.4001,0.3295,0.7219,0.4001,-0.7925,4
1337,19,0.001,4,3,1.371,0.4965,0.8675,1.371,0.4965,-1.0,4
1337,20,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,20,0.001,1,2,0.3912,0.1989,-0.2024,0.3912,0.1989,-0.7925,4
1337,20,0.001,2,2,0.3912,0.1989,-0.2024,0.3912,0.1989,-0.7925,4
1337,20,0.001,3,3,0.7732,0.2436,0.0168,0.7732,0.2436,-1.0,4
1337,20,0.001,4,3,0.7732,0.4172,0.1904,0.7732,0.4172,-1.0,4
1337,21,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,21,0.001,1,1,-0.0,0.1989,-0.3011,-0.0,0.1989,-0.5,4
1337,21,0.001,2,1,-0.0,0.1989,-0.3011,-0.0,0.1989,-0.5,4
1337,21,0.001,3,2,0.4395,0.1992,-0.1538,0.4395,0.1992,-0.7925,4
1337,21,0.001,4,3,0.8659,0.2907,0.1566,0.8659,0.2907,-1.0,4
1337,22,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,22,0.001,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,22,0.001,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,22,0.001,3,2,0.6194,0.082,-0.0911,0.6194,0.082,-0.7925,4
1337,22,0.001,4,3,1.1982,0.1249,0.3231,1.1982,0.1249,-1.0,4
1337,23,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,23,0.001,1,2,0.7219,0.3287,0.2581,0.7219,0.3287,-0.7925,4
1337,23,0.001,2,3,1.371,0.4863,0.8573,1.371,0.4863,-1.0,4
1337,23,0.001,3,3,1.371,0.5405,0.9115,1.371,0.5405,-1.0,4
1337,23,0.001,4,3,1.371,0.5968,0.9678,1.371,0.5968,-1.0,4
1337,24,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
1337,24,0.001,1,1,-0.0,0.3287,-0.1713,-0.0,0.3287,-0.5,2
1337,24,0.001,2,1,-0.0,0.4863,-0.0137,-0.0,0.4863,-0.5,2
1337,24,0.001,3,1,-0.0,0.4863,-0.0137,-0.0,0.4863,-0.5,2
1337,24,0.001,4,1,-0.0,0.4863,-0.0137,-0.0,0.4863,-0.5,2
1337,25,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
1337,25,0.001,1,3,1.1221,0.3939,0.516,1.1221,0.3939,-1.0,4
1337,25,0.001,2,4,1.8163,0.5974,1.2527,1.8163,0.5974,-1.161,4
1337,25,0.001,3,5,2.1769,0.6776,1.562,2.1769,0.6776,-1.2925,4
1337,25,0.001,4,6,2.3774,0.6776,1.6513,2.3774,0.6776,-1.4037,4
2024,1,0.001,0,1,-0.0,,-0.5,-0.0,0,-0.5,0
2024,1,0.001,1,3,0.1969,,-0.8031,0.1969,0,-1.0,0
2024,1,0.001,2,4,0.3691,,-0.7919,0.3691,0,-1.161,0
2024,1,0.001,3,5,0.6932,,-0.5993,0.6932,0,-1.2925,0
2024,1,0.001,4,6,0.7169,,-0.6868,0.7169,0,-1.4037,0
2024,2,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,2,0.001,1,3,0.6283,0.1661,-0.2056,0.6283,0.1661,-1.0,4
2024,2,0.001,2,4,1.0736,0.2196,0.1322,1.0736,0.2196,-1.161,4
2024,2,0.001,3,5,1.6199,0.268,0.5954,1.6199,0.268,-1.2925,4
2024,2,0.001,4,5,1.6199,0.2874,0.6148,1.6199,0.2874,-1.2925,4
2024,3,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,3,0.001,1,2,0.3228,0.2354,-0.2343,0.3228,0.2354,-0.7925,4
2024,3,0.001,2,3,0.6402,0.2462,-0.1136,0.6402,0.2462,-1.0,4
2024,3,0.001,3,4,0.8262,0.3189,-0.0159,0.8262,0.3189,-1.161,4
2024,3,0.001,4,4,0.8262,0.4205,0.0857,0.8262,0.4205,-1.161,4
2024,4,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,4,0.001,1,2,0.3373,0.0065,-0.4487,0.3373,0.0065,-0.7925,4
2024,4,0.001,2,2,0.3373,0.1734,-0.2818,0.3373,0.1734,-0.7925,4
2024,4,0.001,3,3,0.6686,0.1842,-0.1472,0.6686,0.1842,-1.0,4
2024,4,0.001,4,4,1.1863,0.3142,0.3395,1.1863,0.3142,-1.161,4
2024,5,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,5,0.001,1,1,-0.0,0.1788,-0.3212,-0.0,0.1788,-0.5,4
2024,5,0.001,2,1,-0.0,0.1788,-0.3212,-0.0,0.1788,-0.5,4
2024,5,0.001,3,2,0.8113,0.2796,0.2984,0.8113,0.2796,-0.7925,4
2024,5,0.001,4,3,1.0763,0.2955,0.3718,1.0763,0.2955,-1.0,4
2024,6,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,6,0.001,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,6,0.001,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,6,0.001,3,2,0.6098,0.1066,-0.0761,0.6098,0.1066,-0.7925,4
2024,6,0.001,4,2,0.6098,0.1984,0.0157,0.6098,0.1984,-0.7925,4
2024,7,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,7,0.001,1,2,0.9799,0.4983,0.6857,0.9799,0.4983,-0.7925,3
2024,7,0.001,2,3,1.5546,0.7408,1.2954,1.5546,0.7408,-1.0,3
2024,7,0.001,3,4,1.7842,0.7504,1.3736,1.7842,0.7504,-1.161,3
2024,7,0.001,4,4,1.7842,0.7504,1.3736,1.7842,0.7504,-1.161,3
2024,8,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,8,0.001,1,1,-0.0,0.4983,-0.0017,-0.0,0.4983,-0.5,4
2024,8,0.001,2,1,-0.0,0.7408,0.2408,-0.0,0.7408,-0.5,4
2024,8,0.001,3,2,0.5917,0.7513,0.5505,0.5917,0.7513,-0.7925,4
2024,8,0.001,4,3,1.1488,0.7645,0.9133,1.1488,0.7645,-1.0,4
2024,9,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,9,0.001,1,3,0.9913,0.3553,0.3466,0.9913,0.3553,-1.0,4
2024,9,0.001,2,4,1.6692,0.5306,1.0388,1.6692,0.5306,-1.161,4
2024,9,0.001,3,4,1.6692,0.5733,1.0815,1.6692,0.5733,-1.161,4
2024,9,0.001,4,5,1.8811,0.6185,1.2071,1.8811,0.6185,-1.2925,4
2024,10,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,10,0.001,1,1,-0.0,0.3553,-0.1447,-0.0,0.3553,-0.5,3
2024,10,0.001,2,1,-0.0,0.5306,0.0306,-0.0,0.5306,-0.5,3
2024,10,0.001,3,2,0.9612,0.6519,0.8206,0.9612,0.6519,-0.7925,3
2024,10,0.001,4,2,0.9612,0.6519,0.8206,0.9612,0.6519,-0.7925,3
2024,11,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,11,0.001,1,2,0.5436,0.2559,0.007,0.5436,0.2559,-0.7925,3
2024,11,0.001,2,3,1.0613,0.3714,0.4327,1.0613,0.3714,-1.0,3
2024,11,0.001,3,4,1.6697,0.3884,0.8971,1.6697,0.3884,-1.161,3
2024,11,0.001,4,4,1.6697,0.3884,0.8971,1.6697,0.3884,-1.161,3
2024,12,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,12,0.001,1,3,0.9665,0.2637,0.2302,0.9665,0.2637,-1.0,4
2024,12,0.001,2,4,1.5645,0.2755,0.679,1.5645,0.2755,-1.161,4
2024,12,0.001,3,5,1.9247,0.2911,0.9233,1.9247,0.2911,-1.2925,4
2024,12,0.001,4,5,1.9247,0.4809,1.1131,1.9247,0.4809,-1.2925,4
2024,13,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,13,0.001,1,2,0.3373,0.2394,-0.2158,0.3373,0.2394,-0.7925,4
2024,13,0.001,2,3,0.6686,0.2989,-0.0325,0.6686,0.2989,-1.0,4
2024,13,0.001,3,4,1.3245,0.3063,0.4698,1.3245,0.3063,-1.161,4
2024,13,0.001,4,4,1.3245,0.4385,0.602,1.3245,0.4385,-1.161,4
2024,14,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,14,0.001,1,1,-0.0,0.1788,-0.3212,-0.0,0.1788,-0.5,3
2024,14,0.001,2,1,-0.0,0.2559,-0.2441,-0.0,0.2559,-0.5,3
2024,14,0.001,3,1,-0.0,0.421,-0.079,-0.0,0.421,-0.5,3
2024,14,0.001,4,1,-0.0,0.421,-0.079,-0.0,0.421,-0.5,3
2024,15,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,15,0.001,1,3,0.8343,0.3073,0.1416,0.8343,0.3073,-1.0,4
2024,15,0.001,2,4,1.4517,0.4516,0.7423,1.4517,0.4516,-1.161,4
2024,15,0.001,3,5,1.736,0.4948,0.9383,1.736,0.4948,-1.2925,4
2024,15,0.001,4,6,1.8981,0.4948,0.9892,1.8981,0.4948,-1.4037,4
2024,16,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,16,0.001,1,3,0.8842,0.1585,0.0427,0.8842,0.1585,-1.0,4
2024,16,0.001,2,4,1.5332,0.1617,0.5339,1.5332,0.1617,-1.161,4
2024,16,0.001,3,5,2.0842,0.2605,1.0522,2.0842,0.2605,-1.2925,4
2024,16,0.001,4,5,2.0842,0.3233,1.115,2.0842,0.3233,-1.2925,4
2024,17,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,17,0.001,1,2,0.8113,0.1863,0.2051,0.8113,0.1863,-0.7925,3
2024,17,0.001,2,3,1.2988,0.2015,0.5003,1.2988,0.2015,-1.0,3
2024,17,0.001,3,3,1.2988,0.398,0.6968,1.2988,0.398,-1.0,3
2024,17,0.001,4,3,1.2988,0.398,0.6968,1.2988,0.398,-1.0,3
2024,18,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
2024,18,0.001,1,1,-0.0,0.3714,-0.1286,-0.0,0.3714,-0.5,2
2024,18,0.001,2,1,-0.0,0.468,-0.032,-0.0,0.468,-0.5,2
2024,18,0.001,3,1,-0.0,0.468,-0.032,-0.0,0.468,-0.5,2
2024,18,0.001,4,1,-0.0,0.468,-0.032,-0.0,0.468,-0.5,2
2024,19,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,19,0.001,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,19,0.001,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,19,0.001,3,2,0.5226,0.2479,-0.022,0.5226,0.2479,-0.7925,3
2024,19,0.001,4,2,0.5226,0.2479,-0.022,0.5226,0.2479,-0.7925,3
2024,20,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,20,0.001,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,20,0.001,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,20,0.001,3,2,0.2864,0.105,-0.4011,0.2864,0.105,-0.7925,3
2024,20,0.001,4,2,0.2864,0.105,-0.4011,0.2864,0.105,-0.7925,3
2024,21,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,21,0.001,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,21,0.001,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,21,0.001,3,2,0.7642,0.2206,0.1923,0.7642,0.2206,-0.7925,3
2024,21,0.001,4,2,0.7642,0.2206,0.1923,0.7642,0.2206,-0.7925,3
2024,22,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
2024,22,0.001,1,2,0.4395,0.2168,-0.1362,0.4395,0.2168,-0.7925,3
2024,22,0.001,2,3,0.8659,0.3122,0.1781,0.8659,0.3122,-1.0,3
2024,22,0.001,3,4,1.2776,0.3347,0.4513,1.2776,0.3347,-1.161,3
2024,22,0.001,4,4,1.2776,0.3347,0.4513,1.2776,0.3347,-1.161,3
2024,23,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,23,0.001,1,2,0.7642,0.1555,0.1272,0.7642,0.1555,-0.7925,4
2024,23,0.001,2,2,0.7642,0.2575,0.2292,0.7642,0.2575,-0.7925,4
2024,23,0.001,3,3,1.2244,0.26,0.4844,1.2244,0.26,-1.0,4
2024,23,0.001,4,4,1.6577,0.3613,0.858,1.6577,0.3613,-1.161,4
2024,24,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,24,0.001,1,3,0.7345,0.2577,-0.0078,0.7345,0.2577,-1.0,4
2024,24,0.001,2,4,1.0892,0.3174,0.2456,1.0892,0.3174,-1.161,4
2024,24,0.001,3,5,1.4345,0.3232,0.4652,1.4345,0.3232,-1.2925,4
2024,24,0.001,4,6,1.7695,0.3306,0.6964,1.7695,0.3306,-1.4037,4
2024,25,0.001,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
2024,25,0.001,1,2,0.9183,0.3326,0.4584,0.9183,0.3326,-0.7925,4
2024,25,0.001,2,3,1.585,0.486,1.071,1.585,0.486,-1.0,4
2024,25,0.001,3,3,1.585,0.5052,1.0902,1.585,0.5052,-1.0,4
2024,25,0.001,4,4,1.8911,0.569,1.2991,1.8911,0.569,-1.161,4
7,1,0.002,0,1,-0.0,,-0.5,-0.0,0,-0.5,0
7,1,0.002,1,2,0.0736,,-0.7189,0.0736,0,-0.7925,0
7,1,0.002,2,3,0.1471,,-0.8529,0.1471,0,-1.0,0
7,1,0.002,3,4,0.4091,,-0.7519,0.4091,0,-1.161,0
7,1,0.002,4,5,0.5366,,-0.7559,0.5366,0,-1.2925,0
7,2,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,2,0.002,1,1,-0.0,0.0669,-0.4331,-0.0,0.0669,-0.5,4
7,2,0.002,2,1,-0.0,0.0948,-0.4052,-0.0,0.0948,-0.5,4
7,2,0.002,3,2,0.3675,0.1051,-0.3199,0.3675,0.1051,-0.7925,4
7,2,0.002,4,3,0.7273,0.1544,-0.1183,0.7273,0.1544,-1.0,4
7,3,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,3,0.002,1,2,0.5436,0.2559,0.007,0.5436,0.2559,-0.7925,4
7,3,0.002,2,3,0.9406,0.336,0.2766,0.9406,0.336,-1.0,4
7,3,0.002,3,4,1.5988,0.3984,0.8362,1.5988,0.3984,-1.161,4
7,3,0.002,4,5,1.8154,0.3985,0.9214,1.8154,0.3985,-1.2925,4
7,4,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,4,0.002,1,1,-0.0,0.2559,-0.2441,-0.0,0.2559,-0.5,4
7,4,0.002,2,1,-0.0,0.336,-0.164,-0.0,0.336,-0.5,4
7,4,0.002,3,2,0.4138,0.3887,0.01,0.4138,0.3887,-0.7925,4
7,4,0.002,4,2,0.4138,0.4244,0.0457,0.4138,0.4244,-0.7925,4
7,5,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,5,0.002,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,5,0.002,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,5,0.002,3,2,0.8631,0.2267,0.2973,0.8631,0.2267,-0.7925,3
7,5,0.002,4,2,0.8631,0.2267,0.2973,0.8631,0.2267,-0.7925,3
7,6,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,6,0.002,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,6,0.002,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,6,0.002,3,2,0.8454,0.0123,0.0652,0.8454,0.0123,-0.7925,4
7,6,0.002,4,3,1.2407,0.2172,0.4579,1.2407,0.2172,-1.0,4
7,7,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,7,0.002,1,3,1.1033,0.385,0.4883,1.1033,0.385,-1.0,4
7,7,0.002,2,4,1.7232,0.5342,1.0964,1.7232,0.5342,-1.161,4
7,7,0.002,3,5,2.2323,0.5399,1.4797,2.2323,0.5399,-1.2925,4
7,7,0.002,4,6,2.4729,0.5431,1.6123,2.4729,0.5431,-1.4037,4
7,8,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,8,0.002,1,2,0.3712,0.286,-0.1353,0.3712,0.286,-0.7925,4
7,8,0.002,2,3,0.7345,0.3519,0.0864,0.7345,0.3519,-1.0,4
7,8,0.002,3,3,0.7345,0.5314,0.2659,0.7345,0.5314,-1.0,4
7,8,0.002,4,4,1.0892,0.5412,0.4694,1.0892,0.5412,-1.161,4
7,9,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,9,0.002,1,2,0.65,0.1265,-0.016,0.65,0.1265,-0.7925,4
7,9,0.002,2,3,1.2516,0.192,0.4436,1.2516,0.192,-1.0,4
7,9,0.002,3,3,1.2516,0.192,0.4436,1.2516,0.192,-1.0,4
7,9,0.002,4,4,1.4183,0.3088,0.5661,1.4183,0.3088,-1.161,4
7,10,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,10,0.002,1,2,0.3373,0.1412,-0.314,0.3373,0.1412,-0.7925,4
7,10,0.002,2,3,0.6686,0.2136,-0.1178,0.6686,0.2136,-1.0,4
7,10,0.002,3,4,1.1863,0.3158,0.3411,1.1863,0.3158,-1.161,4
7,10,0.002,4,4,1.1863,0.3532,0.3785,1.1863,0.3532,-1.161,4
7,11,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,11,0.002,1,3,1.105,0.3824,0.4874,1.105,0.3824,-1.0,3
7,11,0.002,2,4,1.6383,0.423,0.9003,1.6383,0.423,-1.161,3
7,11,0.002,3,5,2.1021,0.4434,1.253,2.1021,0.4434,-1.2925,3
7,11,0.002,4,5,2.1021,0.4434,1.253,2.1021,0.4434,-1.2925,3
7,12,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,12,0.002,1,3,1.0409,0.2427,0.2836,1.0409,0.2427,-1.0,4
7,12,0.002,2,4,1.5284,0.2495,0.6169,1.5284,0.2495,-1.161,4
7,12,0.002,3,5,1.8824,0.2822,0.8721,1.8824,0.2822,-1.2925,4
7,12,0.002,4,5,1.8824,0.4687,1.0586,1.8824,0.4687,-1.2925,4
7,13,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,13,0.002,1,3,1.3222,0.2971,0.6193,1.3222,0.2971,-1.0,4
7,13,0.002,2,4,1.6767,0.5566,1.0723,1.6767,0.5566,-1.161,4
7,13,0.002,3,4,1.6767,0.5643,1.08,1.6767,0.5643,-1.161,4
7,13,0.002,4,5,2.0049,0.5797,1.2921,2.0049,0.5797,-1.2925,4
7,14,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,14,0.002,1,3,1.0057,0.1971,0.2028,1.0057,0.1971,-1.0,4
7,14,0.002,2,4,1.6902,0.4113,0.9405,1.6902,0.4113,-1.161,4
7,14,0.002,3,5,1.9833,0.4217,1.1125,1.9833,0.4217,-1.2925,4
7,14,0.002,4,6,2.1261,0.4232,1.1456,2.1261,0.4232,-1.4037,4
7,15,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,15,0.002,1,3,0.9056,0.1593,0.0649,0.9056,0.1593,-1.0,4
7,15,0.002,2,4,1.4256,0.2079,0.4725,1.4256,0.2079,-1.161,4
7,15,0.002,3,4,1.4256,0.2939,0.5585,1.4256,0.2939,-1.161,4
7,15,0.002,4,4,1.4256,0.3131,0.5777,1.4256,0.3131,-1.161,4
7,16,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,16,0.002,1,1,-0.0,0.3287,-0.1713,-0.0,0.3287,-0.5,3
7,16,0.002,2,1,-0.0,0.4369,-0.0631,-0.0,0.4369,-0.5,3
7,16,0.002,3,2,0.3534,0.4649,0.0258,0.3534,0.4649,-0.7925,3
7,16,0.002,4,2,0.3534,0.4649,0.0258,0.3534,0.4649,-0.7925,3
7,17,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,17,0.002,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,17,0.002,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,17,0.002,3,2,0.8631,0.2519,0.3225,0.8631,0.2519,-0.7925,3
7,17,0.002,4,2,0.8631,0.2519,0.3225,0.8631,0.2519,-0.7925,3
7,18,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,18,0.002,1,3,1.2244,0.4369,0.6613,1.2244,0.4369,-1.0,3
7,18,0.002,2,4,1.7652,0.5579,1.1621,1.7652,0.5579,-1.161,3
7,18,0.002,3,4,1.7652,0.6376,1.2418,1.7652,0.6376,-1.161,3
7,18,0.002,4,4,1.7652,0.6376,1.2418,1.7652,0.6376,-1.161,3
7,19,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,19,0.002,1,3,0.7229,0.192,-0.0851,0.7229,0.192,-1.0,4
7,19,0.002,2,4,0.9882,0.2831,0.1103,0.9882,0.2831,-1.161,4
7,19,0.002,3,4,0.9882,0.2831,0.1103,0.9882,0.2831,-1.161,4
7,19,0.002,4,5,1.6254,0.485,0.8179,1.6254,0.485,-1.2925,4
7,20,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,20,0.002,1,1,-0.0,0.2746,-0.2254,-0.0,0.2746,-0.5,4
7,20,0.002,2,1,-0.0,0.3201,-0.1799,-0.0,0.3201,-0.5,4
7,20,0.002,3,1,-0.0,0.3201,-0.1799,-0.0,0.3201,-0.5,4
7,20,0.002,4,1,-0.0,0.4723,-0.0277,-0.0,0.4723,-0.5,4
7,21,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,21,0.002,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,21,0.002,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,3
7,21,0.002,3,2,0.469,0.2278,-0.0957,0.469,0.2278,-0.7925,3
7,21,0.002,4,2,0.469,0.2278,-0.0957,0.469,0.2278,-0.7925,3
7,22,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,22,0.002,1,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,22,0.002,2,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,22,0.002,3,1,-0.0,0.2278,-0.2722,-0.0,0.2278,-0.5,4
7,22,0.002,4,2,0.7219,0.39,0.3194,0.7219,0.39,-0.7925,4
7,23,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,4
7,23,0.002,1,2,0.7219,0.3287,0.2581,0.7219,0.3287,-0.7925,4
7,23,0.002,2,3,1.371,0.4863,0.8573,1.371,0.4863,-1.0,4
7,23,0.002,3,3,1.371,0.4863,0.8573,1.371,0.4863,-1.0,4
7,23,0.002,4,3,1.371,0.5571,0.9281,1.371,0.5571,-1.0,4
7,24,0.002,0,1,-0.0,0.0,-0.5,-0.0,0,-0.5,2
7,24,0.002,1,1,-0.0,0.3287,-0.1713,-0.0,0.3287,-0.5,2
7,24,0.002,2,1,-0.0,0.4863,-0.0137,-0.0,0.4863,-0.5,2
