seed,window,rate,k_star,J,tc,H
314,17,0.001,4,-0.3085,1,-0.0
314,18,0.001,4,0.8779,3,1.3831
314,19,0.001,4,0.1507,4,1.0219
314,20,0.001,4,1.6578,4,1.8676
314,21,0.001,4,1.0472,3,1.1488
314,22,0.001,4,0.1019,2,0.6194
314,23,0.001,3,1.2557,4,1.7899
314,24,0.001,2,0.7645,3,1.3788
314,25,0.001,2,0.0069,1,-0.0
456,1,0.001,3,-0.2589,5,1.0336
456,2,0.001,0,-0.5,1,-0.0
456,3,0.001,3,0.416,5,1.4473
456,4,0.001,3,0.7761,5,1.8811
456,5,0.001,4,0.4392,4,1.1451
456,6,0.001,4,0.6694,5,1.6166
456,7,0.001,4,1.2065,5,2.0759
456,8,0.001,3,0.6303,3,1.0958
456,9,0.001,3,0.5497,4,1.4047
456,10,0.001,3,-0.0503,2,0.4138
456,11,0.001,4,0.2167,3,0.9913
456,12,0.001,4,0.0295,3,0.7345
456,13,0.001,3,1.304,5,2.1085
456,14,0.001,3,1.3288,4,1.8231
456,15,0.001,3,0.637,4,0.9
456,16,0.001,3,1.1398,3,1.585
456,17,0.001,4,1.3851,3,1.5305
456,18,0.001,4,0.564,3,0.9464
456,19,0.001,3,1.1493,5,2.0524
456,20,0.001,3,0.2286,2,0.5226
456,21,0.001,3,0.9479,4,1.574
456,22,0.001,3,0.8164,4,1.685
456,23,0.001,3,0.0183,1,-0.0
456,24,0.001,3,1.015,4,1.6577
456,25,0.001,3,0.6439,4,1.4466
789,1,0.001,2,-0.4585,4,0.7025
789,2,0.001,3,-0.0791,5,1.0115
789,3,0.001,4,0.1779,5,1.2133
789,4,0.001,4,0.9549,4,1.6143
789,5,0.001,4,0.5908,4,1.3605
789,6,0.001,3,-0.0846,4,0.9274
789,7,0.001,3,0.259,2,0.7871
789,8,0.001,3,0.9851,5,1.8688
789,9,0.001,3,0.2642,2,0.5917
789,10,0.001,3,0.7344,5,1.6137
789,11,0.001,3,0.3135,2,0.684
789,12,0.001,3,0.3515,4,1.2433
789,13,0.001,3,-0.1483,2,0.3228
789,14,0.001,3,1.2468,4,1.75
789,15,0.001,3,1.1959,5,2.0899
789,16,0.001,3,0.2355,2,0.5033
789,17,0.001,3,0.2756,2,0.684
789,18,0.001,4,1.5932,6,2.4219
789,19,0.001,3,0.53,2,0.7496
789,20,0.001,3,0.9856,4,1.7527
789,21,0.001,3,1.1383,4,1.7806
789,22,0.001,4,0.977,5,1.7807
789,23,0.001,4,1.0423,4,1.7885
789,24,0.001,4,1.3184,5,1.9717
789,25,0.001,4,0.621,5,1.4345
999,1,0.001,3,-0.4454,4,0.7156
999,2,0.001,3,0.6527,5,1.6145
999,3,0.001,3,0.1635,3,0.8842
999,4,0.001,3,0.6393,4,1.3716
999,5,0.001,4,0.6275,5,1.6806
999,6,0.001,4,0.3735,4,1.352
999,7,0.001,3,-0.0473,2,0.4395
999,8,0.001,3,0.6099,3,1.1568
999,9,0.001,4,1.4972,5,2.1451
999,10,0.001,3,0.7295,4,1.4885
999,11,0.001,3,0.1617,2,0.65
999,12,0.001,3,1.3672,4,1.8955
999,13,0.001,3,0.5998,5,1.4801
999,14,0.001,3,0.1283,3,0.8659
999,15,0.001,3,0.2926,4,1.2415
999,16,0.001,4,0.778,5,1.801
999,17,0.001,4,0.0975,4,0.9568
999,18,0.001,3,-0.1878,1,-0.0
999,19,0.001,3,0.4707,2,0.8631
999,20,0.001,3,1.3209,4,1.9502
999,21,0.001,4,1.2044,3,1.585
999,22,0.001,3,0.6399,2,0.7219
999,23,0.001,3,-0.1713,1,-0.0
999,24,0.001,4,1.8404,6,2.4138
999,25,0.001,3,0.5317,2,0.5436
1337,1,0.001,3,-0.4689,5,0.8236
1337,2,0.001,3,0.9983,4,1.7623
1337,3,0.001,4,0.4227,4,1.0219
1337,4,0.001,4,0.6927,4,1.4466
1337,5,0.001,4,0.6479,5,1.5158
1337,6,0.001,3,0.658,4,1.4372
1337,7,0.001,4,0.2745,3,0.7732
1337,9,0.001,2,-0.3002,3,0.6998
1337,10,0.001,3,0.3929,4,1.316
1337,11,0.001,3,-0.0999,1,-0.0
1337,12,0.001,2,0.1416,3,0.8343
1337,13,0.001,3,0.3148,2,0.684
1337,14,0.001,3,0.6116,3,1.1255
1337,15,0.001,3,1.1438,4,1.7465
1337,16,0.001,4,0.7513,3,1.1033
1337,17,0.001,2,-0.115,1,-0.0
1337,18,0.001,3,1.0104,4,1.6645
1337,19,0.001,4,0.8675,3,1.371
1337,20,0.001,4,0.1904,3,0.7732
1337,21,0.001,4,0.1566,3,0.8659
1337,22,0.001,4,0.3231,3,1.1982
1337,23,0.001,4,0.9678,3,1.371
1337,24,0.001,2,-0.0137,1,-0.0
1337,25,0.001,4,1.6513,6,2.3774
2024,1,0.001,0,-0.5,1,-0.0
2024,2,0.001,4,0.6148,5,1.6199
2024,3,0.001,4,0.0857,4,0.8262
2024,4,0.001,4,0.3395,4,1.1863
2024,5,0.001,4,0.3718,3,1.0763
2024,6,0.001,4,0.0157,2,0.6098
2024,7,0.001,3,1.3736,4,1.7842
2024,8,0.001,4,0.9133,3,1.1488
2024,9,0.001,4,1.2071,5,1.8811
2024,10,0.001,3,0.8206,2,0.9612
2024,11,0.001,3,0.8971,4,1.6697
2024,12,0.001,4,1.1131,5,1.9247
2024,13,0.001,4,0.602,4,1.3245
2024,14,0.001,3,-0.079,1,-0.0
2024,15,0.001,4,0.9892,6,1.8981
2024,16,0.001,4,1.115,5,2.0842
2024,17,0.001,3,0.6968,3,1.2988
2024,18,0.001,2,-0.032,1,-0.0
2024,19,0.001,3,-0.022,2,0.5226
2024,20,0.001,3,-0.4011,2,0.2864
2024,21,0.001,3,0.1923,2,0.7642
2024,22,0.001,3,0.4513,4,1.2776
2024,23,0.001,4,0.858,4,1.6577
2024,24,0.001,4,0.6964,6,1.7695
2024,25,0.001,4,1.2991,4,1.8911
7,1,0.002,0,-0.5,1,-0.0
7,2,0.002,4,-0.1183,3,0.7273
7,3,0.002,4,0.9214,5,1.8154
7,4,0.002,4,0.0457,2,0.4138
7,5,0.002,3,0.2973,2,0.8631
7,6,0.002,4,0.4579,3,1.2407
7,7,0.002,4,1.6123,6,2.4729
7,8,0.002,4,0.4694,4,1.0892
7,9,0.002,4,0.5661,4,1.4183
7,10,0.002,4,0.3785,4,1.1863
7,11,0.002,3,1.253,5,2.1021
7,12,0.002,4,1.0586,5,1.8824
7,13,0.002,4,1.2921,5,2.0049
7,14,0.002,4,1.1456,6,2.1261
7,15,0.002,4,0.5777,4,1.4256
7,16,0.002,3,0.0258,2,0.3534
7,17,0.002,3,0.3225,2,0.8631
7,18,0.002,3,1.2418,4,1.7652
7,19,0.002,4,0.8179,5,1.6254
7,20,0.002,4,-0.0277,1,-0.0
7,21,0.002,3,-0.0957,2,0.469
7,22,0.002,4,0.3194,2,0.7219
7,23,0.002,4,0.9281,3,1.371
7,24,0.002,2,-0.0137,1,-0.0
7,25,0.002,2,0.1781,3,0.8659
42,1,0.002,4,-0.2571,3,0.7429
42,2,0.002,3,0.1388,5,1.1382
42,3,0.002,4,0.9136,5,1.8616
42,4,0.002,4,1.1061,3,1.5
42,5,0.002,4,0.3416,3,0.8659
42,6,0.002,3,0.9485,5,1.7855
42,7,0.002,3,0.1736,2,0.5665
42,8,0.002,4,0.4601,2,0.8113
42,9,0.002,4,0.4872,2,0.7871
42,10,0.002,3,0.5396,5,1.4082
42,11,0.002,4,0.9359,5,1.9212
42,12,0.002,4,1.1818,5,2.0588
42,13,0.002,4,1.4054,6,2.4528
42,14,0.002,4,1.1992,4,1.8339
42,15,0.002,3,1.0555,4,1.9242
42,16,0.002,3,0.736,4,1.2917
42,17,0.002,3,0.48,3,1.0613
42,18,0.002,4,0.4007,4,1.2776
42,19,0.002,2,0.5509,4,1.571
42,20,0.002,4,0.7184,5,1.6267
42,21,0.002,4,0.4945,4,1.4517
42,22,0.002,4,0.2694,4,1.0892
42,23,0.002,4,1.2094,5,2.0131
42,24,0.002,4,1.1923,5,1.961
42,25,0.002,4,1.355,5,2.1181
55,1,0.002,0,-0.5,1,-0.0
55,2,0.002,4,-0.1791,5,0.9544
55,3,0.002,4,0.6923,6,1.8464
55,4,0.002,3,0.6218,2,0.9799
55,5,0.002,3,-0.0661,2,0.3712
55,6,0.002,3,0.6477,3,1.1982
55,7,0.002,4,1.4463,5,2.2464
55,8,0.002,3,0.281,1,-0.0
55,9,0.002,4,1.5403,6,2.2921
55,10,0.002,3,0.2569,3,0.7742
55,11,0.002,3,0.0985,2,0.7025
55,12,0.002,4,0.7092,5,1.4966
55,13,0.002,4,0.4074,2,0.6962
55,14,0.002,4,1.687,5,2.189
55,15,0.002,4,1.3641,5,2.2566
55,16,0.002,4,1.1653,6,2.1379
55,17,0.002,4,1.3197,5,2.217
55,18,0.002,4,0.6626,3,0.9219
55,19,0.002,3,0.8056,5,1.7804
55,20,0.002,4,1.1907,6,2.2892
55,21,0.002,3,0.3914,3,0.953
55,22,0.002,4,1.3939,6,2.2999
55,23,0.002,4,0.7218,4,1.5511
55,24,0.002,4,0.964,5,1.7947
55,25,0.002,3,0.2386,4,1.1451
123,1,0.002,3,-0.0835,4,1.0775
123,2,0.002,4,0.8144,5,1.7066
123,3,0.002,4,0.6725,5,1.609
123,4,0.002,3,-0.0544,1,-0.0
123,5,0.002,2,0.1147,3,0.8167
123,6,0.002,3,0.1335,2,0.5436
123,7,0.002,3,0.8332,4,1.6184
123,8,0.002,3,-0.058,2,0.3228
123,9,0.002,3,0.4281,4,1.1863
123,10,0.002,4,0.6775,5,1.6636
123,11,0.002,3,1.1749,4,1.9808
123,12,0.002,3,0.2232,1,-0.0
123,13,0.002,4,1.39,4,1.9219
123,14,0.002,4,1.3245,5,2.067
123,15,0.002,3,0.7401,4,1.4238
123,16,0.002,4,1.0438,5,1.9698
123,17,0.002,4,0.7794,6,1.824
123,18,0.002,4,0.1455,4,0.9934
123,19,0.002,3,0.0532,3,0.8659
123,20,0.002,2,-0.1878,1,-0.0
123,21,0.002,2,0.9879,3,1.4573
123,22,0.002,2,1.0022,4,1.8656
123,23,0.002,4,0.6685,3,1.1401
123,24,0.002,4,0.7197,4,1.3275
123,25,0.002,4,0.5283,4,1.2901
314,1,0.002,3,0.0598,4,1.2208
314,2,0.002,4,-0.1297,5,0.9866
314,3,0.002,4,-0.0949,3,0.6686
314,4,0.002,4,-0.2441,1,-0.0
314,5,0.002,4,0.8857,3,1.3788
314,6,0.002,4,0.8301,4,1.5016
314,7,0.002,4,0.5428,3,1.0958
314,8,0.002,4,0.5767,4,1.2917
314,9,0.002,3,-0.0999,1,-0.0
314,10,0.002,0,-0.5,1,-0.0
314,11,0.002,3,0.7867,4,1.4961
314,12,0.002,3,0.2368,4,1.0848
314,13,0.002,4,0.7622,4,1.4003
314,14,0.002,4,-0.0765,1,-0.0
314,15,0.002,4,1.6991,5,1.9916
314,16,0.002,4,0.9324,3,0.978
314,17,0.002,4,0.7221,5,1.6266
314,18,0.002,4,0.6458,4,1.3753
314,19,0.002,4,1.2689,5,2.0049
314,20,0.002,4,0.1554,1,-0.0
314,21,0.002,4,0.495,3,1.0949
314,22,0.002,4,0.4927,4,1.2332
314,23,0.002,3,0.1171,3,0.8167
314,24,0.002,2,1.096,4,1.8586
314,25,0.002,2,0.8602,3,1.5305
456,1,0.002,3,-0.2589,5,1.0336
456,2,0.002,0,-0.5,1,-0.0
456,3,0.002,3,0.416,5,1.4473
456,4,0.002,4,1.1248,6,2.1997
456,5,0.002,4,0.7535,4,1.5488
456,6,0.002,4,1.4099,5,2.1837
456,7,0.002,4,1.2328,4,1.9015
456,8,0.002,4,0.6974,4,1.4183
456,9,0.002,4,0.8276,4,1.4885
456,10,0.002,3,0.8429,4,1.583
456,11,0.002,2,0.4449,4,1.3716
456,12,0.002,4,1.6328,6,2.4888
456,13,0.002,3,0.3329,2,0.469
456,14,0.002,3,1.0755,4,1.7806
456,15,0.002,4,0.799,6,1.8981
456,16,0.002,3,-0.0052,1,-0.0
456,17,0.002,3,1.481,5,2.1181
456,18,0.002,4,1.1774,6,2.0139
456,19,0.002,4,0.287,3,0.8684
456,20,0.002,4,1.3497,4,1.8911
456,21,0.002,4,1.3382,6,2.3219
456,22,0.002,4,1.2253,5,2.2578
456,23,0.002,4,1.2564,6,2.1577
456,24,0.002,4,1.0756,3,1.4488
456,25,0.002,4,0.1087,1,-0.0
789,1,0.002,2,-0.0823,4,1.0787
789,2,0.002,3,0.3327,5,1.4536
789,3,0.002,4,0.542,4,1.4613
789,4,0.002,2,-0.023,3,0.6144
789,5,0.002,2,-0.3511,3,0.6402
789,6,0.002,4,0.4461,3,1.0224
789,7,0.002,4,0.6751,3,1.1568
789,8,0.002,4,0.5407,3,1.0224
789,9,0.002,4,1.5188,6,2.3276
789,10,0.002,4,1.0317,5,1.8129
789,11,0.002,4,0.6429,4,1.2087
789,12,0.002,4,1.2001,5,1.9878
789,13,0.002,3,0.0841,2,0.3373
789,14,0.002,4,0.0737,3,0.8684
789,15,0.002,4,0.2685,3,1.1568
789,16,0.002,4,0.7944,4,1.3979
789,17,0.002,4,0.2515,5,1.3364
789,18,0.002,4,0.9259,6,2.0059
789,19,0.002,4,0.7097,5,1.6806
789,20,0.002,3,0.7179,5,1.7916
789,21,0.002,4,0.059,5,0.9886
789,22,0.002,4,0.2169,4,1.0975
789,23,0.002,4,0.6864,4,1.5452
789,24,0.002,4,0.7699,4,1.5016
789,25,0.002,4,0.6689,5,1.5142
999,1,0.002,3,-0.4454,4,0.7156
999,2,0.002,3,0.4576,5,1.4827
999,3,0.002,4,0.4846,4,1.421
999,4,0.002,3,0.0247,4,0.8795
999,5,0.002,4,0.454,3,1.0958
999,6,0.002,4,0.3301,4,1.0975
999,7,0.002,3,-0.1519,1,-0.0
999,8,0.002,3,0.007,2,0.5436
999,9,0.002,3,1.1216,4,1.8248
999,10,0.002,3,0.1602,2,0.4855
999,11,0.002,3,1.0127,5,1.8566
999,12,0.002,4,0.4616,3,0.9913
999,13,0.002,4,1.2251,5,1.8962
999,14,0.002,4,0.8939,5,1.7947
999,15,0.002,4,0.5559,3,1.1221
999,16,0.002,3,0.319,5,1.3372
999,17,0.002,4,0.3475,4,1.0975
999,18,0.002,4,1.2026,5,1.9591
999,19,0.002,3,0.2236,3,0.8167
999,20,0.002,4,0.9403,3,1.3788
999,21,0.002,4,0.0069,1,-0.0
999,22,0.002,2,0.3345,3,0.9864
999,23,0.002,2,-0.1519,1,-0.0
999,24,0.002,0,-0.5,1,-0.0
999,25,0.002,4,0.7818,3,1.2955
1337,1,0.002,3,-0.4689,5,0.8236
1337,2,0.002,3,0.904,4,1.7126
1337,3,0.002,4,0.1653,4,0.9493
1337,4,0.002,4,0.4023,5,1.3685
1337,5,0.002,4,-0.1102,1,-0.0
1337,6,0.002,3,-0.2543,2,0.3534
1337,7,0.002,3,0.9266,5,1.7947
1337,8,0.002,4,1.1641,4,1.7842
1337,9,0.002,4,1.1033,4,1.5546
1337,10,0.002,4,0.7699,4,1.51
1337,11,0.002,4,0.5022,2,0.7219
1337,12,0.002,4,0.1977,3,0.7742
1337,13,0.002,3,1.2926,4,1.8774
1337,14,0.002,4,0.5272,4,1.0975
1337,15,0.002,4,-0.2436,5,0.8547
1337,16,0.002,4,0.3531,4,1.2075
1337,17,0.002,4,1.1882,4,1.8631
1337,18,0.002,4,0.1601,1,-0.0
1337,19,0.002,4,0.9081,6,1.8336
1337,20,0.002,4,0.9264,3,1.3788
1337,21,0.002,4,1.5445,5,2.2296
1337,22,0.002,3,0.2251,3,0.6144
1337,23,0.002,3,1.4945,4,1.7819
1337,24,0.002,3,0.8961,5,1.4015
1337,25,0.002,4,0.8442,4,1.5016
2024,1,0.002,0,-0.5,1,-0.0
2024,2,0.002,4,0.6148,5,1.6199
2024,3,0.002,4,0.1527,5,1.0108
2024,4,0.002,4,0.1739,4,0.9568
2024,5,0.002,3,0.0134,3,0.6784
2024,6,0.002,2,0.6045,3,1.3472
2024,7,0.002,4,0.6344,6,1.6636
2024,8,0.002,4,0.0414,3,0.6144
2024,9,0.002,4,1.1218,4,1.761
2024,10,0.002,3,0.6454,4,1.5216
2024,11,0.002,3,0.6803,4,1.5657
2024,12,0.002,4,1.3917,5,2.1997
2024,13,0.002,3,0.7144,3,1.2516
2024,14,0.002,4,1.1078,5,1.7843
2024,15,0.002,4,0.053,2,0.4395
2024,16,0.002,3,-0.2832,1,-0.0
2024,17,0.002,2,0.7668,3,1.2988
2024,18,0.002,4,1.3439,6,2.3131
2024,19,0.002,4,0.9391,5,1.8962
2024,20,0.002,4,0.43,3,1.1216
2024,21,0.002,4,0.0256,4,0.7654
2024,22,0.002,4,1.1553,4,1.7925
2024,23,0.002,4,0.7928,3,1.1942
2024,24,0.002,3,0.6025,3,1.1033
2024,25,0.002,4,1.1174,3,1.4855
7,1,0.005,4,-0.479,5,0.8135
7,2,0.005,3,0.2599,5,1.2909
7,3,0.005,4,-0.1003,4,0.8785
7,4,0.005,4,0.4494,3,1.1401
7,5,0.005,4,0.958,5,1.7843
7,6,0.005,4,0.5466,4,1.2075
7,7,0.005,4,0.3952,4,1.1401
7,8,0.005,4,0.9097,4,1.6226
7,9,0.005,4,0.694,6,1.678
7,10,0.005,4,0.73,3,1.2997
7,11,0.005,4,1.3101,6,2.1465
7,12,0.005,4,1.0755,5,1.961
7,13,0.005,4,0.5019,4,1.1451
7,14,0.005,3,0.4988,4,1.3568
7,15,0.005,4,1.6251,6,2.4591
7,16,0.005,4,1.172,6,2.4048
7,17,0.005,4,1.2383,5,2.0579
7,18,0.005,4,1.3645,5,1.9247
7,19,0.005,4,1.081,5,1.88
7,20,0.005,4,0.0183,1,-0.0
7,21,0.005,3,1.0104,4,1.6645
7,22,0.005,4,0.7452,2,0.9183
7,23,0.005,4,1.2704,4,1.7527
7,24,0.005,4,1.0692,4,1.8676
7,25,0.005,3,0.1524,2,0.3373
42,1,0.005,4,-0.29,6,1.1137
42,2,0.005,4,0.2715,6,1.3707
42,3,0.005,3,0.2428,4,1.2876
42,4,0.005,4,0.8179,3,1.231
42,5,0.005,4,0.5394,3,1.4196
42,6,0.005,4,0.6926,4,1.5919
42,7,0.005,4,0.2023,2,0.65
42,8,0.005,4,0.6614,5,1.5589
42,9,0.005,4,0.2838,3,0.9464
42,10,0.005,4,1.4674,5,2.0588
42,11,0.005,4,0.2617,3,0.6144
42,12,0.005,4,0.9783,5,1.88
42,13,0.005,4,1.2521,5,2.0202
42,14,0.005,4,0.503,2,0.65
42,15,0.005,4,1.7776,6,2.4683
42,16,0.005,4,1.1756,5,2.0061
42,17,0.005,4,0.4352,4,1.1451
42,18,0.005,4,0.3222,2,0.7871
42,19,0.005,4,0.4659,3,1.2407
42,20,0.005,4,1.2729,5,2.0742
42,21,0.005,4,0.7036,3,1.3516
42,22,0.005,4,0.83,4,1.6577
42,23,0.005,4,1.0831,5,1.9183
42,24,0.005,4,1.0342,4,1.6226
42,25,0.005,4,1.2989,3,1.5
55,1,0.005,4,-0.4464,5,0.8461
55,2,0.005,4,0.1954,6,1.4336
55,3,0.005,4,0.929,5,1.9464
55,4,0.005,4,0.2217,2,0.4395
55,5,0.005,4,0.4604,3,1.0409
55,6,0.005,4,0.8095,5,1.821
55,7,0.005,4,0.7821,4,1.571
55,8,0.005,4,0.5298,3,1.0613
55,9,0.005,4,1.5809,6,2.2989
55,10,0.005,4,1.2285,5,1.8322
55,11,0.005,4,1.0624,3,1.4591
55,12,0.005,4,0.4729,5,1.2918
55,13,0.005,4,0.1614,3,0.857
55,14,0.005,4,1.2259,3,1.5486
55,15,0.005,4,1.0086,4,1.5919
55,16,0.005,4,0.8121,3,1.1887
55,17,0.005,2,0.0461,2,0.5917
55,18,0.005,4,0.9727,5,1.7947
55,19,0.005,4,0.2837,4,1.1183
55,20,0.005,4,0.4694,3,1.0529
55,21,0.005,4,1.067,6,2.0632
55,22,0.005,4,0.1802,2,0.3912
55,23,0.005,4,0.8165,6,1.7988
55,24,0.005,4,0.4585,4,1.295
55,25,0.005,4,1.4244,5,2.1219
123,1,0.005,4,-0.0267,6,1.377
123,2,0.005,4,0.7015,6,1.7564
123,3,0.005,4,1.0083,6,2.2279
123,4,0.005,4,0.658,6,1.7166
123,5,0.005,4,1.5505,4,1.9502
123,6,0.005,4,1.3866,6,2.1699
123,7,0.005,4,1.2729,5,2.0931
123,8,0.005,4,1.2277,5,1.9232
123,9,0.005,4,0.3321,2,0.6723
123,10,0.005,4,0.8585,5,1.6267
123,11,0.005,4,1.0351,6,1.9745
123,12,0.005,4,0.1565,3,0.7229
123,13,0.005,4,0.5013,4,1.3355
123,14,0.005,4,0.9643,3,1.5285
123,15,0.005,4,0.3271,2,0.7219
123,16,0.005,4,0.3037,3,0.9913
123,17,0.005,4,-0.1447,1,-0.0
123,18,0.005,0,-0.5,1,-0.0
123,19,0.005,4,0.5535,5,1.4393
123,20,0.005,4,0.7415,4,1.5734
123,21,0.005,4,1.0978,4,1.6577
123,22,0.005,4,1.1789,4,1.8554
123,23,0.005,4,1.1967,3,1.2988
123,24,0.005,4,1.0407,3,1.361
123,25,0.005,3,0.7975,3,1.2516
314,1,0.005,3,0.0598,4,1.2208
314,2,0.005,4,0.1611,6,1.39
314,3,0.005,4,0.6743,5,1.6707
314,4,0.005,4,0.9074,5,1.9878
314,5,0.005,4,1.2893,4,1.9502
314,6,0.005,4,0.3455,2,0.4138
314,7,0.005,4,0.9017,6,1.8537
314,8,0.005,4,1.6865,5,2.2464
314,9,0.005,4,0.9386,5,1.5229
314,10,0.005,4,0.765,4,1.5511
314,11,0.005,3,-0.0708,3,0.5304
314,12,0.005,4,0.8172,3,1.3788
314,13,0.005,2,0.0069,1,-0.0
314,14,0.005,4,0.3383,4,1.1401
314,15,0.005,4,1.4015,6,2.2709
314,16,0.005,4,0.2754,2,0.4395
314,17,0.005,4,0.3839,2,0.9183
314,18,0.005,4,0.5882,4,1.2075
314,19,0.005,3,-0.1286,1,-0.0
314,20,0.005,4,0.8573,3,1.371
314,21,0.005,4,1.6307,5,2.2313
314,22,0.005,4,1.4293,4,1.9219
314,23,0.005,4,1.3047,5,1.88
314,24,0.005,4,0.8552,5,1.9878
314,25,0.005,4,0.4957,4,1.2776
456,1,0.005,3,0.4254,5,1.7179
456,2,0.005,4,-0.0662,3,0.5024
456,3,0.005,4,0.689,3,1.2245
456,4,0.005,4,1.6964,5,2.2359
456,5,0.005,4,0.9986,4,1.4256
456,6,0.005,4,-0.0542,2,0.3912
456,7,0.005,4,-0.4696,2,0.2668
456,8,0.005,4,-0.0156,2,0.6194
456,9,0.005,4,0.9072,3,1.5
456,10,0.005,4,0.5993,3,1.4605
456,11,0.005,4,0.4828,5,1.3863
456,12,0.005,4,0.0101,2,0.5033
456,13,0.005,4,0.4708,3,1.0409
456,14,0.005,4,0.9533,5,1.823
456,15,0.005,4,0.913,3,1.4591
456,16,0.005,4,1.7427,6,2.5216
456,17,0.005,4,1.1202,4,1.6172
456,18,0.005,4,0.4347,4,1.0848
456,19,0.005,4,0.5779,4,1.4505
456,20,0.005,4,1.0699,4,1.6855
456,21,0.005,4,1.0094,3,1.4355
456,22,0.005,4,1.3438,3,1.585
456,23,0.005,4,1.1375,5,1.875
456,24,0.005,4,1.5316,4,1.9219
456,25,0.005,4,0.7197,5,1.4393
789,1,0.005,4,0.3008,5,1.5933
789,2,0.005,4,0.4407,6,1.7075
789,3,0.005,4,0.6334,6,1.7962
789,4,0.005,4,1.1447,5,2.0455
789,5,0.005,4,1.1523,5,1.9485
789,6,0.005,4,1.0221,5,2.0892
789,7,0.005,4,0.9955,3,1.4355
789,8,0.005,4,0.6807,2,0.8631
789,9,0.005,4,1.4753,5,2.2099
789,10,0.005,4,1.2232,6,2.2544
789,11,0.005,4,0.6518,3,1.1433
789,12,0.005,4,1.6102,5,2.1736
789,13,0.005,4,0.8577,5,1.7274
789,14,0.005,4,1.0322,5,1.7755
789,15,0.005,4,0.0609,2,0.4138
789,16,0.005,4,0.3584,6,1.4154
789,17,0.005,4,0.3672,4,1.2679
789,18,0.005,4,1.0712,6,1.9585
789,19,0.005,4,0.3829,3,0.9219
789,20,0.005,4,1.396,4,1.9656
789,21,0.005,4,0.3873,2,0.4855
789,22,0.005,4,1.1883,3,1.5567
789,23,0.005,4,1.8196,6,2.4138
789,24,0.005,4,0.9451,3,1.1568
789,25,0.005,4,0.9464,4,1.6894
999,1,0.005,4,-0.2134,5,1.0791
999,2,0.005,4,0.3148,6,1.4789
999,3,0.005,4,0.5393,5,1.6388
999,4,0.005,4,0.2752,4,1.0219
999,5,0.005,4,0.5583,5,1.4966
999,6,0.005,4,0.5757,3,1.2871
999,7,0.005,4,0.7354,4,1.6106
999,8,0.005,4,0.9406,5,1.7291
999,9,0.005,4,0.6844,4,1.5003
999,10,0.005,4,0.9375,5,1.9212
999,11,0.005,4,0.8176,3,1.2516
999,12,0.005,4,1.4518,5,2.2569
999,13,0.005,4,0.852,4,1.6153
999,14,0.005,4,0.4778,5,1.4966
999,15,0.005,4,0.4907,2,0.7642
999,16,0.005,4,1.8857,6,2.5033
999,17,0.005,4,0.97,4,1.4911
999,18,0.005,4,0.6823,6,1.8098
999,19,0.005,4,0.4209,3,1.0409
999,20,0.005,4,0.6307,5,1.5221
999,21,0.005,4,0.7752,5,1.9069
999,22,0.005,4,0.8446,4,1.7002
999,23,0.005,4,1.0181,3,1.3516
999,24,0.005,4,1.3014,6,2.2878
999,25,0.005,4,0.9405,4,1.74
1337,1,0.005,3,-0.2884,5,1.0041
1337,2,0.005,4,-0.0272,4,0.8485
1337,3,0.005,4,0.7411,5,1.6537
1337,4,0.005,4,0.8515,6,2.0563
1337,5,0.005,4,0.4679,3,1.0409
1337,6,0.005,4,0.6557,4,1.5488
1337,7,0.005,4,0.2632,2,0.684
1337,8,0.005,3,0.0582,2,0.7919
1337,9,0.005,4,1.0724,5,1.7635
1337,10,0.005,4,1.0147,6,2.0388
1337,11,0.005,4,0.8366,6,1.9985
1337,12,0.005,4,0.8464,4,1.5216
1337,13,0.005,4,0.985,5,1.7004
1337,14,0.005,4,0.7976,5,1.7383
1337,15,0.005,4,0.653,5,1.6282
1337,16,0.005,4,1.1219,4,1.75
1337,17,0.005,4,0.5441,4,1.352
1337,18,0.005,4,1.1169,5,1.9212
1337,19,0.005,4,0.9535,5,1.9455
1337,20,0.005,4,0.5419,2,0.7219
1337,21,0.005,4,1.2015,4,1.75
1337,22,0.005,4,1.024,4,1.7925
1337,23,0.005,4,1.2063,6,2.2246
1337,24,0.005,4,0.8395,4,1.5488
1337,25,0.005,4,0.8772,5,1.7446
2024,1,0.005,4,-0.0727,6,1.331
2024,2,0.005,4,0.259,6,1.5687
2024,3,0.005,4,0.8209,5,1.8117
2024,4,0.005,4,0.8922,6,2.0402
2024,5,0.005,4,0.3473,2,0.65
2024,6,0.005,4,0.3212,3,1.087
2024,7,0.005,4,0.9446,5,1.7332
2024,8,0.005,4,0.5557,3,1.0215
2024,9,0.005,4,0.86,3,1.5305
2024,10,0.005,4,1.3253,4,1.9251
2024,11,0.005,4,0.1075,3,0.6144
2024,12,0.005,4,0.6606,5,1.6266
2024,13,0.005,3,0.1978,3,0.9864
2024,14,0.005,4,0.3785,3,0.9133
2024,15,0.005,4,1.8865,6,2.5074
2024,16,0.005,4,1.3275,5,2.1887
2024,17,0.005,3,1.099,4,1.7925
2024,18,0.005,3,0.3687,2,0.7219
2024,19,0.005,4,0.505,5,1.4345
2024,20,0.005,4,0.0586,4,0.8181
2024,21,0.005,4,0.1899,3,0.8842
2024,22,0.005,4,1.2716,5,2.0552
2024,23,0.005,4,1.0224,5,1.8676
