cond,seed,cid,window,drift,exc,degree,n_partner,n_core,atom
A,0,0,2,1.0,275.7299807321473,4,0,5,FND.ahistorical
A,0,2,2,1.0,281.8823484423259,8,0,5,FND.ahistorical
A,0,3,2,1.0,281.25527100682825,4,0,2,PRP.new
A,0,4,2,1.0,284.8736632039082,2,0,2,PRP.new
A,0,5,2,1.0,284.9043765501552,3,0,2,PER.hear
A,0,7,2,1.0,282.0552292474154,4,0,2,PRP.new
A,0,0,2,1.0,197.6837481317623,7,0,5,FND.ahistorical
A,0,2,2,1.0,196.5014936883993,6,0,5,FND.ahistorical
A,0,3,2,1.0,196.3881491115899,4,0,2,PRP.new
A,0,4,2,1.0,198.5288950151902,3,0,2,PRP.new
A,0,5,2,1.0,198.52556710838502,2,0,2,PER.hear
A,0,7,2,1.0,197.42822734200644,5,0,2,PRP.new
A,0,0,3,1.0,247.164684490177,6,0,5,FND.ahistorical
A,0,2,3,1.0,251.24141321214978,7,0,5,FND.ahistorical
A,0,3,3,1.0,248.07525736721794,5,0,2,PRP.new
A,0,5,3,1.0,242.4526564388156,2,0,2,PER.hear
A,0,9,3,1.0,250.96152691769538,5,0,5,ACT.create
A,0,10,3,1.0,253.4007558905048,5,0,4,LOG.effect
A,0,11,3,1.0,247.46369279869754,2,0,2,PRP.new
A,0,12,3,1.0,252.1511965787348,3,0,2,PER.hear
A,0,13,3,1.0,248.69421237851208,4,0,2,PRP.new
A,0,0,4,1.2221588445655405,228.613752772113,9,0,5,FND.ahistorical
A,0,2,4,1.2221588445655405,230.21205945738066,3,0,5,FND.ahistorical
A,0,3,4,1.0665589980736947,231.59803813280016,3,0,2,PRP.new
A,0,5,4,1.0997917413363665,227.77372356534164,1,0,2,PER.hear
A,0,9,4,1.0,225.8294541856552,2,0,5,ACT.create
A,0,10,4,1.0,233.33022604590928,2,0,4,LOG.effect
A,0,11,4,1.0665589980736947,227.26743704661024,3,0,2,PRP.new
A,0,12,4,1.0997917413363665,230.74585635991076,2,0,2,PER.hear
A,0,13,4,1.0665589980736947,229.91831274522812,1,0,2,PRP.new
A,0,22,4,1.0665589980736947,231.54454071860357,2,0,2,PRP.new
A,0,23,4,1.0665589980736947,231.9968388839186,2,0,2,PRP.new
A,0,24,4,1.0,230.934501993317,3,0,2,COG.enlightenment
A,0,25,4,1.0665589980736947,227.57671538196985,3,0,2,PRP.new
A,0,26,4,1.0997917413363665,230.75707990376193,2,0,2,PER.hear
A,0,27,4,1.0665589980736947,225.77245124448248,4,0,2,PRP.new
A,0,0,5,1.426952692862735,243.77320344554494,6,0,5,FND.ahistorical
A,0,2,5,1.426952692862735,254.61367668389818,4,0,5,FND.ahistorical
A,0,3,5,1.1738435385631174,244.83391628120515,3,0,2,PRP.new
A,0,5,5,1.2316216310339898,243.47536481000895,2,0,2,PER.hear
A,0,10,5,1.0,256.12134836129474,3,0,4,LOG.effect
A,0,12,5,1.2316216310339898,246.29050256550275,3,0,2,PER.hear
A,0,13,5,1.1738435385631174,264.96718600721715,2,0,2,PRP.new
A,0,23,5,1.1738435385631174,249.72721315429695,2,0,2,PRP.new
A,0,24,5,1.0,265.0125909016821,2,0,2,COG.enlightenment
A,0,25,5,1.1738435385631174,245.92494361606305,3,0,2,PRP.new
A,0,26,5,1.2316216310339898,265.5096041578702,2,0,2,PER.hear
A,0,27,5,1.1738435385631174,255.5727457605587,2,0,2,PRP.new
A,0,29,5,1.0,246.7025694726774,3,0,2,COG.enlightenment
A,0,30,5,1.0,255.58659960656956,3,0,2,COG.enlightenment
A,0,0,6,1.523350530019574,267.2986753761845,8,0,5,FND.ahistorical
A,0,2,6,1.523350530019574,265.7557868950771,3,0,5,FND.ahistorical
A,0,3,6,1.2609556239010904,266.5225271196958,3,0,2,PRP.new
A,0,5,6,1.350903107687786,274.47934571036666,3,0,2,PER.hear
A,0,10,6,1.1021516712654904,272.0380518933925,4,0,4,LOG.effect
A,0,12,6,1.350903107687786,271.5900239892861,3,0,2,PER.hear
A,0,13,6,1.2609556239010904,270.5283815437682,5,0,2,PRP.new
A,0,23,6,1.2609556239010904,271.86926058289134,2,0,2,PRP.new
A,0,24,6,1.0,264.6856859550601,3,0,2,COG.enlightenment
A,0,25,6,1.2609556239010904,261.30951648064996,3,0,2,PRP.new
A,0,26,6,1.350903107687786,271.07440279367705,4,0,2,PER.hear
A,0,27,6,1.2609556239010904,269.4267271550414,4,0,2,PRP.new
A,0,29,6,1.0,272.99999302270317,2,0,2,COG.enlightenment
A,0,30,6,1.0,272.79137167388626,5,0,2,COG.enlightenment
A,0,31,6,1.523350530019574,274.14698037557014,4,0,5,FND.ahistorical
A,0,32,6,1.523350530019574,262.0579250704044,10,0,5,FND.ahistorical
A,0,33,6,1.1021516712654904,265.23374789647227,7,0,4,LOG.effect
A,0,35,6,1.2609556239010904,273.17444182536957,3,0,2,PRP.new
A,0,36,6,1.2609556239010904,260.7850356945454,2,0,2,PRP.new
A,0,0,7,1.6600237853563298,320.1222528000327,9,1,5,FND.ahistorical
A,0,2,7,1.6600237853563298,322.58393525048814,10,0,5,FND.ahistorical
A,0,5,7,1.598710724219671,318.4409094620871,2,0,2,PER.hear
A,0,10,7,1.2002609347548046,318.66307040882185,5,0,4,LOG.effect
A,0,12,7,1.598710724219671,318.4439276084354,4,0,2,PER.hear
A,0,13,7,1.4966397107875373,320.7494960836365,5,1,2,PRP.new
A,0,24,7,1.0695692302196684,318.45223444134103,2,0,2,COG.enlightenment
A,0,25,7,1.4966397107875373,325.43444274902697,3,0,2,PRP.new
A,0,27,7,1.4966397107875373,318.6916993903674,2,0,2,PRP.new
A,0,29,7,1.0695692302196684,322.36978165560873,2,0,2,COG.enlightenment
A,0,30,7,1.0695692302196684,321.4897156993186,3,0,2,COG.enlightenment
A,0,31,7,1.6600237853563298,318.6540937063474,4,0,5,FND.ahistorical
A,0,32,7,1.6600237853563298,320.35276350086474,3,0,5,FND.ahistorical
A,0,33,7,1.2002609347548046,318.71965606929336,7,0,4,LOG.effect
A,0,0,8,1.8245980063307006,292.8840004602701,8,0,5,FND.ahistorical
A,0,2,8,1.8245980063307006,293.268298792353,4,0,5,FND.ahistorical
A,0,5,8,2.2534827212857267,292.76739995564753,1,0,2,PER.hear
A,0,10,8,1.300764452419494,294.7502810190162,2,0,4,LOG.effect
A,0,12,8,2.2534827212857267,291.32467119865464,1,0,2,PER.hear
A,0,13,8,1.5571571303724498,287.5274984854233,1,0,2,PRP.new
A,0,24,8,1.3420689614478754,293.1189738784216,3,0,2,COG.enlightenment
A,0,25,8,1.5571571303724498,291.30700363933755,1,0,2,PRP.new
A,0,27,8,1.5571571303724498,293.3989580764689,2,0,2,PRP.new
A,0,29,8,1.3420689614478754,293.0704621517218,4,0,2,COG.enlightenment
A,0,30,8,1.3420689614478754,290.86998118821515,4,0,2,COG.enlightenment
A,0,31,8,1.8245980063307006,294.9095687079247,2,0,5,FND.ahistorical
A,0,32,8,1.8245980063307006,292.9279835761123,12,0,5,FND.ahistorical
A,0,33,8,1.300764452419494,294.39374830728065,8,0,4,LOG.effect
A,0,37,8,1.0,288.2296567695312,3,0,4,ACT.create
A,0,0,9,2.0198861966872235,248.4465726308316,6,1,5,FND.ahistorical
A,0,2,9,2.0198861966872235,244.6885051096109,6,0,5,FND.ahistorical
A,0,5,9,3.9883818105685362,247.15924546406234,2,0,2,PER.hear
A,0,10,9,1.40524677188021,247.47034700354368,6,0,4,LOG.effect
A,0,12,9,3.9883818105685362,246.18783941752577,3,0,2,PER.hear
A,0,13,9,1.6626087527810944,244.75744630413254,3,0,2,PRP.new
A,0,24,9,2.6322356906151674,247.45759735248362,6,1,2,COG.enlightenment
A,0,25,9,1.6626087527810944,244.8066676988314,3,1,2,PRP.new
A,0,27,9,1.6626087527810944,246.0354333575591,2,0,2,PRP.new
A,0,29,9,2.6322356906151674,244.30595494015955,2,0,2,COG.enlightenment
A,0,30,9,2.6322356906151674,246.48381476939738,2,0,2,COG.enlightenment
A,0,31,9,2.0198861966872235,244.64232950383547,7,1,5,FND.ahistorical
A,0,32,9,2.0198861966872235,247.1143212428862,9,0,5,FND.ahistorical
A,0,33,9,1.40524677188021,244.3043902392347,5,0,4,LOG.effect
A,0,37,9,1.0,244.32230008133973,3,0,4,ACT.create
A,0,40,9,1.6626087527810944,244.34877342947283,4,0,2,PRP.new
A,0,41,9,1.6626087527810944,244.68669765102783,5,0,2,PRP.new
A,0,0,10,2.1799456351782838,288.77714305049284,8,0,5,FND.ahistorical
A,0,2,10,2.1799456351782838,281.86564872418455,5,1,5,FND.ahistorical
A,0,5,10,8.85974479965501,281.749222116293,3,0,2,PER.hear
A,0,12,10,8.85974479965501,288.54890123575655,2,0,2,PER.hear
A,0,24,10,4.97852306314019,282.1277967894663,2,0,2,COG.enlightenment
A,0,25,10,1.8241034953125994,284.29850745610423,4,0,2,PRP.new
A,0,29,10,4.97852306314019,283.70157224011257,5,0,2,COG.enlightenment
A,0,30,10,4.97852306314019,284.7660371277921,3,0,2,COG.enlightenment
A,0,31,10,2.1799456351782838,283.3276617386528,4,0,5,FND.ahistorical
A,0,32,10,2.1799456351782838,283.50257042118267,6,0,5,FND.ahistorical
A,0,33,10,1.6061941344509758,288.461952595347,2,1,4,LOG.effect
A,0,37,10,1.0,288.78925439774594,9,0,4,ACT.create
A,0,40,10,1.8241034953125994,288.7812904931352,2,0,2,PRP.new
A,0,41,10,1.8241034953125994,287.2323745906868,2,0,2,PRP.new
A,0,42,10,1.8241034953125994,286.2743519666385,9,0,2,PRP.new
A,0,43,10,2.1799456351782838,283.4645740393405,6,1,5,FND.ahistorical
A,0,45,10,1.8241034953125994,285.01685325187736,2,0,2,PRP.new
A,0,46,10,1.8241034953125994,288.23349010469076,4,1,2,PRP.new
A,0,0,11,2.2944267225047907,309.92832870385365,9,0,5,FND.ahistorical
A,0,2,11,2.2944267225047907,301.49222761405304,5,0,5,FND.ahistorical
A,0,5,11,16.430530584848825,309.42294148546404,3,0,2,PER.hear
A,0,24,11,8.725227585983852,301.45960341499494,1,0,2,COG.enlightenment
A,0,25,11,1.8145411195933678,306.02787260809816,1,0,2,PRP.new
A,0,29,11,8.725227585983852,309.9142131215774,4,0,2,COG.enlightenment
A,0,30,11,8.725227585983852,309.408244420733,2,0,2,COG.enlightenment
A,0,31,11,2.2944267225047907,308.97058345678334,6,0,5,FND.ahistorical
A,0,32,11,2.2944267225047907,306.43101893199275,9,0,5,FND.ahistorical
A,0,33,11,2.3735416643498373,303.38693968668827,7,0,4,LOG.effect
A,0,37,11,1.0015077288443663,308.98327478206426,4,0,4,ACT.create
A,0,40,11,1.8145411195933678,309.6351039967228,4,0,2,PRP.new
A,0,41,11,1.8145411195933678,309.92035004033323,3,0,2,PRP.new
A,0,42,11,1.8145411195933678,309.87741225895655,2,0,2,PRP.new
A,0,43,11,2.2944267225047907,303.0080489531182,5,0,5,FND.ahistorical
A,0,45,11,1.8145411195933678,300.55559540478,4,0,2,PRP.new
A,0,46,11,1.8145411195933678,307.85026826534386,4,0,2,PRP.new
A,0,47,11,1.0015077288443663,305.12912144400343,3,0,3,ACT.create
A,0,48,11,2.2944267225047907,304.5521385751389,6,0,5,FND.ahistorical
A,0,49,11,1.8145411195933678,309.4076695304591,4,0,2,PRP.new
A,0,0,12,2.4100239503993985,322.7237847661087,2,0,5,FND.ahistorical
A,0,2,12,2.4100239503993985,323.86682945758633,5,0,5,FND.ahistorical
A,0,5,12,36.96695481011666,323.1732956064969,4,0,2,PER.hear
A,0,24,12,10.403450065218879,322.70312218889933,2,0,2,COG.enlightenment
A,0,25,12,1.8416963593108142,322.6801667560396,4,1,2,PRP.new
A,0,29,12,10.403450065218879,322.78615511351137,3,0,2,COG.enlightenment
A,0,30,12,10.403450065218879,322.05175530624973,1,0,2,COG.enlightenment
A,0,31,12,2.4100239503993985,322.67199999278466,6,0,5,FND.ahistorical
A,0,32,12,2.4100239503993985,323.43859641420494,5,0,5,FND.ahistorical
A,0,33,12,4.770553457892724,323.09839679412426,3,0,4,LOG.effect
A,0,37,12,1.0013569559599298,323.1012516461276,4,0,4,ACT.create
A,0,41,12,1.8416963593108142,323.17089271072206,1,0,2,PRP.new
A,0,43,12,2.4100239503993985,321.99793532151494,6,0,5,FND.ahistorical
A,0,45,12,1.8416963593108142,323.0579625476254,3,0,2,PRP.new
A,0,46,12,1.8416963593108142,322.7156099228827,3,1,2,PRP.new
A,0,47,12,1.0013569559599298,322.31403231407864,4,0,3,ACT.create
A,0,48,12,2.4100239503993985,323.39510125912074,9,0,5,FND.ahistorical
A,0,49,12,1.8416963593108142,323.3982747828354,2,0,2,PRP.new
A,0,56,12,1.8416963593108142,323.26280357046215,3,0,2,PRP.new
A,0,57,12,1.8416963593108142,323.2198414171009,3,0,2,PRP.new
A,0,0,13,2.560024775060196,255.2858664046571,5,0,5,FND.ahistorical
A,0,2,13,2.560024775060196,255.3578832901782,7,0,5,FND.ahistorical
A,0,5,13,65.25990815132278,256.85965693365375,3,0,2,PER.hear
A,0,24,13,12.41235329635267,254.74678340915406,1,0,2,COG.enlightenment
A,0,25,13,2.278555690476631,254.91143222124032,2,0,2,PRP.new
A,0,29,13,12.41235329635267,254.72175713298572,3,0,2,COG.enlightenment
A,0,30,13,12.41235329635267,253.82837013258973,3,0,2,COG.enlightenment
A,0,31,13,2.560024775060196,257.5644307106603,5,0,5,FND.ahistorical
A,0,32,13,2.560024775060196,254.78949175469043,6,0,5,FND.ahistorical
A,0,33,13,11.873836168199734,254.68278457093837,8,0,4,LOG.effect
A,0,37,13,1.0012212603639368,255.92936221021228,5,0,4,ACT.create
A,0,43,13,2.560024775060196,255.27292712771774,4,0,5,FND.ahistorical
A,0,45,13,2.278555690476631,255.24649491773127,2,0,2,PRP.new
A,0,46,13,2.278555690476631,257.5850775193044,3,0,2,PRP.new
A,0,47,13,1.0012212603639368,256.6331157830152,7,0,3,ACT.create
A,0,48,13,2.560024775060196,254.98508591226005,8,0,5,FND.ahistorical
A,0,49,13,2.278555690476631,256.36428310970814,4,0,2,PRP.new
A,0,56,13,2.278555690476631,253.93818776020206,2,0,2,PRP.new
A,0,60,13,65.25990815132278,254.50477328432333,3,0,2,PER.hear
A,0,0,14,2.706054108746241,293.30973717793506,5,0,5,FND.ahistorical
A,0,2,14,2.706054108746241,292.63592425224203,6,0,5,FND.ahistorical
A,0,5,14,151.43257486099944,291.67272691517604,5,0,2,PER.hear
A,0,24,14,15.13245745756784,292.36209320378475,2,0,2,COG.enlightenment
A,0,25,14,3.4770197494731905,291.63891201775306,2,0,2,PRP.new
A,0,30,14,15.13245745756784,292.748142779705,1,0,2,COG.enlightenment
A,0,31,14,2.706054108746241,292.70365931439426,4,0,5,FND.ahistorical
A,0,32,14,2.706054108746241,292.79748972296306,6,0,5,FND.ahistorical
A,0,33,14,18.24536218263273,292.8445721853891,4,0,4,LOG.effect
A,0,37,14,1.1033045813101237,292.90186633754456,5,0,4,ACT.create
A,0,43,14,2.706054108746241,292.71708936879196,4,0,5,FND.ahistorical
A,0,46,14,3.4770197494731905,291.3777019800337,3,0,2,PRP.new
A,0,47,14,1.1033045813101237,291.87212294908795,4,0,3,ACT.create
A,0,48,14,2.706054108746241,291.7820864954142,3,0,5,FND.ahistorical
A,0,49,14,3.4770197494731905,291.67340342753505,2,0,2,PRP.new
A,0,56,14,3.4770197494731905,292.5441175698411,2,0,2,PRP.new
A,0,62,14,3.4770197494731905,291.86598133354045,4,0,2,PRP.new
A,0,63,14,1.0,291.6282378958218,8,0,3,ACT.agitate
A,0,0,15,2.879190579185218,298.66329240593655,3,0,5,FND.ahistorical
A,0,2,15,2.879190579185218,302.283525397649,6,0,5,FND.ahistorical
A,0,5,15,345.5380937803586,309.5237482877754,2,0,2,PER.hear
A,0,24,15,19.37670223441243,313.2384067322494,2,0,2,COG.enlightenment
A,0,25,15,6.540117340615734,312.7964563960921,4,0,2,PRP.new
A,0,30,15,19.37670223441243,304.02801170177963,2,0,2,COG.enlightenment
A,0,31,15,2.879190579185218,313.6705604881174,3,0,5,FND.ahistorical
A,0,32,15,2.879190579185218,299.96100368739997,9,0,5,FND.ahistorical
A,0,33,15,23.72677224136006,313.98507867781217,5,0,4,LOG.effect
A,0,37,15,1.490574688218656,313.5554082727243,4,0,4,ACT.create
A,0,43,15,2.879190579185218,307.5608084043871,5,0,5,FND.ahistorical
A,0,46,15,6.540117340615734,311.51401151255584,2,0,2,PRP.new
A,0,47,15,1.490574688218656,313.6585695556157,11,0,3,ACT.create
A,0,62,15,6.540117340615734,310.04243248620196,6,0,2,PRP.new
A,0,63,15,1.0,313.5254004388038,8,0,3,ACT.agitate
A,0,64,15,6.540117340615734,312.27414759075384,4,0,2,PRP.new
A,0,0,16,3.143464332970944,210.83572736633732,6,0,5,FND.ahistorical
A,0,2,16,3.143464332970944,215.33551755189538,4,1,5,FND.ahistorical
A,0,24,16,23.16684466770653,211.13111439199642,4,0,2,COG.enlightenment
A,0,25,16,22.641044645701847,211.29537779128762,3,0,2,PRP.new
A,0,30,16,23.16684466770653,211.33056714667794,5,0,2,COG.enlightenment
A,0,31,16,3.143464332970944,211.2615293964138,9,0,5,FND.ahistorical
A,0,32,16,3.143464332970944,214.81315469581676,6,0,5,FND.ahistorical
A,0,33,16,28.406524070191843,215.1973746241402,6,0,4,LOG.effect
A,0,37,16,2.690046622591194,215.40309356581503,3,0,4,ACT.create
A,0,43,16,3.143464332970944,215.07305984153282,7,0,5,FND.ahistorical
A,0,46,16,22.641044645701847,211.28590357931859,5,0,2,PRP.new
A,0,47,16,2.690046622591194,211.95402666789016,3,0,3,ACT.create
A,0,62,16,22.641044645701847,213.8742336241851,3,0,2,PRP.new
A,0,63,16,1.0,212.0714461312458,3,0,3,ACT.agitate
A,0,64,16,22.641044645701847,215.06441093845376,2,1,2,PRP.new
A,0,0,17,3.3436097467031134,243.8784394721419,6,0,5,FND.ahistorical
A,0,2,17,3.3436097467031134,243.43904490397108,5,0,5,FND.ahistorical
A,0,25,17,68.732019958068,241.2145248441073,2,0,2,PRP.new
A,0,30,17,26.62281117937637,244.78691494561807,2,0,2,COG.enlightenment
A,0,31,17,3.3436097467031134,242.119897044497,10,0,5,FND.ahistorical
A,0,32,17,3.3436097467031134,242.15115513522247,2,0,5,FND.ahistorical
A,0,33,17,33.000190348158135,248.84969489858543,8,0,4,LOG.effect
A,0,37,17,4.127638287737366,243.77979075093046,5,0,4,ACT.create
A,0,43,17,3.3436097467031134,248.13233376499295,5,0,5,FND.ahistorical
A,0,46,17,68.732019958068,241.299285776039,4,0,2,PRP.new
A,0,47,17,4.127638287737366,249.2843712470293,6,0,3,ACT.create
A,0,63,17,1.0,248.76402955607944,5,0,3,ACT.agitate
A,0,64,17,68.732019958068,248.88084835312264,2,0,2,PRP.new
A,0,66,17,3.3436097467031134,245.32379642806546,6,0,5,FND.ahistorical
A,0,0,18,3.596255109999183,236.41547961707488,8,0,5,FND.ahistorical
A,0,2,18,3.596255109999183,237.571835262923,10,0,5,FND.ahistorical
A,0,25,18,127.12665483358906,232.84753547497607,1,0,2,PRP.new
A,0,30,18,25.422379958629776,239.43013787567486,5,1,2,COG.enlightenment
A,0,31,18,3.596255109999183,230.63354634285923,10,0,5,FND.ahistorical
A,0,32,18,3.596255109999183,236.37660011905007,9,0,5,FND.ahistorical
A,0,33,18,37.37226454826153,238.46407351940053,10,0,4,LOG.effect
A,0,37,18,5.57365512884786,239.15185527430236,5,0,4,ACT.create
A,0,43,18,3.596255109999183,238.60057191626066,7,0,5,FND.ahistorical
A,0,46,18,127.12665483358906,239.34576567367873,3,0,2,PRP.new
A,0,47,18,5.57365512884786,239.28589089126558,4,1,3,ACT.create
A,0,63,18,1.0,234.5389399881501,4,0,3,ACT.agitate
A,0,66,18,3.596255109999183,234.7407185489384,4,0,5,FND.ahistorical
A,0,69,18,25.422379958629776,239.4015234955345,3,0,2,COG.enlightenment
A,0,0,19,3.921072391836127,337.06837404340195,3,0,5,FND.ahistorical
A,0,2,19,3.921072391836127,328.0057859246726,2,0,5,FND.ahistorical
A,0,25,19,141.6247884504322,331.35879138319024,2,0,2,PRP.new
A,0,30,19,25.068243259165353,335.6375785106228,4,0,2,COG.enlightenment
A,0,31,19,3.921072391836127,333.27673068130446,3,0,5,FND.ahistorical
A,0,32,19,3.921072391836127,337.04541003643226,6,0,5,FND.ahistorical
A,0,33,19,37.56633301259562,331.61271668081383,6,0,4,LOG.effect
A,0,37,19,6.878065008439812,327.34965065312167,6,0,4,ACT.create
A,0,43,19,3.921072391836127,329.17813297115435,11,0,5,FND.ahistorical
A,0,47,19,6.878065008439812,327.37063295869393,4,0,3,ACT.create
A,0,66,19,3.921072391836127,333.7791370808817,10,0,5,FND.ahistorical
A,0,70,19,37.56633301259562,328.341229506997,5,0,4,LOG.effect
A,0,73,19,25.068243259165353,336.9490657890333,4,0,2,COG.enlightenment
A,0,75,19,473.36651869094504,336.61826605067574,3,0,2,PER.hear
A,0,76,19,141.6247884504322,324.3141909372778,2,0,2,PRP.new
A,0,78,19,25.068243259165353,324.77677477966927,2,0,2,COG.enlightenment
A,0,79,19,141.6247884504322,329.58623008869915,4,0,2,PRP.new
A,0,80,19,141.6247884504322,332.5741840881212,2,0,2,PRP.new
A,0,0,20,4.238044945003186,226.66276065854632,3,0,5,FND.ahistorical
A,0,2,20,4.238044945003186,225.16432717888358,10,1,5,FND.ahistorical
A,0,25,20,152.62695847884106,225.30270994684076,3,0,2,PRP.new
A,0,30,20,26.502386381097686,226.37397728306314,3,0,2,COG.enlightenment
A,0,31,20,4.238044945003186,224.6097319243284,5,0,5,FND.ahistorical
A,0,32,20,4.238044945003186,225.1948600392733,7,0,5,FND.ahistorical
A,0,33,20,38.51760173918321,226.6929263507305,6,0,4,LOG.effect
A,0,37,20,8.01209557522975,224.46063959400965,5,0,4,ACT.create
A,0,43,20,4.238044945003186,225.8326943139484,6,0,5,FND.ahistorical
A,0,47,20,8.01209557522975,225.14693898216086,4,0,3,ACT.create
A,0,66,20,4.238044945003186,224.56139438553285,6,0,5,FND.ahistorical
A,0,70,20,38.51760173918321,226.58866835688357,4,0,4,LOG.effect
A,0,75,20,426.12986682185056,225.29197036255005,2,0,2,PER.hear
A,0,76,20,152.62695847884106,226.1837084993004,5,0,2,PRP.new
A,0,78,20,26.502386381097686,226.2770846014184,2,0,2,COG.enlightenment
A,0,80,20,152.62695847884106,226.02269034701,2,0,2,PRP.new
A,0,81,20,152.62695847884106,224.62067870123627,2,1,2,PRP.new
A,0,84,20,4.238044945003186,226.33444135322705,7,0,5,FND.ahistorical
A,0,0,21,4.634390814492324,207.09581135222535,10,0,5,FND.ahistorical
A,0,2,21,4.634390814492324,209.82258166913675,7,0,5,FND.ahistorical
A,0,25,21,161.63970358225407,204.49439395889385,4,0,2,PRP.new
A,0,30,21,29.069677145137856,209.50509806256446,4,0,2,COG.enlightenment
A,0,31,21,4.634390814492324,209.958658070498,8,1,5,FND.ahistorical
A,0,32,21,4.634390814492324,204.24262851108523,4,0,5,FND.ahistorical
A,0,33,21,38.32125245836672,209.84342660070945,5,1,4,LOG.effect
A,0,43,21,4.634390814492324,209.19633689593397,5,0,5,FND.ahistorical
A,0,47,21,8.979006134269605,205.51867096096504,2,0,3,ACT.create
A,0,66,21,4.634390814492324,207.65445841152305,13,0,5,FND.ahistorical
A,0,70,21,38.32125245836672,204.38396425019002,2,0,4,LOG.effect
A,0,75,21,383.6168801396655,209.22871572876022,2,0,2,PER.hear
A,0,78,21,29.069677145137856,208.57448996846358,3,0,2,COG.enlightenment
A,0,80,21,161.63970358225407,209.88594249023205,2,0,2,PRP.new
A,0,81,21,161.63970358225407,208.57433758056385,2,0,2,PRP.new
A,0,84,21,4.634390814492324,208.86901145066628,10,0,5,FND.ahistorical
A,0,85,21,29.069677145137856,207.59080936191833,2,0,2,COG.enlightenment
A,0,87,21,38.32125245836672,204.65041758017335,6,0,4,LOG.effect
A,0,88,21,161.63970358225407,207.96854126843908,3,0,2,PRP.new
A,0,0,22,5.110135808671608,254.10280439655233,5,0,5,FND.ahistorical
A,0,2,22,5.110135808671608,255.82554646118956,4,0,5,FND.ahistorical
A,0,25,22,160.40267530245742,253.5889210193522,2,0,2,PRP.new
A,0,30,22,31.19100161536953,248.6422063448209,1,1,2,COG.enlightenment
A,0,31,22,5.110135808671608,255.56402989366842,10,0,5,FND.ahistorical
A,0,32,22,5.110135808671608,250.56300727418778,7,0,5,FND.ahistorical
A,0,33,22,37.6357134726854,257.20133630868355,3,0,4,LOG.effect
A,0,43,22,5.110135808671608,251.89915497299478,7,0,5,FND.ahistorical
A,0,47,22,11.397154160871754,256.6081626023074,8,0,3,ACT.create
A,0,66,22,5.110135808671608,247.89306364490528,6,0,5,FND.ahistorical
A,0,70,22,37.6357134726854,254.09584292992957,5,0,4,LOG.effect
A,0,78,22,31.19100161536953,253.74492928744775,3,0,2,COG.enlightenment
A,0,80,22,160.40267530245742,256.48230917130326,2,0,2,PRP.new
A,0,81,22,160.40267530245742,256.16151464679933,3,0,2,PRP.new
A,0,84,22,5.110135808671608,247.85460563632927,6,0,5,FND.ahistorical
A,0,85,22,31.19100161536953,254.89139913644928,2,0,2,COG.enlightenment
A,0,87,22,37.6357134726854,247.7624304401066,2,0,4,LOG.effect
A,0,88,22,160.40267530245742,248.50925239769896,3,0,2,PRP.new
A,0,90,22,1.003860846627767,255.91175065422337,3,0,3,ACT.agitate
A,0,91,22,37.6357134726854,257.07891812202314,4,0,4,LOG.effect
A,0,92,22,31.19100161536953,257.07229734064725,3,1,3,COG.enlightenment
A,0,96,22,160.40267530245742,255.45928199994074,4,0,2,PRP.new
A,0,0,23,5.429605672214835,255.67470540224093,2,0,5,FND.ahistorical
A,0,2,23,5.429605672214835,242.45952718878448,4,0,5,FND.ahistorical
A,0,30,23,34.52163056321853,256.7833587674435,2,0,2,COG.enlightenment
A,0,31,23,5.429605672214835,239.97433535789196,6,0,5,FND.ahistorical
A,0,32,23,5.429605672214835,254.37301152787506,7,0,5,FND.ahistorical
A,0,33,23,37.56601371278748,251.6886702799394,3,0,4,LOG.effect
A,0,43,23,5.429605672214835,241.40189508742114,9,1,5,FND.ahistorical
A,0,47,23,13.528031976249594,257.0010083434903,3,0,3,ACT.create
A,0,66,23,5.429605672214835,241.38111412783041,9,0,5,FND.ahistorical
A,0,70,23,37.56601371278748,239.44984180830693,4,1,4,LOG.effect
A,0,78,23,34.52163056321853,252.11970608175642,2,0,2,COG.enlightenment
A,0,80,23,175.87017932754628,239.45113865651638,4,0,2,PRP.new
A,0,81,23,175.87017932754628,239.95457620032587,3,0,2,PRP.new
A,0,84,23,5.429605672214835,256.2960033735277,7,0,5,FND.ahistorical
A,0,87,23,37.56601371278748,253.76807211479024,4,0,4,LOG.effect
A,0,88,23,175.87017932754628,249.40144864945012,4,0,2,PRP.new
A,0,90,23,1.0034747619649902,242.4259101583981,5,0,3,ACT.agitate
A,0,91,23,37.56601371278748,240.618496887282,3,0,4,LOG.effect
A,0,96,23,175.87017932754628,257.1627196770819,2,0,2,PRP.new
A,0,100,23,5.429605672214835,255.5711109091958,8,0,5,FND.ahistorical
A,0,101,23,5.429605672214835,244.45379236778754,4,0,5,FND.ahistorical
A,0,0,24,5.7374784193556065,222.95557974569894,4,0,5,FND.ahistorical
A,0,2,24,5.7374784193556065,232.76107313153287,3,0,5,FND.ahistorical
A,0,30,24,39.20737797964549,231.92801140789635,3,0,2,COG.enlightenment
A,0,31,24,5.7374784193556065,233.87827246069298,7,2,5,FND.ahistorical
A,0,32,24,5.7374784193556065,226.2919339970741,6,0,5,FND.ahistorical
A,0,33,24,37.90617450156658,223.24984741106132,1,0,4,LOG.effect
