cond,seed,cid,window,drift,exc,degree,n_partner,n_core,atom
A,7,16,5,1.01313617100434,224.7278396679619,4,0,5,FND.ahistorical
A,7,18,5,1.0,228.7273990281277,4,0,3,ACT.agitate
A,7,19,5,1.01313617100434,225.28679914427687,11,0,5,FND.ahistorical
A,7,21,5,1.1382722466126745,224.19914595798147,6,0,2,PRP.new
A,7,25,5,1.0,227.26985794836787,2,0,2,PER.hear
A,7,9,6,1.0275789162043552,233.01457514359464,11,0,5,FND.ahistorical
A,7,12,6,1.0,239.01761114995261,5,0,5,PER.see
A,7,13,6,1.1948761322249295,240.31312477275327,3,0,4,LOG.effect
A,7,18,6,1.0,236.80973741404986,5,0,3,ACT.agitate
A,7,19,6,1.0275789162043552,234.37545568392375,8,0,5,FND.ahistorical
A,7,21,6,1.9113001611801266,234.24391130602726,3,0,2,PRP.new
A,7,9,7,1.0477344052337796,282.9150786970969,8,0,5,FND.ahistorical
A,7,12,7,1.0,284.5342798616376,3,0,5,PER.see
A,7,13,7,1.4496452131648578,282.91949373764675,4,0,4,LOG.effect
A,7,19,7,1.0477344052337796,280.7506730706461,5,0,5,FND.ahistorical
A,7,21,7,1.820170145062114,285.4185466796538,3,0,2,PRP.new
A,7,26,7,1.0477344052337796,283.48514225591776,4,0,5,FND.ahistorical
A,7,27,7,1.0,283.1820112826046,3,0,2,COG.enlightenment
A,7,9,8,1.1345701121957639,368.8240619678754,6,0,5,FND.ahistorical
A,7,12,8,1.0,369.28244795774833,12,0,5,PER.see
A,7,13,8,1.7683101725803074,370.4958599558115,5,0,4,LOG.effect
A,7,19,8,1.1345701121957639,371.94574390806184,2,0,5,FND.ahistorical
A,7,21,8,1.8154564824802555,370.4688725621129,2,0,2,PRP.new
A,7,26,8,1.1345701121957639,370.4924574937684,4,0,5,FND.ahistorical
A,7,27,8,1.0,370.47624442316794,2,0,2,COG.enlightenment
A,7,29,8,1.8154564824802555,367.7076719342039,3,0,2,PRP.new
A,7,30,8,1.8154564824802555,369.9253842399935,2,0,2,PRP.new
A,7,9,9,1.420082420107229,283.5342991647496,7,0,5,FND.ahistorical
A,7,12,9,1.0014991282558146,285.4245943381419,4,0,5,PER.see
A,7,19,9,1.420082420107229,283.48101873347764,7,0,5,FND.ahistorical
A,7,26,9,1.420082420107229,286.4940179841291,4,0,5,FND.ahistorical
A,7,27,9,1.0,286.07080902877635,3,0,2,COG.enlightenment
A,7,29,9,2.006115244112489,286.82330206651636,4,0,2,PRP.new
A,7,30,9,2.006115244112489,283.2010968189438,2,0,2,PRP.new
A,7,9,10,2.2431371382938226,287.5205730057475,6,0,5,FND.ahistorical
A,7,12,10,1.0054335438167947,288.0160133742428,8,0,5,PER.see
A,7,19,10,2.2431371382938226,288.3782254621319,4,0,5,FND.ahistorical
A,7,26,10,2.2431371382938226,288.23348542526844,4,0,5,FND.ahistorical
A,7,27,10,1.0,287.3568337740688,2,0,2,COG.enlightenment
A,7,29,10,1.9055037197012403,288.0006417534219,3,0,2,PRP.new
A,7,32,10,1.0,287.8873907578872,4,0,3,COG.enlightenment
A,7,33,10,1.0,288.31839936294205,2,0,2,COG.enlightenment
A,7,9,11,3.067405088561536,282.2877954228268,2,0,5,FND.ahistorical
A,7,12,11,1.0073768528155018,286.8688285317984,7,0,5,PER.see
A,7,19,11,3.067405088561536,281.84860692038853,7,0,5,FND.ahistorical
A,7,26,11,3.067405088561536,276.57292082987203,3,0,5,FND.ahistorical
A,7,29,11,1.8250735523130988,277.61926157302116,2,0,2,PRP.new
A,7,32,11,1.0,278.39049837925404,5,0,3,COG.enlightenment
A,7,33,11,1.0,287.6793679205341,8,0,2,COG.enlightenment
A,7,34,11,1.0073768528155018,283.63769294295145,7,0,4,PER.see
A,7,35,11,1.0,277.0935352618215,5,0,3,COG.enlightenment
A,7,36,11,1.8250735523130988,287.12998418244257,4,0,2,PRP.new
A,7,37,11,1.8250735523130988,288.10187690886244,3,0,2,PRP.new
A,7,38,11,1.8250735523130988,286.8630894053857,3,0,2,PRP.new
A,7,41,11,1.8250735523130988,288.28069187320494,7,0,2,PRP.new
A,7,9,12,3.9910014796232325,292.04916959434945,5,0,5,FND.ahistorical
A,7,12,12,1.008400739803133,291.23637517328615,5,0,5,PER.see
A,7,19,12,3.9910014796232325,289.9081774665625,12,0,5,FND.ahistorical
A,7,26,12,3.9910014796232325,288.33563673307935,6,0,5,FND.ahistorical
A,7,29,12,1.7852316907168875,292.0253316686293,3,0,2,PRP.new
A,7,32,12,1.0,293.66973910395683,3,0,3,COG.enlightenment
A,7,34,12,1.008400739803133,291.1997104939901,8,0,4,PER.see
A,7,35,12,1.0,291.1834369695741,4,0,3,COG.enlightenment
A,7,36,12,1.7852316907168875,293.6804397819905,3,0,2,PRP.new
A,7,37,12,1.7852316907168875,289.13101324060926,3,0,2,PRP.new
A,7,41,12,1.7852316907168875,292.80312778743166,2,0,2,PRP.new
A,7,9,13,5.364821908731335,254.09828987458718,13,0,5,FND.ahistorical
A,7,12,13,1.0124772162225837,250.01190514692382,4,0,5,PER.see
A,7,19,13,5.364821908731335,256.83566257153166,9,0,5,FND.ahistorical
A,7,26,13,5.364821908731335,251.84850282872966,5,0,5,FND.ahistorical
A,7,29,13,1.8347824786162559,261.39997991707656,1,0,2,PRP.new
A,7,32,13,1.0021706872778626,251.9396367676148,2,0,3,COG.enlightenment
A,7,34,13,1.0124772162225837,259.5711711254712,4,0,4,PER.see
A,7,35,13,1.0021706872778626,258.4705282194339,4,0,3,COG.enlightenment
A,7,36,13,1.8347824786162559,249.88103548451537,2,0,2,PRP.new
A,7,37,13,1.8347824786162559,256.94571851552206,2,0,2,PRP.new
A,7,41,13,1.8347824786162559,261.04477795797044,3,0,2,PRP.new
A,7,44,13,1.0021706872778626,249.98093622856746,3,0,2,COG.enlightenment
A,7,46,13,1.8347824786162559,262.4126262504067,4,0,2,PRP.new
A,7,48,13,1.8347824786162559,255.658177329123,4,0,2,PRP.new
A,7,9,14,8.21610100490612,231.3590753938651,4,0,5,FND.ahistorical
A,7,12,14,1.0374804156398194,234.8561130256187,7,0,5,PER.see
A,7,19,14,8.21610100490612,232.15561578742756,7,0,5,FND.ahistorical
A,7,26,14,8.21610100490612,232.51267879440618,5,0,5,FND.ahistorical
A,7,29,14,2.0928391546490164,234.80645375606844,3,0,2,PRP.new
A,7,32,14,1.0142504074118315,235.54471524644276,5,0,3,COG.enlightenment
A,7,34,14,1.0374804156398194,234.62555585194008,7,0,4,PER.see
A,7,36,14,2.0928391546490164,234.8431198753293,2,0,2,PRP.new
A,7,37,14,2.0928391546490164,232.2653963583621,3,0,2,PRP.new
A,7,41,14,2.0928391546490164,234.1947101277072,5,0,2,PRP.new
A,7,44,14,1.0142504074118315,232.69563074969034,2,0,2,COG.enlightenment
A,7,51,14,2.0928391546490164,232.38141475671898,3,0,2,PRP.new
A,7,53,14,2.0928391546490164,233.1977173491258,4,0,2,PRP.new
A,7,54,14,2.0928391546490164,232.16437970280094,4,0,2,PRP.new
A,7,55,14,2.0928391546490164,233.11585299030025,6,0,2,PRP.new
A,7,9,15,9.985266149879259,246.10007901897905,4,0,5,FND.ahistorical
A,7,12,15,1.085658210767807,244.36798212052952,11,0,5,PER.see
A,7,19,15,9.985266149879259,243.82682791376752,7,0,5,FND.ahistorical
A,7,26,15,9.985266149879259,244.85615400140833,6,0,5,FND.ahistorical
A,7,29,15,2.8342734424169005,242.84551557206538,5,0,2,PRP.new
A,7,32,15,1.038840940715523,243.96375972178657,7,0,3,COG.enlightenment
A,7,34,15,1.085658210767807,243.44508730095015,4,0,4,PER.see
A,7,36,15,2.8342734424169005,242.99773682987666,3,0,2,PRP.new
A,7,37,15,2.8342734424169005,243.1756815563707,3,0,2,PRP.new
A,7,41,15,2.8342734424169005,242.8396640687518,4,0,2,PRP.new
A,7,44,15,1.038840940715523,244.2260592946609,6,0,2,COG.enlightenment
A,7,51,15,2.8342734424169005,244.31112957468955,6,0,2,PRP.new
A,7,55,15,2.8342734424169005,242.8337704104249,3,0,2,PRP.new
A,7,57,15,9.985266149879259,242.74117480908427,7,0,5,FND.ahistorical
A,7,59,15,1.0,242.79574122221067,2,0,2,PER.hear
A,7,60,15,2.8342734424169005,243.11450896727968,3,0,2,PRP.new
A,7,62,15,2.8342734424169005,244.03307585423957,2,0,2,PRP.new
A,7,63,15,2.8342734424169005,244.59000196179204,5,0,2,PRP.new
A,7,9,16,11.770148208163334,284.94376099300933,1,0,5,FND.ahistorical
A,7,12,16,1.151481080533644,282.290320775973,1,0,5,PER.see
A,7,19,16,11.770148208163334,278.4114573771734,9,1,5,FND.ahistorical
A,7,26,16,11.770148208163334,278.56597354517487,7,0,5,FND.ahistorical
A,7,29,16,3.92325091990557,284.3345405549114,5,0,2,PRP.new
A,7,32,16,1.0830756428732384,280.81202585462523,6,0,3,COG.enlightenment
A,7,34,16,1.151481080533644,278.270741521684,7,0,4,PER.see
A,7,37,16,3.92325091990557,285.8029899898577,2,0,2,PRP.new
A,7,41,16,3.92325091990557,277.9896326955454,3,0,2,PRP.new
A,7,44,16,1.0830756428732384,284.0366116580856,6,0,2,COG.enlightenment
A,7,51,16,3.92325091990557,286.83724075079164,2,0,2,PRP.new
A,7,55,16,3.92325091990557,282.09991803522496,3,0,2,PRP.new
A,7,57,16,11.770148208163334,277.8177190045502,2,0,5,FND.ahistorical
A,7,59,16,1.0,284.12137782506124,5,0,2,PER.hear
A,7,62,16,3.92325091990557,278.34598930973095,5,0,2,PRP.new
A,7,63,16,3.92325091990557,283.1157622983946,4,0,2,PRP.new
A,7,66,16,3.92325091990557,278.76902110815627,2,0,2,PRP.new
A,7,68,16,3.92325091990557,282.5683083310271,4,0,2,PRP.new
A,7,69,16,1.0830756428732384,282.99831750490495,5,0,2,COG.enlightenment
A,7,71,16,3.92325091990557,283.1757042493817,6,0,2,PRP.new
A,7,72,16,3.92325091990557,278.39628373134644,6,1,2,PRP.new
A,7,73,16,3.92325091990557,277.91888413900483,3,0,2,PRP.new
A,7,9,17,13.601416477320525,284.74782686424993,10,0,5,FND.ahistorical
A,7,12,17,1.2958805724125384,286.07745268983933,4,0,5,PER.see
A,7,19,17,13.601416477320525,275.7581136747276,3,0,5,FND.ahistorical
A,7,26,17,13.601416477320525,285.36404247463474,2,0,5,FND.ahistorical
A,7,29,17,6.182011455196539,287.27752438982634,3,0,2,PRP.new
A,7,32,17,1.1704923536502099,275.76651319984785,2,0,3,COG.enlightenment
A,7,34,17,1.2958805724125384,279.72756119757605,5,0,4,PER.see
A,7,41,17,6.182011455196539,280.3192359640208,2,0,2,PRP.new
A,7,44,17,1.1704923536502099,282.0140580965767,5,0,2,COG.enlightenment
A,7,51,17,6.182011455196539,281.38894409429315,2,0,2,PRP.new
A,7,55,17,6.182011455196539,280.94381620550246,3,0,2,PRP.new
A,7,57,17,13.601416477320525,280.1129998786661,3,0,5,FND.ahistorical
A,7,59,17,1.0,279.9422554531123,2,0,2,PER.hear
A,7,62,17,6.182011455196539,287.0967416589582,2,0,2,PRP.new
A,7,63,17,6.182011455196539,281.0251321848808,1,0,2,PRP.new
A,7,66,17,6.182011455196539,285.72709959960355,2,0,2,PRP.new
A,7,69,17,1.1704923536502099,278.4547318588444,3,0,2,COG.enlightenment
A,7,72,17,6.182011455196539,275.7949191354543,3,0,2,PRP.new
A,7,76,17,1.0,276.68322015675477,4,0,3,ACT.create
A,7,9,18,15.451019049139834,272.9441721816204,8,0,5,FND.ahistorical
A,7,12,18,1.4913777013847176,273.5540713108816,3,0,5,PER.see
A,7,19,18,15.451019049139834,276.1151619282636,2,0,5,FND.ahistorical
A,7,26,18,15.451019049139834,278.27923131086845,5,0,5,FND.ahistorical
A,7,29,18,8.923309929963452,276.908035969586,4,0,2,PRP.new
A,7,32,18,1.308699979062589,273.03790397480236,3,0,3,COG.enlightenment
A,7,34,18,1.4913777013847176,272.89985564570156,2,0,4,PER.see
A,7,41,18,8.923309929963452,273.00316943858246,2,0,2,PRP.new
A,7,44,18,1.308699979062589,275.7265761179115,3,0,2,COG.enlightenment
A,7,51,18,8.923309929963452,273.06924531572173,4,0,2,PRP.new
A,7,55,18,8.923309929963452,280.4011643553729,4,0,2,PRP.new
A,7,57,18,15.451019049139834,277.20017307287503,5,0,5,FND.ahistorical
A,7,59,18,1.0,272.7763021383197,4,0,2,PER.hear
A,7,62,18,8.923309929963452,278.6701696707508,2,0,2,PRP.new
A,7,69,18,1.308699979062589,273.692400676982,4,0,2,COG.enlightenment
A,7,72,18,8.923309929963452,273.1213826321276,2,0,2,PRP.new
A,7,76,18,1.0,281.082735970926,4,0,3,ACT.create
A,7,79,18,8.923309929963452,272.8176133909428,2,0,2,PRP.new
A,7,9,19,16.670030719581174,317.8162684026174,8,0,5,FND.ahistorical
A,7,12,19,1.6886862777742937,322.8939939116821,7,0,5,PER.see
A,7,19,19,16.670030719581174,320.57854426933216,9,0,5,FND.ahistorical
A,7,26,19,16.670030719581174,328.7152769552546,4,0,5,FND.ahistorical
A,7,29,19,13.398121136821024,317.9803459101796,2,0,2,PRP.new
A,7,32,19,1.447531090374877,328.68735496865395,7,0,3,COG.enlightenment
A,7,34,19,1.6886862777742937,325.79331049675454,2,0,4,PER.see
A,7,51,19,13.398121136821024,317.461104730221,2,0,2,PRP.new
A,7,55,19,13.398121136821024,322.2555221167365,3,0,2,PRP.new
A,7,57,19,16.670030719581174,326.10738723570444,7,0,5,FND.ahistorical
A,7,59,19,1.0,328.28993990761546,3,0,2,PER.hear
A,7,69,19,1.447531090374877,328.79405365217156,4,0,2,COG.enlightenment
A,7,72,19,13.398121136821024,328.62542842816947,3,0,2,PRP.new
A,7,76,19,1.0,328.5667383869669,3,0,3,ACT.create
A,7,79,19,13.398121136821024,321.4240066135848,3,0,2,PRP.new
A,7,82,19,16.670030719581174,325.2178086071914,9,0,5,FND.ahistorical
A,7,83,19,1.447531090374877,328.6322779687333,4,0,4,COG.enlightenment
A,7,9,20,17.972918735490644,330.47104887232535,9,0,5,FND.ahistorical
A,7,12,20,1.9485761414070073,330.1962910235297,3,0,5,PER.see
A,7,19,20,17.972918735490644,331.2400819432648,10,0,5,FND.ahistorical
A,7,26,20,17.972918735490644,331.17582703715476,4,0,5,FND.ahistorical
A,7,29,20,18.987330939915488,331.29751588527006,3,0,2,PRP.new
A,7,32,20,1.6319240578056642,331.7256888870531,4,0,3,COG.enlightenment
A,7,34,20,1.9485761414070073,330.2326319323205,4,0,4,PER.see
A,7,51,20,18.987330939915488,331.7639217625428,5,0,2,PRP.new
A,7,57,20,17.972918735490644,331.29821654452167,6,0,5,FND.ahistorical
A,7,59,20,1.0,330.31404875400926,3,0,2,PER.hear
A,7,69,20,1.6319240578056642,332.1585323109517,3,0,2,COG.enlightenment
A,7,72,20,18.987330939915488,331.3365663647014,3,0,2,PRP.new
A,7,76,20,1.1000481252737304,330.18997353547155,4,0,3,ACT.create
A,7,79,20,18.987330939915488,330.19234793746386,3,0,2,PRP.new
A,7,82,20,17.972918735490644,331.8115253053895,4,0,5,FND.ahistorical
A,7,83,20,1.6319240578056642,333.7323563986575,8,0,4,COG.enlightenment
A,7,9,21,19.551794183019762,334.67545197084496,5,0,5,FND.ahistorical
A,7,12,21,2.2103193628288453,332.94036320269424,4,0,5,PER.see
A,7,19,21,19.551794183019762,326.72214956544246,7,0,5,FND.ahistorical
A,7,26,21,19.551794183019762,335.57225892818485,14,0,5,FND.ahistorical
A,7,29,21,25.690742292334726,338.4671913486067,2,0,2,PRP.new
A,7,32,21,1.8279201917388899,325.8593347853355,3,0,3,COG.enlightenment
A,7,34,21,2.2103193628288453,328.63191719125075,3,0,4,PER.see
A,7,57,21,19.551794183019762,326.8856935744954,5,0,5,FND.ahistorical
A,7,59,21,1.0,338.22389401741276,2,0,2,PER.hear
A,7,69,21,1.8279201917388899,325.2428485367209,2,0,2,COG.enlightenment
A,7,72,21,25.690742292334726,325.2034979291142,3,0,2,PRP.new
A,7,76,21,1.2129752158804872,324.86922644226604,4,0,3,ACT.create
A,7,82,21,19.551794183019762,338.57667652514954,6,0,5,FND.ahistorical
A,7,83,21,1.8279201917388899,337.4379032710557,3,0,4,COG.enlightenment
A,7,9,22,21.49286440646711,297.6026027638771,3,0,5,FND.ahistorical
A,7,12,22,2.4705384213143065,300.44651868027586,4,0,5,PER.see
A,7,19,22,21.49286440646711,298.2414055564044,6,0,5,FND.ahistorical
A,7,26,22,21.49286440646711,298.01474516785095,10,0,5,FND.ahistorical
A,7,29,22,39.12855668276953,303.83459053345905,1,0,2,PRP.new
A,7,32,22,2.038744986002494,297.59337089986155,2,0,3,COG.enlightenment
A,7,34,22,2.4705384213143065,302.850032473906,1,0,4,PER.see
A,7,57,22,21.49286440646711,297.5209723231406,3,0,5,FND.ahistorical
A,7,69,22,2.038744986002494,301.64378611364964,2,0,2,COG.enlightenment
A,7,72,22,39.12855668276953,303.7583963489534,1,0,2,PRP.new
A,7,76,22,1.3597311065163105,304.58282350405904,2,0,3,ACT.create
A,7,82,22,21.49286440646711,302.6550068785914,8,0,5,FND.ahistorical
A,7,83,22,2.038744986002494,298.1492887377977,4,0,4,COG.enlightenment
A,7,9,23,23.6949152087343,274.07861001495127,4,0,5,FND.ahistorical
A,7,12,23,2.7064821919239885,275.5312398124695,8,0,5,PER.see
A,7,19,23,23.6949152087343,274.46749203852266,4,0,5,FND.ahistorical
A,7,26,23,23.6949152087343,271.2495642788101,6,0,5,FND.ahistorical
A,7,29,23,42.9696234058163,276.6675221860295,2,0,2,PRP.new
A,7,32,23,2.2468567335225145,272.7757235820019,4,0,3,COG.enlightenment
A,7,34,23,2.7064821919239885,277.00257679318406,7,0,4,PER.see
A,7,57,23,23.6949152087343,273.8769882807518,10,1,5,FND.ahistorical
A,7,69,23,2.2468567335225145,271.92261824220526,2,0,2,COG.enlightenment
A,7,72,23,42.9696234058163,276.32005830301557,3,0,2,PRP.new
A,7,76,23,1.5127354348815223,271.1381425070354,5,0,3,ACT.create
A,7,82,23,23.6949152087343,271.9162917356862,9,1,5,FND.ahistorical
A,7,83,23,2.2468567335225145,273.3440559791876,6,0,4,COG.enlightenment
A,7,85,23,42.9696234058163,274.79901831594407,3,0,2,PRP.new
A,7,9,24,26.211124595494393,288.38586637928654,3,0,5,FND.ahistorical
A,7,12,24,2.9432118001740264,288.6342240689457,8,0,5,PER.see
A,7,19,24,26.211124595494393,291.1651556120122,4,1,5,FND.ahistorical
A,7,26,24,26.211124595494393,287.6676998219609,2,0,5,FND.ahistorical
A,7,29,24,48.53219360188115,291.5036668679004,4,1,2,PRP.new
A,7,32,24,2.3665580107442996,290.8988147146831,5,0,3,COG.enlightenment
A,7,34,24,2.9432118001740264,292.2510041248766,3,0,4,PER.see
A,7,57,24,26.211124595494393,288.09044235629096,7,0,5,FND.ahistorical
A,7,72,24,48.53219360188115,288.44302051587397,4,0,2,PRP.new
A,7,76,24,1.5557909390141702,288.4479867136049,6,0,3,ACT.create
A,7,82,24,26.211124595494393,289.61084929188985,3,0,5,FND.ahistorical
A,7,83,24,2.3665580107442996,289.1558313812816,4,0,4,COG.enlightenment
A,7,85,24,48.53219360188115,288.7399025248649,2,0,2,PRP.new
A,7,86,24,1.8765912815108075,287.3807686736292,2,0,4,LOG.effect
A,7,87,24,1.5557909390141702,288.78355321475266,4,0,4,ACT.create
A,7,9,25,28.842368083254758,289.27347712742903,6,0,5,FND.ahistorical
A,7,12,25,3.172189002791743,297.2884833755532,7,0,5,PER.see
A,7,19,25,28.842368083254758,285.47798106155255,3,0,5,FND.ahistorical
A,7,26,25,28.842368083254758,284.40002536186967,10,0,5,FND.ahistorical
A,7,29,25,46.33853214525119,295.52224477220454,1,0,2,PRP.new
A,7,32,25,2.5524879692903255,292.8540513311938,3,0,3,COG.enlightenment
A,7,34,25,3.172189002791743,296.62684903156,3,0,4,PER.see
A,7,57,25,28.842368083254758,294.8573652883145,9,0,5,FND.ahistorical
A,7,72,25,46.33853214525119,293.21865097485943,3,0,2,PRP.new
A,7,76,25,1.5985665719756588,294.0595418970779,2,0,3,ACT.create
A,7,82,25,28.842368083254758,293.91162717372583,5,0,5,FND.ahistorical
A,7,83,25,2.5524879692903255,284.0305564090097,5,0,4,COG.enlightenment
A,7,86,25,1.7889321533597267,283.2649140475958,4,0,4,LOG.effect
A,7,87,25,1.5985665719756588,289.2780993416817,5,0,4,ACT.create
A,7,92,25,46.33853214525119,295.3980289176455,4,0,2,PRP.new
A,7,93,25,46.33853214525119,283.9817052378989,2,0,2,PRP.new
A,7,94,25,46.33853214525119,295.4487058301975,3,0,2,PRP.new
A,7,96,25,46.33853214525119,297.0999453439624,3,0,2,PRP.new
A,7,9,26,31.62037125972993,254.20764961485943,5,0,5,FND.ahistorical
A,7,12,26,3.3838516449632237,255.1126364356657,7,0,5,PER.see
A,7,19,26,31.62037125972993,259.2054312392364,8,0,5,FND.ahistorical
A,7,26,26,31.62037125972993,261.934161678973,8,0,5,FND.ahistorical
A,7,29,26,45.600283203317474,264.59212613897444,2,0,2,PRP.new
A,7,32,26,2.609228306173061,253.50320265785373,7,0,3,COG.enlightenment
A,7,34,26,3.3838516449632237,253.51018637006237,6,0,4,PER.see
A,7,57,26,31.62037125972993,256.6854905679706,8,0,5,FND.ahistorical
A,7,72,26,45.600283203317474,257.149518917045,5,0,2,PRP.new
A,7,76,26,1.6270897882350335,263.0901815941756,3,1,3,ACT.create
A,7,82,26,31.62037125972993,265.3526299535297,8,0,5,FND.ahistorical
A,7,83,26,2.609228306173061,265.41187658561245,6,1,4,COG.enlightenment
A,7,86,26,1.7100389380237542,262.9157768634764,4,0,4,LOG.effect
A,7,87,26,1.6270897882350335,264.95560651579297,3,0,4,ACT.create
A,7,92,26,45.600283203317474,263.58227884123613,2,0,2,PRP.new
A,7,93,26,45.600283203317474,255.7547601876301,5,0,2,PRP.new
A,7,96,26,45.600283203317474,255.25841067873662,2,0,2,PRP.new
A,7,99,26,45.600283203317474,265.5164129347442,2,0,2,PRP.new
A,7,9,27,34.38794106346941,315.78494819241723,7,1,5,FND.ahistorical
A,7,12,27,3.591212737756399,316.84484828281074,10,0,5,PER.see
A,7,19,27,34.38794106346941,315.91645199958487,5,0,5,FND.ahistorical
A,7,26,27,34.38794106346941,316.32256601067274,5,0,5,FND.ahistorical
A,7,29,27,43.922622201683225,315.99178341444076,4,0,2,PRP.new
A,7,32,27,2.767602225566798,317.66086623605446,3,0,3,COG.enlightenment
A,7,34,27,3.591212737756399,316.409706205705,4,0,4,PER.see
A,7,57,27,34.38794106346941,316.781540829953,5,0,5,FND.ahistorical
A,7,72,27,43.922622201683225,316.30931387976216,2,0,2,PRP.new
A,7,82,27,34.38794106346941,315.95763418479135,6,0,5,FND.ahistorical
A,7,83,27,2.767602225566798,317.4370618655057,5,0,4,COG.enlightenment
A,7,86,27,1.6743286562459927,316.28409781259705,6,0,4,LOG.effect
A,7,87,27,1.675663441782814,316.42729321809645,5,0,4,ACT.create
A,7,93,27,43.922622201683225,316.4086407765318,4,0,2,PRP.new
A,7,96,27,43.922622201683225,316.88142882012414,2,1,2,PRP.new
A,7,99,27,43.922622201683225,317.3209966952653,5,0,2,PRP.new
A,7,100,27,43.922622201683225,316.8444155883954,2,0,2,PRP.new
A,7,101,27,43.922622201683225,316.4231834468633,2,0,2,PRP.new
A,7,102,27,43.922622201683225,316.0245345151444,3,0,2,PRP.new
A,7,103,27,1.0,317.40517079877833,2,0,2,PER.hear
A,7,9,28,37.16523053334455,305.2766926592009,9,1,5,FND.ahistorical
A,7,12,28,3.7860469029102073,308.59015711456334,5,0,5,PER.see
A,7,19,28,37.16523053334455,306.61014650690953,7,0,5,FND.ahistorical
A,7,26,28,37.16523053334455,304.94424279799847,9,0,5,FND.ahistorical
A,7,29,28,41.47047624654499,305.0362322706738,2,0,2,PRP.new
A,7,32,28,2.814449055906678,309.18855472787254,3,0,3,COG.enlightenment
A,7,34,28,3.7860469029102073,304.9571609481464,3,0,4,PER.see
A,7,57,28,37.16523053334455,309.1557642257463,7,0,5,FND.ahistorical
A,7,72,28,41.47047624654499,306.8806238066584,2,0,2,PRP.new
A,7,82,28,37.16523053334455,305.0267996405321,7,0,5,FND.ahistorical
A,7,83,28,2.814449055906678,308.084565633656,6,0,4,COG.enlightenment
A,7,86,28,1.7119650835546623,306.93598162410746,2,0,4,LOG.effect
A,7,87,28,1.6668397825478198,304.88335418561303,8,0,4,ACT.create
A,7,99,28,41.47047624654499,304.9570210654949,4,0,2,PRP.new
A,7,100,28,41.47047624654499,309.09770056668907,2,0,2,PRP.new
A,7,101,28,41.47047624654499,305.0334462335587,4,0,2,PRP.new
A,7,102,28,41.47047624654499,308.9491318899675,5,0,2,PRP.new
A,7,104,28,2.814449055906678,306.7111901689443,3,0,4,COG.enlightenment
A,7,105,28,41.47047624654499,308.3572846357722,3,1,2,PRP.new
A,7,107,28,41.47047624654499,304.85326339786025,5,0,2,PRP.new
A,7,109,28,41.47047624654499,305.7986860304345,5,0,2,PRP.new
A,7,110,28,41.47047624654499,305.01040272034584,2,0,2,PRP.new
A,7,9,29,40.08086812833181,268.4103915326799,7,0,5,FND.ahistorical
A,7,12,29,3.9820338078384654,267.04748043685345,11,0,5,PER.see
A,7,19,29,40.08086812833181,261.80977864442366,5,0,5,FND.ahistorical
A,7,26,29,40.08086812833181,262.970707415196,3,0,5,FND.ahistorical
A,7,32,29,2.866907790639069,265.29810956567644,5,0,3,COG.enlightenment
A,7,34,29,3.9820338078384654,267.3072094311018,5,0,4,PER.see
A,7,57,29,40.08086812833181,263.2921031557098,7,0,5,FND.ahistorical
A,7,72,29,39.72459674128625,262.85157178882594,1,0,2,PRP.new
A,7,82,29,40.08086812833181,265.80951242600344,5,0,5,FND.ahistorical
A,7,83,29,2.866907790639069,264.2539701104553,3,0,4,COG.enlightenment
A,7,86,29,1.79242554063107,262.7906990075728,6,0,4,LOG.effect
A,7,87,29,1.6742943711799327,261.4072965238849,5,0,4,ACT.create
A,7,101,29,39.72459674128625,268.40425256901256,3,0,2,PRP.new
A,7,104,29,2.866907790639069,265.31027408097873,6,0,4,COG.enlightenment
A,7,105,29,39.72459674128625,263.8369326251179,5,0,2,PRP.new
A,7,109,29,39.72459674128625,262.6885226876126,3,0,2,PRP.new
A,7,110,29,39.72459674128625,265.53426574085586,3,0,2,PRP.new
A,7,111,29,1.0,265.76938649352525,2,0,3,BEI.female
A,7,9,30,41.149719195238845,213.3387971317522,6,0,5,FND.ahistorical
A,7,12,30,4.015343414399281,210.62864817224443,8,0,5,PER.see
A,7,19,30,41.149719195238845,211.07076894572242,8,0,5,FND.ahistorical
A,7,26,30,41.149719195238845,214.16101522080146,6,0,5,FND.ahistorical
A,7,32,30,2.9167645264441053,213.76290339035168,6,0,3,COG.enlightenment
A,7,34,30,4.015343414399281,209.7317945776383,4,0,4,PER.see
A,7,57,30,41.149719195238845,209.67204936955932,13,0,5,FND.ahistorical
A,7,72,30,35.88753820130105,210.2773437613816,4,0,2,PRP.new
A,7,82,30,41.149719195238845,212.55739611265284,13,0,5,FND.ahistorical
A,7,83,30,2.9167645264441053,212.1821736392954,4,0,4,COG.enlightenment
A,7,86,30,1.9286566715582245,210.9437357612191,6,0,4,LOG.effect
A,7,87,30,1.702108998065682,206.7839557741866,5,0,4,ACT.create
A,7,101,30,35.88753820130105,209.28422498180115,3,0,2,PRP.new
A,7,104,30,2.9167645264441053,209.76258774000627,9,0,4,COG.enlightenment
A,7,105,30,35.88753820130105,213.33190021186448,4,0,2,PRP.new
A,7,109,30,35.88753820130105,209.2175566259088,2,0,2,PRP.new
A,7,110,30,35.88753820130105,208.543697786488,2,0,2,PRP.new
A,7,111,30,1.0,214.1295593481468,4,0,3,BEI.female
