seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type
23,0,1,21,20,False,2.5505,4,0.6667,0.6675,0.8109,12.0828,14,29.4,14.6,44.27,932,social|stable|deep_conn|dead
23,1,1,,28,True,1.9684,3,0.4242,0.6818,0.8191,3.5747,14,14.5,6.8,17.06,372,stable
23,129,19,22,3,False,2.8957,2,0.125,0.645,0.798,6.1152,3,6.4,3.5,8.89,134,isolated|stable|focused_att|dead
23,17,3,,26,True,0.0974,5,0.9394,0.6652,0.8457,3.9216,31,39.4,19.8,16.17,1547,social|stable
23,31,5,,24,True,-1.4612,3,0.5455,0.6182,0.7783,3.5719,18,14.2,8.8,19.51,456,social|stable|focused_att
23,40,6,,23,True,1.8263,5,0.9697,0.6594,0.8498,6.3968,32,44.7,23.1,36.77,1556,social|stable
23,74,10,,19,True,-2.7883,5,0.9394,0.6177,0.8663,5.8386,31,46.8,29.0,18.32,1820,social|stable|wide_att
23,75,10,,19,True,2.599,5,0.9091,0.7016,0.8792,8.6057,30,59.8,25.4,61.43,1797,social|stable|wide_att
23,86,12,27,15,False,-2.2134,2,0.2857,0.6881,0.8071,3.1663,10,9.0,4.1,20.69,184,stable|dead
23,92,13,,16,True,-2.0866,3,0.4848,0.6826,0.7922,7.4957,16,15.6,7.3,57.85,413,stable|focused_att
23,106,16,21,5,False,-1.7876,2,0.1905,0.6477,0.7648,12.9391,4,7.1,3.9,22.0,137,stable|focused_att|deep_conn|dead
23,108,17,,12,True,1.748,5,1.0,0.6492,0.8078,5.1769,33,40.6,21.9,20.68,1740,social|stable
23,112,17,20,3,False,-2.9111,2,0.1429,0.6167,0.7999,30.1971,2,6.7,4.2,38.07,85,isolated|stable|focused_att|deep_conn|dead
23,114,18,20,2,False,-3.0752,2,0.1429,0.7101,0.8285,14.8275,2,9.4,3.8,28.18,127,isolated|stable|deep_conn|dead
23,117,18,21,3,False,0.3069,2,0.1429,0.682,0.7511,26.7031,3,7.8,3.6,42.08,149,isolated|stable|focused_att|deep_conn|dead
23,123,18,20,2,False,2.6707,2,0.1429,0.6954,0.8265,7.8598,2,5.5,2.4,14.24,64,isolated|stable|dead
23,124,19,,10,True,1.156,4,0.7879,0.6236,0.8659,5.7819,26,41.5,25.1,36.28,1224,social|stable|wide_att
23,125,19,23,4,False,-1.858,4,0.6296,0.7259,0.8509,6.9334,17,40.2,15.2,25.44,1133,social|stable|wide_att|dead
23,126,19,,10,True,-1.2956,5,0.9394,0.6015,0.8282,5.3554,31,25.2,16.7,46.14,857,social|stable
23,127,19,20,1,False,1.4339,2,0.0,0.6485,0.8372,0.0,0,6.5,3.5,0,85,isolated|stable|dead
23,131,20,,9,True,-1.0048,5,1.0,0.6629,0.8329,8.4382,33,47.6,24.2,32.8,1765,social|stable
23,133,20,22,2,False,-2.3562,2,0.2083,0.6923,0.765,11.6623,5,6.4,2.8,34.11,130,stable|focused_att|deep_conn|dead
23,134,20,26,6,False,0.2293,2,0.25,0.6707,0.7634,8.7818,9,8.8,4.3,38.57,193,stable|focused_att|dead
23,135,20,21,1,False,-0.5299,2,0.1905,0.7058,0.8405,19.3441,4,8.8,3.7,31.35,117,stable|deep_conn|dead
23,136,20,29,9,False,-3.0195,2,0.3333,0.67,0.8127,2.5168,11,8.3,4.1,14.3,151,stable|dead
23,139,20,23,3,False,-0.2869,2,0.2222,0.6859,0.7563,3.1934,6,9.9,4.5,7.14,194,stable|focused_att|dead
23,140,20,21,1,False,-0.5121,2,0.1429,0.688,0.8342,23.5822,3,7.5,3.4,24.7,94,isolated|stable|deep_conn|dead
23,141,21,23,2,False,0.2873,2,0.0741,0.6767,0.7046,14.8352,2,6.8,3.2,15.2,152,isolated|stable|focused_att|deep_conn|dead
23,143,21,22,1,False,-2.5177,2,0.0833,0.6923,0.8201,36.9546,2,7.1,3.2,39.38,86,isolated|stable|deep_conn|dead
23,145,21,26,5,False,1.0789,2,0.1944,0.7101,0.8051,12.696,7,8.9,3.6,30.54,144,stable|deep_conn|dead
23,146,22,25,3,False,-1.7223,3,0.4412,0.6222,0.8243,9.5179,15,17.6,10.7,28.31,476,stable|dead
