seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type
46,0,1,,28,True,1.1007,5,0.8095,0.6733,0.8546,10.2361,51,53.0,25.7,52.56,2026,social|stable|wide_att|deep_conn
46,130,16,,13,True,2.2947,2,0.2063,0.7339,0.7879,3.3947,13,9.6,3.5,19.63,207,stable|focused_att
46,139,17,21,4,False,-3.0,3,0.3438,0.6889,0.8074,7.7058,11,21.4,9.7,16.26,508,stable|dead
46,142,17,,12,True,-1.274,2,0.1746,0.6293,0.7437,3.958,11,6.7,3.9,23.7,126,stable|focused_att
46,24,3,,26,True,2.838,4,0.6349,0.6449,0.8373,10.5949,40,36.9,20.3,60.35,1175,social|stable|deep_conn
46,25,3,,26,True,-2.1523,5,0.7302,0.5932,0.8411,7.5521,46,50.8,34.9,38.47,1965,social|stable
46,152,17,23,6,False,-2.9711,2,0.0465,0.687,0.8021,21.3033,2,7.9,3.6,41.41,149,isolated|stable|deep_conn|dead
46,31,3,25,22,False,3.0253,2,0.1607,0.6624,0.8282,1.6435,9,7.7,3.9,8.12,134,stable|dead
46,36,4,,25,True,-1.0547,5,0.746,0.6866,0.8553,8.8159,47,42.4,19.3,43.26,1597,social|stable|wide_att
46,166,19,25,6,False,0.1789,2,0.1607,0.6867,0.7019,6.5059,9,7.0,3.2,31.98,152,stable|focused_att|dead
46,168,19,20,1,False,1.1681,2,0.069,0.6114,0.8699,17.8061,2,7.6,4.8,18.46,100,isolated|stable|wide_att|deep_conn|dead
46,169,20,21,1,False,0.8995,2,0.1875,0.6666,0.7749,10.983,6,6.5,3.2,23.66,132,stable|focused_att|deep_conn|dead
46,170,20,20,0,False,-0.5303,2,0.2069,0.6953,0.8129,6.9958,6,8.2,3.6,13.47,111,stable|dead
46,43,5,,24,True,1.0511,8,1.0,0.6917,0.9236,23.3865,63,187.1,83.4,125.22,4350,social|stable|wide_att|deep_conn
46,171,20,24,4,False,-1.9159,2,0.1321,0.6813,0.779,0.5624,7,5.5,2.6,1.66,94,isolated|stable|focused_att|dead
46,172,20,21,1,False,0.2965,2,0.25,0.6312,0.7431,11.9204,8,8.9,5.2,23.66,188,stable|focused_att|deep_conn|dead
46,173,20,20,0,False,0.8202,2,0.1379,0.6718,0.8453,22.2404,4,7.0,3.4,35.84,85,isolated|stable|deep_conn|dead
46,174,20,20,0,False,-1.6277,2,0.2069,0.6505,0.8084,13.3045,6,7.2,3.9,34.77,97,stable|deep_conn|dead
46,175,20,20,0,False,0.992,2,0.1724,0.6684,0.875,22.7137,5,8.1,4.0,31.49,111,stable|wide_att|deep_conn|dead
46,176,20,25,5,False,-1.6435,2,0.2321,0.6737,0.7667,6.2412,13,8.1,3.9,20.59,161,stable|focused_att|dead
46,63,8,,21,True,-1.2234,4,0.5714,0.6387,0.8166,5.0208,36,25.6,14.5,30.17,925,social|stable
46,72,9,,20,True,0.4631,5,0.6508,0.6889,0.875,8.6801,41,52.9,23.9,56.59,1819,social|stable|wide_att
46,80,10,,19,True,-0.7452,4,0.5714,0.719,0.8377,4.9435,36,28.5,11.1,44.44,957,social|stable
46,83,10,,19,True,-2.1321,2,0.2381,0.655,0.7675,7.0646,15,7.3,3.9,37.84,154,stable|focused_att
46,85,11,,18,True,-1.9665,5,0.6984,0.66,0.8583,9.1334,44,48.5,25.0,55.39,1684,social|stable|wide_att
46,93,12,,17,True,-0.5344,5,0.7937,0.6604,0.8526,8.5862,50,56.7,29.2,61.93,2017,social|stable|wide_att
46,103,13,26,13,False,-1.8755,2,0.2881,0.7221,0.7366,4.2357,17,6.1,2.3,21.26,115,stable|focused_att|dead
46,119,15,29,14,False,2.5684,3,0.3968,0.7014,0.8423,6.7346,25,20.4,8.7,40.97,517,stable|dead
46,120,15,20,5,False,-2.3175,2,0.0345,0.689,0.8336,6.4873,1,7.0,3.1,6.49,97,isolated|stable|dead
46,124,16,,13,True,-0.2691,5,0.746,0.6589,0.8522,13.0699,47,47.1,24.4,78.69,1901,social|stable|wide_att|deep_conn
46,179,20,21,1,False,1.2438,2,0.0625,0.6084,0.7942,52.2522,2,7.4,4.7,53.2,87,isolated|stable|focused_att|deep_conn|dead
46,181,20,21,1,False,1.5792,2,0.0625,0.6292,0.7394,47.1098,2,7.2,4.3,47.11,86,isolated|stable|focused_att|deep_conn|dead
46,182,20,21,1,False,-0.2265,2,0.0625,0.6855,0.8008,50.1535,2,7.2,3.3,53.2,93,isolated|stable|deep_conn|dead
46,184,21,,8,True,-1.4798,4,0.5873,0.7052,0.8078,7.7955,37,27.7,11.6,44.67,970,social|stable
46,185,21,22,1,False,-2.0525,2,0.1111,0.7258,0.8134,14.7149,4,7.8,3.0,24.41,106,isolated|stable|deep_conn|dead
46,186,21,23,2,False,-2.46,2,0.0698,0.7373,0.7826,11.4929,3,8.6,3.1,12.84,190,isolated|stable|focused_att|deep_conn|dead
46,188,21,22,1,False,-0.1982,2,0.0556,0.6441,0.8628,12.2062,2,7.6,4.2,21.45,106,isolated|stable|wide_att|deep_conn|dead
46,189,22,,7,True,1.173,5,0.6825,0.6632,0.8635,7.4163,43,53.6,27.2,54.05,1795,social|stable|wide_att
46,190,22,24,2,False,3.0752,2,0.0755,0.6363,0.7714,9.5602,4,8.8,5.0,12.84,167,isolated|stable|focused_att|dead
46,192,22,24,2,False,-2.2416,2,0.0566,0.5864,0.7314,11.3135,3,5.9,4.2,16.09,112,isolated|stable|focused_att|deep_conn|dead
46,194,22,23,1,False,-1.4824,2,0.093,0.6551,0.8324,15.0148,4,9.1,4.8,32.35,130,isolated|stable|deep_conn|dead
46,195,22,27,5,False,1.6959,2,0.1311,0.6681,0.7925,4.8014,8,9.2,4.6,23.72,180,isolated|stable|focused_att|dead
46,196,22,23,1,False,3.1109,2,0.0465,0.6318,0.8456,19.3477,2,8.2,4.8,20.16,112,isolated|stable|deep_conn|dead
46,197,22,24,2,False,2.3162,2,0.0755,0.6758,0.7803,9.1478,4,7.7,3.7,12.84,130,isolated|stable|focused_att|dead
46,199,22,26,4,False,-1.9342,2,0.1017,0.721,0.7841,8.1023,6,7.1,2.7,29.46,145,isolated|stable|focused_att|dead
46,200,23,26,3,False,2.6742,4,0.3898,0.6713,0.8329,8.6821,23,33.3,16.3,37.17,1036,stable|dead
46,201,23,24,1,False,0.4163,2,0.0943,0.6665,0.8387,9.3458,5,8.1,4.1,17.76,114,isolated|stable|dead
46,202,23,25,2,False,2.6518,2,0.0179,0.6782,0.7488,34.2683,1,7.4,3.5,34.27,142,isolated|stable|focused_att|deep_conn|dead
46,203,23,25,2,False,-2.6282,2,0.1071,0.596,0.8027,12.3466,6,7.1,4.8,38.53,141,isolated|stable|deep_conn|dead
46,204,23,26,3,False,-2.2057,2,0.1356,0.6634,0.7475,9.6928,8,6.9,3.5,30.06,140,isolated|stable|focused_att|dead
46,206,23,25,2,False,2.3405,2,0.0536,0.6261,0.7665,6.4641,3,6.6,4.0,15.13,121,isolated|stable|focused_att|dead
46,207,23,26,3,False,1.575,2,0.1356,0.626,0.8113,5.3617,8,7.4,4.4,16.07,129,isolated|stable|dead
46,209,23,25,2,False,2.97,2,0.0536,0.6356,0.66,16.6184,3,5.8,3.3,22.17,99,isolated|stable|focused_att|deep_conn|dead
46,210,23,24,1,False,-2.9026,2,0.0377,0.6486,0.8569,48.4773,2,6.3,3.4,79.19,63,isolated|stable|wide_att|deep_conn|dead
46,212,23,24,1,False,-2.8041,2,0.0755,0.6231,0.7758,24.6664,4,7.7,4.7,61.89,92,isolated|stable|focused_att|deep_conn|dead
46,214,23,24,1,False,0.8096,2,0.1321,0.7009,0.8133,13.7202,7,8.0,3.4,21.95,112,isolated|stable|deep_conn|dead
46,215,24,,5,True,1.6865,5,0.5397,0.5717,0.8368,12.3751,34,45.5,34.1,55.94,1799,social|stable|deep_conn
46,216,24,28,4,False,-1.1924,2,0.1594,0.6548,0.7767,4.5134,11,8.5,4.5,28.02,154,stable|focused_att|dead
46,218,25,,4,True,2.1286,2,0.127,0.6836,0.8005,6.0888,8,7.7,3.6,15.98,147,isolated|stable
46,220,25,27,2,False,-0.5828,2,0.082,0.6842,0.7804,16.235,5,6.0,2.7,29.64,110,isolated|stable|focused_att|deep_conn|dead
46,221,25,28,3,False,-1.8507,2,0.058,0.6274,0.7068,7.2803,4,5.7,3.4,7.83,131,isolated|stable|focused_att|dead
46,222,25,26,1,False,-0.5997,2,0.0508,0.6658,0.8248,50.0056,3,8.8,4.4,55.1,118,isolated|stable|deep_conn|dead
46,223,25,26,1,False,2.4424,2,0.0339,0.7031,0.829,62.2663,2,7.7,3.3,111.57,96,isolated|stable|deep_conn|dead
46,224,26,28,2,False,-1.2351,2,0.1014,0.6887,0.8065,11.9749,7,9.6,4.3,27.19,183,isolated|stable|deep_conn|dead
46,225,26,28,2,False,0.0232,2,0.0435,0.5749,0.5971,2.1541,3,4.6,3.4,4.43,102,isolated|stable|focused_att|dead
46,226,26,28,2,False,-2.1063,2,0.0435,0.6239,0.6972,8.4338,3,7.0,4.2,9.04,140,isolated|stable|focused_att|dead
46,227,26,27,1,False,-1.1359,2,0.0656,0.7086,0.8247,27.0715,4,9.7,4.0,79.19,124,isolated|stable|deep_conn|dead
46,229,27,28,1,False,-0.7331,2,0.0435,0.6901,0.8297,25.5589,3,8.8,4.0,40.73,123,isolated|stable|deep_conn|dead
46,231,27,29,2,False,1.4118,2,0.1111,0.6392,0.7832,12.6678,7,6.0,3.4,38.76,116,isolated|stable|focused_att|deep_conn|dead
46,232,27,,2,True,-0.887,2,0.0952,0.6683,0.8066,12.3925,6,9.2,4.6,36.63,168,isolated|stable|deep_conn
46,234,27,28,1,False,3.0964,2,0.058,0.6624,0.8737,26.8235,4,10.7,5.4,34.96,153,isolated|stable|wide_att|deep_conn|dead
46,235,27,28,1,False,-2.8212,2,0.058,0.6508,0.8786,26.0858,4,10.7,5.7,39.38,142,isolated|stable|wide_att|deep_conn|dead
46,237,27,28,1,False,-3.1207,2,0.0725,0.7035,0.8211,27.1349,5,8.7,3.7,40.28,116,isolated|stable|deep_conn|dead
46,238,27,29,2,False,-1.6561,2,0.0635,0.6452,0.7808,16.4509,4,8.1,4.5,25.35,163,isolated|stable|focused_att|deep_conn|dead
46,239,27,28,1,False,0.225,2,0.0435,0.7002,0.8384,25.5589,3,7.7,3.3,40.73,97,isolated|stable|deep_conn|dead
46,242,27,28,1,False,-1.8489,2,0.029,0.6762,0.8463,29.77,2,9.2,4.4,29.77,130,isolated|stable|deep_conn|dead
46,243,28,,1,True,-2.6983,2,0.0159,0.6798,0.8445,2.403,1,7.6,3.6,2.4,105,isolated|stable
46,246,29,,0,True,1.9212,2,0,0,0,0,0,0,0,0,0,isolated|focused_att
