seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type
29,7,2,,27,True,1.461,5,0.8293,0.7061,0.8424,12.4674,34,52.2,21.7,71.56,1945,social|stable|deep_conn
29,16,3,,26,True,-0.0302,4,0.7073,0.6684,0.8528,7.0346,29,31.7,15.7,61.11,981,social|stable|wide_att
29,24,4,,25,True,1.7363,5,0.8293,0.6197,0.8481,8.5232,34,48.9,30.0,35.28,1767,social|stable
29,31,4,,25,True,3.0785,2,0.2683,0.6773,0.7601,4.4008,11,7.1,3.4,22.53,123,stable|focused_att
29,46,8,,21,True,1.2224,5,0.878,0.6454,0.8488,7.6821,36,35.9,19.7,39.68,1342,social|stable
29,51,13,,16,True,0.566,4,0.8049,0.6154,0.8146,11.4431,33,22.9,14.3,65.02,1000,social|stable|deep_conn
29,52,13,,16,True,-1.6305,4,0.8293,0.6596,0.815,8.1309,34,26.4,13.6,33.56,958,social|stable
29,53,14,,15,True,-1.8658,5,0.878,0.6642,0.865,7.4341,36,55.6,28.1,34.93,1880,social|stable|wide_att
29,54,15,,14,True,1.5258,5,0.7561,0.679,0.8489,11.7882,31,50.8,24.0,35.28,1915,social|stable|deep_conn
29,55,15,,14,True,-1.248,5,1.0,0.6955,0.8506,9.6369,41,50.6,22.2,38.95,1888,social|stable|wide_att
29,56,15,,14,True,-2.1655,3,0.439,0.6825,0.7868,2.4919,18,14.0,6.5,9.03,390,stable|focused_att
29,57,15,,14,True,0.5819,5,0.9756,0.6792,0.8624,11.1856,40,55.3,26.1,39.75,1948,social|stable|wide_att|deep_conn
29,59,16,,13,True,2.8239,3,0.4878,0.6329,0.785,2.1772,20,14.8,8.6,8.52,430,stable|focused_att
29,76,18,21,3,False,1.8006,2,0.2273,0.6233,0.7856,7.1472,5,8.0,4.8,12.84,169,stable|focused_att|dead
29,77,19,20,1,False,-0.3603,2,0.0,0.6458,0.7956,0.0,0,7.8,4.3,0,104,isolated|stable|focused_att|dead
29,82,20,20,0,False,2.9177,2,0.1176,0.6496,0.8506,66.8672,2,9.4,5.1,68.87,111,isolated|stable|wide_att|deep_conn|dead
29,83,20,20,0,False,-2.2965,2,0.2941,0.6548,0.8116,36.853,5,9.0,4.7,68.87,109,stable|deep_conn|dead
29,84,20,21,1,False,-1.3356,2,0.2727,0.6451,0.7828,6.4118,6,6.6,3.6,9.32,126,stable|focused_att|dead
29,87,20,20,0,False,-2.7486,2,0.4118,0.6326,0.7846,13.4004,7,7.7,4.5,19.27,109,stable|focused_att|deep_conn|dead
29,88,20,21,1,False,0.8629,2,0.0909,0.6347,0.782,33.2226,2,7.0,4.1,36.33,126,isolated|stable|focused_att|deep_conn|dead
29,89,20,20,0,False,-0.1403,2,0.0588,0.6623,0.8217,88.298,1,7.5,3.8,88.3,95,isolated|stable|deep_conn|dead
29,90,20,20,0,False,-0.6579,2,0.1176,0.6618,0.7992,15.5199,2,7.2,3.7,15.72,99,isolated|stable|focused_att|deep_conn|dead
29,93,20,20,0,False,-2.6069,2,0.2353,0.6923,0.8424,40.5417,4,10.3,4.6,64.86,130,stable|deep_conn|dead
29,94,20,20,0,False,-1.1503,2,0.1176,0.7039,0.8168,17.3332,2,6.6,2.8,19.35,93,isolated|stable|deep_conn|dead
29,95,20,,9,True,-2.5511,4,0.7317,0.7074,0.8308,10.9993,30,29.1,12.1,65.02,941,social|stable|deep_conn
29,96,20,22,2,False,-1.7394,2,0.1333,0.6873,0.7387,4.5496,4,6.7,3.1,7.15,145,isolated|stable|focused_att|dead
29,98,20,21,1,False,2.4333,2,0.1364,0.6267,0.8117,9.6581,3,7.1,4.2,12.55,95,isolated|stable|dead
29,100,20,21,1,False,-2.2894,2,0.1364,0.681,0.8246,13.1097,3,7.9,3.7,22.21,104,isolated|stable|deep_conn|dead
29,101,21,,8,True,2.3869,5,0.9512,0.7161,0.8321,12.2327,39,55.4,22.0,55.51,1904,social|stable|deep_conn
29,102,21,25,4,False,-2.4735,2,0.175,0.7233,0.7412,3.4958,7,5.6,2.1,6.96,131,stable|focused_att|dead
29,103,21,23,2,False,1.5463,2,0.0857,0.6989,0.713,14.3261,3,5.5,2.4,17.48,117,isolated|stable|focused_att|deep_conn|dead
29,104,21,25,4,False,1.7269,2,0.2,0.6309,0.7486,3.7867,8,6.2,3.6,8.53,125,stable|focused_att|dead
29,105,21,22,1,False,2.9524,2,0.1333,0.6403,0.8234,28.785,4,9.4,5.3,51.78,116,isolated|stable|deep_conn|dead
29,109,21,23,2,False,1.2233,2,0.0857,0.6801,0.7521,18.1691,3,7.2,3.4,22.93,167,isolated|stable|focused_att|deep_conn|dead
29,110,21,22,1,False,-3.0443,2,0.0667,0.6328,0.7511,26.3774,2,7.0,4.1,26.38,91,isolated|stable|focused_att|deep_conn|dead
29,112,21,,8,True,2.6775,2,0.2195,0.704,0.7988,6.9919,9,10.9,4.6,24.11,199,stable|focused_att
29,113,21,23,2,False,1.3519,2,0.1143,0.7103,0.6971,15.5224,4,5.8,2.4,19.55,152,isolated|stable|focused_att|deep_conn|dead
29,115,22,23,1,False,-1.954,3,0.1143,0.6738,0.838,5.3408,4,16.9,8.2,9.45,315,isolated|stable|dead
29,116,22,27,5,False,1.8178,2,0.1905,0.7239,0.7869,10.3336,8,9.3,3.5,34.37,182,stable|focused_att|deep_conn|dead
29,117,22,25,3,False,2.3937,2,0.175,0.6806,0.7833,6.3797,7,7.0,3.3,24.95,143,stable|focused_att|dead
29,120,22,23,1,False,-1.7944,2,0.1143,0.7118,0.8572,35.4555,4,10.1,4.1,94.36,139,isolated|stable|wide_att|deep_conn|dead
29,121,22,26,4,False,-2.1031,2,0.2326,0.6449,0.7323,7.0867,10,6.3,3.5,34.91,124,stable|focused_att|dead
29,123,22,,7,True,1.8404,2,0.2195,0.6753,0.7402,3.2199,9,6.4,3.1,19.51,166,stable|focused_att
29,125,22,23,1,False,2.9924,2,0.0571,0.6672,0.8697,48.6329,2,10.4,5.2,88.3,138,isolated|stable|wide_att|deep_conn|dead
29,127,23,26,3,False,-0.004,4,0.5814,0.6815,0.8486,10.7956,25,32.9,15.4,55.27,1036,social|stable|deep_conn|dead
29,128,23,24,1,False,-2.8112,2,0.1,0.6357,0.8426,31.437,4,7.0,4.0,46.65,80,isolated|stable|deep_conn|dead
29,129,23,24,1,False,-1.7292,2,0.125,0.7156,0.8198,30.3204,5,8.9,3.5,45.73,115,isolated|stable|deep_conn|dead
29,130,23,24,1,False,2.8229,2,0.125,0.6421,0.825,24.9011,5,6.2,3.5,41.63,77,isolated|stable|deep_conn|dead
29,133,25,,4,True,2.6954,3,0.3902,0.6886,0.819,9.2525,16,16.5,7.5,38.56,388,stable
29,134,25,,4,True,0.2902,3,0.3902,0.7199,0.8364,5.6494,16,18.6,7.2,20.32,473,stable
29,135,25,27,2,False,0.7897,2,0.119,0.7209,0.7395,13.5657,5,6.5,2.5,29.64,144,isolated|stable|focused_att|deep_conn|dead
29,137,25,28,3,False,2.1098,2,0.1429,0.7153,0.7461,4.3517,6,7.2,2.9,9.58,146,isolated|stable|focused_att|dead
29,138,25,26,1,False,-0.7166,2,0.0698,0.6513,0.8023,31.276,3,9.8,5.2,41.82,137,isolated|stable|deep_conn|dead
