seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type
14,0,1,,28,True,-0.504,5,0.9216,0.6999,0.8679,12.3676,47,50.6,21.7,48.46,1800,social|stable|wide_att|deep_conn
14,6,2,,27,True,-1.4775,4,0.6667,0.6494,0.8234,7.4698,34,25.2,13.6,38.4,837,social|stable
14,7,2,,27,True,0.5399,3,0.549,0.7378,0.8236,5.0427,28,16.8,6.0,32.92,485,social|stable
14,15,3,,26,True,0.6956,4,0.4902,0.6731,0.8251,5.4995,25,16.2,7.9,32.57,453,stable
14,23,4,,25,True,1.0083,5,1.0,0.6742,0.8626,11.1306,51,53.8,26.0,49.24,1930,social|stable|wide_att|deep_conn
14,25,5,,24,True,-1.6843,4,0.8627,0.6959,0.8579,9.4641,44,34.0,14.8,62.43,1087,social|stable|wide_att
14,26,5,,24,True,0.9722,5,0.902,0.6342,0.8688,12.9671,46,53.6,30.9,46.55,1769,social|stable|wide_att|deep_conn
14,33,6,,23,True,-1.9417,4,0.7647,0.6597,0.8073,10.4725,39,29.2,15.1,48.62,978,social|stable|deep_conn
14,44,8,,21,True,2.7563,5,0.8431,0.6861,0.8405,14.7282,43,52.0,23.8,52.99,2009,social|stable|deep_conn
14,45,8,,21,True,1.2241,5,0.8431,0.6406,0.8631,16.5299,43,56.5,31.7,80.35,1921,social|stable|wide_att|deep_conn
14,96,17,,12,True,-1.7611,5,0.8235,0.6544,0.8528,10.9684,42,35.7,18.8,43.44,1163,social|stable|wide_att|deep_conn
14,98,17,24,7,False,-2.8486,3,0.5517,0.63,0.8282,6.7117,16,16.1,9.4,18.63,418,social|stable|dead
14,99,17,,12,True,3.1141,4,0.6275,0.6562,0.8214,13.9167,32,34.2,17.9,46.5,1126,social|stable|deep_conn
14,107,18,23,5,False,-0.8461,2,0.1071,0.6065,0.8322,2.7791,3,7.0,4.6,6.82,134,isolated|stable|dead
14,110,18,23,5,False,2.9423,2,0.3571,0.649,0.7416,4.5394,10,7.1,3.9,18.48,145,stable|focused_att|dead
14,115,19,,10,True,-0.2429,5,1.0,0.6135,0.8378,8.9951,51,39.5,24.9,43.98,1469,social|stable
14,116,19,,10,True,0.8208,5,0.7255,0.7147,0.8324,11.7465,37,35.6,14.2,38.15,1147,social|stable|deep_conn
14,117,19,,10,True,2.7499,5,1.0,0.7083,0.8476,11.2745,51,50.2,20.7,59.71,1814,social|stable|deep_conn
14,118,19,24,5,False,-1.2221,2,0.2414,0.7215,0.7318,3.9123,7,7.0,2.7,15.07,169,stable|focused_att|dead
14,119,19,20,1,False,1.9149,2,0.0,0.6938,0.8261,0.0,0,7.7,3.4,0,96,isolated|stable|dead
14,122,20,,9,True,-2.4989,5,0.8824,0.6304,0.8416,10.8003,45,40.6,23.8,44.87,1677,social|stable|deep_conn
14,123,20,20,0,False,2.0143,2,0.2727,0.6725,0.8398,33.3723,6,8.9,4.3,43.12,112,stable|deep_conn|dead
14,124,20,24,4,False,1.6659,2,0.3793,0.7025,0.7985,4.9374,11,8.8,3.7,22.47,148,stable|focused_att|dead
14,126,20,20,0,False,0.7802,2,0.1818,0.6952,0.8157,34.444,4,10.4,4.5,45.75,109,stable|deep_conn|dead
14,127,20,20,0,False,1.9803,2,0.2727,0.6928,0.8193,30.6368,6,8.2,3.6,45.75,98,stable|deep_conn|dead
14,128,21,,8,True,0.5526,5,0.8824,0.6758,0.8634,10.5703,45,50.9,24.4,49.24,1866,social|stable|wide_att|deep_conn
14,129,21,22,1,False,0.5456,2,0.04,0.6962,0.8092,19.3941,1,8.0,3.5,19.39,111,isolated|stable|deep_conn|dead
14,132,22,24,2,False,-0.6376,2,0.1034,0.6581,0.7561,24.6061,3,6.3,3.3,29.94,125,isolated|stable|focused_att|deep_conn|dead
14,134,22,23,1,False,-0.9662,2,0.1429,0.6865,0.8319,38.1588,4,9.2,4.2,57.99,111,isolated|stable|deep_conn|dead
14,135,22,23,1,False,-0.6665,2,0.1786,0.6771,0.8157,35.0572,5,9.6,4.6,61.89,117,stable|deep_conn|dead
14,136,22,,7,True,-1.0246,2,0.2745,0.6814,0.7872,3.0618,14,7.6,3.5,15.09,161,stable|focused_att
14,137,23,,6,True,1.9519,4,0.6471,0.6074,0.8306,8.6908,33,26.6,17.2,37.17,977,social|stable
14,140,24,,5,True,-1.5452,4,0.7059,0.6129,0.8279,9.8619,36,26.4,16.7,36.66,886,social|stable
14,141,24,25,1,False,-1.5938,3,0.25,0.6366,0.8128,20.6724,9,20.3,11.6,71.42,391,stable|deep_conn|dead
14,143,24,25,1,False,-1.9899,2,0.0556,0.6905,0.8291,45.311,2,7.8,3.5,60.91,102,isolated|stable|deep_conn|dead
14,145,24,25,1,False,1.4096,2,0.0278,0.6861,0.8209,21.6023,1,9.8,4.5,21.6,114,isolated|stable|deep_conn|dead
14,146,24,25,1,False,-0.1091,2,0.2222,0.6187,0.7682,28.2985,8,9.2,5.7,71.42,116,stable|focused_att|deep_conn|dead
14,147,24,25,1,False,-2.1525,2,0.1389,0.6542,0.8169,21.5856,5,8.3,4.4,23.45,110,isolated|stable|deep_conn|dead
14,148,24,25,1,False,-2.7542,2,0.0833,0.6651,0.789,18.2583,3,7.8,3.9,22.63,91,isolated|stable|focused_att|deep_conn|dead
14,150,24,26,2,False,0.4478,2,0.225,0.6149,0.7929,14.7238,9,6.7,4.2,37.18,132,stable|focused_att|deep_conn|dead
14,151,24,26,2,False,-2.3372,2,0.275,0.6141,0.7512,16.5544,11,6.9,4.3,61.08,132,stable|focused_att|deep_conn|dead
14,152,24,28,4,False,-2.6166,2,0.12,0.6505,0.7298,7.2567,6,7.0,3.8,26.3,162,isolated|stable|focused_att|dead
14,153,24,26,2,False,-0.1878,2,0.1,0.6893,0.7467,9.2166,4,6.0,2.7,13.91,92,isolated|stable|focused_att|dead
14,155,24,25,1,False,-0.1424,2,0.1111,0.6536,0.8333,13.2269,4,8.4,4.4,23.45,113,isolated|stable|deep_conn|dead
14,156,24,,5,True,-2.5884,2,0.1569,0.7133,0.7928,6.563,8,7.0,2.8,24.79,150,stable|focused_att
14,157,25,,4,True,-1.4468,5,0.7059,0.6283,0.8309,12.1932,36,37.2,22.0,42.58,1532,social|stable|deep_conn
14,159,26,27,1,False,-2.4024,2,0.0976,0.6647,0.7742,12.5838,4,6.4,3.2,32.35,82,isolated|stable|focused_att|deep_conn|dead
14,161,26,27,1,False,2.734,2,0.0732,0.6327,0.7388,33.2739,3,6.2,3.6,39.78,75,isolated|stable|focused_att|deep_conn|dead
14,163,27,,2,True,2.2514,5,0.6275,0.6638,0.8342,13.9503,32,43.3,22.0,57.94,1752,social|stable|deep_conn
14,164,27,,2,True,1.9912,4,0.6078,0.6654,0.8439,14.0717,31,34.8,17.5,55.68,1108,social|stable|deep_conn
14,165,27,,2,True,1.6473,2,0.1373,0.7478,0.8026,14.9244,7,8.2,2.8,31.9,174,isolated|stable|deep_conn
14,168,27,28,1,False,-1.7674,2,0.04,0.6612,0.8303,17.9546,2,7.7,3.9,22.63,104,isolated|stable|deep_conn|dead
14,169,27,28,1,False,2.0781,2,0.08,0.6453,0.8347,18.8156,4,8.9,4.9,24.28,124,isolated|stable|deep_conn|dead
14,170,27,28,1,False,2.2049,2,0.06,0.6835,0.8101,15.9089,3,7.9,3.7,28.92,110,isolated|stable|deep_conn|dead
14,173,27,28,1,False,0.3394,2,0.1,0.6699,0.8264,22.0669,5,10.4,5.1,39.94,160,isolated|stable|deep_conn|dead
14,174,27,,2,True,0.0615,2,0.1373,0.7748,0.7666,15.6357,7,8.5,2.5,35.99,193,isolated|stable|focused_att|deep_conn
14,175,27,28,1,False,-1.0004,2,0.1,0.6538,0.8482,19.5087,5,9.4,5.0,36.94,132,isolated|stable|deep_conn|dead
14,176,27,,2,True,2.6001,2,0.1176,0.7212,0.7331,14.9378,6,6.1,2.3,37.69,135,isolated|stable|focused_att|deep_conn
14,177,27,,2,True,1.824,2,0.1569,0.6655,0.7493,6.2701,8,7.4,3.7,10.63,177,stable|focused_att
14,178,27,,2,True,0.3506,2,0.1176,0.7233,0.806,10.5867,6,7.5,2.9,20.95,151,isolated|stable|deep_conn
14,179,27,,2,True,-2.0495,2,0.098,0.6056,0.7629,13.7934,5,7.3,4.8,35.99,131,isolated|stable|focused_att|deep_conn
14,181,27,,2,True,-1.5447,2,0.1373,0.723,0.7361,8.7913,7,6.3,2.4,16.59,138,isolated|stable|focused_att
14,183,27,,2,True,0.7339,2,0.1373,0.6753,0.7758,15.3861,7,8.0,3.9,35.35,174,isolated|stable|focused_att|deep_conn
14,185,28,,1,True,0.659,3,0.1176,0.6964,0.8619,11.316,6,15.6,6.8,17.44,266,isolated|stable|wide_att|deep_conn
14,186,28,,1,True,-2.3991,4,0.2941,0.5963,0.9007,18.8971,15,31.5,21.3,65.0,747,stable|wide_att|deep_conn
14,188,28,29,1,False,-2.7241,2,0.098,0.6685,0.7925,22.707,5,7.4,3.7,40.67,88,isolated|stable|focused_att|deep_conn|dead
14,190,28,29,1,False,-1.8483,2,0.0392,0.6288,0.839,14.4264,2,8.6,5.1,26.08,118,isolated|stable|deep_conn|dead
14,191,28,,1,True,-2.0337,2,0.1373,0.6666,0.7973,22.5042,7,8.0,4.0,40.67,99,isolated|stable|focused_att|deep_conn
14,192,28,29,1,False,-3.1198,2,0.0784,0.6427,0.8337,21.8046,4,7.9,4.4,31.24,101,isolated|stable|deep_conn|dead
14,193,28,29,1,False,1.8463,2,0.0588,0.6791,0.8532,29.0077,3,9.0,4.3,31.92,123,isolated|stable|wide_att|deep_conn|dead
