seed,label_id,birth_window,death_window,lifespan,alive,phase_sig,n_core,last_social,last_stability,last_spread,last_familiarity,last_partners,last_st_mean,last_st_std,last_fam_max,last_att_nodes,trajectory_type
4,0,1,,28,True,0.1747,5,0.9057,0.6603,0.8584,12.1599,48,55.5,28.6,60.93,1955,social|stable|wide_att|deep_conn
4,1,1,,28,True,-2.4084,5,1.0,0.6744,0.8576,10.498,53,54.6,26.4,69.51,2031,social|stable|wide_att|deep_conn
4,2,2,,27,True,-2.003,5,0.6981,0.6409,0.8595,5.642,37,28.7,16.1,39.09,890,social|stable|wide_att
4,15,4,,25,True,-2.8692,5,0.9057,0.6551,0.8563,12.9823,48,53.2,28.0,69.51,1980,social|stable|wide_att|deep_conn
4,24,5,20,15,False,-2.2067,5,0.8261,0.6798,0.8882,16.7694,19,44.1,20.8,45.65,1275,social|stable|wide_att|deep_conn|dead
4,26,6,,23,True,1.1189,5,0.8679,0.5666,0.8557,13.7871,46,53.1,40.6,59.84,1983,social|stable|wide_att|deep_conn
4,49,8,,21,True,-2.9276,4,0.8302,0.6409,0.8361,7.8919,44,28.9,16.2,56.75,926,social|stable
4,50,8,,21,True,1.4385,3,0.6226,0.6929,0.8088,5.0465,33,19.1,8.5,34.32,556,social|stable
4,56,9,,20,True,-2.6646,5,0.9811,0.6853,0.8556,11.4241,52,51.8,23.8,44.55,1805,social|stable|wide_att|deep_conn
4,75,13,,16,True,-0.6329,3,0.4717,0.7038,0.793,6.4896,25,14.8,6.2,40.3,385,stable|focused_att
4,80,14,,15,True,0.2998,5,0.9245,0.6937,0.841,8.4144,49,31.5,13.9,43.76,1058,social|stable
4,86,15,,14,True,2.8393,5,0.9057,0.651,0.8746,13.85,48,53.8,28.8,59.84,2002,social|stable|wide_att|deep_conn
4,90,16,,13,True,-1.4613,5,0.6226,0.6582,0.8542,11.0086,33,29.4,15.3,49.4,903,social|stable|wide_att|deep_conn
4,91,17,,12,True,-0.4278,5,0.8113,0.6842,0.8402,12.746,43,45.3,20.9,61.0,1766,social|stable|deep_conn
