window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,pd_p_count,pd_d_count,pd_both_count,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,cooled_nodes,mean_cooling_factor,z_hardened,z_softened,z_tensioned,alpha_t,compound_restore,inert_penalty,delta_L,delta_Z0,drift_applied
86,4035,2438,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.9878,0.0515,2,33.3,1,0.0,0.0,0.0,0,0,0,0,0,18,26,44,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1298,234,57565,0.00024,0.515634,0.017961,14,-1,0
87,4031,2354,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.9591,-0.0286,1,32.5,1,0.0,0.0,0.0,0,0,0,0,0,18,28,46,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1847,143,56633,0.000799,0.515689,0.017958,-70,2,1
88,4028,2490,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.8262,-0.1329,1,32.3,1,0.0,0.0,0.0,0,0,0,0,0,17,26,43,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2500,203,55120,0.001452,0.515689,0.017958,136,-3,0
89,4026,2503,3,0,3,5,1.6,1,0,0,0,0,3,1,7,3,1.4949,-0.3313,1,33.2,1,0.0,0.0,0.0,0,0,0,0,0,10,14,24,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,2634,283,56398,0.001579,0.515689,0.017958,149,-4,0
90,4024,2522,1,0,1,5,1.0,1,0,0,0,0,3,1,7,3,0.971,-0.524,1,32.0,1,0.0,0.0,0.0,0,0,0,0,0,9,13,22,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1797,277,57329,0.001764,0.515396,0.017962,168,-1,1
91,4024,2469,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.8955,0.9245,2,32.8,1,0.0,0.0,0.0,0,0,0,0,0,10,22,32,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1350,300,60706,0.00063,0.515396,0.017962,-53,-1,0
92,4021,2516,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.8911,-0.0044,1,32.0,1,0.0,0.0,0.0,0,0,0,0,0,13,27,40,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2022,244,59239,0.00016,0.515396,0.017962,-6,0,0
93,4017,2467,1,0,1,3,0.8889,1,0,0,0,0,3,1,7,3,1.9808,0.0898,1,32.9,1,0.0,0.0,0.0,0,0,0,0,0,13,27,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2332,233,55391,0.000649,0.515431,0.017964,-55,-2,1
94,4014,2458,1,0,1,5,0.6,1,0,0,0,0,3,1,7,3,1.8911,-0.0898,1,31.9,1,0.0,0.0,0.0,0,0,0,0,0,13,27,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1898,322,55594,0.00019,0.515431,0.017964,-9,3,0
95,4007,2410,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.8911,0.0,2,33.1,1,0.0,0.0,0.0,0,0,0,0,0,13,30,43,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1229,286,55776,0.000669,0.515431,0.017964,-57,0,0
96,4004,2438,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.9242,0.0331,1,32.1,1,0.0,0.0,0.0,0,0,0,0,0,13,24,37,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1392,274,58167,0.00039,0.515443,0.017963,-29,1,1
97,3998,2468,2,0,2,3,1.0,1,0,0,0,0,3,1,7,3,1.9501,0.0259,1,32.2,1,0.0,0.0,0.0,0,0,0,0,0,13,22,35,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1985,258,56426,0.0004,0.515443,0.017963,30,0,0
98,3995,2462,2,0,2,4,1.3333,1,0,0,0,0,3,1,7,1,1.9938,0.0437,1,33.5,1,0.0,0.0,0.0,0,0,0,0,0,13,22,35,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2907,197,57325,0.00034,0.515443,0.017963,24,-1,0
99,3992,2524,1,0,1,5,0.2,1,0,0,0,0,3,1,7,1,1.9808,-0.0129,2,32.2,1,0.0,0.0,0.0,0,0,0,0,0,16,24,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1968,328,58737,0.000958,0.51536,0.017969,86,-3,1
100,3985,2431,1,0,1,5,0.8,1,0,0,0,0,3,1,7,0,1.9772,-0.0036,2,33.1,1,0.0,0.0,0.0,0,0,0,0,0,19,28,47,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1932,248,58261,0.001027,0.51536,0.017969,-93,0,0
101,3980,2362,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.9328,-0.0444,2,32.1,1,0.0,0.0,0.0,0,0,0,0,0,16,19,35,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,3254,199,55403,0.001706,0.51536,0.017969,-162,0,0
102,3972,2458,0,0,0,0,0,0,0,0,0,0,3,1,7,3,1.9219,-0.0109,1,33.0,1,0.0,0.0,0.0,0,0,0,0,0,15,15,30,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2389,381,54072,0.000759,0.515411,0.017969,-66,0,1
103,3968,2431,2,0,2,5,0.75,1,0,0,0,0,3,1,7,3,1.5305,-0.3914,1,32.0,1,0.0,0.0,0.0,0,0,0,0,0,15,15,30,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2384,262,55089,0.00037,0.515411,0.017969,-27,-2,0
104,3964,2357,1,0,1,3,0.0,1,0,0,0,0,3,1,7,3,1.4855,-0.045,1,32.8,1,0.0,0.0,0.0,0,0,0,0,0,15,15,30,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2211,294,52046,0.001107,0.515411,0.017969,-101,3,0
105,3961,2324,0,0,0,0,0,0,0,0,0,0,3,1,5,3,1.7899,0.3045,2,31.9,1,0.0,0.0,0.0,0,0,0,0,0,16,17,33,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1504,229,53905,0.001432,0.515601,0.017975,-134,-2,1
106,3960,2405,1,0,1,5,0.2909,1,0,0,0,0,3,1,5,3,1.65,-0.1399,1,31.9,1,0.0,0.0,0.0,0,0,0,0,0,12,15,27,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2187,207,55268,0.000908,0.515601,0.017975,81,0,0
107,3956,2494,1,0,1,4,0.4,1,0,0,0,0,3,1,5,3,1.6767,0.0267,1,32.7,1,0.0,0.0,0.0,0,0,0,0,0,12,15,27,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2678,245,55366,0.001784,0.515601,0.017975,170,2,0
108,3952,2445,1,0,1,5,1.6,1,0,0,0,0,3,1,1,3,1.9591,0.2824,2,31.9,1,0.0,0.0,0.0,0,0,0,0,0,18,20,38,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2443,262,55095,0.001304,0.515444,0.017985,121,-4,1
109,3948,2484,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2.0,0.0409,2,33.0,1,0.0,0.0,0.0,0,0,0,0,0,17,21,38,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1994,270,56477,0.00049,0.515444,0.017985,39,0,0
110,3943,2326,1,0,1,5,0.0,1,0,0,0,0,3,1,1,3,1.7899,-0.2101,1,31.8,1,0.0,0.0,0.0,0,0,0,0,0,14,18,32,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1806,248,57903,0.001284,0.515444,0.017985,-119,-2,0
111,3938,2436,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.9501,0.1601,1,32.9,1,0.0,0.0,0.0,0,0,0,0,0,11,15,26,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2824,267,54771,0.00019,0.515446,0.017985,-9,0,1
112,3937,2431,2,0,2,5,0.6857,1,0,0,0,0,3,1,0,3,1.9242,-0.0259,1,32.0,1,0.0,0.0,0.0,0,0,0,0,0,11,19,30,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2784,299,55121,0.00015,0.515446,0.017985,-5,1,0
113,3932,2373,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.8774,-0.0468,1,33.1,1,0.0,0.0,0.0,0,0,0,0,0,11,19,30,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,3157,267,54013,0.000729,0.515446,0.017985,-63,1,0
114,3930,2377,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.8231,-0.0543,1,32.0,1,0.0,0.0,0.0,0,0,0,0,0,17,31,48,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2559,305,55517,0.000689,0.515487,0.017988,-59,-2,1
115,3928,2385,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.8554,0.0323,1,31.8,1,0.0,0.0,0.0,0,0,0,0,0,16,26,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2420,180,55234,0.00018,0.515487,0.017988,8,-1,0
116,3924,2394,1,0,1,4,0.6667,1,0,0,0,0,3,1,0,3,1.8113,-0.0441,1,33.1,1,0.0,0.0,0.0,0,0,0,0,0,16,26,42,0.0,0,1,1,0,0,1,0,0.0,0,0,1,0,1.0,1500,324,57490,0.00027,0.515487,0.017988,17,0,0
117,3920,2501,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.8231,0.0118,1,31.9,1,0.0,0.0,0.0,0,0,0,0,0,16,26,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1444,197,57210,0.001334,0.515322,0.017983,124,2,1
118,3919,2330,1,0,1,4,0.3,1,0,0,0,0,3,1,0,3,1.9328,0.1097,1,33.1,1,0.0,0.0,0.0,0,0,0,0,0,11,29,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2092,275,55722,0.001794,0.515322,0.017983,-171,-2,0
119,3917,2303,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.9329,0.0001,1,31.8,1,0.0,0.0,0.0,0,0,0,0,0,9,26,35,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2669,289,52450,0.002055,0.515322,0.017983,-198,-3,0
120,3911,2371,1,0,1,3,1.3333,1,0,0,0,0,3,1,0,3,1.9501,0.0171,1,33.1,1,0.0,0.0,0.0,0,0,0,0,0,10,29,39,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2609,241,51971,0.001393,0.515502,0.01798,-130,1,1
121,3908,2394,2,0,2,5,0.96,1,0,0,0,0,3,1,0,3,1.75,-0.2001,1,31.8,1,0.0,0.0,0.0,0,0,0,0,0,10,29,39,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2276,363,55447,0.00033,0.515502,0.01798,23,-1,0
122,3907,2407,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.8424,0.0924,2,32.3,1,0.0,0.0,0.0,0,0,0,0,0,8,26,34,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1377,303,54697,0.00046,0.515502,0.01798,36,-3,0
123,3901,2408,1,0,1,3,0.8,1,0,0,0,0,3,1,0,3,1.8424,0.0,1,32.3,1,0.0,0.0,0.0,0,0,0,0,0,12,31,43,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1173,244,56753,0.00047,0.515485,0.017982,37,-2,1
124,3899,2463,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.4591,-0.3832,1,31.5,1,0.0,0.0,0.0,0,0,0,0,0,6,19,25,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1698,266,56766,0.000649,0.515485,0.017982,55,2,0
125,3897,2356,1,0,1,3,0.6667,1,0,0,0,0,3,1,0,3,1.8424,0.3832,1,33.0,1,0.0,0.0,0.0,0,0,0,0,0,8,22,30,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1761,272,55426,0.00062,0.515485,0.017982,-52,1,0
126,3890,2424,3,0,3,4,1.6,2,0,0,0,0,3,1,0,3,1.8366,-0.0058,1,31.6,1,0.0,0.0,0.0,0,0,0,0,0,8,22,30,0.0,0,2,2,1,0,2,0,1.0,0,0,1,1,0.9608,1922,243,53971,0.00026,0.515481,0.017982,16,0,1
127,3886,2277,2,0,2,5,0.0,3,0,0,0,0,3,1,0,3,1.8676,0.031,2,32.8,2,1.0,1.0,0.0,0,0,0,0,0,9,23,32,0.0,0,3,3,1,0,1,0,1.0,0,0,0,0,1.0,2443,268,52754,0.00156,0.515481,0.017982,-147,0,0
128,3881,2398,1,0,1,5,1.0667,1,0,0,0,0,3,1,0,3,1.571,-0.2967,2,31.7,3,1.0,1.0,0.0,0,0,0,0,0,21,25,46,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1897,344,53064,0.00036,0.515481,0.017982,-26,-1,0
129,3879,2413,1,0,1,5,0.0,1,0,0,0,0,3,1,0,3,1.5219,-0.049,2,32.9,3,1.0,1.0,0.0,0,0,0,0,0,30,34,64,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2073,287,56081,0.00021,0.515483,0.017982,-11,-1,1
130,3877,2356,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.4488,-0.0731,2,31.8,3,1.0,1.0,0.0,0,0,0,0,0,30,32,62,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1942,283,55767,0.000669,0.515483,0.017982,-57,1,0
131,3874,2324,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.4488,0.0,1,32.5,3,1.0,1.0,0.0,0,0,0,0,0,32,35,67,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1674,223,53755,0.000988,0.515483,0.017982,-89,0,0
132,3871,2327,1,0,1,5,1.6,1,0,0,0,0,3,1,0,3,0.971,-0.4779,1,32.1,3,1.0,1.0,0.0,0,0,0,0,0,32,33,65,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1033,357,52446,0.000958,0.515565,0.017967,-86,8,1
133,3869,2328,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.4488,0.4779,1,31.2,3,1.0,1.0,0.0,0,0,0,0,0,28,28,56,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,947,228,54013,0.00011,0.515565,0.017967,1,-8,0
134,3862,2292,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.8424,0.3936,1,32.9,3,1.0,1.0,0.0,0,0,0,0,0,28,33,61,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1023,239,53789,0.00045,0.515565,0.017967,-35,-7,0
135,3861,2296,1,0,1,5,0.8889,1,0,0,0,0,3,1,0,3,1.9183,0.0759,1,31.5,3,1.0,1.0,0.0,0,0,0,0,0,26,30,56,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1151,203,52953,0.00041,0.515578,0.017972,-31,-6,1
136,3858,2330,1,0,1,5,0.24,1,0,0,0,0,3,1,0,0,-0.0,-1.9183,1,32.7,3,1.0,1.0,0.0,0,0,0,0,0,26,30,56,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,557,250,55468,0.00044,0.515578,0.017972,34,-2,0
137,3854,2323,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.9219,1.9219,2,31.5,3,1.0,1.0,0.0,0,0,0,0,0,30,35,65,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,346,170,55709,0.00037,0.515578,0.017972,27,0,0
138,3848,2314,2,0,2,5,0.8,2,0,0,0,0,3,1,0,3,1.9183,-0.0036,1,31.4,3,1.0,1.0,0.0,0,0,0,0,0,25,31,56,0.0,1,2,2,0,0,1,1,0.0,0,0,0,0,1.0,709,200,52792,0.00028,0.515573,0.017971,18,2,1
139,3848,2336,1,0,1,5,0.8,1,0,0,0,0,3,1,0,3,1.5219,-0.3964,1,32.6,2,0.0,0.0,0.0,0,0,0,0,0,13,20,33,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,940,142,53888,0.00032,0.515573,0.017971,22,-2,0
140,3845,2446,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.9502,0.4283,2,31.2,2,0.0,0.0,0.0,0,0,0,0,0,15,23,38,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1372,184,55005,0.001412,0.515573,0.017971,132,-5,0
141,3844,2249,2,0,2,5,0.4571,1,0,0,0,0,3,1,0,3,1.9056,-0.0446,1,32.9,2,0.0,0.0,0.0,0,0,0,0,0,14,27,41,0.0,0,1,1,0,0,2,0,0.0,0,0,0,1,0.9753,1684,172,54317,0.000749,0.515621,0.017978,-65,-5,1
142,3841,2317,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.9502,0.0446,1,31.4,2,0.0,0.0,0.0,0,0,0,0,0,14,27,41,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2076,167,52766,0.000779,0.515621,0.017978,68,2,0
143,3839,2309,2,0,2,5,1.0,1,0,0,0,0,3,1,0,3,1.2955,-0.6548,1,32.7,2,0.0,0.0,0.0,0,0,0,0,0,17,32,49,0.0,0,1,1,0,0,2,0,0.0,0,0,0,1,0.9706,2057,161,51484,0.000699,0.515621,0.017978,60,7,0
144,3837,2248,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.7899,0.4945,1,31.5,2,0.0,0.0,0.0,0,0,0,0,0,17,27,44,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1523,176,53272,0.00011,0.515621,0.017978,-1,0,1
145,3836,2320,1,0,1,3,0.3333,1,0,0,0,0,3,1,0,3,1.8339,0.044,1,32.2,2,0.0,0.0,0.0,0,0,0,0,0,20,33,53,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1688,121,52685,0.000819,0.515621,0.017978,72,0,0
146,3835,2440,2,0,2,5,1.6,2,0,0,0,0,3,1,0,3,1.6858,-0.1481,1,31.9,2,0.0,0.0,0.0,0,0,0,0,0,20,33,53,0.0,0,2,1,0,1,1,0,0.0,0,0,0,0,1.0,2074,210,54602,0.001997,0.515621,0.017978,192,0,0
147,3832,2303,1,0,1,3,0.0,1,0,0,0,0,3,1,0,3,1.8262,0.1404,2,31.1,2,0.0,0.0,0.2667,0,0,0,0,0,17,29,46,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2168,178,56496,0.000649,0.515586,0.017978,55,0,1
148,3830,2293,2,0,2,5,0.8,1,0,0,0,0,3,1,0,3,1.8464,0.0202,2,32.1,2,0.0,0.0,0.2667,0,0,0,0,0,17,28,45,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1358,170,53487,0.0002,0.515586,0.017978,-10,1,0
149,3829,2356,2,0,2,5,2.0,1,0,0,0,0,3,1,0,3,1.8262,-0.0202,2,31.1,2,0.0,0.0,0.2222,0,0,0,0,0,19,36,55,0.0,0,1,1,0,0,2,0,0.0,0,0,1,0,1.0,1451,161,51767,0.00063,0.515586,0.017978,53,0,0
150,3823,2305,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.8464,0.0202,2,32.7,2,0.0,0.0,0.2222,0,0,0,0,0,18,39,57,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2129,154,51531,0.00012,0.515586,0.017978,2,0,1
151,3814,2337,1,0,1,5,1.1429,1,0,0,0,0,3,1,0,3,1.9219,0.0755,1,31.0,2,0.0,0.0,0.2424,0,0,0,0,0,18,37,55,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1664,259,53542,0.00042,0.515586,0.017978,32,1,0
152,3809,2275,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1.5,-0.4219,1,32.4,2,0.0,0.0,0.2222,0,0,0,0,0,18,37,55,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,932,167,52620,0.0004,0.515586,0.017978,-30,1,0
153,3807,2294,1,0,1,5,0.8,2,0,0,0,0,3,1,0,0,0.9183,-0.5817,1,31.1,2,0.0,0.0,0.2667,0,0,0,0,0,16,38,54,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,834,182,51325,0.00021,0.515588,0.017978,-11,1,1
154,3799,2240,1,0,1,5,0.8,1,0,0,0,0,3,1,0,3,1.5219,0.6036,1,32.3,2,0.0,0.0,0.2667,0,0,0,0,0,16,38,54,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,842,142,53805,0.000639,0.515588,0.017978,-54,-1,0
155,3792,2232,1,0,1,3,0.0,1,0,0,0,0,3,1,0,3,1.9183,0.3964,2,31.1,2,0.0,0.0,0.2963,0,0,0,0,0,14,41,55,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,908,167,50805,0.000719,0.515588,0.017978,-62,-1,0
156,3787,2273,1,0,1,5,0.6,1,0,0,0,0,3,1,0,3,1.9183,0.0,2,32.1,2,0.0,0.0,0.2667,0,0,0,0,0,19,44,63,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1200,117,51118,0.00031,0.515594,0.017978,-21,-1,1
157,3781,2254,2,0,2,5,1.1429,1,0,0,0,0,3,1,0,3,1.9056,-0.0127,2,31.8,2,0.0,0.0,0.2424,0,0,0,0,0,24,51,75,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1360,234,51216,0.00029,0.515594,0.017978,-19,2,0
158,3775,2417,1,0,1,4,0.6,1,0,0,0,0,3,1,0,3,1.7899,-0.1157,2,32.1,2,0.0,0.0,0.0,0,0,0,0,0,25,52,77,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1483,152,55242,0.00153,0.515594,0.017978,144,0,0
159,3767,2447,3,0,3,5,0.0,2,0,0,0,0,3,1,0,3,1.8512,0.0613,2,32.1,2,0.0,0.0,0.0,0,0,0,0,0,27,54,81,0.0,0,2,2,0,0,2,1,0.0,0,0,0,0,1.0,1797,141,53714,0.001823,0.51528,0.017975,174,1,1
160,3762,2333,2,0,2,5,1.3333,1,0,0,0,0,3,1,0,3,1.7855,-0.0658,2,31.4,2,0.0,0.0,0.0,0,0,0,0,0,28,52,80,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,3061,205,51523,0.001235,0.51528,0.017975,-114,0,0
161,3754,2320,1,0,1,4,0.15,1,0,0,0,0,3,1,0,3,1.9108,0.1253,2,33.0,2,0.0,0.0,0.0,0,0,0,0,0,31,56,87,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,4134,219,51765,0.001363,0.51528,0.017975,-127,-2,0
162,3748,2281,4,0,4,4,0.4444,2,0,0,0,0,3,1,0,3,1.9491,0.0383,2,31.2,2,0.0,0.0,0.0,0,0,0,0,0,35,65,100,0.0,0,2,2,0,0,3,1,0.0,0,0,0,0,1.0,4185,268,50842,0.001745,0.515567,0.017971,-166,1,1
163,3743,2335,1,0,1,5,0.0,1,0,0,0,0,3,1,0,3,1.9656,0.0165,2,32.7,2,0.0,0.0,0.0,0,0,0,0,0,38,65,103,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,3894,339,50809,0.000639,0.515567,0.017971,54,1,0
164,3738,2322,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.9313,-0.0343,2,31.1,2,0.0,0.0,0.0,0,0,0,0,0,53,75,128,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,4048,282,52416,0.00051,0.515567,0.017971,41,3,0
165,3727,2275,3,0,3,5,0.4444,1,0,0,0,0,3,1,0,3,1.75,-0.1813,1,32.4,2,0.0,0.0,0.0,0,0,0,0,0,48,63,111,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,3388,339,50990,0.00016,0.515568,0.017971,-6,1,1
166,3719,2239,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.371,-0.379,1,31.1,2,0.0,0.0,0.0,0,0,0,0,0,43,60,103,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2769,306,53196,0.00046,0.515568,0.017971,-36,0,0
167,3713,2233,1,0,1,5,0.5333,1,0,0,0,0,3,1,0,3,1.9056,0.5347,1,32.4,2,0.0,0.0,0.0,0,0,0,0,0,41,63,104,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1505,315,50756,0.00052,0.515568,0.017971,-42,-2,0
168,3707,2162,2,0,2,4,0.75,2,0,0,0,0,3,1,0,3,1.9591,0.0535,1,31.1,2,0.0,0.0,0.0,0,0,0,0,0,37,59,96,0.0,0,2,2,0,0,1,1,0.0,0,0,0,0,1.0,1475,303,51618,0.001225,0.515706,0.017973,-113,-1,1
169,3699,2206,1,0,1,5,0.25,1,0,0,0,0,3,1,0,3,1.9108,-0.0484,2,32.3,2,0.0,0.0,0.0,0,0,0,0,0,34,51,85,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2597,258,48699,0.00054,0.515706,0.017973,44,-1,0
170,3688,2245,3,0,3,5,0.6,2,0,0,0,0,3,1,0,3,1.8871,-0.0236,2,31.1,2,0.0,0.0,0.0,0,0,0,0,0,38,50,88,0.0,0,2,2,0,1,1,1,0.0,0,0,0,0,1.0,3917,268,48185,0.000928,0.515706,0.017973,83,-1,0
171,3681,2346,1,0,1,5,0.48,1,0,0,0,0,3,1,0,3,1.9476,0.0605,2,32.5,2,0.0,0.0,0.12,0,0,0,0,0,39,48,87,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,4915,277,51363,0.00192,0.515357,0.017962,184,3,1
172,3671,2278,1,0,1,5,1.6,1,0,0,0,0,3,1,0,3,1.9316,-0.0161,2,31.2,2,0.0,0.0,0.1125,0,0,0,0,0,46,61,107,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,5278,444,50315,0.000779,0.515357,0.017962,-68,-1,0
173,3664,2315,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.9698,0.0383,2,32.5,2,0.0,0.0,0.1125,0,0,0,0,0,44,63,107,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,4344,400,48704,0.00041,0.515357,0.017962,-31,-2,0
174,3660,2180,3,0,3,5,0.48,1,0,0,0,0,3,1,0,3,1.9329,-0.0369,1,31.1,2,0.0,0.0,0.15,0,0,0,0,0,30,52,82,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,3757,511,49314,0.001745,0.515644,0.017941,-166,6,1
175,3651,2200,2,0,2,5,0.96,1,0,0,0,0,3,1,0,3,1.8366,-0.0963,1,32.7,2,0.0,0.0,0.1286,0,0,0,0,0,30,49,79,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2443,527,50101,0.0003,0.515644,0.017941,20,-7,0
176,3647,2204,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1.4056,-0.431,2,31.1,2,0.0,0.0,0.1125,0,0,0,0,0,37,54,91,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2365,441,48061,0.00034,0.515644,0.017941,24,-7,0
