seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
4,20,2912,26,26,0.4314,0.6601,0.8582,41.8122,12,8,23,88,72,0.9088,0.1815,39.7,291,85,26,27,5.0,0,0,0,0,0,0,0,0,0,0,8,2,1,7,0,8,0,0.4444444444444444
4,21,2917,18,18,0.6067,0.6705,0.8377,19.2931,11,2,17,91,23,0.8756,0.203,97.2,152,85,18,33,4.48,15,18,5,0,0,0,0,1,7,5,3,2,2,0,1,2,1,0.4444444444444444
4,22,2922,18,18,0.6728,0.6689,0.8405,15.4497,13,1,15,112,17,0.8778,0.2288,108.6,153,88,18,34,4.76,12,13,1,0,0,0,0,0,2,10,0,3,0,0,1,0,1,0.4444444444444444
4,23,2988,18,18,0.6905,0.6655,0.8424,15.5712,14,1,17,120,18,0.8473,0.2429,111.5,153,88,18,31,5.26,13,14,0,0,0,1,0,0,10,3,1,2,0,1,1,1,1,0.5294117647058824
4,24,2927,17,17,0.7248,0.6768,0.8454,14.9308,15,0,15,105,23,0.8213,0.2658,114.8,136,88,17,30,5.77,12,12,1,0,0,0,0,0,4,7,0,5,0,0,1,0,0,0.5294117647058824
4,25,2778,17,17,0.7783,0.6687,0.8463,14.7463,15,0,14,112,18,0.8208,0.2674,115.6,136,88,17,25,5.92,10,14,3,0,1,1,0,0,4,5,1,1,0,1,0,1,0,0.5625
4,26,2993,16,16,0.7875,0.6556,0.8388,12.3339,16,0,11,101,13,0.8337,0.2511,106.3,120,88,16,25,6.52,10,11,1,1,0,1,0,0,0,8,0,3,0,0,0,0,0,0.5294117647058824
4,27,2890,17,17,0.8312,0.6614,0.8421,12.3761,17,0,12,116,12,0.8474,0.2379,105.3,136,89,17,22,7.05,7,10,4,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0.5
4,28,2936,18,18,0.798,0.6698,0.8486,16.5964,17,1,14,117,23,0.8511,0.2554,117.5,153,90,18,22,8.05,13,15,1,1,0,0,0,0,12,1,0,3,0,0,0,0,0,0.47368421052631576
4,29,2893,19,19,0.8632,0.6662,0.8379,16.7556,17,0,16,129,25,0.8376,0.263,103.0,171,91,19,19,8.74,15,21,7,0,1,2,0,0,6,5,1,6,0,0,1,0,1,0.47368421052631576
4,30,2942,19,19,0.8301,0.6706,0.8439,15.9355,18,0,14,130,29,0.8495,0.2466,111.9,171,92,19,14,8.57,13,16,0,2,1,1,0,0,2,10,0,8,0,0,1,0,1,0.45
4,31,3016,20,20,0.8545,0.6633,0.8433,14.0977,19,0,14,147,28,0.8406,0.2578,107.8,190,93,20,6,7.67,14,15,1,0,0,1,0,0,3,10,1,1,0,1,1,1,1,0.5263157894736842
4,32,2953,19,19,0.9098,0.6717,0.8374,13.6092,19,0,13,141,22,0.8483,0.2539,121.6,171,93,19,6,7.0,12,13,2,0,1,0,0,0,2,8,1,2,0,1,1,1,0,0.6111111111111112
4,33,2842,18,18,0.8862,0.6596,0.8432,12.2318,18,0,10,118,18,0.8379,0.2543,109.3,153,93,18,5,5.0,12,13,0,0,1,3,0,0,2,7,1,1,0,1,0,1,0,0.6666666666666666
4,34,2799,18,18,0.8995,0.6606,0.8428,13.4097,18,0,12,120,16,0.8591,0.2592,108.2,153,94,18,5,4.0,11,11,0,0,0,0,0,0,5,6,1,0,0,0,1,0,1,0.5789473684210527
4,35,2916,19,19,0.8398,0.6579,0.8537,13.2093,18,1,12,126,19,0.8526,0.2446,104.6,171,96,19,6,4.33,9,10,1,0,0,0,0,0,4,5,1,0,0,1,1,1,1,0.5789473684210527
4,36,2760,19,19,0.8333,0.6744,0.8393,13.7278,18,0,15,131,25,0.8514,0.2425,112.3,171,97,19,7,4.71,12,13,1,0,2,0,0,0,6,4,1,1,0,1,1,1,1,0.5789473684210527
4,37,2832,19,19,0.8487,0.647,0.8458,14.8109,17,0,14,134,22,0.8089,0.2855,112.6,171,98,19,7,4.14,13,14,3,0,0,0,0,0,6,5,2,0,0,2,1,2,0,0.6666666666666666
4,38,2763,18,18,0.8565,0.6709,0.8419,15.048,16,0,13,125,15,0.8374,0.2375,113.9,153,99,18,9,4.22,12,15,2,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0.631578947368421
4,39,2782,19,19,0.8295,0.6556,0.8428,13.6482,17,0,13,139,17,0.8548,0.2293,97.8,171,100,19,9,5.22,12,13,1,1,0,0,0,0,2,9,1,1,0,0,1,0,1,0.6666666666666666
