seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
1,20,2907,17,17,0.4379,0.6592,0.8477,39.9156,6,5,11,23,20,0.8066,0.2921,18.8,111,79,17,41,4.71,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0.1111111111111111
1,21,3003,18,18,0.4722,0.6525,0.821,22.2717,9,4,14,46,36,0.8654,0.2061,48.4,143,82,18,42,5.36,14,22,2,6,0,0,0,2,4,8,3,3,0,3,0,3,0,0.25
1,22,2949,20,20,0.5738,0.6735,0.8336,17.2696,12,2,16,79,45,0.8978,0.2056,64.4,188,87,20,42,5.64,12,18,6,0,1,0,0,0,6,5,1,2,1,0,0,1,0,0.21739130434782608
1,23,2928,23,23,0.6348,0.6591,0.8308,17.5743,15,1,22,132,57,0.8645,0.2415,83.9,251,91,23,41,6.29,15,22,7,0,0,2,0,1,6,6,4,7,1,2,1,3,1,0.3
1,24,2811,20,20,0.687,0.6696,0.8429,14.0385,15,1,15,124,35,0.8278,0.2632,110.0,189,92,20,38,5.95,15,18,2,0,1,0,1,0,2,12,1,5,0,1,1,1,1,0.3
1,25,2838,20,20,0.7357,0.6619,0.8371,13.8034,15,1,14,136,32,0.8346,0.2753,106.4,190,93,20,34,6.18,11,13,3,0,0,0,0,0,5,5,1,5,0,1,1,1,1,0.35
1,26,2872,20,20,0.7707,0.6708,0.8531,15.1408,18,0,15,153,24,0.8308,0.2886,127.2,190,94,20,30,6.33,8,8,0,0,0,0,0,0,6,2,2,0,0,2,1,2,0,0.42857142857142855
1,27,2796,21,21,0.7039,0.6749,0.8497,14.7245,17,0,18,151,30,0.8433,0.2628,120.3,210,97,21,32,6.94,10,13,3,0,0,0,0,0,3,7,0,7,0,0,0,0,0,0.4090909090909091
1,28,2912,22,22,0.7515,0.6695,0.8427,17.3967,18,1,17,160,37,0.8388,0.2662,124.4,231,98,22,25,7.08,17,23,6,0,0,0,0,1,12,4,4,4,0,4,0,4,0,0.631578947368421
1,29,2883,19,19,0.7912,0.6726,0.8412,13.8713,16,0,15,127,26,0.7952,0.2985,118.2,171,99,19,25,6.48,11,12,1,0,0,0,0,0,1,10,1,7,1,0,0,1,0,0.6842105263157895
1,30,2798,19,19,0.7877,0.6685,0.8492,13.0513,16,0,14,130,25,0.8425,0.2661,130.4,171,100,19,19,5.84,11,11,0,0,0,0,0,0,4,7,2,2,0,2,0,2,0,0.8823529411764706
1,31,2795,17,17,0.8592,0.665,0.8487,16.5827,16,0,16,120,12,0.8677,0.2268,153.7,136,100,17,19,5.79,13,16,2,1,0,1,0,0,11,1,0,3,0,0,0,0,0,0.8333333333333334
1,32,2800,18,18,0.8642,0.6573,0.8392,13.9344,18,0,14,134,12,0.8715,0.2347,135.1,153,101,18,16,6.0,15,18,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0.8333333333333334
1,33,2847,18,18,0.8519,0.6652,0.8487,15.7508,18,0,16,140,10,0.8398,0.2659,143.2,153,101,18,16,7.0,10,11,1,1,0,1,0,0,6,2,0,3,0,0,0,0,0,0.7894736842105263
1,34,2773,19,19,0.8522,0.6805,0.8539,17.9341,19,0,17,149,14,0.8664,0.2408,149.6,171,102,19,13,7.23,11,11,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,0.7142857142857143
1,35,2804,21,21,0.8254,0.6689,0.8522,18.3806,21,0,18,177,20,0.9006,0.2131,142.9,210,104,21,11,7.55,14,16,2,1,0,0,0,0,8,5,0,2,0,0,0,0,0,0.6521739130434783
1,36,2742,23,23,0.8374,0.6689,0.8489,19.5792,23,0,22,217,20,0.8991,0.2279,152.8,253,106,23,9,7.89,17,18,3,0,0,0,0,0,10,5,0,2,0,0,0,0,0,0.625
1,37,2738,24,24,0.8917,0.6573,0.848,20.1181,24,0,23,241,16,0.8835,0.2496,143.3,276,107,24,7,8.29,20,29,10,0,0,1,0,0,9,9,1,0,0,1,0,1,0,0.6666666666666666
1,38,2728,24,24,0.8798,0.6733,0.8548,19.0922,24,0,23,248,11,0.9147,0.1972,156.5,276,108,24,8,8.25,18,20,1,0,2,0,0,0,8,9,0,3,0,0,0,0,0,0.64
1,39,2758,25,25,0.9632,0.6687,0.853,20.6546,25,0,24,282,7,0.8986,0.2248,160.5,300,109,25,5,8.2,18,21,8,0,0,0,0,0,10,3,1,2,1,0,0,1,0,0.6538461538461539
