seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
3,20,2837,23,23,0.4194,0.6559,0.8493,21.3305,7,3,18,49,54,0.8821,0.2143,25.7,227,107,23,52,5.88,0,0,0,0,0,0,0,0,0,0,4,4,1,3,0,4,0,0.19047619047619047
3,21,2726,21,21,0.5782,0.6668,0.8325,13.4155,11,2,16,91,46,0.8099,0.2668,55.1,206,109,21,52,6.12,15,23,11,0,0,0,0,0,7,5,2,7,0,2,0,2,0,0.25
3,22,2894,20,20,0.6435,0.6719,0.8301,13.2963,13,1,13,104,42,0.839,0.237,61.4,188,110,20,47,6.28,15,18,2,0,0,0,0,1,6,9,4,8,1,3,0,4,0,0.4117647058823529
3,23,2778,17,17,0.7574,0.6727,0.837,13.1706,14,0,12,104,18,0.7902,0.2708,93.8,136,111,17,43,6.0,10,11,2,0,0,0,0,0,3,6,2,4,0,1,1,1,1,0.3125
3,24,2907,16,16,0.7625,0.6553,0.8442,10.4587,15,0,8,91,16,0.7811,0.2823,85.9,120,112,16,41,6.32,13,14,0,0,0,1,0,0,2,11,0,5,0,0,1,0,1,0.2777777777777778
3,25,2871,18,18,0.735,0.6853,0.8414,13.0047,15,0,11,109,17,0.7555,0.3059,84.6,153,114,18,36,6.81,8,10,1,0,2,0,0,0,7,0,0,6,0,0,1,0,1,0.2777777777777778
3,26,2788,18,18,0.7407,0.6644,0.8358,10.9207,16,0,8,118,18,0.7486,0.3015,81.6,153,114,18,30,7.17,8,9,1,0,0,0,0,0,1,7,2,7,2,0,1,2,0,0.4375
3,27,2826,16,16,0.8325,0.6778,0.8437,11.9082,16,0,6,98,12,0.7614,0.2777,106.9,120,114,16,25,6.8,10,10,0,0,0,0,0,0,6,4,0,5,0,0,0,0,0,0.4375
3,28,2853,16,16,0.8333,0.6726,0.8462,15.0079,16,0,9,96,16,0.7788,0.2715,119.4,120,114,16,20,7.0,10,10,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0.4375
3,29,2793,16,16,0.8551,0.6716,0.8358,15.2793,16,0,12,98,13,0.7701,0.2912,104.9,120,114,16,18,7.67,6,7,1,0,0,0,0,0,3,3,1,4,0,1,0,1,0,0.5
3,30,2876,16,16,0.8423,0.6634,0.8459,16.169,16,0,13,96,14,0.8171,0.241,100.6,120,115,16,15,7.53,4,5,0,0,0,1,0,0,2,2,0,4,0,0,0,0,0,0.4444444444444444
3,31,2874,18,18,0.8069,0.6589,0.8443,16.2777,16,0,13,108,25,0.8248,0.2396,105.1,153,117,18,11,7.64,10,11,1,1,0,0,0,0,4,5,0,1,0,0,0,0,0,0.4444444444444444
3,32,2830,18,18,0.8972,0.6642,0.8362,15.1878,18,0,12,124,15,0.7896,0.2551,104.2,153,117,18,10,8.4,11,16,6,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0.42105263157894735
3,33,2846,19,19,0.8672,0.67,0.8513,17.3192,19,0,17,139,14,0.8116,0.2448,115.3,171,118,19,7,8.57,10,11,2,0,0,0,0,0,8,1,0,2,0,0,0,0,0,0.4
3,34,2712,20,20,0.85,0.6552,0.8406,14.5567,19,0,16,151,17,0.8226,0.2568,104.1,190,119,20,5,8.6,10,11,1,0,0,0,0,0,2,8,0,1,0,0,0,0,0,0.4
3,35,2787,20,20,0.93,0.6749,0.8393,14.2777,20,0,12,158,18,0.8132,0.2691,103.1,190,119,20,4,9.0,13,14,5,0,1,0,0,0,3,5,0,1,0,0,0,0,0,0.4
3,36,2814,20,20,0.9275,0.6533,0.8362,15.4101,20,0,16,156,20,0.7834,0.2934,107.4,190,119,20,3,9.0,13,17,1,0,0,2,0,1,9,4,1,2,0,0,1,0,1,0.4
3,37,2724,20,20,0.9475,0.6602,0.8415,14.4277,20,0,14,151,17,0.8013,0.2904,102.6,190,120,20,2,4.5,11,12,1,0,1,0,0,0,3,7,0,0,0,0,1,0,1,0.38095238095238093
3,38,2834,21,21,0.9161,0.6506,0.8432,16.3284,20,0,17,162,23,0.7927,0.278,103.8,210,121,21,2,5.5,11,12,1,0,0,0,0,0,10,1,1,0,0,1,1,1,1,0.4090909090909091
3,39,2789,22,22,0.874,0.6634,0.8381,14.4111,20,1,15,155,32,0.7871,0.2715,87.1,231,123,22,3,4.67,10,10,0,0,0,0,0,0,1,9,1,1,0,1,1,1,0,0.47619047619047616
