seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
14,20,2879,25,25,0.4964,0.6708,0.8593,25.0379,12,4,22,96,72,0.8766,0.2251,45.3,276,94,25,35,5.51,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0,4,0,0.19047619047619047
14,21,2988,21,21,0.677,0.6634,0.8306,16.2303,16,1,19,119,44,0.8151,0.2624,87.5,208,94,21,36,5.53,18,27,11,0,0,0,0,0,5,11,0,3,0,0,0,0,0,0.19047619047619047
14,22,2939,21,21,0.7205,0.6703,0.8275,14.813,17,1,17,127,46,0.8048,0.2665,81.6,208,94,21,33,6.12,12,13,1,0,0,0,0,0,5,7,0,5,0,0,0,0,0,0.19047619047619047
14,23,2882,21,21,0.7578,0.655,0.8272,12.1939,17,0,12,124,53,0.8089,0.2697,70.4,206,94,21,28,6.43,14,16,2,0,0,1,0,0,0,13,1,6,0,1,0,1,0,0.23809523809523808
14,24,2915,21,21,0.7798,0.6564,0.8311,12.1692,17,0,11,134,38,0.7917,0.2766,73.7,207,95,21,23,6.22,8,8,0,0,0,0,0,0,2,6,2,3,1,0,1,1,1,0.15789473684210525
14,25,2800,19,19,0.8377,0.662,0.8202,12.9112,18,0,15,126,23,0.8036,0.2639,86.9,170,95,19,22,6.14,10,11,0,0,0,1,0,0,6,4,1,1,0,1,1,1,1,0.2222222222222222
14,26,2878,18,18,0.8495,0.6635,0.8466,12.4754,17,0,12,123,17,0.772,0.3073,96.0,152,95,18,22,6.68,9,10,1,0,0,0,0,0,2,7,0,3,0,0,1,0,1,0.2
14,27,2811,20,20,0.8062,0.6684,0.844,12.9337,17,1,13,127,36,0.8271,0.2442,101.9,190,97,20,19,7.16,8,8,0,0,0,0,0,0,5,3,3,1,0,3,1,3,0,0.29411764705882354
14,28,2852,17,17,0.8363,0.6594,0.8385,12.8695,15,0,10,94,30,0.7818,0.276,102.2,136,97,17,21,7.0,8,8,1,0,0,0,0,0,2,5,0,6,0,0,0,0,0,0.25
14,29,2858,20,20,0.7577,0.6692,0.8484,14.5968,17,0,14,131,32,0.7875,0.284,100.6,190,100,20,15,6.8,15,17,2,3,0,0,0,0,8,4,0,4,0,0,0,0,0,0.23809523809523808
14,30,2657,21,21,0.7711,0.6683,0.8362,15.6616,17,0,15,144,36,0.8154,0.247,99.5,210,101,21,11,6.64,13,15,3,0,0,0,0,0,7,5,2,4,0,2,0,2,0,0.3181818181818182
14,31,2793,22,22,0.7711,0.6792,0.8443,15.1892,19,1,16,166,38,0.8255,0.26,103.8,231,104,22,9,4.67,9,9,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0.2916666666666667
14,32,2757,24,24,0.7615,0.6759,0.8376,13.3438,20,0,17,190,46,0.8222,0.2466,95.7,275,106,24,9,5.67,12,13,1,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0.2916666666666667
14,33,2654,24,24,0.8363,0.6687,0.8355,16.0303,22,0,19,216,35,0.7795,0.2793,103.5,276,106,24,9,6.67,19,21,6,0,0,0,0,0,13,2,1,1,0,1,0,1,0,0.2916666666666667
14,34,2788,24,24,0.8319,0.6725,0.8421,15.6068,23,0,20,219,30,0.8083,0.2529,101.3,276,107,24,9,6.56,18,20,1,1,1,0,0,0,6,11,1,1,0,1,0,1,0,0.3076923076923077
14,35,2843,26,26,0.8395,0.6697,0.8446,14.9073,25,0,21,239,36,0.8419,0.2378,99.6,325,110,26,9,6.44,13,16,5,0,0,0,0,0,4,7,1,1,0,1,0,1,0,0.34615384615384615
14,36,2797,26,26,0.8821,0.6674,0.8462,14.8168,26,0,20,259,35,0.8345,0.2512,113.0,325,111,26,9,6.33,10,11,2,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0.3333333333333333
14,37,2846,27,27,0.8793,0.6664,0.8401,16.4424,27,0,22,288,31,0.8384,0.2423,115.9,351,112,27,9,7.33,13,14,1,0,0,0,0,0,10,3,1,2,0,1,0,1,0,0.38461538461538464
14,38,2791,26,26,0.9443,0.6668,0.8472,17.1154,26,0,22,280,29,0.8323,0.2562,121.7,325,112,26,8,6.38,15,17,3,0,0,0,0,0,7,7,1,2,0,1,0,1,0,0.4230769230769231
14,39,2685,26,26,0.8974,0.6717,0.851,17.5709,25,0,21,279,23,0.8018,0.2842,132.6,325,113,26,7,5.14,16,16,0,0,0,0,0,0,10,6,2,0,0,1,1,1,1,0.5
