seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
2,20,2834,24,24,0.4649,0.6678,0.8603,28.7348,11,3,22,75,51,0.8795,0.2333,31.1,248,86,24,37,4.76,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,4,0,0.16666666666666666
2,21,2803,24,24,0.5433,0.6653,0.8209,17.9826,15,2,23,117,56,0.8215,0.2619,59.9,262,90,24,38,4.84,18,25,7,0,0,1,0,2,5,10,6,2,1,5,0,6,0,0.5263157894736842
2,22,2720,19,19,0.6377,0.6725,0.8244,11.7772,13,1,13,96,41,0.8375,0.2331,86.6,166,91,19,42,4.9,15,19,2,0,2,1,0,0,1,13,3,2,0,1,2,1,2,0.4444444444444444
2,23,2826,18,18,0.6786,0.6629,0.8406,12.039,13,1,11,104,26,0.8484,0.2322,97.8,153,93,18,43,5.33,8,10,4,0,0,0,0,0,3,3,1,7,0,1,2,1,2,0.3333333333333333
2,24,2904,18,18,0.7146,0.6685,0.8381,11.7626,14,0,10,108,21,0.8451,0.2581,118.5,153,94,18,37,5.3,12,14,1,0,0,0,0,1,4,8,2,2,1,1,2,2,2,0.4375
2,25,2831,16,16,0.8036,0.6617,0.8458,12.5005,15,0,11,105,10,0.8727,0.2309,148.5,120,94,16,37,5.76,7,8,1,0,1,0,0,0,3,3,0,1,0,0,2,0,0,0.4375
2,26,2882,16,16,0.831,0.6566,0.8518,12.7123,16,0,12,109,9,0.8552,0.2384,144.5,120,94,16,36,6.64,8,10,1,0,1,2,0,0,3,3,0,4,0,0,0,0,0,0.4375
2,27,2890,16,16,0.8148,0.6663,0.8544,14.791,16,0,12,108,11,0.8375,0.2484,163.6,120,94,16,32,7.22,13,15,0,0,1,1,0,0,9,4,1,4,0,1,0,1,0,0.47058823529411764
2,28,2772,17,17,0.7778,0.6631,0.843,14.367,15,0,14,117,11,0.862,0.2434,134.6,136,96,17,29,7.59,7,7,0,0,0,0,0,0,2,5,1,6,0,1,0,1,0,0.5
2,29,2772,18,18,0.7923,0.6571,0.8438,16.5765,15,1,14,113,19,0.8283,0.2758,108.2,153,98,18,24,7.67,13,16,5,0,0,0,0,0,7,4,3,6,0,2,1,2,1,0.6470588235294118
2,30,2833,17,17,0.8542,0.6643,0.8457,16.8291,16,0,14,113,12,0.8499,0.268,136.8,136,100,17,21,6.9,10,10,0,0,0,0,0,0,7,3,0,4,0,0,1,0,1,0.6111111111111112
2,31,2763,18,18,0.8164,0.6673,0.8433,16.9047,16,0,15,117,21,0.8826,0.2269,125.7,153,101,18,17,7.18,11,13,1,1,1,0,0,0,5,5,2,6,0,2,1,2,1,0.7222222222222222
2,32,2776,18,18,0.8241,0.6616,0.8538,15.9395,16,0,16,125,17,0.8766,0.2398,132.1,153,103,18,13,5.77,11,12,0,0,0,1,0,0,3,8,1,1,1,0,1,1,0,0.7222222222222222
2,33,2801,18,18,0.7844,0.6672,0.8419,16.7755,16,1,16,121,16,0.8846,0.2111,122.7,153,104,18,13,6.0,8,10,1,0,1,1,0,0,3,4,0,1,0,0,0,0,0,0.6842105263157895
2,34,2823,19,19,0.7814,0.6566,0.8507,17.5338,17,0,16,138,18,0.864,0.234,134.1,171,105,19,12,6.58,9,10,1,0,0,0,0,0,6,3,2,2,1,1,0,2,0,0.7894736842105263
2,35,2781,19,19,0.8147,0.6723,0.8438,13.9129,17,0,15,128,21,0.8572,0.2252,113.2,171,107,19,12,5.75,14,19,5,0,1,0,0,0,2,11,0,1,0,0,0,0,0,0.7142857142857143
2,36,2772,21,21,0.7778,0.6552,0.8482,14.6734,18,0,16,156,30,0.8363,0.242,115.7,210,109,21,11,6.27,13,15,1,1,0,1,0,0,6,6,0,1,0,0,0,0,0,0.6818181818181818
2,37,2831,22,22,0.8479,0.6423,0.841,15.4929,20,0,18,182,26,0.8312,0.2571,111.3,231,110,22,10,6.6,21,27,8,0,1,1,0,0,10,7,3,1,1,2,0,3,0,0.8
2,38,2713,20,20,0.8241,0.6633,0.8422,15.7356,18,0,18,155,14,0.827,0.2491,118.7,190,111,20,12,5.67,11,13,0,2,1,0,0,0,4,6,0,1,0,0,0,0,0,0.8
2,39,2709,20,20,0.896,0.6648,0.8404,13.7999,20,0,16,165,15,0.8135,0.2733,104.4,190,111,20,11,6.27,16,17,2,0,0,0,0,0,3,12,1,3,0,1,0,1,0,0.85
