seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
20,20,2998,28,28,0.2425,0.6674,0.8557,22.6132,4,12,24,42,39,0.8677,0.2499,11.3,273,100,28,51,6.0,0,0,0,0,0,0,0,0,0,0,4,9,2,2,0,4,0,0.16
20,21,3003,25,25,0.34,0.6766,0.7985,15.2546,6,8,20,62,60,0.8611,0.2311,22.1,272,101,25,46,5.7,23,35,7,0,2,0,0,5,8,13,4,5,1,3,0,4,0,0.3333333333333333
20,22,2972,24,24,0.4241,0.6692,0.8191,10.9288,9,6,11,79,69,0.8328,0.2624,34.5,260,104,24,45,5.71,17,19,1,0,0,0,1,1,1,15,3,6,1,2,0,3,0,0.5238095238095238
20,23,3005,21,21,0.5442,0.6707,0.8187,10.0906,11,2,9,94,46,0.7872,0.2947,46.7,204,104,21,42,5.69,20,25,9,0,2,1,0,0,5,8,2,5,0,2,0,2,0,0.65
20,24,2835,20,20,0.5483,0.6684,0.819,8.893,10,0,7,80,46,0.7666,0.299,51.1,186,105,20,39,5.85,8,8,0,0,1,0,0,0,1,6,1,3,0,0,1,0,1,0.6842105263157895
20,25,2900,19,19,0.614,0.6646,0.8164,8.8221,12,0,6,86,41,0.7911,0.2715,50.5,171,105,19,37,6.35,12,15,4,0,0,0,0,0,3,8,2,6,1,1,1,2,1,0.8823529411764706
20,26,2925,17,17,0.6775,0.6763,0.8227,9.3213,14,0,7,83,31,0.825,0.2305,54.2,135,105,17,33,6.3,11,11,0,0,0,0,0,0,6,5,0,3,0,0,1,0,1,0.8823529411764706
20,27,2955,17,17,0.7298,0.658,0.8403,9.5925,15,0,8,84,29,0.8026,0.2627,58.2,136,105,17,30,6.93,9,10,2,0,1,0,0,0,4,3,0,5,1,0,0,1,0,0.8888888888888888
20,28,2878,18,18,0.7158,0.672,0.8221,9.1938,15,0,6,96,24,0.7564,0.3077,57.3,152,106,18,25,7.32,5,5,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0.8421052631578947
20,29,2934,19,19,0.7522,0.6668,0.8332,10.0653,17,0,10,105,39,0.8106,0.2491,62.8,170,107,19,21,7.81,12,13,3,0,1,0,0,0,6,3,1,5,0,1,0,1,0,0.9444444444444444
20,30,2864,18,18,0.8056,0.6696,0.8203,10.125,16,0,8,98,27,0.7549,0.3123,67.8,153,107,18,17,7.71,13,16,4,1,0,0,0,0,5,6,1,4,0,1,0,1,0,1.0
20,31,2822,17,17,0.8735,0.673,0.8418,9.9073,16,0,7,92,25,0.7686,0.286,71.3,136,107,17,14,7.5,8,9,1,0,1,0,0,0,2,5,2,4,0,0,2,0,2,0.8823529411764706
20,32,2855,17,17,0.7591,0.6662,0.8313,10.5386,14,0,7,79,23,0.8168,0.2475,68.7,136,109,17,12,6.42,7,8,0,2,0,0,0,2,1,3,1,3,0,1,2,1,2,1.0
20,33,2821,16,16,0.8185,0.678,0.8374,11.4716,15,0,10,82,18,0.8307,0.2261,83.2,120,109,16,10,5.7,11,13,2,0,0,0,0,0,6,5,0,2,1,0,1,1,1,1.0
20,34,2843,17,17,0.8179,0.6608,0.8407,11.8443,16,0,11,96,14,0.799,0.2635,72.9,136,110,17,8,5.62,10,11,1,0,0,0,0,0,7,3,1,1,0,0,2,0,1,0.9411764705882353
20,35,2831,17,17,0.7834,0.6643,0.835,10.8625,16,1,9,101,16,0.7613,0.2983,71.4,136,111,17,8,5.38,12,14,0,1,1,0,0,0,5,7,1,2,1,0,1,1,1,0.9375
20,36,2934,16,16,0.7784,0.6724,0.8371,9.0538,15,0,6,80,24,0.7274,0.3275,66.5,120,111,16,7,4.29,8,8,0,0,0,0,0,0,3,5,1,0,0,1,1,1,1,1.0
20,37,2882,16,16,0.8423,0.6753,0.8371,11.4276,16,0,9,88,18,0.7762,0.2958,80.1,120,112,16,8,4.75,12,13,1,0,0,1,0,0,6,5,0,0,0,0,1,0,0,1.0
20,38,2758,16,16,0.8531,0.663,0.8326,10.6713,16,0,8,89,18,0.7999,0.2614,70.3,120,112,16,8,5.75,7,9,1,0,0,1,0,0,2,5,0,0,0,0,0,0,0,1.0
20,39,2657,16,16,0.8684,0.6465,0.8354,11.7666,16,0,8,93,14,0.8158,0.2684,72.6,120,112,16,8,6.75,11,11,0,0,0,0,0,0,7,4,1,1,1,0,0,1,0,1.0625
