seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
9,20,2856,16,16,0.3606,0.6727,0.8426,46.2188,5,2,13,26,17,0.797,0.3419,18.7,102,73,16,38,5.63,0,0,0,0,0,0,0,0,0,0,5,3,2,3,0,5,0,0.45454545454545453
9,21,2836,11,11,0.4965,0.6688,0.819,18.5251,5,2,8,19,14,0.9531,0.0904,51.2,53,73,11,40,5.6,10,16,5,0,0,1,0,1,4,5,1,1,1,0,0,1,0,0.6
9,22,2895,10,10,0.5923,0.6719,0.8255,12.1535,7,1,7,20,11,0.8333,0.2672,63.1,45,73,10,40,6.35,9,12,3,0,0,0,0,0,2,7,1,4,0,1,0,1,0,0.7777777777777778
9,23,2897,9,9,0.6496,0.6622,0.8283,11.6131,7,0,5,22,6,0.7496,0.2898,87.2,36,73,9,37,6.78,4,4,0,0,0,0,0,0,1,3,2,7,1,0,1,1,1,0.5555555555555556
9,24,2916,9,9,0.637,0.6723,0.8391,12.615,6,0,5,23,7,0.7944,0.3009,98.8,36,75,9,32,6.66,7,8,0,1,0,0,0,0,2,5,1,6,1,0,1,1,1,0.5
9,25,2926,8,8,0.7981,0.6566,0.8467,9.86,7,0,4,21,6,0.7858,0.3038,119.0,28,75,8,27,6.67,7,11,6,0,0,0,0,0,1,4,0,2,0,0,1,0,1,0.4444444444444444
9,26,2846,9,9,0.8205,0.665,0.8513,15.6227,8,0,9,30,3,0.7869,0.2998,138.2,36,76,9,25,7.4,8,9,1,0,0,0,0,0,6,2,0,7,0,0,1,0,0,0.36363636363636365
9,27,2853,11,11,0.7455,0.6596,0.8504,16.8383,10,0,10,46,6,0.8071,0.281,123.5,55,78,11,18,7.39,7,8,1,2,0,0,0,0,3,2,1,5,0,0,1,0,1,0.36363636363636365
9,28,2815,11,11,0.6909,0.6677,0.8455,16.486,10,1,8,41,5,0.8081,0.291,118.6,55,79,11,14,6.93,8,9,0,3,0,0,0,0,2,4,2,2,1,1,1,2,1,0.6
9,29,2946,10,10,0.7467,0.6736,0.846,15.0738,9,0,8,38,3,0.8518,0.2619,133.1,45,80,10,14,6.5,7,7,0,0,0,0,0,0,3,4,0,1,0,0,1,0,1,0.6
9,30,2780,10,10,0.8615,0.6651,0.837,13.124,10,0,7,36,6,0.8965,0.1893,126.6,45,80,10,13,7.23,10,13,6,0,0,0,0,0,2,5,1,5,1,0,1,1,0,0.6
9,31,2738,10,10,0.8,0.6814,0.8461,14.4013,9,0,8,37,4,0.8818,0.247,142.3,45,81,10,9,5.89,6,7,0,2,0,0,0,0,4,1,2,1,0,0,2,0,2,0.5555555555555556
9,32,2800,9,9,0.8,0.6546,0.8551,13.0285,8,0,7,31,3,0.8843,0.2298,158.5,36,82,9,10,5.3,5,6,0,0,0,1,0,0,0,5,0,1,0,0,2,0,2,0.5
9,33,2826,10,10,0.7857,0.6707,0.8476,12.4973,8,1,8,32,7,0.8835,0.2484,119.3,45,83,10,9,5.78,5,5,2,0,0,0,0,0,1,2,2,1,1,2,1,3,1,0.5833333333333334
9,34,2760,12,12,0.7361,0.6671,0.8486,13.497,9,0,8,54,4,0.9304,0.1371,108.0,66,87,12,10,5.2,7,10,2,2,0,1,0,0,1,4,0,0,0,0,1,0,0,0.5833333333333334
9,35,2780,12,12,0.799,0.6902,0.8526,15.3387,12,0,11,59,3,0.8874,0.2037,142.3,66,87,12,10,6.2,10,15,5,1,1,0,0,0,5,3,0,0,0,0,0,0,0,0.4666666666666667
9,36,2792,15,15,0.7439,0.6684,0.8505,14.7937,14,0,13,84,8,0.8544,0.2359,121.3,105,90,15,10,7.2,8,9,0,1,0,0,0,0,5,3,2,2,0,0,2,0,2,0.5384615384615384
9,37,2770,13,13,0.8057,0.6835,0.8476,15.4409,13,0,10,74,2,0.8655,0.2154,140.6,78,90,13,10,5.7,11,13,3,0,1,1,0,0,4,4,0,1,1,0,1,1,1,0.5714285714285714
9,38,2718,14,14,0.8135,0.6654,0.8427,15.149,13,0,12,80,6,0.8223,0.2743,113.9,91,91,14,9,6.22,11,11,1,0,0,0,0,0,4,6,0,2,0,0,1,0,1,0.5333333333333333
9,39,2735,15,15,0.7889,0.6586,0.8411,13.9478,13,0,14,80,14,0.829,0.2558,86.9,105,92,15,7,6.14,12,12,1,1,0,0,0,0,2,8,0,0,1,0,0,1,0,0.5625
