seed,cycle_id,cycle_type,step_start,step_end,node_id
999,0,C→Dust→A→C,276,834,128
999,1,C→Dust→B→C,834,5176,128
999,2,C→Dust→B→C,135,3078,130
999,3,C→Dust→A→C,3078,4145,130
999,4,C→Dust→A→C,181,5090,132
999,5,C→Dust→A→C,242,2314,138
999,6,C→Dust→A→C,2314,3421,138
999,7,C→Dust→B→C,3421,4908,138
999,8,C→Dust→A→C,1949,3051,13
999,9,C→Dust→A→C,156,1233,16
999,10,C→Dust→B→C,1233,3050,16
999,11,C→Dust→A→C,3050,4069,16
999,12,C→Dust→B→C,183,4502,163
999,13,C→Dust→B→C,192,1364,178
999,14,C→Dust→B→C,1364,3438,178
999,15,C→Dust→A→C,2328,4432,51
999,16,C→Dust→A→C,4432,4552,51
999,17,C→Dust→B→C,282,4737,56
999,18,C→Dust→A→C,177,2439,66
999,19,C→Dust→A→C,2439,3973,66
999,20,C→Dust→B→C,3973,4785,66
999,21,C→Dust→A→C,66,3355,194
999,22,C→Dust→A→C,3355,4061,194
999,23,C→Dust→B→C,156,2310,113
999,24,C→Dust→A→C,115,2145,114
999,25,C→Dust→A→C,2145,3427,114
999,26,C→Dust→A→C,3427,4795,114
999,27,C→Dust→B→C,4795,5046,114
999,28,C→Dust→A→C,141,2876,123
999,29,C→Dust→B→C,714,1714,1
999,30,C→Dust→A→C,135,1148,133
999,31,C→Dust→A→C,1148,2578,133
999,32,C→Dust→B→C,143,3654,135
999,33,C→Dust→A→C,3654,4505,135
999,34,C→Dust→B→C,4505,5280,135
999,35,C→Dust→B→C,285,3522,143
999,36,C→Dust→A→C,3522,4360,143
999,37,C→Dust→B→C,442,1751,151
999,38,C→Dust→B→C,2345,3236,151
999,39,C→Dust→B→C,235,3949,33
999,40,C→Dust→A→C,744,3581,169
999,41,C→Dust→A→C,279,3490,44
999,42,C→Dust→A→C,3490,4737,44
999,43,C→Dust→A→C,1185,2529,175
999,44,C→Dust→A→C,2529,3083,175
999,45,C→Dust→A→C,3083,4491,175
999,46,C→Dust→B→C,814,5088,48
999,47,C→Dust→A→C,186,3030,176
999,48,C→Dust→A→C,3030,3564,176
999,49,C→Dust→A→C,2780,4613,67
999,50,C→Dust→A→C,2990,3925,69
999,51,C→Dust→A→C,3925,4652,69
999,52,C→Dust→A→C,222,1351,71
999,53,C→Dust→B→C,1351,3982,71
999,54,C→Dust→A→C,940,2345,82
999,55,C→Dust→B→C,2345,3112,82
999,56,C→Dust→B→C,3112,4652,82
999,57,C→Dust→A→C,4652,5189,82
999,58,C→Dust→A→C,115,2645,116
999,59,C→Dust→A→C,69,1449,0
999,60,C→Dust→B→C,291,2293,7
999,61,C→Dust→A→C,408,2303,12
999,62,C→Dust→A→C,2303,3446,12
999,63,C→Dust→A→C,3446,3705,12
999,64,C→Dust→A→C,3705,4593,12
999,65,C→Dust→A→C,204,2310,18
999,66,C→Dust→A→C,2310,4571,18
999,67,C→Dust→A→C,305,4201,30
999,68,C→Dust→B→C,261,2653,34
999,69,C→Dust→A→C,2067,3829,43
999,70,C→Dust→B→C,261,940,49
999,71,C→Dust→A→C,940,1615,49
999,72,C→Dust→A→C,177,1150,73
999,73,C→Dust→B→C,1150,3427,73
999,74,C→Dust→B→C,969,4069,100
999,75,C→Dust→A→C,4186,4579,101
999,76,C→Dust→A→C,1500,3078,149
999,77,C→Dust→B→C,3078,4014,149
999,78,C→Dust→A→C,4014,5129,149
999,79,C→Dust→A→C,258,974,150
999,80,C→Dust→A→C,93,1698,165
999,81,C→Dust→A→C,1698,4022,165
999,82,C→Dust→A→C,4022,4372,165
999,83,C→Dust→A→C,192,3960,174
999,84,C→Dust→B→C,1714,2303,186
999,85,C→Dust→A→C,2303,3362,186
999,86,C→Dust→B→C,1703,2529,191
999,87,C→Dust→A→C,2529,2780,191
999,88,C→Dust→A→C,2780,4931,191
999,89,C→Dust→B→C,283,3077,32
999,90,C→Dust→B→C,3077,4061,32
999,91,C→Dust→A→C,90,3100,35
999,92,C→Dust→A→C,3100,4685,35
999,93,C→Dust→A→C,38,4821,50
999,94,C→Dust→A→C,1619,2688,63
999,95,C→Dust→A→C,2688,4089,63
999,96,C→Dust→A→C,4089,4394,63
999,97,C→Dust→A→C,425,1243,72
999,98,C→Dust→B→C,1243,3749,72
999,99,C→Dust→A→C,3438,4088,118
999,100,C→Dust→B→C,75,3030,120
999,101,C→Dust→A→C,3030,3459,120
999,102,C→Dust→A→C,3459,3833,120
999,103,C→Dust→B→C,3833,4041,120
999,104,C→Dust→A→C,9,1949,134
999,105,C→Dust→A→C,1949,2843,134
999,106,C→Dust→A→C,93,1364,167
999,107,C→Dust→A→C,51,3864,193
999,108,C→Dust→A→C,66,1139,198
999,109,C→Dust→B→C,1139,3180,198
999,110,C→Dust→B→C,3180,3534,198
999,111,C→Dust→A→C,3534,4692,198
999,112,C→Dust→A→C,4692,4908,198
999,113,C→Dust→A→C,4908,5176,198
999,114,C→Dust→B→C,345,2376,15
999,115,C→Dust→A→C,133,3426,22
999,116,C→Dust→A→C,3426,5046,22
999,117,C→Dust→A→C,142,3072,23
999,118,C→Dust→A→C,3072,3884,23
999,119,C→Dust→B→C,1698,2363,57
999,120,C→Dust→A→C,1121,2100,60
999,121,C→Dust→A→C,2100,3534,60
999,122,C→Dust→B→C,240,2995,87
999,123,C→Dust→B→C,2995,5109,87
999,124,C→Dust→A→C,3083,5026,162
999,125,C→Dust→B→C,216,1175,172
999,126,C→Dust→B→C,1175,3072,172
999,127,C→Dust→A→C,4571,5057,179
999,128,C→Dust→A→C,279,1163,37
999,129,C→Dust→B→C,1163,4022,37
999,130,C→Dust→A→C,4022,4785,37
999,131,C→Dust→A→C,38,1175,47
999,132,C→Dust→A→C,1175,3050,47
999,133,C→Dust→A→C,3050,3749,47
999,134,C→Dust→B→C,256,2578,75
999,135,C→Dust→A→C,2578,2839,75
999,136,C→Dust→B→C,54,5136,79
999,137,C→Dust→A→C,240,1483,94
999,138,C→Dust→B→C,1483,1918,94
999,139,C→Dust→B→C,1918,4491,94
999,140,C→Dust→A→C,228,781,152
999,141,C→Dust→B→C,3654,4937,168
999,142,C→Dust→A→C,69,918,180
999,143,C→Dust→B→C,918,4413,180
999,144,C→Dust→A→C,4413,4950,180
999,145,C→Dust→B→C,186,1148,182
999,146,C→Dust→A→C,1148,4218,182
999,147,C→Dust→B→C,4218,4958,182
999,148,C→Dust→A→C,240,2000,17
999,149,C→Dust→B→C,2000,4201,17
999,150,C→Dust→A→C,650,3180,80
999,151,C→Dust→B→C,142,3884,102
