seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
9,20,2856,16,16,0.3606,0.6727,0.8426,46.2188,5,2,13,26,17,0.797,0.3419,18.7,102,73,16,38,5.63,0,0,0,0,0,0,0,0,0,0,5,3,2,3,0,5,0,0.45454545454545453
9,21,2836,11,11,0.4965,0.6688,0.819,18.5251,5,2,8,19,14,0.9531,0.0904,51.2,53,73,11,40,5.6,10,16,5,0,0,1,0,1,4,5,1,1,1,0,0,1,0,0.6
9,22,2895,10,10,0.5923,0.6719,0.8255,12.1535,7,1,7,20,11,0.8333,0.2672,63.1,45,73,10,40,6.35,9,12,3,0,0,0,0,0,2,7,1,4,0,1,0,1,0,0.7777777777777778
9,23,2897,9,9,0.6496,0.6622,0.8283,11.6131,7,0,5,22,6,0.7496,0.2898,87.2,36,73,9,37,6.78,4,4,0,0,0,0,0,0,1,3,2,7,1,0,1,1,1,0.5555555555555556
9,24,2916,9,9,0.637,0.6723,0.8391,12.615,6,0,5,23,7,0.7944,0.3009,98.8,36,75,9,32,6.66,7,8,0,1,0,0,0,0,2,5,1,6,1,0,1,1,1,0.5
9,25,2926,8,8,0.7981,0.6566,0.8467,9.86,7,0,4,21,6,0.7858,0.3038,119.0,28,75,8,27,6.67,7,11,6,0,0,0,0,0,1,4,0,2,0,0,1,0,1,0.5
9,26,2848,8,8,0.8542,0.6658,0.8438,11.5522,7,0,5,21,5,0.7989,0.2738,131.0,28,75,8,25,7.4,3,3,0,0,0,0,0,0,2,1,0,7,0,0,1,0,0,0.4444444444444444
9,27,2849,9,9,0.7692,0.6775,0.8446,9.1698,8,0,4,27,6,0.7988,0.3003,119.7,36,76,9,18,7.39,6,9,1,2,0,0,0,0,1,5,0,5,0,0,0,0,0,0.4444444444444444
9,28,2834,9,9,0.7009,0.6563,0.8372,9.121,8,0,4,24,9,0.851,0.217,122.4,36,76,9,13,7.38,7,7,0,3,0,0,0,0,2,2,1,2,0,0,1,0,1,0.5
9,29,2803,8,8,0.75,0.6775,0.8479,13.9154,7,0,6,20,5,0.8308,0.2591,113.6,28,76,8,12,7.33,7,8,0,0,1,0,0,0,6,1,0,1,0,0,1,0,1,0.4
9,30,2800,10,10,0.725,0.6605,0.8471,11.4276,8,0,6,28,7,0.8951,0.2164,90.7,45,78,10,11,8.09,6,8,2,0,0,0,0,0,1,5,1,5,1,0,1,1,1,0.5
9,31,2756,10,10,0.7667,0.6808,0.8344,16.5613,9,0,9,31,8,0.9032,0.1661,107.1,45,79,10,7,6.57,6,9,4,0,0,0,0,0,5,0,1,1,0,1,1,1,0,0.6666666666666666
9,32,2673,9,9,0.8333,0.6506,0.8425,15.0127,9,0,8,28,5,0.8279,0.2798,99.5,36,79,9,7,6.14,7,7,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0.6666666666666666
9,33,2723,9,9,0.8788,0.6649,0.849,13.9648,9,0,7,32,2,0.7613,0.3225,112.0,36,79,9,6,6.5,5,6,1,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0.75
9,34,2779,8,8,0.8864,0.6597,0.8396,10.9358,8,0,5,24,4,0.745,0.3158,124.1,28,79,8,6,5.83,6,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0.75
9,35,2762,8,8,0.875,0.6524,0.8412,11.0733,8,0,5,23,5,0.8409,0.2718,104.3,28,79,8,6,6.83,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0.6666666666666666
9,36,2782,9,9,0.9091,0.6494,0.8428,12.6927,9,0,6,30,5,0.8424,0.2613,107.6,36,80,9,6,7.83,4,4,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0.6
9,37,2795,10,10,0.7583,0.644,0.8467,15.3371,9,0,7,33,7,0.8017,0.3109,118.6,45,81,10,4,6.5,8,10,0,2,0,0,0,0,4,4,3,0,2,0,1,2,1,0.7142857142857143
9,38,2713,7,7,0.8571,0.6738,0.837,13.7676,7,0,6,19,2,0.8081,0.3016,125.5,21,81,7,7,4.71,6,6,0,1,1,0,0,0,1,3,0,1,0,0,1,0,1,0.7142857142857143
9,39,2739,7,7,0.9143,0.6546,0.8471,12.2686,7,0,5,17,4,0.8532,0.2341,103.2,21,81,7,6,4.83,4,4,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0.5555555555555556
