seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
12,20,2888,25,25,0.4674,0.6529,0.8536,39.8978,11,5,22,65,77,0.9186,0.2102,29.6,270,83,25,32,6.16,0,0,0,0,0,0,0,0,0,0,5,6,2,3,0,5,0,0.23809523809523808
12,21,2927,21,21,0.5197,0.6789,0.8167,21.0688,11,5,18,72,63,0.8814,0.218,58.9,192,84,21,31,5.42,15,21,1,2,1,0,0,3,6,8,3,3,0,2,1,2,1,0.3333333333333333
12,22,2979,18,18,0.6401,0.6548,0.833,14.9081,11,2,14,78,44,0.8723,0.2109,73.6,151,84,18,31,5.45,12,18,5,0,0,1,0,0,6,6,3,3,1,2,1,3,1,0.6
12,23,2974,15,15,0.7623,0.6631,0.8325,11.924,12,0,11,74,20,0.8674,0.232,104.3,105,84,15,31,5.48,14,17,2,0,1,1,0,0,4,9,3,2,1,2,1,3,1,0.8461538461538461
12,24,2992,13,13,0.8161,0.6467,0.847,9.9627,11,1,6,63,7,0.8572,0.2496,125.2,78,85,13,32,5.69,7,7,1,0,0,0,0,0,0,6,0,2,0,0,1,0,0,0.8461538461538461
12,25,2929,13,13,0.7821,0.643,0.8407,10.5597,11,1,7,61,12,0.8466,0.2569,128.3,78,85,13,30,6.4,7,7,0,1,1,0,0,0,3,2,0,6,0,0,0,0,0,0.8461538461538461
12,26,2965,13,13,0.8094,0.665,0.8431,10.0483,11,0,8,58,19,0.8671,0.2597,108.4,78,85,13,24,6.5,7,7,0,0,1,0,0,0,2,4,0,3,0,0,0,0,0,0.7857142857142857
12,27,2818,14,14,0.7609,0.6463,0.8427,10.3241,12,0,9,69,17,0.8313,0.2908,110.9,91,86,14,21,7.0,6,7,0,2,0,1,0,0,2,2,2,4,0,1,1,1,1,0.9166666666666666
12,28,2947,12,12,0.7857,0.6531,0.8448,12.0373,10,0,9,54,8,0.8266,0.2835,129.6,66,86,12,19,6.63,7,10,2,1,1,0,0,0,4,2,1,3,1,0,1,1,1,1.0909090909090908
12,29,2852,11,11,0.799,0.6651,0.8518,11.1527,11,0,6,45,8,0.8768,0.2469,153.8,55,86,11,17,6.65,8,10,0,1,1,0,1,0,2,5,0,0,0,0,1,0,1,1.0909090909090908
12,30,2836,11,11,0.8295,0.6566,0.8367,11.1974,11,0,8,45,7,0.8585,0.259,137.1,55,86,11,17,7.65,8,9,2,1,1,0,0,0,2,3,0,5,0,0,1,0,0,1.0909090909090908
12,31,2772,11,11,0.9026,0.652,0.8369,13.2078,11,0,8,45,8,0.8852,0.2151,117.1,55,86,11,12,7.67,9,12,4,0,1,1,0,0,6,0,0,2,0,0,0,0,0,1.0
12,32,2792,12,12,0.8452,0.661,0.8341,11.0841,11,1,7,42,13,0.8578,0.2636,96.2,66,87,12,10,8.2,7,7,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0.9230769230769231
12,33,2934,13,13,0.8103,0.677,0.8487,13.1682,11,0,10,53,12,0.8377,0.2619,93.8,78,88,13,6,7.83,11,13,1,0,0,0,1,0,7,4,1,2,1,0,0,1,0,1.0833333333333333
12,34,2899,12,12,0.8278,0.6704,0.8372,12.9018,11,0,9,51,7,0.8177,0.2393,95.4,66,88,12,5,6.4,6,6,0,0,0,0,0,0,3,3,1,1,0,1,0,1,0,1.2727272727272727
12,35,2775,11,11,0.8881,0.6669,0.8335,10.6472,10,0,7,45,4,0.8156,0.249,98.2,55,88,11,5,5.2,7,10,1,0,1,1,0,0,1,6,1,0,0,0,1,0,1,1.2727272727272727
12,36,2830,11,11,0.8601,0.6549,0.8413,10.8985,10,0,7,40,8,0.8492,0.2134,113.5,55,89,11,6,5.33,4,4,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,1.2727272727272727
12,37,2752,11,11,0.8951,0.6666,0.8495,12.4408,10,0,7,45,8,0.8064,0.2889,116.7,55,89,11,6,6.33,7,8,1,1,0,0,0,0,4,2,0,1,0,0,1,0,1,1.2727272727272727
12,38,2834,11,11,0.8951,0.654,0.847,13.2377,10,0,7,46,7,0.7814,0.2783,128.3,55,89,11,5,6.6,5,5,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,1.2727272727272727
12,39,2774,11,11,0.8951,0.6511,0.8414,12.9854,11,0,7,48,4,0.8017,0.2445,112.3,55,89,11,3,5.0,6,7,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1.2727272727272727
