seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
18,20,2959,19,19,0.5822,0.6671,0.864,16.3224,10,4,16,68,34,0.9267,0.2008,66.2,168,87,19,43,6.0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,1,3,1,0.2
18,21,2836,15,15,0.7296,0.673,0.841,18.4837,14,1,15,75,13,0.9291,0.1543,133.7,105,87,15,41,5.83,12,18,5,1,0,0,0,0,6,6,2,5,1,1,1,2,1,0.35714285714285715
18,22,2868,14,14,0.7556,0.6582,0.8348,16.8359,12,1,14,75,5,0.9401,0.1484,124.0,91,88,14,38,5.97,11,14,3,0,0,0,0,0,2,9,1,6,0,1,1,1,1,0.38461538461538464
18,23,2887,13,13,0.83,0.6627,0.8544,16.2131,13,0,11,76,0,0.9052,0.1992,160.5,78,88,13,33,6.06,8,8,1,0,0,0,0,0,2,5,0,1,0,0,1,0,0,0.38461538461538464
18,24,2942,13,13,0.83,0.6737,0.8522,17.0291,13,0,13,75,3,0.908,0.1918,171.8,78,88,13,32,6.94,9,9,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0.35714285714285715
18,25,2986,14,14,0.8158,0.687,0.8561,18.2833,13,0,13,82,6,0.9074,0.1957,162.6,91,89,14,28,7.5,6,6,0,0,0,0,0,0,4,2,1,6,0,0,1,0,1,0.38461538461538464
18,26,2866,13,13,0.8846,0.6736,0.8481,16.6159,13,0,12,75,2,0.9228,0.1631,172.6,78,89,13,23,7.52,9,9,0,0,0,1,0,0,1,7,0,8,0,0,1,0,1,0.35714285714285715
18,27,2940,14,14,0.8233,0.6628,0.8504,15.2759,14,0,13,84,3,0.911,0.1928,157.0,91,90,14,15,7.2,7,7,0,0,0,0,0,0,1,6,0,2,0,0,1,0,1,0.35714285714285715
18,28,2863,14,14,0.8782,0.6591,0.8509,20.3381,14,0,13,89,2,0.8743,0.23,164.9,91,90,14,13,7.77,11,14,3,0,0,0,0,0,9,2,0,1,0,0,1,0,0,0.35714285714285715
18,29,2799,14,14,0.9381,0.6635,0.8505,19.1814,14,0,13,87,2,0.8645,0.2369,147.7,91,90,14,12,8.58,12,17,5,0,0,1,0,0,3,8,0,4,0,0,0,0,0,0.3333333333333333
18,30,2957,15,15,0.8417,0.6707,0.8411,18.7494,14,1,12,87,10,0.8777,0.2312,128.9,105,91,15,8,8.88,7,9,0,3,0,0,0,0,2,4,1,4,0,1,0,1,0,0.4
18,31,2783,15,15,0.9208,0.674,0.8511,17.3017,15,0,14,95,3,0.9012,0.1891,140.0,105,92,15,5,7.2,9,9,0,0,0,0,0,0,4,5,0,2,0,0,0,0,0,0.4
18,32,2896,15,15,0.9167,0.6712,0.8485,18.8636,15,0,12,99,3,0.8884,0.1993,158.2,105,92,15,3,6.33,9,10,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0.3333333333333333
18,33,2790,18,18,0.8488,0.6583,0.8485,19.4981,17,0,17,120,14,0.9229,0.1652,126.5,153,95,18,3,7.33,12,14,0,1,0,1,0,0,9,3,1,1,0,1,0,1,0,0.4117647058823529
18,34,2892,17,17,0.8922,0.6717,0.8518,19.2099,16,0,14,116,12,0.8788,0.2261,144.6,136,95,17,3,4.67,11,12,2,0,0,0,0,0,4,6,2,0,0,1,1,1,1,0.4666666666666667
18,35,2678,15,15,0.9333,0.6815,0.8445,16.3281,15,0,12,101,3,0.8772,0.2164,147.8,105,95,15,5,3.8,12,14,1,0,1,0,0,0,4,8,0,1,0,0,1,0,1,0.4666666666666667
18,36,2715,15,15,0.9296,0.6683,0.8454,14.1561,15,0,8,94,6,0.8854,0.2032,126.8,105,95,15,4,3.25,11,11,0,0,1,1,0,0,2,7,0,0,0,0,1,0,1,0.4666666666666667
18,37,2821,15,15,0.9259,0.6641,0.8494,16.411,15,0,12,96,3,0.8569,0.2472,142.1,105,95,15,4,4.25,8,8,0,0,0,0,0,0,7,1,1,0,0,1,1,1,0,0.5333333333333333
18,38,2810,15,15,0.8421,0.6617,0.8442,15.4221,14,0,14,91,5,0.8533,0.2366,129.2,105,96,15,5,4.4,9,10,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0.5
18,39,2741,16,16,0.8421,0.6665,0.8495,14.4455,14,0,13,97,12,0.8682,0.2277,129.6,120,97,16,5,5.4,13,15,1,0,1,1,0,0,5,7,0,0,0,0,0,0,0,0.5
