seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
16,20,2954,23,23,0.3072,0.6725,0.8487,17.5312,7,11,16,37,30,0.877,0.2549,10.3,214,109,23,53,6.17,0,0,0,0,0,0,0,0,0,0,4,2,1,3,0,4,0,0.21052631578947367
16,21,2917,19,19,0.4181,0.6638,0.807,10.4592,9,6,7,41,34,0.8737,0.2385,23.8,154,109,19,55,6.58,19,28,8,0,0,0,0,2,6,12,3,10,1,1,1,2,1,0.25
16,22,2960,16,16,0.5031,0.6653,0.8211,7.9537,9,4,3,43,32,0.8172,0.2774,34.7,112,109,16,48,6.46,12,14,2,0,0,0,0,0,3,9,1,7,1,0,1,1,1,0.26666666666666666
16,23,2987,15,15,0.5397,0.6652,0.8112,9.6604,9,2,7,45,29,0.8059,0.2893,35.9,100,109,15,42,6.71,11,14,1,0,1,1,0,0,7,4,0,7,0,0,1,0,1,0.26666666666666666
16,24,2878,15,15,0.5651,0.6742,0.8219,7.7278,9,2,2,44,30,0.8481,0.2384,35.5,102,109,15,35,7.06,10,10,0,0,0,0,0,0,2,8,1,6,0,1,1,1,0,0.3333333333333333
16,25,2897,15,15,0.57,0.6801,0.8082,8.8255,9,1,7,43,24,0.8279,0.2498,32.7,101,110,15,30,7.23,10,10,0,0,0,0,0,0,4,6,1,8,0,1,0,1,0,0.375
16,26,2840,16,16,0.5597,0.6844,0.8326,10.8919,9,2,6,51,24,0.7904,0.2995,36.3,120,112,16,23,6.96,11,14,0,0,1,2,0,0,7,4,1,4,0,1,0,1,0,0.4375
16,27,2961,16,16,0.625,0.6629,0.8126,9.1702,11,0,7,58,30,0.8411,0.2351,44.5,117,113,16,20,7.0,10,13,2,0,0,1,0,0,3,7,2,4,1,1,0,2,0,0.5294117647058824
16,28,2745,17,17,0.6164,0.659,0.8322,9.5304,12,0,8,67,29,0.8541,0.2256,56.2,135,116,17,18,6.56,10,11,1,2,0,1,0,0,2,5,0,3,0,0,0,0,0,0.5294117647058824
16,29,2861,17,17,0.7311,0.6792,0.8301,11.0204,13,0,8,82,24,0.8118,0.2893,73.2,134,116,17,15,6.87,15,22,9,0,2,0,0,0,6,5,0,2,0,0,0,0,0,0.5294117647058824
16,30,2803,17,17,0.7423,0.6592,0.8226,10.0013,14,0,7,87,19,0.7823,0.3141,74.6,134,116,17,13,7.38,9,10,1,0,0,0,0,0,3,6,2,4,1,1,0,2,0,0.625
16,31,2837,16,16,0.7131,0.6552,0.8304,12.0099,13,0,8,73,25,0.8008,0.286,69.5,118,117,16,11,6.09,9,9,1,1,0,0,0,0,5,2,2,1,1,1,0,2,0,0.7857142857142857
16,32,2820,14,14,0.7381,0.6725,0.8237,9.3471,11,0,5,55,23,0.8226,0.2431,63.7,91,117,14,12,5.75,8,10,1,0,1,0,0,0,1,7,1,2,0,1,0,1,0,0.7857142857142857
16,33,2828,14,14,0.7707,0.6668,0.8219,8.7465,11,0,3,52,18,0.7875,0.2764,59.8,91,118,14,11,5.27,7,11,4,0,1,1,0,0,2,3,0,1,0,0,0,0,0,0.7857142857142857
16,34,2806,14,14,0.7632,0.6763,0.8259,9.4287,11,0,5,50,22,0.7989,0.2437,62.4,91,118,14,10,5.7,11,12,1,1,0,0,0,0,5,5,1,1,1,0,0,1,0,0.8
16,35,2707,15,15,0.74,0.6735,0.8387,8.824,12,0,4,54,23,0.786,0.2899,70.3,105,120,15,10,5.7,11,13,0,2,0,0,0,0,3,8,1,1,0,1,0,1,0,0.8
16,36,2740,15,15,0.6921,0.6653,0.8317,8.3575,10,1,5,55,27,0.7404,0.3057,59.2,105,121,15,10,5.7,8,11,2,0,0,1,0,0,3,5,1,1,0,1,0,1,0,0.8666666666666667
16,37,2749,15,15,0.6952,0.6501,0.8287,9.699,9,0,5,57,19,0.7805,0.2776,55.7,105,122,15,10,5.7,9,10,1,0,0,2,0,0,5,2,0,2,0,0,0,0,0,0.7647058823529411
16,38,2800,17,17,0.6711,0.6731,0.8338,10.4685,10,0,8,76,22,0.8393,0.2082,52.6,134,124,17,8,5.62,10,14,3,2,2,0,0,0,3,4,1,0,1,0,0,1,0,0.875
16,39,2723,16,16,0.7292,0.6674,0.8315,10.0395,13,0,7,76,16,0.8207,0.262,66.6,119,124,16,9,6.0,8,11,3,1,1,0,0,0,2,4,1,0,1,0,0,1,0,0.9375
