seed,window,links,v_labels,alive_tracked,mean_social,mean_stability,mean_spread,mean_familiarity,count_social,count_isolated,count_deeply_connected,reciprocal_pairs,asymmetric_pairs,fam_symmetry_mean,fam_symmetry_std,att_overlap_mean,att_overlap_pairs,subject_count_total,subject_hosted,subject_ghost,ghost_duration_mean,n_cids_with_tags,n_tags_total,tag_gain_social,tag_loss_social,tag_gain_stability,tag_loss_stability,tag_gain_spread,tag_loss_spread,tag_gain_familiarity,tag_loss_familiarity,ghost_births,ghost_reaped,pickup_uncontested,pickup_contested,pickup_no_eligible,pickup_total_success,death_pool_size,mean_ttl_bonus
17,20,2976,22,22,0.5028,0.6705,0.865,22.9486,12,5,18,63,37,0.9313,0.1829,31.3,210,80,22,41,4.8,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,4,0,0.2222222222222222
17,21,2966,18,18,0.6491,0.6585,0.8296,14.0571,13,3,14,77,25,0.8883,0.204,72.1,151,80,18,42,4.98,13,18,6,1,1,0,0,2,2,6,2,4,0,2,0,2,0,0.29411764705882354
17,22,2935,17,17,0.7559,0.6604,0.8433,11.0324,14,0,10,86,17,0.8229,0.2529,86.3,136,81,17,40,5.22,12,14,3,0,1,0,0,0,2,8,1,4,1,0,0,1,0,0.35294117647058826
17,23,2969,17,17,0.7955,0.6703,0.8363,11.45,15,0,10,94,14,0.8339,0.2599,88.4,136,82,17,37,5.57,9,10,1,0,0,0,0,0,5,4,1,2,0,1,0,1,0,0.3125
17,24,2980,16,16,0.8363,0.6624,0.8363,11.3514,14,0,12,90,16,0.8168,0.2619,101.4,120,82,16,36,6.17,7,7,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0.2777777777777778
17,25,2959,18,18,0.715,0.6732,0.8278,11.9132,14,2,12,96,22,0.8129,0.2661,72.5,153,84,18,33,6.82,7,8,1,2,0,0,0,0,4,1,0,2,0,0,0,0,0,0.2777777777777778
17,26,2915,18,18,0.7319,0.6516,0.8281,10.6097,14,1,9,96,26,0.8253,0.2382,69.3,152,84,18,31,7.61,13,15,1,0,0,1,0,1,4,8,1,3,1,0,0,1,0,0.35294117647058826
17,27,2839,17,17,0.8021,0.6517,0.8352,11.3047,15,1,11,104,14,0.7959,0.2552,87.0,136,84,17,29,8.1,10,11,4,0,0,0,0,0,4,3,2,8,0,1,1,1,1,0.4666666666666667
17,28,2893,15,15,0.8635,0.6597,0.8503,12.9063,15,0,12,89,13,0.7858,0.2779,104.5,105,84,15,23,7.74,10,10,0,0,1,0,0,0,6,3,1,9,0,1,1,1,1,0.5333333333333333
17,29,2921,15,15,0.8333,0.6599,0.8442,13.7691,14,0,11,85,10,0.7867,0.2766,100.3,105,85,15,15,6.87,7,8,0,1,0,0,0,0,4,3,2,3,0,2,1,2,1,0.7692307692307693
17,30,2930,13,13,0.8423,0.6803,0.8469,12.4056,13,0,9,69,5,0.7796,0.2736,123.1,78,85,13,14,6.21,6,7,0,0,1,0,0,0,1,5,0,4,0,0,1,0,0,0.7692307692307693
17,31,2803,13,13,0.9145,0.6727,0.8469,14.0089,13,0,10,69,8,0.7962,0.2598,122.8,78,85,13,10,5.7,9,11,0,0,1,1,0,0,7,2,1,1,0,1,0,1,0,0.9166666666666666
17,32,2836,12,12,0.8796,0.6719,0.8403,13.5274,12,0,9,58,6,0.7826,0.2988,114.7,66,85,12,10,5.7,6,6,0,1,0,0,0,0,2,3,1,2,0,1,0,1,0,1.0909090909090908
17,33,2830,11,11,0.9198,0.654,0.8426,13.6191,11,0,9,50,4,0.8404,0.2332,128.3,55,85,11,9,5.0,7,7,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1.0
17,34,2855,12,12,0.8676,0.6778,0.8488,15.1499,11,0,11,54,7,0.8407,0.2396,125.1,66,86,12,9,6.0,10,11,0,1,0,0,0,0,7,3,1,0,1,0,0,1,0,1.1818181818181819
17,35,2913,11,11,0.892,0.6582,0.8424,12.9344,11,0,9,51,1,0.7865,0.2641,123.4,55,86,11,10,6.4,7,10,0,1,0,2,0,0,1,6,0,1,0,0,0,0,0,1.1818181818181819
17,36,2911,11,11,0.903,0.6617,0.8475,12.7406,11,0,8,52,2,0.8049,0.2632,130.3,55,86,11,9,6.78,5,5,0,0,0,0,0,0,2,3,1,1,1,0,0,1,0,1.1
17,37,2845,10,10,0.84,0.6614,0.8408,12.7264,10,0,7,43,1,0.7669,0.2904,154.2,45,86,10,9,6.67,10,13,0,5,0,0,0,0,2,6,0,2,0,0,0,0,0,0.9166666666666666
17,38,2827,12,12,0.7889,0.6689,0.8493,16.7489,11,0,10,51,5,0.8344,0.2537,129.0,66,88,12,7,6.71,8,10,2,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0.7857142857142857
17,39,2834,14,14,0.7812,0.6829,0.8503,17.1597,13,0,11,70,7,0.8447,0.2531,130.9,91,90,14,6,7.17,8,12,3,2,0,0,0,0,4,3,1,2,0,0,1,0,1,0.8461538461538461
