seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
1,1,0,1.5841,0,0,2610,1.553333,1.295186,4,0.1111,2.06,1.5576,1.640952,3,0.0,1.94,1.603976,1.829788,4,0.0,1.92
1,2,0,1.5825,0,0,714,1.565942,0,2,1.0,1.88,1.520779,0,2,1.0,1.91,1.572118,1.505974,3,0.0,1.92
1,3,0,1.5794,1,1,98,1.53292,0.834028,3,0.0,1.85,1.603537,1.797635,3,0.0,1.86,1.594084,2.105819,3,0.0,1.88
1,4,0,1.579,1,1,54,1.568962,2.784159,3,0.0,1.9,1.58506,1.793895,3,0.0,1.94,1.571815,1.191748,3,0.0,1.92
1,5,0,1.5343,4,1,42,1.63196,1.581993,3,0.0,1.86,1.551974,1.364169,3,0.25,1.91,1.568656,1.753531,3,0.0,1.89
1,6,0,1.5579,4,1,26,1.582367,1.312263,3,0.0,1.87,1.559816,2.028239,3,0.0,1.86,1.547941,2.149835,4,0.0,1.88
1,7,0,1.516,4,1,36,1.544102,1.837507,3,0.0,1.86,1.621321,2.148865,3,0.0,1.87,1.607441,0.865937,3,0.0,1.87
1,8,0,1.5656,4,1,38,1.558044,1.331867,3,0.0,1.87,1.541289,2.039392,4,0.0,1.91,1.558647,2.42955,3,0.0,1.9
1,9,0,1.5816,4,1,36,1.592256,1.348436,3,0.0,1.93,1.548475,0.656029,3,0.0,1.87,1.553854,1.397816,4,0.0,1.85
1,10,0,1.5433,3,1,41,1.592705,1.823986,3,0.0,1.89,1.518968,1.426376,4,0.0,1.89,1.573856,2.670756,3,0.0,1.83
1,11,0,1.5201,4,1,37,1.556999,1.648194,4,0.0,1.87,1.52542,0,2,1.0,1.84,1.624219,1.895959,4,0.0,1.87
1,12,0,1.5305,4,1,36,1.548523,1.919389,3,0.0,1.96,1.554739,1.334641,4,0.0,1.89,1.573479,1.659017,3,0.0,1.85
1,13,0,1.5642,1,1,39,1.572048,1.578587,3,0.0,1.86,1.557517,1.609699,4,0.0,1.81,1.540317,2.008762,3,0.0,1.87
1,14,0,1.4761,4,1,31,1.549185,1.990693,4,0.0,1.85,1.55695,2.118262,3,0.0,1.91,1.577106,1.272698,3,0.0,1.88
1,15,0,1.5502,4,1,28,1.579647,2.077486,3,0.0,1.93,1.559676,1.116126,3,0.0,1.81,1.563745,0,2,1.0,1.88
1,16,0,1.5784,4,1,45,1.563075,1.915,4,0.0,1.88,1.55345,2.636711,4,0.0,1.83,1.581239,0,2,1.0,1.91
1,17,0,1.5803,4,0,35,1.586906,1.315458,3,0.0,1.91,1.554697,1.883403,3,0.0,1.84,1.574922,0.306232,3,0.5,1.88
1,18,0,1.4683,3,1,34,1.536393,2.409614,3,0.0,1.94,1.574186,0,2,1.0,1.9,1.556456,1.330035,4,0.0,1.79
1,19,1,1.5355,1,1,47,1.51765,2.154406,3,0.0,1.89,1.583261,1.996284,3,0.0,1.9,1.62442,0.982795,3,0.0,1.86
1,20,0,1.5784,3,1,53,1.59971,1.375679,3,0.0,1.86,1.593869,1.525047,4,0.0,1.87,1.623891,0.999085,4,0.0,1.9
1,21,0,1.5704,3,1,45,1.576863,1.789384,3,0.0,1.86,1.579934,1.983027,4,0.0,1.88,1.602306,0.599795,3,0.0,1.82
1,22,0,1.5746,4,0,31,1.563707,1.318818,4,0.0,1.89,1.544935,2.185357,3,0.0,1.87,1.586886,1.833749,4,0.0,1.89
1,23,0,1.5448,4,0,27,1.523209,2.357923,4,0.0,1.93,1.582547,0.743891,4,0.0,1.91,1.569493,1.378825,3,0.0,1.94
1,24,0,1.5591,4,0,39,1.581616,1.584233,3,0.0,1.91,1.561386,0.014901,2,1.0,1.87,1.599439,1.134878,3,0.0,1.86
1,25,0,1.5735,3,1,39,1.549717,2.084258,3,0.0,1.86,1.595658,1.520442,3,0.0,1.9,1.600762,2.823093,3,0.0,1.82
