seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
13,1,0,1.5846,0,0,2589,1.58038,1.256639,3,0.0,1.99,1.554558,0.814308,5,0.0,2.02,1.631975,0.978616,3,0.0,1.98
13,2,0,1.5838,0,1,823,1.596814,1.481383,4,0.0,1.89,1.592972,0.924691,3,0.0,1.87,1.61046,0.751643,4,0.25,1.89
13,3,0,1.5829,1,1,123,1.582197,1.344437,3,0.2,1.88,1.61783,0.685568,3,0.0,1.82,1.558938,1.61538,3,0.0,1.85
13,4,0,1.5802,4,1,46,1.537247,1.508877,6,0.0,1.89,1.591376,2.614618,3,0.0,1.85,1.584574,1.142557,3,0.0,1.87
13,5,0,1.5803,4,1,47,1.513143,1.768081,3,0.0,1.85,1.562012,1.34159,3,0.0,1.87,1.541754,1.109264,4,0.0,1.87
13,6,0,1.5671,4,0,42,1.57368,1.782922,3,0.0,1.86,1.609915,3.055688,3,0.0,1.92,1.582989,1.818644,3,0.0,1.94
13,7,0,1.5828,3,1,26,1.581354,1.284776,3,0.0,1.9,1.5772,0,2,1.0,1.86,1.581466,0.180045,3,0.0,1.88
13,8,0,1.5487,4,0,33,1.536619,0,2,1.0,1.87,1.529221,2.799628,3,0.0,1.84,1.562894,1.637065,3,0.0,1.83
13,9,0,1.5762,4,0,39,1.567095,1.747235,4,0.0,1.89,1.567172,2.589924,3,0.0,1.89,1.610692,0.715119,3,0.0,1.92
13,10,0,1.4466,4,0,27,1.556026,1.258429,3,0.0,1.87,1.583928,2.947836,3,0.0,1.92,1.517496,2.914498,3,0.0,1.81
13,11,0,1.5305,4,0,36,1.541853,1.578739,3,0.0,1.91,1.5885,1.818373,3,0.0,1.88,1.629572,1.477534,4,0.0,1.82
13,12,0,1.3838,4,0,46,1.531761,2.1688,3,0.0,1.82,1.566346,2.311818,3,0.0,1.9,1.619079,1.311891,3,0.0,1.85
13,13,0,1.3416,3,1,29,1.575176,2.209827,3,0.0,1.89,1.575703,0.974971,4,0.0,1.88,1.57295,1.696728,3,0.0,1.88
13,14,0,1.561,4,0,27,1.492833,2.040377,4,0.0,1.85,1.58573,1.851673,3,0.0,1.8,1.595243,0.645166,3,0.0,1.9
13,15,0,1.5774,1,1,28,1.572858,1.74309,5,0.0,1.95,1.543099,1.02405,3,0.0,1.9,1.600981,2.603047,3,0.0,1.97
13,16,0,1.5802,4,0,46,1.592724,1.872189,4,0.0,1.89,1.617906,1.478613,3,0.0,1.93,1.547814,1.32217,3,0.25,1.89
13,17,1,1.5803,4,0,47,1.608676,1.789412,3,0.0,1.84,1.54391,1.266627,3,0.0,1.91,1.576182,1.297317,4,0.0,1.9
13,18,0,1.5303,1,1,28,1.571197,1.241318,3,0.0,1.85,1.581721,1.998827,4,0.0,1.88,1.537304,1.513939,3,0.0,1.85
13,19,1,1.5433,4,0,41,1.578123,1.356277,3,0.0,1.87,1.611499,2.202953,3,0.0,1.94,1.561622,1.282037,3,0.0,1.89
13,20,0,1.5222,4,0,42,1.593635,1.997176,4,0.0,1.9,1.566235,1.969377,4,0.0,1.83,1.625695,0.902529,3,0.0,1.91
13,21,0,1.5637,4,0,59,1.614258,2.21711,3,0.0,1.84,1.615966,2.474787,3,0.0,1.86,1.562604,0.303934,3,0.0,1.78
13,22,0,1.5702,4,0,43,1.618986,1.465488,3,0.0,1.94,1.56146,1.812082,3,0.0,1.9,1.595156,1.574492,3,0.0,1.93
13,23,0,1.547,4,0,48,1.620581,1.180912,3,0.0,1.89,1.545411,0.937506,3,0.0,1.85,1.548182,1.995528,3,0.0,1.88
13,24,0,1.4908,4,0,29,1.582706,1.752002,4,0.0,1.87,1.61291,2.964525,3,0.0,1.83,1.565455,1.647168,4,0.0,1.88
13,25,0,1.4488,4,0,21,1.589933,0.788036,4,0.0,1.88,1.578888,1.590016,3,0.0,1.84,1.529315,1.296213,5,0.25,1.85
