seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
18,1,0,1.5838,0,0,2658,1.599326,2.252348,4,0.0,1.97,1.600353,1.553404,3,0.0,1.94,1.55953,2.178898,6,0.0,2.02
18,2,0,1.5822,0,1,1008,1.581032,1.09396,4,0.0,1.86,1.603042,1.359474,3,0.0,1.94,1.566814,0.987846,3,0.0,1.92
18,3,0,1.5726,3,1,192,1.609819,0,2,1.0,1.89,1.589491,1.964557,3,0.0,1.91,1.555514,1.239584,4,0.0,1.85
18,4,1,1.5693,1,1,62,1.5389,1.832069,3,0.0,1.89,1.584148,1.548685,4,0.0,1.88,1.603403,1.372378,3,0.3333,1.93
18,5,0,1.5813,1,1,40,1.545163,1.616612,3,0.0,1.89,1.608423,1.43565,4,0.0,1.89,1.611074,1.946851,4,0.1429,1.85
18,6,0,1.585,4,1,24,1.560964,0,2,1.0,1.91,1.638504,2.946033,3,0.0,1.85,1.546393,2.977554,3,0.0,1.87
18,7,0,1.5,4,1,47,1.574412,1.53551,4,0.0,1.86,1.578739,1.476414,5,0.0,1.85,1.615133,2.47265,3,0.0,1.89
18,8,0,1.5778,3,1,42,1.562265,0.557196,4,0.0,1.88,1.576427,0.203518,3,0.0,1.88,1.528145,1.314491,4,0.0,1.94
18,9,0,1.5613,3,1,24,1.551841,1.397358,4,0.0,1.91,1.582799,0,2,1.0,1.76,1.564468,1.999684,3,0.0,1.87
18,10,0,1.5684,1,1,41,1.558354,2.257563,3,0.0,1.85,1.552495,2.071545,4,0.0,1.86,1.564369,1.496828,4,0.0,1.85
18,11,0,1.5779,4,1,38,1.568042,1.532109,3,0.0,1.87,1.582771,0.815706,4,0.0,1.88,1.599168,1.37027,4,0.0,1.9
18,12,1,1.5784,4,0,53,1.546458,1.895399,4,0.0,1.9,1.546004,2.206609,3,0.0,1.85,1.590371,2.856003,3,0.0,1.9
18,13,0,1.5656,3,1,45,1.536615,2.122234,3,0.0,1.89,1.534265,1.649865,3,0.0,1.88,1.588964,2.089371,4,0.0,1.86
18,14,0,1.5567,3,1,35,1.564964,1.322914,3,0.0,1.88,1.61062,1.097901,3,0.0,1.84,1.575214,2.407565,3,0.0,1.91
18,15,0,1.5453,4,0,43,1.541845,2.41985,3,0.0,1.91,1.615791,0.528517,3,0.0,1.91,1.54553,1.363075,4,0.0,1.89
18,16,0,1.544,4,0,44,1.602092,1.551314,3,0.0,1.96,1.61264,1.55416,4,0.0,1.95,1.563211,2.165005,3,0.0,1.87
18,17,1,1.5058,4,0,30,1.565854,1.473707,3,0.0,1.91,1.610676,0,2,1.0,1.85,1.594054,1.791899,3,0.0,1.84
18,18,0,1.5466,4,0,36,1.58,0.945544,4,0.0,1.95,1.60699,0.148421,3,0.0,1.88,1.588487,1.463619,5,0.0,1.85
18,19,0,1.5589,4,0,20,1.59209,1.224415,3,0.0,1.85,1.61109,0.543581,3,0.0,1.82,1.573517,2.368106,3,0.0,1.84
18,20,0,1.5715,4,0,18,1.54491,1.244109,4,0.0,1.87,1.552085,0.697456,3,0.0,1.81,1.577032,1.184247,3,0.0,1.86
18,21,0,1.5382,4,0,32,1.593383,0.882205,3,0.0,1.9,1.561048,1.657806,3,0.0,1.86,1.5888,2.305959,4,0.0,1.87
18,22,0,1.5557,3,1,33,1.52521,1.066171,5,0.0,1.86,1.586149,0.752266,4,0.0,1.89,1.526325,1.107764,3,0.0,1.88
18,23,0,1.5644,4,0,22,1.56575,1.888275,3,0.0,1.89,1.585889,0.991982,4,0.0,1.88,1.572321,2.122088,3,0.0,1.84
18,24,0,1.5241,4,0,30,1.578073,1.376188,3,0.0,1.86,1.559952,0.353325,3,0.0,1.87,1.50942,2.095547,3,0.0,1.85
18,25,0,1.5794,4,0,32,1.618375,2.252264,5,0.0,1.91,1.619197,1.27594,4,0.1429,1.86,1.563703,1.513473,3,0.1429,1.84
