seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
2,1,0,1.5844,0,0,2729,1.610848,1.427575,3,0.0,1.96,1.525298,1.153591,3,0.0,1.99,1.598201,1.343919,4,0.0,1.97
2,2,0,1.5846,3,1,1004,1.529403,1.882424,3,0.0,1.87,1.539874,0.969063,3,0.0,1.86,1.539612,2.105281,4,0.0,1.88
2,3,0,1.5826,3,1,208,1.543156,1.873935,3,0.0,1.88,1.543037,1.557545,3,0.0,1.91,1.54985,0.983743,4,0.125,1.88
2,4,0,1.5627,3,1,65,1.578268,1.195605,3,0.0,1.87,1.507402,1.705781,3,0.0,1.93,1.560486,1.643738,3,0.0,1.91
2,5,1,1.5749,4,0,32,1.617436,1.745628,3,0.0,1.85,1.588649,1.705418,4,0.0,1.85,1.54733,1.155224,4,0.0,1.83
2,6,0,1.5766,4,0,39,1.55849,1.587294,4,0.0,1.87,1.549653,0.378741,3,0.0,1.92,1.529107,0.727959,3,0.0,1.81
2,7,0,1.5677,4,0,27,1.590695,0.75377,3,0.0,1.85,1.57991,0,2,1.0,1.91,1.543471,1.495357,3,0.0,1.89
2,8,0,1.5387,3,1,34,1.543818,1.587574,5,0.3333,1.91,1.616523,0,2,1.0,1.88,1.583656,1.949023,3,0.0,1.9
2,9,0,1.5222,4,0,34,1.552205,1.530676,3,0.0,1.85,1.55032,0.92897,3,0.3333,1.92,1.614465,2.311806,4,0.0,1.88
2,10,0,1.542,4,0,36,1.617665,1.778256,3,0.0,1.84,1.59247,1.941842,4,0.0,1.9,1.593343,1.176789,3,0.0,1.86
2,11,0,1.5715,4,0,36,1.592572,1.531986,5,0.0,1.93,1.576949,0,2,1.0,1.94,1.558337,0.880708,3,0.0,1.88
2,12,0,1.538,4,0,23,1.618405,1.237904,3,0.0,1.88,1.576354,1.40196,3,0.0,1.87,1.573013,1.423461,3,0.0,1.95
2,13,0,1.5515,4,0,51,1.598495,1.949046,3,0.0,1.93,1.571589,1.472162,3,0.0,1.93,1.586926,1.048239,3,0.0,1.87
2,14,0,1.5284,4,0,47,1.609327,1.062938,5,0.0,1.84,1.490982,2.321379,3,0.0,1.93,1.565296,0.540928,3,0.0,1.88
2,15,0,1.5831,4,0,28,1.550761,1.598295,3,0.0,1.92,1.572361,2.108704,4,0.0,1.83,1.524059,1.1584,4,0.0,1.84
2,16,0,1.4365,4,0,22,1.54312,1.800675,3,0.0,1.91,1.527592,1.105735,5,0.2,1.93,1.611124,1.662678,3,0.1667,1.9
2,17,0,1.5749,4,0,32,1.566583,2.366873,4,0.0,1.85,1.585885,2.074444,3,0.0,1.81,1.525237,0.904992,5,0.0,1.87
2,18,0,1.571,4,0,30,1.571975,2.051951,5,0.0,1.86,1.563142,1.789827,4,0.0,1.84,1.578099,1.0164,3,0.0,1.84
2,19,0,1.4232,4,0,29,1.59495,1.510912,4,0.0,1.91,1.561293,0.298156,3,0.0,1.83,1.560912,2.117695,3,0.0,1.86
2,20,0,1.5574,3,1,38,1.54767,1.883613,3,0.0,1.91,1.577238,2.346023,3,0.0,1.94,1.58056,2.082538,4,0.0,1.84
2,21,0,1.5669,3,1,49,1.550585,0,2,1.0,1.87,1.582176,0.217373,3,0.0,1.85,1.559826,1.98294,3,0.0,1.84
2,22,0,1.5535,4,0,25,1.56508,1.763547,4,0.0,1.88,1.566222,1.458913,4,0.0,1.9,1.535581,1.292503,4,0.0,1.87
2,23,0,1.5557,4,0,33,1.510964,1.77356,4,0.0,1.93,1.560008,1.192126,3,0.0,1.9,1.548161,2.258355,3,0.0,1.89
2,24,0,1.5828,3,1,26,1.545433,2.956447,3,0.0,1.85,1.585349,1.083415,3,0.0,1.85,1.564054,1.625331,3,0.0,1.82
2,25,0,1.5647,1,1,31,1.565991,1.288732,4,0.0,1.87,1.558348,1.856105,3,0.0,1.86,1.568266,1.96746,3,0.0,1.87
