seed,win,tri,ent,gk,div,nC,A_drift_bnd,A_drift_deep,A_erosion_d,A_core_pres,A_bnd_k,B_drift_bnd,B_drift_deep,B_erosion_d,B_core_pres,B_bnd_k,C_drift_bnd,C_drift_deep,C_erosion_d,C_core_pres,C_bnd_k
13,1,0,1.5845,0,0,2578,1.581047,0,2,1.0,1.93,1.569877,2.153439,4,0.0,1.96,1.535817,1.419281,3,0.1667,1.97
13,2,0,1.5848,1,1,888,1.617386,0.982632,3,0.0,1.88,1.581592,1.389502,4,0.0,1.87,1.633404,1.133255,3,0.0,1.91
13,3,0,1.5848,0,1,168,1.551705,2.597916,4,0.0,1.84,1.519266,2.066885,3,0.0,1.88,1.606425,0.791869,3,0.0,1.87
13,4,0,1.5513,3,1,55,1.555593,1.404084,6,0.0,1.88,1.577867,1.858347,3,0.0,1.91,1.578964,1.210615,3,0.0,1.88
13,5,0,1.557,1,1,41,1.510284,1.55326,4,0.0,1.87,1.56594,1.160835,3,0.0,1.86,1.660481,1.310675,4,0.0,1.89
13,6,0,1.531,4,1,32,1.526415,0.77557,3,0.0,1.86,1.565464,1.767859,3,0.0,1.9,1.57616,3.010929,3,0.0,1.88
13,7,1,1.4888,4,1,35,1.558354,2.406695,4,0.0,1.88,1.578176,1.203069,3,0.0,1.88,1.593773,1.256196,3,0.0,1.84
13,8,1,1.584,4,1,38,1.559746,1.208332,3,0.0,1.86,1.560464,1.810263,4,0.0,1.85,1.592025,1.354225,4,0.1667,1.82
13,9,0,1.5653,3,1,46,1.556607,2.215618,3,0.0,1.89,1.586049,1.820733,3,0.0,1.93,1.56864,1.70844,5,0.0,1.9
13,10,0,1.5629,1,1,60,1.55162,1.853724,3,0.0,1.92,1.567079,0,2,1.0,1.87,1.572644,1.223236,3,0.0,1.87
13,11,0,1.5729,3,1,57,1.598329,1.52202,5,0.0,1.85,1.573936,2.064978,3,0.0,1.77,1.599551,1.373076,3,0.0,1.86
13,12,0,1.5817,4,1,56,1.59013,1.290031,4,0.1111,1.81,1.587798,1.977109,3,0.0,1.8,1.568058,2.154688,3,0.0,1.89
13,13,0,1.5755,4,1,50,1.604158,1.875262,3,0.0,1.95,1.58362,1.40375,3,0.0,1.85,1.524597,1.946967,4,0.0,1.94
13,14,0,1.5824,4,1,47,1.575541,1.968929,3,0.0,1.84,1.518746,0.584994,3,0.0,1.86,1.560966,1.57509,3,0.0,1.84
13,15,0,1.4874,4,1,41,1.576659,2.038356,3,0.0,1.9,1.635498,1.436134,3,0.0,1.85,1.614412,1.61272,3,0.3333,1.85
13,16,0,1.5686,4,1,37,1.547262,0,2,1.0,1.79,1.492397,2.311043,3,0.0,1.85,1.610982,1.943385,3,0.0,1.85
13,17,1,1.5596,4,0,48,1.555632,1.529195,3,0.25,1.83,1.575657,0.259046,3,0.0,1.83,1.554274,1.800898,3,0.0,1.9
13,18,0,1.547,3,1,38,1.577352,1.817042,4,0.0,1.97,1.608352,1.871409,3,0.0,1.83,1.534224,1.586991,3,0.0,1.89
13,19,0,1.5566,4,0,31,1.575475,1.499203,4,0.0,1.8,1.545503,1.308346,4,0.0,1.84,1.56884,1.207921,3,0.0,1.82
13,20,0,1.5382,4,0,32,1.558776,1.703753,5,0.0,1.86,1.587247,2.48016,3,0.0,1.84,1.581345,2.206295,3,0.0,1.93
13,21,0,1.4926,3,1,28,1.528905,1.640969,3,0.0,1.84,1.549346,2.159264,3,0.0,1.86,1.638453,2.061005,3,0.0,1.85
13,22,0,1.5749,1,1,32,1.57762,1.405571,4,0.0,1.9,1.563313,0,2,1.0,1.91,1.597372,0.514885,3,0.0,1.84
13,23,0,1.5807,4,0,37,1.538237,2.032541,3,0.0,1.9,1.538354,1.257803,3,0.0,1.85,1.498934,1.223743,3,0.0,1.86
13,24,0,1.5529,4,1,46,1.598246,2.432441,3,0.0,1.84,1.547521,1.446499,3,0.2,1.85,1.537972,1.356717,3,0.0,1.86
13,25,0,1.5302,1,1,47,1.569652,0.890431,3,0.0,1.9,1.650648,0,2,1.0,1.87,1.570658,2.364753,3,0.0,1.88
